gene_target,n_drugs,action_types,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
KCNJ8,1,OPENER,DIAZOXIDE,hypertensive disorder,Approved,DIAZOXIDE,hypertensive disorder
PTGER4,1,AGONIST,DINOPROSTONE,migraine without aura,Unknown,DINOPROSTONE,migraine without aura
SLC29A1,1,INHIBITOR,DIPYRIDAMOLE,cervical artery dissection;coronary artery disorder;ischemic stroke;myocardial infarction;peripheral arterial disease;stroke disorder;transient ischemic attack,Approved,DIPYRIDAMOLE,coronary artery disorder;stroke disorder
PTGDR2,1,AGONIST;ANTAGONIST,DONITRIPTAN,migraine disorder,Unknown,DONITRIPTAN,migraine disorder
F5,1,INHIBITOR,DROTRECOGIN ALFA (ACTIVATED),ischemic stroke;preeclampsia;pulmonary embolism,Phase 2,DROTRECOGIN ALFA (ACTIVATED),ischemic stroke;pulmonary embolism
IL4R,1,ANTAGONIST,DUPILUMAB,hypereosinophilic syndrome,Phase 2,DUPILUMAB,hypereosinophilic syndrome
FCGRT,1,ANTAGONIST,EFGARTIGIMOD ALFA,postural orthostatic tachycardia syndrome,Phase 2,EFGARTIGIMOD ALFA,postural orthostatic tachycardia syndrome
VWF,1,INHIBITOR,EGAPTIVON PEGOL,intracranial embolism;thrombotic disease,Phase 2,EGAPTIVON PEGOL,intracranial embolism;thrombotic disease
RGMA,1,INHIBITOR,ELEZANUMAB,stroke disorder,Phase 2,ELEZANUMAB,stroke disorder
SLAMF7,1,INHIBITOR,ELOTUZUMAB,AL amyloidosis,Phase 2,ELOTUZUMAB,AL amyloidosis
TSPO,1,AGONIST,EMAPUNIL,cerebral small vessel disease;pulmonary arterial hypertension,Unknown,EMAPUNIL,cerebral small vessel disease;pulmonary arterial hypertension
CASP1,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP10,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP12,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP14,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP2,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP3,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP4,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP5,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP6,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP7,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP8,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
CASP9,1,INHIBITOR,EMRICASAN,portal hypertension,Phase 2,EMRICASAN,portal hypertension
ADM,1,STABILISER,ENIBARCIMAB,heart failure,Phase 2,ENIBARCIMAB,heart failure
COMT,1,INHIBITOR,ENTACAPONE,orthostatic hypotension;postural orthostatic tachycardia syndrome,Phase 2,ENTACAPONE,orthostatic hypotension;postural orthostatic tachycardia syndrome
DRD5,1,AGONIST;ANTAGONIST,ERGOLOID MESYLATES,cardiovascular disorder;vascular dementia,Approved,ERGOLOID MESYLATES,cardiovascular disorder
NPC1L1,1,INHIBITOR,EZETIMIBE,acute coronary syndrome;acute myocardial infarction;atherosclerosis;cardiovascular disorder;coronary artery disorder;coronary atherosclerosis;essential hypertension;heart disorder;heart failure;hemorrhagic stroke;hypertensive disorder;ischemic stroke,Approved,EZETIMIBE,atherosclerosis;cardiovascular disorder
S1PR2,1,AGONIST;BINDING AGENT,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder,Phase 2,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder
S1PR3,1,AGONIST;BINDING AGENT,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder,Phase 2,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder
S1PR4,1,AGONIST;BINDING AGENT,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder,Phase 2,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder
S1PR5,1,AGONIST;BINDING AGENT,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder,Phase 2,FINGOLIMOD,brain infarction;intracerebral hemorrhage;ischemic stroke;stroke disorder
ENPEP,1,INHIBITOR,FIRIBASTAT,essential hypertension;heart failure;hypertensive disorder,Phase 3,FIRIBASTAT,hypertensive disorder
CMA1,1,INHIBITOR,FULACIMSTAT,acute myocardial infarction;heart failure;myocardial infarction,Phase 2,FULACIMSTAT,acute myocardial infarction;myocardial infarction
TGFBR1,1,INHIBITOR,GALUNISERTIB,arteriosclerosis,Phase 3,GALUNISERTIB,arteriosclerosis
GP6,1,INHIBITOR,GLENZOCIMAB,brain infarction;brain ischemia;ischemic stroke;stroke disorder,Phase 3,GLENZOCIMAB,brain infarction;stroke disorder
IL18,1,INHIBITOR,GSK-1070806,Behcet disease,Phase 2,GSK-1070806,Behcet disease
PTK2,1,INHIBITOR,GSK-2256098,pulmonary arterial hypertension,Phase 1,GSK-2256098,pulmonary arterial hypertension
AGT,1,HYDROLYTIC ENZYME,GSK-2586881,myocardial infarction;pulmonary arterial hypertension,Phase 2,GSK-2586881,pulmonary arterial hypertension
EPHX2,1,INHIBITOR,GSK2256294,subarachnoid hemorrhage,Phase 2,GSK2256294,subarachnoid hemorrhage
TRPV4,1,ANTAGONIST,GSK2798745,diabetic macular edema;heart failure,Phase 2,GSK2798745,heart failure
C1S,1,INHIBITOR,HUMAN C1-ESTERASE INHIBITOR,angioedema;hereditary angioedema,Approved,HUMAN C1-ESTERASE INHIBITOR,hereditary angioedema
F12,1,INHIBITOR,HUMAN C1-ESTERASE INHIBITOR,angioedema;hereditary angioedema,Approved,HUMAN C1-ESTERASE INHIBITOR,hereditary angioedema
TLR9,1,ANTAGONIST,HYDROXYCHLOROQUINE,atherosclerosis;cardiomyopathy;cardiovascular disorder;endothelial dysfunction;myocarditis;preeclampsia;temporal arteritis,Phase 3,HYDROXYCHLOROQUINE,cardiomyopathy;myocarditis;temporal arteritis
CFB,1,INHIBITOR,IPTACOPAN,granulomatosis with polyangiitis;microscopic polyangiitis,Phase 2,IPTACOPAN,granulomatosis with polyangiitis;microscopic polyangiitis
ATP2A2,1,ACTIVATOR;INHIBITOR,ISTAROXIME,heart disorder;heart failure,Phase 2,ISTAROXIME,heart disorder;heart failure
BACE1,1,INHIBITOR,LANABECESTAT,thrombotic disease,Phase 1,LANABECESTAT,thrombotic disease
PTGDR,1,ANTAGONIST,LAROPIPRANT,arteriosclerosis,Phase 3,LAROPIPRANT,arteriosclerosis
SV2A,1,BLOCKER;MODULATOR,LEVETIRACETAM,subarachnoid hemorrhage,Unknown,LEVETIRACETAM,subarachnoid hemorrhage
TNNC1,1,INHIBITOR;POSITIVE MODULATOR,LEVOSIMENDAN,ST Elevation Myocardial Infarction;acute myocardial infarction;aortic stenosis;cardiac arrest;cardiotoxicity;cardiovascular disorder;congenital heart disease;congestive heart failure;heart failure;ischemic stroke;myocardial infarction;myocarditis,Approved,LEVOSIMENDAN,cardiovascular disorder;congestive heart failure
TNNI3,1,INHIBITOR;POSITIVE MODULATOR,LEVOSIMENDAN,ST Elevation Myocardial Infarction;acute myocardial infarction;aortic stenosis;cardiac arrest;cardiotoxicity;cardiovascular disorder;congenital heart disease;congestive heart failure;heart failure;ischemic stroke;myocardial infarction;myocarditis,Approved,LEVOSIMENDAN,cardiovascular disorder;congestive heart failure
TNNT2,1,INHIBITOR;POSITIVE MODULATOR,LEVOSIMENDAN,ST Elevation Myocardial Infarction;acute myocardial infarction;aortic stenosis;cardiac arrest;cardiotoxicity;cardiovascular disorder;congenital heart disease;congestive heart failure;heart failure;ischemic stroke;myocardial infarction;myocarditis,Approved,LEVOSIMENDAN,cardiovascular disorder;congestive heart failure
GSK3A,1,INHIBITOR,LITHIUM CARBONATE,osteoporosis-pseudoglioma syndrome;stroke disorder,Phase 3,LITHIUM CARBONATE,stroke disorder
IMPA1,1,INHIBITOR,LITHIUM CARBONATE,osteoporosis-pseudoglioma syndrome;stroke disorder,Phase 3,LITHIUM CARBONATE,stroke disorder
MTTP,1,INHIBITOR,LOMITAPIDE,atherosclerosis;cardiovascular disorder,Approved,LOMITAPIDE,cardiovascular disorder
P4HB,1,INHIBITOR,LOMITAPIDE,atherosclerosis;cardiovascular disorder,Approved,LOMITAPIDE,cardiovascular disorder
HAO1,1,RNAI INHIBITOR,LUMASIRAN,cardiovascular disorder,Phase 2,LUMASIRAN,cardiovascular disorder
HTR7,1,ANTAGONIST,LY2590443,migraine disorder,Phase 2,LY2590443,migraine disorder
MMP12,1,INHIBITOR,MARIMASTAT,vascular anomaly,Phase 1,MARIMASTAT,vascular anomaly
MMP3,1,INHIBITOR,MARIMASTAT,vascular anomaly,Phase 1,MARIMASTAT,vascular anomaly
MTNR1A,1,AGONIST,MELATONIN,cardiomyopathy;cerebral infarction;diabetic retinopathy;essential hypertension;heart failure;hypertensive disorder;ischemic stroke;migraine disorder;myocardial infarction;peripartum cardiomyopathy;persistent fetal circulation syndrome;pulmonary arterial hypertension,Phase 3,MELATONIN,cardiomyopathy;cerebral infarction;ischemic stroke;pulmonary arterial hypertension;pulmonary hypertension
MTNR1B,1,AGONIST,MELATONIN,cardiomyopathy;cerebral infarction;diabetic retinopathy;essential hypertension;heart failure;hypertensive disorder;ischemic stroke;migraine disorder;myocardial infarction;peripartum cardiomyopathy;persistent fetal circulation syndrome;pulmonary arterial hypertension,Phase 3,MELATONIN,cardiomyopathy;cerebral infarction;ischemic stroke;pulmonary arterial hypertension;pulmonary hypertension
TRPA1,1,OPENER,MENTHOL,hemorrhoid;hypertensive disorder;ischemic stroke,Approved,MENTHOL,hemorrhoid
COXFA4,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
COXFA4L2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
GPD2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
MT-ND1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
MT-ND2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
MT-ND3,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
MT-ND4,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
MT-ND4L,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
MT-ND5,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
MT-ND6,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA10,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA11,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA12,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA13,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA3,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA5,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA6,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA7,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA8,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFA9,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFAB1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFAF1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFAF2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFAF3,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFAF4,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB10,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB11,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB3,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB4,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB5,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
