gene_target,n_drugs,action_types,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
NDUFB6,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB7,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB8,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFB9,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFC1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFC2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS3,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS4,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS5,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS6,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS7,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFS8,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFV1,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFV2,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
NDUFV3,1,INHIBITOR,METFORMIN,abdominal aortic aneurysm;atherosclerosis;atrial fibrillation;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart disorder;heart failure;hypertensive disorder;intermittent vascular claudication;myocardial infarction,Phase 3,METFORMIN,abdominal aortic aneurysm;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic retinopathy;endothelial dysfunction;heart failure;intermittent vascular claudication;myocardial infarction;myotonic dystrophy type 1;peripheral arterial disease;preeclampsia
TH,1,INHIBITOR,METYROSINE,22q11.2 deletion syndrome;hypertensive disorder,Approved,METYROSINE,hypertensive disorder
UGCG,1,INHIBITOR,MIGLUSTAT,Glycogen storage disease due to acid maltase deficiency;glycogen storage disease II,Approved,MIGLUSTAT,Glycogen storage disease due to acid maltase deficiency
APOB,1,ANTISENSE INHIBITOR,MIPOMERSEN,atherosclerosis;cardiovascular disorder;coronary artery disorder,Approved,MIPOMERSEN,cardiovascular disorder
AKT1,1,INHIBITOR,MIRANSERTIB,vascular anomaly,Unknown,MIRANSERTIB,vascular anomaly
AKT2,1,INHIBITOR,MIRANSERTIB,vascular anomaly,Unknown,MIRANSERTIB,vascular anomaly
AKT3,1,INHIBITOR,MIRANSERTIB,vascular anomaly,Unknown,MIRANSERTIB,vascular anomaly
CYP11A1,1,INHIBITOR,MITOTANE,adrenal cortex carcinoma,Approved,MITOTANE,adrenal cortex carcinoma
CYSLTR1,1,ANTAGONIST,MONTELUKAST,cardiotoxicity;coronary artery disorder;endothelial dysfunction;myocardial infarction;peripheral arterial disease,Phase 3,MONTELUKAST,peripheral arterial disease
IMPDH2,1,INHIBITOR,MYCOPHENOLATE MOFETIL,Takayasu arteritis;anti-neutrophil cytoplasmic antibody-associated vasculitis;atherosclerosis;cardiomyopathy;diabetic retinopathy;granulomatosis with polyangiitis;heart failure;microscopic polyangiitis,Phase 3,MYCOPHENOLATE MOFETIL,Takayasu arteritis;anti-neutrophil cytoplasmic antibody-associated vasculitis;atherosclerosis;cardiomyopathy;granulomatosis with polyangiitis;heart failure;microscopic polyangiitis
CSF2,1,INHIBITOR,NAMILUMAB,cardiac sarcoidosis,Phase 2,NAMILUMAB,cardiac sarcoidosis
ITGA4,1,INHIBITOR,NATALIZUMAB,ischemic stroke,Phase 2,NATALIZUMAB,ischemic stroke
ITGB1,1,INHIBITOR,NATALIZUMAB,ischemic stroke,Phase 2,NATALIZUMAB,ischemic stroke
ITGB7,1,INHIBITOR,NATALIZUMAB,ischemic stroke,Phase 2,NATALIZUMAB,ischemic stroke
FGFR4,1,INHIBITOR,NINTEDANIB,epistaxis;hereditary hemorrhagic telangiectasia,Phase 2,NINTEDANIB,epistaxis;hereditary hemorrhagic telangiectasia
APH1A,1,INHIBITOR,NIROGACESTAT,Kaposi's sarcoma,Phase 2,NIROGACESTAT,Kaposi's sarcoma
APH1B,1,INHIBITOR,NIROGACESTAT,Kaposi's sarcoma,Phase 2,NIROGACESTAT,Kaposi's sarcoma
NCSTN,1,INHIBITOR,NIROGACESTAT,Kaposi's sarcoma,Phase 2,NIROGACESTAT,Kaposi's sarcoma
PSEN1,1,INHIBITOR,NIROGACESTAT,Kaposi's sarcoma,Phase 2,NIROGACESTAT,Kaposi's sarcoma
PSEN2,1,INHIBITOR,NIROGACESTAT,Kaposi's sarcoma,Phase 2,NIROGACESTAT,Kaposi's sarcoma
PSENEN,1,INHIBITOR,NIROGACESTAT,Kaposi's sarcoma,Phase 2,NIROGACESTAT,Kaposi's sarcoma
FN1,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMA1,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMA2,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMA3,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMA4,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMA5,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMB1,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMB2,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMB3,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMB4,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMC1,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMC2,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
LAMC3,1,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
