gene,condition,n_sig,group
ABHD14A,Stim48hr,0,other
ABHD14A,Stim8hr,0,other
ABHD14B,Rest,0,other
ABHD14B,Stim48hr,0,other
ABHD14B,Stim8hr,0,other
ABHD15,Stim48hr,0,other
ABHD16A,Rest,0,other
ABHD16A,Stim48hr,0,other
ABHD16A,Stim8hr,0,other
ABHD16B,Rest,0,other
ABHD16B,Stim48hr,0,other
ABHD16B,Stim8hr,0,other
ABHD17A,Rest,0,other
ABHD17A,Stim48hr,0,other
ABHD17A,Stim8hr,1,other
ABHD17B,Rest,0,other
ABHD17B,Stim48hr,0,other
ABHD17B,Stim8hr,0,other
ABHD18,Rest,0,other
ABHD18,Stim48hr,0,other
ABHD18,Stim8hr,0,other
ABHD2,Rest,0,other
ABHD2,Stim48hr,0,other
ABHD2,Stim8hr,0,other
ABHD3,Rest,0,other
ABHD3,Stim48hr,0,other
ABHD3,Stim8hr,0,other
ABHD4,Rest,0,other
ABHD4,Stim48hr,0,other
ABHD4,Stim8hr,0,other
ABHD5,Rest,0,other
ABHD5,Stim48hr,0,other
ABHD5,Stim8hr,0,other
ABHD6,Rest,0,other
ABHD6,Stim48hr,0,other
ABHD6,Stim8hr,0,other
ABHD8,Rest,0,other
ABHD8,Stim48hr,0,other
ABHD8,Stim8hr,0,other
ABI1,Rest,0,other
ABI1,Stim48hr,0,other
ABI1,Stim8hr,0,other
ABI2,Rest,0,other
ABI2,Stim48hr,0,other
ABI2,Stim8hr,0,other
ABI3,Rest,3,other
ABI3,Stim48hr,0,other
ABI3,Stim8hr,0,other
ABITRAM,Rest,0,other
ABITRAM,Stim48hr,0,other
ABITRAM,Stim8hr,0,other
ABL1,Rest,0,approved
ABL1,Stim48hr,0,approved
ABL1,Stim8hr,0,approved
ABL2,Rest,0,other
ABL2,Stim48hr,0,other
ABL2,Stim8hr,0,other
ABLIM3,Rest,0,other
ABLIM3,Stim48hr,0,other
ABLIM3,Stim8hr,0,other
ABRACL,Rest,0,other
ABRACL,Stim48hr,0,other
ABRACL,Stim8hr,0,other
ABRAXAS1,Rest,0,other
ABRAXAS1,Stim48hr,0,other
ABRAXAS1,Stim8hr,0,other
ABRAXAS2,Rest,0,other
ABRAXAS2,Stim48hr,0,other
ABRAXAS2,Stim8hr,0,other
ABT1,Stim8hr,0,other
ABTB1,Rest,0,other
ABTB1,Stim48hr,0,other
ABTB1,Stim8hr,0,other
ABTB2,Rest,0,other
ABTB2,Stim48hr,0,other
ABTB2,Stim8hr,0,other
ABTB3,Rest,0,other
ABTB3,Stim48hr,0,other
ABTB3,Stim8hr,0,other
ACAA1,Rest,0,other
ACAA1,Stim48hr,0,other
ACAA1,Stim8hr,0,other
ACAA2,Rest,0,other
ACAA2,Stim48hr,0,other
ACAA2,Stim8hr,0,other
ACACA,Rest,0,other
ACACA,Stim48hr,1,other
ACACA,Stim8hr,0,other
ACACB,Rest,0,other
ACACB,Stim48hr,0,other
ACACB,Stim8hr,0,other
ACAD10,Rest,0,other
ACAD10,Stim48hr,0,other
ACAD10,Stim8hr,0,other
ACAD11,Rest,1,other
ACAD11,Stim48hr,1,other
ACAD11,Stim8hr,1,other
ACAD8,Rest,0,other
ACAD8,Stim48hr,0,other
ACAD8,Stim8hr,0,other
ACAD9,Rest,0,other
ACAD9,Stim48hr,0,other
ACAD9,Stim8hr,0,other
ACADM,Rest,0,other
ACADM,Stim48hr,0,other
ACADM,Stim8hr,0,other
ACADS,Rest,0,other
ACADS,Stim48hr,0,other
ACADS,Stim8hr,0,other
ACADSB,Rest,0,other
ACADSB,Stim48hr,0,other
ACADSB,Stim8hr,0,other
ACADVL,Rest,0,other
ACADVL,Stim48hr,0,other
ACADVL,Stim8hr,0,other
ACAP1,Rest,0,other
ACAP1,Stim48hr,0,other
ACAP1,Stim8hr,0,other
ACAP2,Rest,0,other
ACAP2,Stim48hr,0,other
ACAP2,Stim8hr,1,other
ACAP3,Rest,1,other
ACAP3,Stim48hr,0,other
ACAP3,Stim8hr,0,other
ACAT1,Rest,0,other
ACAT1,Stim48hr,0,other
ACAT1,Stim8hr,0,other
ACAT2,Rest,0,other
ACAT2,Stim48hr,0,other
ACAT2,Stim8hr,0,other
ACBD3,Rest,0,other
ACBD3,Stim48hr,0,other
ACBD3,Stim8hr,0,other
ACBD4,Rest,0,other
ACBD4,Stim48hr,0,other
ACBD4,Stim8hr,0,other
ACBD5,Rest,0,other
ACBD5,Stim48hr,0,other
ACBD5,Stim8hr,0,other
ACBD6,Rest,0,other
ACBD6,Stim48hr,0,other
ACBD6,Stim8hr,0,other
ACCS,Rest,0,other
ACCS,Stim48hr,1,other
ACCS,Stim8hr,0,other
ACD,Stim48hr,0,other
ACE,Rest,0,in_trials
ACE,Stim48hr,0,in_trials
ACE,Stim8hr,0,in_trials
ACER1,Rest,0,other
ACER1,Stim48hr,0,other
ACER1,Stim8hr,0,other
ACER2,Rest,0,other
ACER2,Stim48hr,0,other
ACER2,Stim8hr,0,other
ACER3,Rest,0,other
ACER3,Stim48hr,0,other
ACER3,Stim8hr,0,other
ACIN1,Rest,0,other
ACIN1,Stim48hr,0,other
ACIN1,Stim8hr,0,other
ACKR3,Rest,0,other
ACKR3,Stim48hr,0,other
ACKR3,Stim8hr,0,other
ACLY,Rest,0,other
ACLY,Stim48hr,15,other
ACLY,Stim8hr,2,other
ACO1,Rest,0,other
ACO1,Stim48hr,0,other
ACO1,Stim8hr,0,other
ACO2,Rest,0,other
ACO2,Stim48hr,0,other
ACO2,Stim8hr,1,other
ACOT13,Rest,0,other
ACOT13,Stim48hr,0,other
ACOT13,Stim8hr,0,other
ACOT2,Rest,0,other
ACOT2,Stim48hr,0,other
ACOT2,Stim8hr,0,other
ACOT4,Rest,0,other
ACOT4,Stim48hr,0,other
ACOT4,Stim8hr,0,other
ACOT7,Rest,0,other
ACOT7,Stim48hr,4,other
ACOT7,Stim8hr,0,other
ACOT8,Rest,0,other
ACOT8,Stim48hr,0,other
ACOT8,Stim8hr,0,other
ACOT9,Rest,0,other
ACOT9,Stim48hr,0,other
ACOT9,Stim8hr,0,other
ACOX1,Rest,0,other
ACOX1,Stim48hr,0,other
ACOX1,Stim8hr,0,other
ACOX3,Rest,0,other
ACOX3,Stim48hr,0,other
ACOX3,Stim8hr,0,other
ACP1,Rest,0,other
ACP1,Stim48hr,0,other
ACP1,Stim8hr,0,other
ACP2,Rest,0,other
ACP2,Stim48hr,0,other
ACP2,Stim8hr,0,other
ACP5,Rest,0,other
ACP5,Stim48hr,0,other
ACP5,Stim8hr,0,other
ACP6,Rest,0,other
ACP6,Stim48hr,0,other
ACP6,Stim8hr,0,other
ACRBP,Rest,0,other
ACRBP,Stim48hr,0,other
ACRBP,Stim8hr,0,other
ACSF2,Rest,0,other
ACSF2,Stim48hr,0,other
ACSF2,Stim8hr,0,other
ACSF3,Rest,0,other
ACSF3,Stim48hr,0,other
ACSF3,Stim8hr,0,other
ACSL1,Rest,0,other
ACSL1,Stim48hr,0,other
ACSL1,Stim8hr,0,other
ACSL3,Rest,0,other
ACSL3,Stim48hr,0,other
ACSL3,Stim8hr,0,other
ACSL4,Rest,0,other
ACSL4,Stim48hr,0,other
ACSL4,Stim8hr,0,other
ACSL5,Rest,0,other
ACSL5,Stim48hr,0,other
ACSL5,Stim8hr,0,other
ACSL6,Rest,0,other
ACSL6,Stim48hr,0,other
ACSL6,Stim8hr,0,other
ACSM3,Rest,1,other
ACSM3,Stim48hr,0,other
ACSM3,Stim8hr,0,other
ACSS1,Rest,0,other
ACSS1,Stim48hr,0,other
ACSS1,Stim8hr,0,other
ACSS2,Rest,0,other
ACSS2,Stim48hr,0,other
ACSS2,Stim8hr,0,other
ACTA2,Rest,0,other
ACTA2,Stim48hr,0,other
ACTA2,Stim8hr,0,other
ACTB,Rest,1,other
ACTB,Stim48hr,1,other
ACTB,Stim8hr,0,other
ACTG1,Rest,0,other
ACTG1,Stim48hr,0,other
ACTG1,Stim8hr,0,other
ACTMAP,Rest,0,other
ACTMAP,Stim48hr,0,other
ACTMAP,Stim8hr,0,other
ACTN1,Rest,0,other
ACTN1,Stim48hr,0,other
ACTN1,Stim8hr,0,other
ACTN4,Rest,0,other
ACTN4,Stim48hr,0,other
ACTN4,Stim8hr,0,other
ACTR1A,Rest,0,other
ACTR1A,Stim48hr,0,other
ACTR1A,Stim8hr,0,other
ACTR1B,Rest,0,other
ACTR1B,Stim48hr,0,other
ACTR1B,Stim8hr,0,other
ACTR2,Rest,0,other
ACTR2,Stim48hr,4,other
ACTR2,Stim8hr,2,other
ACTR3,Rest,0,other
ACTR3,Stim48hr,0,other
ACTR3,Stim8hr,0,other
ACTR3B,Rest,0,other
ACTR3B,Stim48hr,0,other
ACTR3B,Stim8hr,0,other
ACTR3C,Rest,0,other
ACTR3C,Stim48hr,0,other
ACTR3C,Stim8hr,0,other
ACTR5,Rest,1,other
ACTR5,Stim48hr,1,other
ACTR5,Stim8hr,1,other
ACTR8,Rest,7,other
ACTR8,Stim48hr,2,other
ACTR8,Stim8hr,5,other
ACVR1,Rest,0,approved
ACVR1,Stim48hr,0,approved
ACVR1,Stim8hr,0,approved
ACVR1B,Rest,0,other
ACVR1B,Stim48hr,0,other
ACVR1B,Stim8hr,0,other
ACVR1C,Rest,0,other
ACVR1C,Stim48hr,0,other
ACVR1C,Stim8hr,0,other
ACVR2A,Rest,0,other
ACVR2A,Stim48hr,0,other
ACVR2A,Stim8hr,0,other
ACVR2B,Rest,0,in_trials
ACVR2B,Stim48hr,0,in_trials
ACVR2B,Stim8hr,0,in_trials
ACY1,Rest,0,other
ACY1,Stim48hr,0,other
ACY1,Stim8hr,0,other
ACYP1,Rest,0,other
ACYP1,Stim48hr,0,other
ACYP1,Stim8hr,0,other
ACYP2,Rest,0,other
ACYP2,Stim48hr,0,other
ACYP2,Stim8hr,0,other
ADA,Rest,0,approved
ADA,Stim48hr,0,approved
ADA,Stim8hr,0,approved
ADA2,Rest,0,other
ADA2,Stim48hr,0,other
ADA2,Stim8hr,0,other
ADAM10,Rest,0,other
ADAM10,Stim48hr,0,other
ADAM10,Stim8hr,0,other
ADAM12,Rest,0,other
ADAM12,Stim48hr,0,other
ADAM12,Stim8hr,0,other
ADAM15,Rest,0,other
ADAM15,Stim48hr,0,other
ADAM15,Stim8hr,0,other
ADAM17,Rest,0,in_trials
ADAM17,Stim48hr,0,in_trials
ADAM17,Stim8hr,0,in_trials
ADAM19,Rest,4,other
ADAM19,Stim48hr,2,other
ADAM19,Stim8hr,3,other
ADAM22,Rest,0,other
ADAM22,Stim48hr,0,other
ADAM22,Stim8hr,0,other
ADAM23,Rest,0,other
ADAM23,Stim48hr,0,other
ADAM23,Stim8hr,0,other
ADAM28,Rest,0,other
ADAM28,Stim48hr,0,other
ADAM28,Stim8hr,0,other
ADAM8,Rest,0,other
ADAM8,Stim48hr,0,other
ADAM8,Stim8hr,0,other
ADAM9,Rest,0,other
ADAM9,Stim48hr,0,other
ADAM9,Stim8hr,0,other
ADAMTS1,Rest,0,other
ADAMTS1,Stim48hr,0,other
ADAMTS1,Stim8hr,0,other
ADAMTS10,Rest,0,other
ADAMTS10,Stim48hr,0,other
ADAMTS10,Stim8hr,0,other
ADAMTS17,Rest,0,other
ADAMTS17,Stim48hr,0,other
ADAMTS17,Stim8hr,0,other
ADAMTS6,Rest,0,other
ADAMTS6,Stim48hr,0,other
ADAMTS6,Stim8hr,0,other
ADAMTSL5,Rest,0,other
ADAMTSL5,Stim48hr,0,other
ADAMTSL5,Stim8hr,0,other
ADAP1,Rest,0,other
ADAP1,Stim48hr,0,other
ADAP1,Stim8hr,0,other
ADAR,Stim48hr,0,other
ADAR,Stim8hr,0,other
ADARB1,Rest,0,other
ADARB1,Stim48hr,0,other
ADARB1,Stim8hr,0,other
ADARB2,Rest,0,other
ADARB2,Stim48hr,0,other
ADARB2,Stim8hr,0,other
ADAT1,Rest,1,other
ADAT1,Stim48hr,1,other
ADAT1,Stim8hr,1,other
ADAT2,Rest,0,other
ADAT2,Stim48hr,0,other
ADAT2,Stim8hr,1,other
ADAT3,Rest,1,other
ADAT3,Stim48hr,2,other
ADAT3,Stim8hr,0,other
ADCK1,Rest,0,other
ADCK1,Stim48hr,0,other
ADCK1,Stim8hr,0,other
ADCK2,Rest,0,other
ADCK2,Stim48hr,0,other
ADCK2,Stim8hr,0,other
ADCK5,Rest,0,other
ADCK5,Stim48hr,0,other
ADCK5,Stim8hr,0,other
ADCY1,Rest,0,other
ADCY1,Stim48hr,0,other
ADCY1,Stim8hr,0,other
ADCY3,Rest,0,other
ADCY3,Stim48hr,0,other
ADCY3,Stim8hr,0,other
ADCY4,Rest,0,other
ADCY4,Stim48hr,0,other
ADCY4,Stim8hr,0,other
ADCY7,Rest,0,other
ADCY7,Stim48hr,0,other
ADCY7,Stim8hr,0,other
ADCY9,Rest,0,other
ADCY9,Stim48hr,0,other
ADCY9,Stim8hr,0,other
ADD1,Rest,0,other
ADD1,Stim48hr,0,other
ADD1,Stim8hr,0,other
ADD2,Rest,0,other
ADD2,Stim48hr,0,other
ADD2,Stim8hr,0,other
ADD3,Rest,0,other
ADD3,Stim48hr,0,other
ADD3,Stim8hr,0,other
ADGRA3,Rest,0,other
ADGRA3,Stim48hr,0,other
ADGRA3,Stim8hr,0,other
ADGRB2,Rest,0,other
ADGRB2,Stim48hr,0,other
ADGRB2,Stim8hr,0,other
ADGRE2,Rest,0,other
ADGRE2,Stim48hr,0,other
ADGRE2,Stim8hr,0,other
ADGRE5,Rest,0,other
ADGRE5,Stim48hr,0,other
ADGRE5,Stim8hr,0,other
ADGRG1,Rest,0,other
ADGRG1,Stim48hr,1,other
ADGRG1,Stim8hr,1,other
ADGRG5,Rest,0,other
ADGRG5,Stim48hr,0,other
ADGRG5,Stim8hr,0,other
ADGRL1,Rest,0,other
ADGRL1,Stim48hr,0,other
ADGRL1,Stim8hr,0,other
ADGRV1,Rest,0,other
ADGRV1,Stim48hr,0,other
ADGRV1,Stim8hr,0,other
ADH1B,Rest,0,other
ADH1B,Stim48hr,0,other
ADH1B,Stim8hr,0,other
ADH5,Rest,0,other
ADH5,Stim48hr,0,other
ADH5,Stim8hr,0,other
ADHFE1,Rest,0,other
ADHFE1,Stim48hr,1,other
ADHFE1,Stim8hr,0,other
ADI1,Rest,0,other
ADI1,Stim48hr,0,other
ADI1,Stim8hr,0,other
ADIPOR1,Rest,0,other
ADIPOR1,Stim48hr,0,other
ADIPOR1,Stim8hr,0,other
ADIPOR2,Rest,0,other
ADIPOR2,Stim48hr,0,other
ADIPOR2,Stim8hr,0,other
ADIRF,Rest,0,other
ADIRF,Stim48hr,0,other
ADIRF,Stim8hr,0,other
ADISSP,Rest,0,other
ADISSP,Stim48hr,0,other
ADISSP,Stim8hr,0,other
ADK,Rest,0,other
ADK,Stim48hr,0,other
ADK,Stim8hr,0,other
ADM,Rest,0,other
ADM,Stim48hr,0,other
ADM,Stim8hr,0,other
ADM5,Rest,1,other
ADM5,Stim48hr,0,other
ADM5,Stim8hr,0,other
ADNP,Rest,0,other
ADNP,Stim48hr,0,other
ADNP,Stim8hr,0,other
ADNP2,Rest,1,other
ADNP2,Stim48hr,1,other
ADNP2,Stim8hr,1,other
ADO,Rest,0,other
ADO,Stim48hr,0,other
ADO,Stim8hr,0,other
ADORA2A,Rest,0,in_trials
ADORA2A,Stim48hr,0,in_trials
ADORA2A,Stim8hr,0,in_trials
ADORA2B,Rest,0,in_trials
ADORA2B,Stim48hr,0,in_trials
ADORA2B,Stim8hr,0,in_trials
ADPGK,Rest,0,other
ADPGK,Stim48hr,0,other
ADPGK,Stim8hr,0,other
ADPRH,Rest,0,other
ADPRH,Stim48hr,0,other
ADPRH,Stim8hr,0,other
ADPRM,Rest,1,other
ADPRM,Stim48hr,0,other
ADPRM,Stim8hr,0,other
ADPRS,Rest,0,other
ADPRS,Stim48hr,0,other
ADPRS,Stim8hr,0,other
ADRB2,Rest,0,approved
ADRB2,Stim48hr,0,approved
ADRB2,Stim8hr,0,approved
ADRM1,Rest,0,approved
ADRM1,Stim48hr,0,approved
ADRM1,Stim8hr,0,approved
ADSS2,Rest,1,other
ADSS2,Stim8hr,0,other
ADTRP,Rest,0,other
ADTRP,Stim48hr,0,other
ADTRP,Stim8hr,0,other
AEBP1,Rest,0,other
AEBP1,Stim48hr,0,other
AEBP1,Stim8hr,0,other
AEBP2,Rest,0,other
AEBP2,Stim48hr,1,other
AEBP2,Stim8hr,0,other
AEN,Rest,0,other
AEN,Stim48hr,0,other
AEN,Stim8hr,0,other
AFAP1,Rest,0,other
AFAP1,Stim8hr,0,other
AFAP1L2,Rest,0,other
AFAP1L2,Stim48hr,0,other
AFAP1L2,Stim8hr,0,other
AFDN,Rest,0,other
AFDN,Stim48hr,0,other
AFDN,Stim8hr,0,other
AFF1,Rest,0,other
AFF1,Stim48hr,0,other
AFF1,Stim8hr,0,other
AFF2,Rest,0,other
AFF2,Stim48hr,0,other
AFF2,Stim8hr,0,other
AFF3,Rest,0,other
AFF3,Stim48hr,0,other
AFF3,Stim8hr,0,other
AFF4,Rest,1,other
AFF4,Stim48hr,0,other
AFF4,Stim8hr,0,other
AFG2A,Stim8hr,0,other
AFG2B,Rest,0,other
AFG2B,Stim48hr,0,other
AFG2B,Stim8hr,0,other
AFG3L2,Rest,0,other
AFG3L2,Stim48hr,0,other
AFG3L2,Stim8hr,0,other
AFMID,Rest,0,other
AFMID,Stim48hr,0,other
AFMID,Stim8hr,0,other
AFTPH,Rest,0,other
AFTPH,Stim48hr,0,other
AFTPH,Stim8hr,0,other
AGA,Rest,0,other
AGA,Stim48hr,0,other
AGA,Stim8hr,0,other
AGAP1,Rest,0,other
AGAP1,Stim48hr,0,other
AGAP1,Stim8hr,0,other
AGAP2,Rest,0,other
AGAP2,Stim48hr,0,other
AGAP2,Stim8hr,0,other
AGAP3,Rest,0,other
AGAP3,Stim48hr,0,other
AGAP3,Stim8hr,0,other
AGAP4,Rest,0,other
AGAP4,Stim48hr,0,other
AGAP4,Stim8hr,0,other
AGAP5,Rest,0,other
AGAP5,Stim48hr,0,other
AGAP5,Stim8hr,0,other
AGAP6,Rest,0,other
AGAP6,Stim48hr,0,other
AGAP6,Stim8hr,0,other
AGAP9,Rest,0,other
AGAP9,Stim48hr,0,other
AGAP9,Stim8hr,0,other
AGBL2,Rest,0,other
AGBL2,Stim48hr,0,other
AGBL2,Stim8hr,0,other
AGBL5,Rest,0,other
AGBL5,Stim48hr,0,other
AGBL5,Stim8hr,0,other
AGER,Rest,0,other
AGER,Stim48hr,0,other
AGER,Stim8hr,0,other
AGFG1,Rest,0,other
AGFG1,Stim48hr,0,other
AGFG1,Stim8hr,0,other
AGFG2,Rest,0,other
AGFG2,Stim48hr,0,other
AGFG2,Stim8hr,0,other
AGGF1,Rest,0,other
AGGF1,Stim48hr,0,other
AGGF1,Stim8hr,0,other
AGK,Rest,0,other
AGK,Stim48hr,0,other
AGK,Stim8hr,0,other
AGL,Rest,0,other
AGL,Stim48hr,0,other
AGL,Stim8hr,0,other
AGMAT,Rest,0,other
AGMAT,Stim48hr,0,other
AGMAT,Stim8hr,0,other
AGO1,Rest,0,other
AGO1,Stim48hr,0,other
AGO1,Stim8hr,0,other
AGO2,Rest,0,other
AGO2,Stim48hr,0,other
AGO2,Stim8hr,0,other
AGO3,Rest,0,other
AGO3,Stim48hr,0,other
AGO3,Stim8hr,0,other
AGO4,Stim48hr,0,other
AGO4,Stim8hr,0,other
AGPAT1,Rest,0,other
AGPAT1,Stim48hr,1,other
AGPAT1,Stim8hr,0,other
AGPAT2,Rest,0,other
AGPAT2,Stim48hr,0,other
AGPAT2,Stim8hr,0,other
AGPAT3,Rest,0,other
AGPAT3,Stim48hr,0,other
AGPAT3,Stim8hr,0,other
AGPAT4,Rest,0,other
AGPAT4,Stim48hr,0,other
AGPAT4,Stim8hr,0,other
AGPAT5,Rest,0,other
AGPAT5,Stim48hr,0,other
AGPAT5,Stim8hr,0,other
AGPS,Rest,0,other
AGPS,Stim48hr,0,other
AGPS,Stim8hr,0,other
AGR2,Rest,0,other
AGR2,Stim48hr,0,other
AGR2,Stim8hr,0,other
AGR3,Rest,0,other
AGR3,Stim48hr,0,other
AGR3,Stim8hr,0,other
AGRN,Rest,0,other
AGRN,Stim48hr,0,other
AGRN,Stim8hr,0,other
AGTPBP1,Rest,0,other
AGTPBP1,Stim48hr,0,other
AGTPBP1,Stim8hr,0,other
AGTRAP,Rest,0,other
AGTRAP,Stim48hr,0,other
AGTRAP,Stim8hr,0,other
AHCYL1,Rest,0,other
AHCYL1,Stim48hr,0,other
AHCYL1,Stim8hr,0,other
AHCYL2,Rest,0,other
AHCYL2,Stim48hr,0,other
AHCYL2,Stim8hr,0,other
AHDC1,Rest,0,other
AHDC1,Stim48hr,0,other
AHDC1,Stim8hr,0,other
AHI1,Rest,0,other
AHI1,Stim48hr,0,other
AHI1,Stim8hr,0,other
AHNAK,Rest,1,other
AHNAK,Stim48hr,0,other
AHNAK,Stim8hr,0,other
AHR,Rest,13,approved
AHR,Stim48hr,8,approved
AHR,Stim8hr,8,approved
AHRR,Rest,0,other
AHRR,Stim48hr,1,other
AHRR,Stim8hr,0,other
AHSA1,Rest,0,other
AHSA1,Stim48hr,0,other
AHSA1,Stim8hr,0,other
AHSP,Rest,0,other
AHSP,Stim48hr,0,other
AHSP,Stim8hr,0,other
AIDA,Rest,0,other
AIDA,Stim48hr,0,other
AIDA,Stim8hr,0,other
AIF1,Rest,0,other
AIF1,Stim48hr,0,other
AIF1,Stim8hr,0,other
AIFM1,Rest,0,other
AIFM1,Stim48hr,3,other
AIFM1,Stim8hr,0,other
AIFM2,Rest,0,other
AIFM2,Stim48hr,0,other
AIFM2,Stim8hr,0,other
AIG1,Rest,0,other
AIG1,Stim48hr,0,other
AIG1,Stim8hr,0,other
AIM2,Rest,0,other
AIM2,Stim48hr,0,other
AIM2,Stim8hr,0,other
AIMP1,Rest,0,other
AIMP1,Stim48hr,0,other
AIMP1,Stim8hr,0,other
AIMP2,Rest,0,other
AIMP2,Stim48hr,0,other
AIMP2,Stim8hr,0,other
AIP,Rest,0,other
AIP,Stim48hr,1,other
AIP,Stim8hr,1,other
AIRE,Rest,0,other
AIRE,Stim48hr,0,other
AIRE,Stim8hr,0,other
AIRIM,Rest,0,other
AIRIM,Stim48hr,0,other
AIRIM,Stim8hr,1,other
AJAP1,Rest,0,other
AJAP1,Stim48hr,0,other
AJAP1,Stim8hr,0,other
AK1,Rest,0,other
AK1,Stim48hr,0,other
AK1,Stim8hr,0,other
AK3,Rest,2,other
AK3,Stim48hr,0,other
AK3,Stim8hr,1,other
AK4,Rest,0,other
AK4,Stim48hr,0,other
AK4,Stim8hr,0,other
AK5,Rest,0,other
AK5,Stim8hr,0,other
AK9,Rest,0,other
AK9,Stim48hr,0,other
AK9,Stim8hr,0,other
AKAP1,Rest,0,other
AKAP1,Stim48hr,0,other
AKAP1,Stim8hr,0,other
AKAP10,Rest,2,other
AKAP10,Stim48hr,0,other
AKAP10,Stim8hr,2,other
AKAP11,Rest,0,other
AKAP11,Stim48hr,0,other
AKAP11,Stim8hr,0,other
AKAP12,Rest,0,other
AKAP12,Stim48hr,0,other
AKAP12,Stim8hr,0,other
AKAP13,Rest,0,other
AKAP13,Stim48hr,0,other
AKAP13,Stim8hr,0,other
AKAP17A,Rest,0,other
AKAP17A,Stim48hr,0,other
AKAP17A,Stim8hr,0,other
AKAP19,Rest,0,other
AKAP19,Stim48hr,0,other
AKAP19,Stim8hr,0,other
AKAP5,Rest,0,other
AKAP5,Stim48hr,0,other
AKAP5,Stim8hr,0,other
AKAP7,Rest,0,other
AKAP7,Stim48hr,0,other
AKAP7,Stim8hr,0,other
AKAP8,Rest,0,other
AKAP8,Stim48hr,0,other
AKAP8,Stim8hr,0,other
AKAP8L,Rest,0,other
AKAP8L,Stim48hr,0,other
AKAP8L,Stim8hr,0,other
AKAP9,Rest,0,other
AKAP9,Stim48hr,0,other
AKAP9,Stim8hr,0,other
AKIP1,Rest,0,other
AKIP1,Stim48hr,0,other
AKIP1,Stim8hr,0,other
AKIRIN1,Rest,0,other
AKIRIN1,Stim48hr,0,other
AKIRIN1,Stim8hr,0,other
AKIRIN2,Rest,0,other
AKIRIN2,Stim48hr,0,other
AKIRIN2,Stim8hr,0,other
AKNA,Rest,0,other
AKNA,Stim48hr,0,other
AKNA,Stim8hr,0,other
AKR1A1,Rest,0,other
AKR1A1,Stim48hr,0,other
AKR1A1,Stim8hr,0,other
AKR1B1,Rest,0,other
AKR1B1,Stim48hr,0,other
AKR1B1,Stim8hr,0,other
AKR1C1,Rest,3,other
AKR1C1,Stim48hr,0,other
AKR1C1,Stim8hr,0,other
AKR1C3,Rest,0,other
AKR1C3,Stim48hr,0,other
AKR1C3,Stim8hr,0,other
AKR1E2,Rest,0,other
AKR1E2,Stim48hr,0,other
AKR1E2,Stim8hr,0,other
AKR7A2,Rest,0,other
AKR7A2,Stim48hr,0,other
AKR7A2,Stim8hr,0,other
AKR7A3,Rest,0,other
AKR7A3,Stim48hr,0,other
AKR7A3,Stim8hr,0,other
AKT1,Rest,0,in_trials
AKT1,Stim48hr,0,in_trials
AKT1,Stim8hr,0,in_trials
AKT1S1,Rest,0,other
AKT1S1,Stim48hr,0,other
AKT1S1,Stim8hr,0,other
AKT2,Rest,0,in_trials
AKT2,Stim48hr,0,in_trials
AKT2,Stim8hr,0,in_trials
AKT3,Rest,0,in_trials
AKT3,Stim48hr,0,in_trials
AKT3,Stim8hr,0,in_trials
AKTIP,Rest,0,other
AKTIP,Stim48hr,0,other
AKTIP,Stim8hr,0,other
ALAD,Rest,0,other
ALAD,Stim48hr,0,other
ALAD,Stim8hr,0,other
ALAS1,Rest,0,other
ALAS1,Stim48hr,0,other
ALAS1,Stim8hr,0,other
ALAS2,Rest,0,other
ALAS2,Stim48hr,0,other
ALAS2,Stim8hr,0,other
ALCAM,Rest,0,other
ALCAM,Stim48hr,0,other
ALCAM,Stim8hr,0,other
ALDH16A1,Rest,0,other
ALDH16A1,Stim48hr,0,other
ALDH16A1,Stim8hr,0,other
ALDH18A1,Rest,0,other
ALDH18A1,Stim48hr,0,other
ALDH18A1,Stim8hr,0,other
ALDH1A1,Rest,0,other
ALDH1A1,Stim48hr,0,other
ALDH1A1,Stim8hr,0,other
ALDH1B1,Rest,0,other
ALDH1B1,Stim48hr,0,other
ALDH1B1,Stim8hr,0,other
ALDH2,Rest,0,in_trials
ALDH2,Stim48hr,0,in_trials
ALDH2,Stim8hr,0,in_trials
ALDH3A2,Rest,0,other
ALDH3A2,Stim48hr,0,other
ALDH3A2,Stim8hr,0,other
ALDH5A1,Rest,0,in_trials
ALDH5A1,Stim48hr,0,in_trials
ALDH5A1,Stim8hr,0,in_trials
ALDH7A1,Rest,0,other
ALDH7A1,Stim48hr,0,other
ALDH7A1,Stim8hr,0,other
ALDH8A1,Rest,0,other
ALDH8A1,Stim48hr,0,other
ALDH8A1,Stim8hr,0,other
ALDH9A1,Rest,0,other
ALDH9A1,Stim48hr,0,other
ALDH9A1,Stim8hr,0,other
ALDOA,Rest,0,other
ALDOA,Stim48hr,0,other
ALDOA,Stim8hr,1,other
ALDOC,Rest,0,other
ALDOC,Stim48hr,0,other
ALDOC,Stim8hr,0,other
ALG1,Rest,0,other
ALG1,Stim48hr,0,other
ALG1,Stim8hr,1,other
ALG10,Rest,0,other
ALG10,Stim48hr,0,other
ALG10,Stim8hr,0,other
ALG10B,Rest,0,other
ALG10B,Stim48hr,0,other
ALG10B,Stim8hr,0,other
ALG12,Rest,0,other
ALG12,Stim48hr,0,other
ALG12,Stim8hr,0,other
ALG13,Rest,0,other
ALG13,Stim48hr,0,other
