gene,condition,n_sig,group
PLEKHA3,Stim8hr,0,other
PLEKHA4,Rest,0,other
PLEKHA4,Stim48hr,0,other
PLEKHA4,Stim8hr,0,other
PLEKHA5,Rest,0,other
PLEKHA5,Stim48hr,0,other
PLEKHA5,Stim8hr,0,other
PLEKHA7,Rest,0,other
PLEKHA7,Stim48hr,0,other
PLEKHA7,Stim8hr,0,other
PLEKHA8,Rest,0,other
PLEKHA8,Stim48hr,0,other
PLEKHA8,Stim8hr,0,other
PLEKHB1,Rest,0,other
PLEKHB1,Stim48hr,0,other
PLEKHB1,Stim8hr,0,other
PLEKHB2,Rest,0,other
PLEKHB2,Stim48hr,0,other
PLEKHB2,Stim8hr,0,other
PLEKHF1,Rest,0,other
PLEKHF1,Stim48hr,0,other
PLEKHF1,Stim8hr,0,other
PLEKHF2,Rest,0,other
PLEKHF2,Stim48hr,0,other
PLEKHF2,Stim8hr,0,other
PLEKHG1,Rest,0,other
PLEKHG1,Stim48hr,0,other
PLEKHG1,Stim8hr,0,other
PLEKHG2,Rest,0,other
PLEKHG2,Stim48hr,0,other
PLEKHG2,Stim8hr,0,other
PLEKHG3,Rest,0,other
PLEKHG3,Stim48hr,0,other
PLEKHG3,Stim8hr,0,other
PLEKHG4,Rest,0,other
PLEKHG4,Stim48hr,0,other
PLEKHG4,Stim8hr,0,other
PLEKHH2,Rest,1,other
PLEKHH2,Stim48hr,0,other
PLEKHH2,Stim8hr,1,other
PLEKHJ1,Rest,0,other
PLEKHJ1,Stim48hr,0,other
PLEKHJ1,Stim8hr,0,other
PLEKHM1,Rest,0,other
PLEKHM1,Stim48hr,0,other
PLEKHM1,Stim8hr,0,other
PLEKHM2,Rest,0,other
PLEKHM2,Stim48hr,0,other
PLEKHM2,Stim8hr,0,other
PLEKHM3,Rest,0,other
PLEKHM3,Stim48hr,0,other
PLEKHM3,Stim8hr,0,other
PLEKHO1,Rest,0,other
PLEKHO1,Stim48hr,0,other
PLEKHO1,Stim8hr,0,other
PLEKHO2,Rest,0,other
PLEKHO2,Stim48hr,0,other
PLEKHO2,Stim8hr,0,other
PLGRKT,Rest,1,other
PLGRKT,Stim48hr,0,other
PLGRKT,Stim8hr,1,other
PLIN2,Rest,0,other
PLIN2,Stim48hr,0,other
PLIN2,Stim8hr,0,other
PLIN3,Rest,0,other
PLIN3,Stim48hr,0,other
PLIN3,Stim8hr,0,other
PLIN4,Rest,0,other
PLIN4,Stim48hr,0,other
PLIN4,Stim8hr,0,other
PLK2,Rest,0,other
PLK2,Stim48hr,0,other
PLK2,Stim8hr,0,other
PLK3,Rest,0,other
PLK3,Stim48hr,0,other
PLK3,Stim8hr,0,other
PLK4,Rest,0,in_trials
PLK4,Stim8hr,0,in_trials
PLLP,Rest,0,other
PLLP,Stim48hr,0,other
PLLP,Stim8hr,0,other
PLOD1,Rest,0,other
PLOD1,Stim48hr,0,other
PLOD1,Stim8hr,0,other
PLOD3,Rest,0,other
PLOD3,Stim48hr,0,other
PLOD3,Stim8hr,0,other
PLP2,Rest,0,other
PLP2,Stim48hr,0,other
PLP2,Stim8hr,0,other
PLPBP,Rest,0,other
PLPBP,Stim48hr,0,other
PLPBP,Stim8hr,0,other
PLPP1,Rest,0,other
PLPP1,Stim48hr,0,other
PLPP1,Stim8hr,0,other
PLPP5,Rest,0,other
PLPP5,Stim48hr,0,other
PLPP5,Stim8hr,0,other
PLPP6,Rest,0,other
PLPP6,Stim8hr,0,other
PLS1,Rest,0,other
PLS1,Stim48hr,0,other
PLS1,Stim8hr,0,other
PLSCR1,Rest,0,other
PLSCR1,Stim48hr,0,other
PLSCR1,Stim8hr,0,other
PLTP,Rest,0,other
PLTP,Stim48hr,0,other
PLTP,Stim8hr,0,other
PLVAP,Rest,0,other
PLVAP,Stim48hr,0,other
PLVAP,Stim8hr,0,other
PLXDC1,Rest,0,other
PLXDC1,Stim48hr,0,other
PLXDC1,Stim8hr,0,other
PLXDC2,Rest,0,other
PLXDC2,Stim48hr,0,other
PLXDC2,Stim8hr,0,other
PLXNA3,Rest,0,other
PLXNA3,Stim48hr,0,other
PLXNA3,Stim8hr,0,other
PLXNA4,Rest,0,other
PLXNA4,Stim48hr,0,other
PLXNA4,Stim8hr,1,other
PLXNB2,Rest,0,other
PLXNB2,Stim48hr,0,other
PLXNB2,Stim8hr,0,other
PLXNC1,Rest,0,other
PLXNC1,Stim48hr,0,other
PLXNC1,Stim8hr,0,other
PLXND1,Rest,0,other
PLXND1,Stim48hr,0,other
PLXND1,Stim8hr,0,other
PM20D1,Rest,0,other
PM20D1,Stim48hr,0,other
PM20D1,Stim8hr,0,other
PM20D2,Rest,0,other
PM20D2,Stim48hr,0,other
PM20D2,Stim8hr,0,other
PMAIP1,Rest,0,other
PMAIP1,Stim48hr,0,other
PMAIP1,Stim8hr,0,other
PMCH,Rest,0,other
PMCH,Stim48hr,0,other
PMCH,Stim8hr,0,other
PMEL,Rest,0,other
PMEL,Stim48hr,0,other
PMEL,Stim8hr,0,other
PMEPA1,Rest,0,other
PMEPA1,Stim48hr,0,other
PMEPA1,Stim8hr,0,other
PML,Rest,0,other
PML,Stim48hr,0,other
PML,Stim8hr,0,other
PMM1,Rest,0,other
PMM1,Stim48hr,0,other
PMM1,Stim8hr,0,other
PMM2,Rest,1,other
PMM2,Stim8hr,1,other
PMP22,Rest,0,other
PMP22,Stim48hr,0,other
PMP22,Stim8hr,0,other
PMPCB,Rest,0,other
PMPCB,Stim48hr,0,other
PMPCB,Stim8hr,0,other
PMS1,Rest,0,other
PMS1,Stim48hr,0,other
PMS1,Stim8hr,0,other
PMS2,Rest,0,other
PMS2,Stim48hr,0,other
PMS2,Stim8hr,0,other
PMVK,Rest,0,other
PMVK,Stim48hr,12,other
PMVK,Stim8hr,0,other
PNKP,Rest,0,other
PNKP,Stim48hr,0,other
PNKP,Stim8hr,0,other
PNMA1,Rest,0,other
PNMA1,Stim48hr,0,other
PNMA1,Stim8hr,0,other
PNMA3,Rest,0,other
PNMA3,Stim48hr,0,other
PNMA3,Stim8hr,0,other
PNMA5,Rest,0,other
PNMA5,Stim48hr,0,other
PNMA5,Stim8hr,0,other
PNMT,Rest,0,other
PNMT,Stim48hr,0,other
PNMT,Stim8hr,0,other
PNP,Rest,0,in_trials
PNP,Stim48hr,0,in_trials
PNP,Stim8hr,0,in_trials
PNPLA2,Rest,0,other
PNPLA2,Stim48hr,0,other
PNPLA2,Stim8hr,0,other
PNPLA4,Rest,0,other
PNPLA4,Stim48hr,0,other
PNPLA4,Stim8hr,0,other
PNPLA6,Rest,0,other
PNPLA6,Stim48hr,0,other
PNPLA6,Stim8hr,0,other
PNPLA7,Rest,0,other
PNPLA7,Stim48hr,0,other
PNPLA7,Stim8hr,0,other
PNPLA8,Rest,0,other
PNPLA8,Stim48hr,0,other
PNPLA8,Stim8hr,0,other
PNPO,Rest,0,other
PNPO,Stim48hr,0,other
PNPO,Stim8hr,0,other
PNPT1,Rest,0,other
PNPT1,Stim48hr,3,other
PNPT1,Stim8hr,4,other
PNRC1,Rest,0,other
PNRC1,Stim48hr,0,other
PNRC1,Stim8hr,0,other
PNRC2,Rest,0,other
PNRC2,Stim48hr,0,other
PNRC2,Stim8hr,0,other
POC1A,Rest,0,other
POC1A,Stim48hr,0,other
POC1A,Stim8hr,0,other
POC1B,Rest,0,other
POC1B,Stim48hr,0,other
POC1B,Stim8hr,0,other
POC5,Rest,0,other
POC5,Stim48hr,0,other
POC5,Stim8hr,0,other
PODXL,Rest,1,other
PODXL,Stim48hr,0,other
PODXL,Stim8hr,0,other
PODXL2,Rest,1,other
PODXL2,Stim48hr,1,other
PODXL2,Stim8hr,0,other
POFUT1,Rest,0,other
POFUT1,Stim48hr,0,other
POFUT1,Stim8hr,0,other
POFUT2,Rest,0,other
POFUT2,Stim48hr,0,other
POFUT2,Stim8hr,0,other
POFUT3,Rest,0,other
POFUT3,Stim48hr,0,other
POFUT3,Stim8hr,0,other
POFUT4,Rest,0,other
POFUT4,Stim48hr,0,other
POFUT4,Stim8hr,0,other
POGK,Rest,0,other
POGK,Stim48hr,0,other
POGK,Stim8hr,0,other
POGLUT1,Rest,0,other
POGLUT1,Stim48hr,0,other
POGLUT1,Stim8hr,0,other
POGLUT2,Rest,0,other
POGLUT2,Stim48hr,1,other
POGLUT2,Stim8hr,0,other
POGLUT3,Rest,6,other
POGLUT3,Stim48hr,1,other
POGLUT3,Stim8hr,18,other
POGZ,Rest,0,other
POGZ,Stim48hr,0,other
POGZ,Stim8hr,0,other
POLB,Rest,0,other
POLB,Stim48hr,0,other
POLB,Stim8hr,0,other
POLD4,Rest,0,approved
POLD4,Stim48hr,0,approved
POLD4,Stim8hr,0,approved
POLDIP2,Rest,0,other
POLDIP2,Stim48hr,0,other
POLDIP2,Stim8hr,0,other
POLDIP3,Rest,0,other
POLDIP3,Stim48hr,0,other
POLDIP3,Stim8hr,0,other
POLE3,Rest,1,approved
POLE3,Stim48hr,0,approved
POLE3,Stim8hr,0,approved
POLE4,Rest,0,other
POLE4,Stim48hr,0,other
POLE4,Stim8hr,0,other
POLG,Rest,0,other
POLG,Stim48hr,5,other
POLG,Stim8hr,0,other
POLG2,Rest,0,other
POLG2,Stim48hr,2,other
POLG2,Stim8hr,0,other
POLH,Rest,0,other
POLH,Stim48hr,0,other
POLH,Stim8hr,0,other
POLI,Rest,0,other
POLI,Stim48hr,0,other
POLI,Stim8hr,0,other
POLK,Rest,0,other
POLK,Stim48hr,0,other
POLK,Stim8hr,0,other
POLL,Rest,0,other
POLL,Stim48hr,0,other
POLL,Stim8hr,0,other
POLM,Rest,0,other
POLM,Stim48hr,0,other
POLM,Stim8hr,0,other
POLQ,Rest,0,other
POLQ,Stim48hr,0,other
POLQ,Stim8hr,0,other
POLR1E,Rest,0,other
POLR2J2,Rest,0,other
POLR2J2,Stim48hr,0,other
POLR2J2,Stim8hr,0,other
POLR2K,Stim8hr,0,other
POLR2L,Rest,0,other
POLR2L,Stim48hr,0,other
POLR2L,Stim8hr,0,other
POLR2M,Rest,1,other
POLR2M,Stim48hr,2,other
POLR2M,Stim8hr,0,other
POLR3E,Stim48hr,0,other
POLR3E,Stim8hr,0,other
POLR3G,Rest,0,other
POLR3G,Stim48hr,0,other
POLR3G,Stim8hr,0,other
POLR3GL,Rest,0,other
POLR3GL,Stim48hr,0,other
POLR3GL,Stim8hr,0,other
POLR3H,Rest,0,other
POLR3H,Stim48hr,1,other
POLR3H,Stim8hr,0,other
POLRMT,Rest,1,other
POLRMT,Stim48hr,1,other
POLRMT,Stim8hr,0,other
POM121,Rest,0,other
POM121,Stim48hr,0,other
POM121,Stim8hr,0,other
POM121C,Rest,0,other
POM121C,Stim48hr,0,other
POM121C,Stim8hr,0,other
POMC,Rest,0,other
POMC,Stim48hr,0,other
POMC,Stim8hr,0,other
POMGNT1,Rest,0,other
POMGNT1,Stim48hr,0,other
POMGNT1,Stim8hr,0,other
POMGNT2,Rest,0,other
POMGNT2,Stim48hr,0,other
POMGNT2,Stim8hr,0,other
POMK,Rest,0,other
POMK,Stim48hr,0,other
POMK,Stim8hr,0,other
POMT1,Rest,0,other
POMT1,Stim48hr,0,other
POMT1,Stim8hr,0,other
POMT2,Rest,0,other
POMT2,Stim48hr,0,other
POMT2,Stim8hr,0,other
POMZP3,Rest,0,other
POMZP3,Stim48hr,0,other
POMZP3,Stim8hr,0,other
PON2,Rest,0,other
PON2,Stim48hr,0,other
PON2,Stim8hr,0,other
POP4,Rest,0,other
POP4,Stim8hr,3,other
POP7,Stim8hr,0,other
POPDC2,Rest,0,other
POPDC2,Stim48hr,0,other
POPDC2,Stim8hr,0,other
POR,Rest,0,other
POR,Stim48hr,0,other
POR,Stim8hr,0,other
PORCN,Rest,0,other
PORCN,Stim8hr,0,other
POU1F1,Rest,0,other
POU1F1,Stim48hr,0,other
POU1F1,Stim8hr,0,other
POU2AF1,Rest,0,other
POU2AF1,Stim48hr,0,other
POU2AF1,Stim8hr,0,other
POU2F2,Rest,0,other
POU2F2,Stim48hr,0,other
POU2F2,Stim8hr,0,other
POU2F3,Rest,0,other
POU2F3,Stim48hr,0,other
POU2F3,Stim8hr,0,other
POU3F1,Rest,0,other
POU3F1,Stim48hr,0,other
POU3F1,Stim8hr,0,other
POU3F2,Rest,0,other
POU3F2,Stim48hr,0,other
POU3F2,Stim8hr,0,other
POU3F3,Rest,0,other
POU3F3,Stim48hr,0,other
POU3F3,Stim8hr,0,other
POU3F4,Rest,0,other
POU3F4,Stim48hr,0,other
POU3F4,Stim8hr,0,other
POU4F1,Rest,0,other
POU4F1,Stim48hr,0,other
POU4F1,Stim8hr,0,other
POU4F2,Rest,0,other
POU4F2,Stim48hr,0,other
POU4F2,Stim8hr,0,other
POU4F3,Rest,0,other
POU4F3,Stim48hr,0,other
POU4F3,Stim8hr,0,other
POU5F1,Rest,0,other
POU5F1,Stim48hr,0,other
POU5F1,Stim8hr,0,other
POU5F1B,Rest,0,other
POU5F1B,Stim48hr,0,other
POU5F1B,Stim8hr,0,other
POU6F1,Rest,0,other
POU6F1,Stim48hr,0,other
POU6F1,Stim8hr,0,other
POU6F2,Rest,0,other
POU6F2,Stim48hr,0,other
POU6F2,Stim8hr,0,other
PP2D1,Rest,0,other
PP2D1,Stim48hr,0,other
PP2D1,Stim8hr,0,other
PPA1,Rest,2,other
PPA2,Rest,1,other
PPA2,Stim8hr,0,other
PPARA,Rest,0,in_trials
PPARA,Stim48hr,0,in_trials
PPARA,Stim8hr,0,in_trials
PPARD,Rest,0,in_trials
PPARD,Stim48hr,0,in_trials
PPARD,Stim8hr,0,in_trials
PPARG,Rest,0,approved
PPARG,Stim48hr,0,approved
PPARG,Stim8hr,0,approved
PPARGC1B,Rest,0,other
PPARGC1B,Stim48hr,0,other
PPARGC1B,Stim8hr,0,other
PPAT,Rest,0,approved
PPAT,Stim48hr,3,approved
PPAT,Stim8hr,1,approved
PPBP,Rest,0,other
PPBP,Stim48hr,0,other
PPBP,Stim8hr,0,other
PPCDC,Rest,0,other
PPCDC,Stim48hr,2,other
PPCDC,Stim8hr,2,other
PPCS,Rest,1,other
PPCS,Stim48hr,1,other
PPCS,Stim8hr,6,other
PPDPF,Rest,3,other
PPDPF,Stim48hr,0,other
PPDPF,Stim8hr,0,other
PPFIA1,Rest,0,other
PPFIA1,Stim48hr,0,other
PPFIA1,Stim8hr,0,other
PPFIA4,Rest,0,other
PPFIA4,Stim48hr,0,other
PPFIA4,Stim8hr,0,other
PPFIBP1,Rest,0,other
PPFIBP1,Stim48hr,0,other
PPFIBP1,Stim8hr,0,other
PPFIBP2,Rest,0,other
PPFIBP2,Stim48hr,0,other
PPFIBP2,Stim8hr,0,other
PPHLN1,Rest,1,other
PPHLN1,Stim48hr,0,other
PPHLN1,Stim8hr,1,other
PPIA,Rest,0,approved
PPIA,Stim48hr,0,approved
PPIA,Stim8hr,0,approved
PPIB,Rest,0,other
PPIB,Stim48hr,0,other
PPIB,Stim8hr,0,other
PPID,Rest,0,other
PPID,Stim48hr,0,other
PPID,Stim8hr,0,other
PPIF,Rest,0,other
PPIF,Stim48hr,0,other
PPIF,Stim8hr,2,other
PPIG,Rest,0,other
PPIG,Stim48hr,0,other
PPIG,Stim8hr,0,other
PPIH,Rest,0,other
PPIH,Stim48hr,1,other
PPIH,Stim8hr,3,other
PPIL1,Rest,1,other
PPIL1,Stim48hr,0,other
PPIL1,Stim8hr,2,other
PPIL3,Rest,0,other
PPIL3,Stim48hr,0,other
PPIL3,Stim8hr,0,other
PPIL4,Rest,0,other
PPIL4,Stim8hr,0,other
PPIP5K1,Rest,0,other
PPIP5K1,Stim48hr,0,other
PPIP5K1,Stim8hr,0,other
PPIP5K2,Rest,0,other
PPIP5K2,Stim48hr,0,other
PPIP5K2,Stim8hr,0,other
PPM1A,Rest,0,other
PPM1A,Stim48hr,0,other
PPM1A,Stim8hr,0,other
PPM1B,Rest,0,other
PPM1B,Stim48hr,0,other
PPM1B,Stim8hr,0,other
PPM1D,Rest,3,other
PPM1D,Stim48hr,0,other
PPM1D,Stim8hr,1,other
PPM1F,Rest,0,other
PPM1F,Stim48hr,0,other
PPM1F,Stim8hr,0,other
PPM1G,Rest,0,other
PPM1G,Stim48hr,0,other
PPM1G,Stim8hr,0,other
PPM1K,Rest,0,other
PPM1K,Stim48hr,0,other
PPM1K,Stim8hr,0,other
PPM1L,Rest,2,other
PPM1L,Stim48hr,0,other
PPM1L,Stim8hr,0,other
PPM1M,Rest,0,other
PPM1M,Stim48hr,0,other
PPM1M,Stim8hr,0,other
PPM1N,Rest,0,other
PPM1N,Stim48hr,0,other
PPM1N,Stim8hr,0,other
PPME1,Rest,0,other
PPME1,Stim48hr,0,other
PPME1,Stim8hr,0,other
PPOX,Rest,0,other
PPOX,Stim48hr,0,other
PPOX,Stim8hr,0,other
PPP1CA,Rest,0,other
PPP1CA,Stim48hr,0,other
PPP1CA,Stim8hr,0,other
PPP1CB,Rest,0,other
PPP1CB,Stim48hr,0,other
PPP1CB,Stim8hr,0,other
PPP1CC,Rest,0,other
PPP1CC,Stim48hr,0,other
PPP1CC,Stim8hr,0,other
PPP1R10,Rest,0,other
PPP1R10,Stim48hr,0,other
PPP1R10,Stim8hr,0,other
PPP1R11,Rest,1,other
PPP1R11,Stim48hr,1,other
PPP1R11,Stim8hr,4,other
PPP1R12A,Rest,0,other
PPP1R12A,Stim48hr,0,other
PPP1R12A,Stim8hr,0,other
PPP1R12B,Rest,0,other
PPP1R12B,Stim48hr,0,other
PPP1R12B,Stim8hr,0,other
PPP1R12C,Rest,0,other
PPP1R12C,Stim48hr,0,other
PPP1R12C,Stim8hr,0,other
PPP1R13B,Rest,0,other
PPP1R13B,Stim48hr,0,other
PPP1R13B,Stim8hr,0,other
PPP1R13L,Rest,0,other
PPP1R13L,Stim48hr,0,other
PPP1R13L,Stim8hr,3,other
PPP1R14A,Rest,0,other
PPP1R14A,Stim48hr,0,other
PPP1R14A,Stim8hr,0,other
PPP1R14B,Rest,0,other
PPP1R14B,Stim48hr,0,other
PPP1R14B,Stim8hr,0,other
PPP1R14C,Rest,0,other
PPP1R14C,Stim48hr,0,other
PPP1R14C,Stim8hr,0,other
PPP1R15A,Rest,0,other
PPP1R15A,Stim48hr,0,other
PPP1R15A,Stim8hr,0,other
PPP1R15B,Rest,1,other
PPP1R15B,Stim48hr,2,other
PPP1R15B,Stim8hr,2,other
PPP1R16A,Rest,0,other
PPP1R16A,Stim48hr,0,other
PPP1R16A,Stim8hr,0,other
PPP1R16B,Rest,0,other
PPP1R16B,Stim48hr,0,other
PPP1R16B,Stim8hr,0,other
PPP1R18,Rest,0,other
PPP1R18,Stim48hr,0,other
PPP1R18,Stim8hr,0,other
PPP1R1A,Rest,0,other
PPP1R1A,Stim48hr,0,other
PPP1R1A,Stim8hr,0,other
PPP1R2,Rest,2,other
PPP1R2,Stim48hr,5,other
PPP1R2,Stim8hr,4,other
PPP1R21,Rest,0,other
PPP1R21,Stim48hr,0,other
PPP1R21,Stim8hr,0,other
PPP1R35,Rest,0,other
PPP1R35,Stim48hr,0,other
PPP1R35,Stim8hr,0,other
PPP1R37,Rest,0,other
PPP1R37,Stim48hr,0,other
PPP1R37,Stim8hr,0,other
PPP1R3B,Rest,1,other
PPP1R3B,Stim48hr,0,other
PPP1R3B,Stim8hr,0,other
PPP1R3D,Rest,0,other
PPP1R3D,Stim48hr,0,other
PPP1R3D,Stim8hr,0,other
PPP1R3E,Rest,0,other
PPP1R3E,Stim48hr,0,other
PPP1R3E,Stim8hr,0,other
PPP1R3F,Rest,0,other
PPP1R3F,Stim48hr,0,other
PPP1R3F,Stim8hr,0,other
PPP1R7,Rest,0,other
PPP1R7,Stim48hr,3,other
PPP1R7,Stim8hr,0,other
PPP1R8,Rest,0,other
PPP1R8,Stim48hr,0,other
PPP1R8,Stim8hr,0,other
PPP1R9B,Rest,0,other
PPP1R9B,Stim48hr,0,other
PPP1R9B,Stim8hr,0,other
PPP2CB,Rest,0,in_trials
PPP2CB,Stim48hr,0,in_trials
PPP2CB,Stim8hr,0,in_trials
PPP2R1A,Rest,2,other
PPP2R1A,Stim48hr,2,other
PPP2R1A,Stim8hr,1,other
PPP2R1B,Rest,0,other
PPP2R1B,Stim48hr,0,other
PPP2R1B,Stim8hr,0,other
PPP2R2A,Rest,0,other
PPP2R2A,Stim48hr,0,other
PPP2R2A,Stim8hr,0,other
PPP2R2B,Rest,0,other
PPP2R2B,Stim48hr,0,other
PPP2R2B,Stim8hr,0,other
PPP2R3B,Rest,0,other
PPP2R3B,Stim48hr,0,other
PPP2R3B,Stim8hr,0,other
PPP2R3C,Rest,0,other
PPP2R3C,Stim48hr,0,other
PPP2R3C,Stim8hr,0,other
PPP2R5A,Rest,0,other
PPP2R5A,Stim48hr,0,other
PPP2R5A,Stim8hr,0,other
PPP2R5B,Rest,0,other
PPP2R5B,Stim48hr,0,other
PPP2R5B,Stim8hr,0,other
PPP2R5C,Rest,0,other
PPP2R5C,Stim48hr,0,other
PPP2R5C,Stim8hr,0,other
PPP2R5D,Rest,0,other
PPP2R5D,Stim48hr,0,other
PPP2R5D,Stim8hr,0,other
PPP2R5E,Rest,0,other
PPP2R5E,Stim48hr,0,other
PPP2R5E,Stim8hr,0,other
PPP3CA,Rest,0,approved
PPP3CA,Stim48hr,0,approved
PPP3CA,Stim8hr,0,approved
PPP3CB,Rest,0,other
PPP3CB,Stim48hr,0,other
PPP3CB,Stim8hr,0,other
PPP3CC,Rest,0,other
PPP3CC,Stim48hr,0,other
PPP3CC,Stim8hr,0,other
PPP3R1,Rest,0,other
PPP3R1,Stim48hr,2,other
PPP3R1,Stim8hr,5,other
PPP4C,Rest,0,other
PPP4C,Stim48hr,0,other
PPP4C,Stim8hr,0,other
PPP4R1,Rest,0,other
PPP4R1,Stim48hr,0,other
PPP4R1,Stim8hr,0,other
PPP4R2,Rest,0,other
PPP4R2,Stim48hr,0,other
PPP4R2,Stim8hr,0,other
PPP4R3A,Rest,0,other
PPP4R3A,Stim48hr,0,other
PPP4R3A,Stim8hr,0,other
PPP4R3B,Rest,0,other
PPP4R3B,Stim48hr,0,other
PPP4R3B,Stim8hr,0,other
PPP4R4,Rest,0,other
PPP4R4,Stim48hr,0,other
PPP4R4,Stim8hr,0,other
PPP5C,Rest,0,in_trials
PPP5C,Stim48hr,0,in_trials
PPP5C,Stim8hr,0,in_trials
PPP6C,Rest,1,other
PPP6C,Stim48hr,0,other
PPP6C,Stim8hr,0,other
PPP6R1,Rest,0,other
PPP6R1,Stim48hr,0,other
PPP6R1,Stim8hr,0,other
PPP6R2,Rest,0,other
PPP6R2,Stim48hr,0,other
PPP6R2,Stim8hr,0,other
PPP6R3,Rest,0,other
PPP6R3,Stim48hr,0,other
PPP6R3,Stim8hr,0,other
PPRC1,Rest,1,other
PPRC1,Stim48hr,0,other
PPRC1,Stim8hr,0,other
PPT1,Rest,0,other
PPT1,Stim48hr,0,other
PPT1,Stim8hr,0,other
PPT2,Rest,0,other
PPT2,Stim48hr,0,other
PPT2,Stim8hr,0,other
PPTC7,Rest,0,other
PPTC7,Stim48hr,0,other
PPTC7,Stim8hr,0,other
PQBP1,Rest,0,other
PQBP1,Stim48hr,0,other
PQBP1,Stim8hr,0,other
PRADC1,Rest,1,other
PRAF2,Rest,0,other
PRAF2,Stim48hr,0,other
PRAF2,Stim8hr,0,other
PRAG1,Rest,0,other
PRAG1,Stim48hr,0,other
PRAG1,Stim8hr,0,other
PRAM1,Rest,0,other
PRAM1,Stim48hr,0,other
PRAM1,Stim8hr,0,other
PRAP1,Rest,0,other
PRAP1,Stim48hr,0,other
PRAP1,Stim8hr,0,other
PRB1,Rest,0,other
PRB1,Stim48hr,0,other
PRB1,Stim8hr,0,other
PRB2,Rest,0,other
PRB2,Stim48hr,0,other
PRB2,Stim8hr,0,other
PRB3,Rest,0,other
PRB3,Stim48hr,0,other
PRB3,Stim8hr,0,other
PRB4,Rest,0,other
PRB4,Stim48hr,0,other
PRB4,Stim8hr,0,other
PRCC,Rest,0,other
PRCC,Stim48hr,0,other
PRCC,Stim8hr,0,other
PRCP,Rest,0,other
PRCP,Stim48hr,0,other
PRCP,Stim8hr,0,other
PRDM11,Rest,0,other
PRDM11,Stim48hr,0,other
PRDM11,Stim8hr,0,other
PRDM12,Rest,0,other
PRDM12,Stim48hr,0,other
PRDM12,Stim8hr,0,other
PRDM13,Rest,0,other
PRDM13,Stim48hr,0,other
PRDM13,Stim8hr,0,other
PRDM14,Rest,0,other
PRDM14,Stim48hr,0,other
PRDM14,Stim8hr,0,other
PRDM15,Rest,0,other
PRDM15,Stim48hr,0,other
PRDM15,Stim8hr,0,other
PRDM16,Rest,0,other
PRDM16,Stim8hr,0,other
PRDM4,Rest,0,other
PRDM4,Stim48hr,0,other
PRDM4,Stim8hr,0,other
PRDM5,Rest,0,other
PRDM5,Stim48hr,0,other
PRDM5,Stim8hr,0,other
PRDM6,Rest,0,other
PRDM6,Stim48hr,0,other
PRDM6,Stim8hr,0,other
PRDM9,Rest,0,other
PRDM9,Stim48hr,0,other
PRDM9,Stim8hr,0,other
PRDX1,Rest,0,other
PRDX1,Stim48hr,0,other
PRDX1,Stim8hr,0,other
PRDX2,Rest,0,other
PRDX2,Stim48hr,0,other
PRDX2,Stim8hr,0,other
PRDX3,Rest,0,other
PRDX3,Stim48hr,0,other
PRDX3,Stim8hr,0,other
PRDX4,Rest,0,other
PRDX4,Stim48hr,0,other
PRDX4,Stim8hr,0,other
PRDX5,Rest,0,other
PRDX5,Stim48hr,0,other
PRDX5,Stim8hr,0,other
PRDX6,Rest,0,other
PRDX6,Stim48hr,0,other
PRDX6,Stim8hr,0,other
PRELID1,Rest,0,other
PRELID1,Stim48hr,0,other
PRELID1,Stim8hr,0,other
PRELID2,Rest,0,other
PRELID2,Stim48hr,0,other
PRELID2,Stim8hr,0,other
PREP,Rest,0,other
PREP,Stim48hr,0,other
PREP,Stim8hr,0,other
PREPL,Rest,0,other
PREPL,Stim48hr,0,other
PREPL,Stim8hr,0,other
PREX1,Rest,1,other
PREX1,Stim48hr,0,other
PREX1,Stim8hr,0,other
PRF1,Rest,1,other
PRF1,Stim48hr,0,other
PRF1,Stim8hr,0,other
PRG4,Rest,0,other
PRG4,Stim48hr,0,other
PRG4,Stim8hr,0,other
PRH1,Rest,0,other
PRH1,Stim48hr,0,other
PRH1,Stim8hr,0,other
PRH2,Rest,0,other
PRH2,Stim48hr,0,other
PRH2,Stim8hr,0,other
PRICKLE3,Rest,0,other
PRICKLE3,Stim48hr,0,other
PRICKLE3,Stim8hr,0,other
PRIMPOL,Rest,1,other
PRIMPOL,Stim48hr,1,other
PRIMPOL,Stim8hr,0,other
PRKAA1,Rest,0,in_trials
PRKAA1,Stim48hr,0,in_trials
PRKAA1,Stim8hr,0,in_trials
PRKAB1,Rest,0,in_trials
PRKAB1,Stim48hr,0,in_trials
PRKAB1,Stim8hr,0,in_trials
PRKAB2,Rest,0,in_trials
PRKAB2,Stim48hr,0,in_trials
PRKAB2,Stim8hr,0,in_trials
PRKACA,Rest,0,other
PRKACA,Stim48hr,0,other
PRKACA,Stim8hr,0,other
PRKACB,Rest,0,other
PRKACB,Stim48hr,0,other
PRKACB,Stim8hr,0,other
PRKAG1,Rest,0,in_trials
PRKAG1,Stim48hr,0,in_trials
PRKAG1,Stim8hr,0,in_trials
PRKAG2,Rest,0,in_trials
PRKAG2,Stim48hr,0,in_trials
PRKAG2,Stim8hr,0,in_trials
PRKAR1A,Rest,7,other
PRKAR1A,Stim48hr,11,other
PRKAR1A,Stim8hr,11,other
PRKAR1B,Rest,0,other
PRKAR1B,Stim48hr,0,other
PRKAR1B,Stim8hr,1,other
