gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_imm_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,gene_burden_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
PLCG1,0.9239591033030778,0.9952825351246026,93,non-target,unlabeled,,0.6817628490081774,0.6817628490081774,0.487,4.42,1,0.0,0.0,81.38418225656999,-0.3556154812671629,-0.9076577065552752,-0.8624247257167585,-0.9018189595791964,0.3646077664842325,0.1151299032093734,0.1112565445026178,0.2533512219816147,0.0,0.0,0.0,0.0,14.0,6.0,0.0,29.0,19.0,1
POLA1,0.9238618686795236,0.9952312583324788,94,approved,P,Approved,,,0.186,2.79,1,0.0,0.0,,0.0126510337392198,0.3754857110400647,-1.5303640930672242,-2.0606197475822996,,,,,,,,,,,,,,0
HERC3,0.9230052688182928,0.9951799815403548,95,non-target,unlabeled,,,,0.556,4.95,0,0.0,0.0,46.9451269082385,-2.198615286723193,2.7278363644653325,-4.037773320748133,-1.8191009774059248,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
AKT3,0.9229510495066644,0.9951287047482308,96,in-trial,trial_heldout,Phase 2,,,0.354,5.92,0,0.464979,0.0,35.80083061094689,1.7034094604206709,-0.5795545904410293,4.168704117406742,7.540043079474954,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
STING1,0.9228397183346024,0.9950774279561072,97,non-target,unlabeled,,,,0.881,2.19,1,0.0,0.0,26.941515039341795,1.659976158664828,-1.6743644723592632,2.0331946907886596,4.389336725295787,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
IFNGR1,0.9223699623346328,0.9950261511639832,98,approved,P,Approved,0.6480869656528984,0.6480869656528984,0.922,0.891,1,0.382888,0.0,22.438165487081108,1.7211187670724646,-1.3700397733379852,5.217889238962814,-2.6413211798251406,0.071931196247068,0.0010188487009679,0.0976439790575916,0.0966251303566237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SAMD9L,0.9221142162030666,0.9949748743718592,99,non-target,unlabeled,,,,0.917,2.2,1,0.055776,0.0,82.43844216394722,-0.668417941143248,-0.4747942798273671,-3.820103824062506,6.375434366654735,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NCF4,0.921802014566315,0.9949235975797354,100,non-target,unlabeled,,,,0.975,0.574,1,0.798903,0.0,22.99979861384264,-0.693606827620231,-1.151715083391874,-3.28603340153067,0.624568940841298,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
IRAK1,0.9216274374723434,0.9948723207876116,101,approved,P,Approved,,,0.316,3.18,1,0.688409,0.0,-1.7871094070462827,-0.3886717468344746,4.563764796221149,0.0748771117135712,-2.8523108646608724,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GAD1,0.9215660083112378,0.9948210439954877,102,non-target,unlabeled,,,,0.617,4.16,0,0.0,0.0,0.4750277915011225,2.1752284053775055,4.646439560232872,-5.503110073121148,-12.217703406586509,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KIF2A,0.92089119927967,0.9947697672033636,103,non-target,unlabeled,,,,0.313,5.74,0,0.374145,0.0,3.949874004823736,-0.091372837532524,0.8491675874687977,-4.958013581021371,-3.1749545493154483,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ATP6AP1,0.9207249554444332,0.9947184904112398,104,non-target,unlabeled,,,,0.148,2.17,1,0.0,0.0,,0.2793344178757762,-0.0354223092275808,-1.8057055871124077,-1.7201794761051843,,,,,,,,,,,,,,0
GFPT1,0.9204799972399316,0.994667213619116,105,non-target,unlabeled,,,,0.566,6.09,0,0.51715,0.0,13.132793475752845,-0.4808045470560697,0.9501118241698808,-2.4591351982005647,-3.5686063531416305,,,,,0.0,0.0,1.0,,,,,,,0
NOS2,0.9197948029637336,0.994615936826992,106,in-trial,trial_heldout,Phase 2,,,0.836,2.87,1,0.766585,0.0,,,,,,,,,,,,,,,,,,,0
BACH2,0.9194842460751532,0.9945646600348682,107,non-target,unlabeled,,,,0.17,3.45,1,0.920842,0.0,73.52222348821043,-0.2463943568020258,-2.6178418179299445,-2.755590094613099,1.8128937962508944,0.1191034662496742,0.3331635252165053,0.2646596858638743,0.214060058966831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TRAF3,0.9194307547349196,0.9945133832427444,108,non-target,unlabeled,,0.6513870113600485,0.6513870113600485,0.332,4.73,1,0.839267,0.0,-10.979865541904696,0.7786508679770525,-0.1808815373992808,-0.3552579973126949,1.5258538024128612,0.0096429502215272,0.0517065715741212,0.0047120418848167,0.0469945296893045,0.0,0.0,1.0,1.0,2.0,0.0,9.0,4.0,5.0,1
PTPRK,0.9192731646716896,0.9944621064506204,109,non-target,unlabeled,,,,0.511,3.59,0,0.702838,0.0,28.198071557029284,-4.307560259946569,4.486570145222169,-9.928641691376482,-1.455425851156151,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TNFRSF13B,0.9191870630408326,0.9944108296584966,110,non-target,unlabeled,,,,1.88,-0.747,1,0.913539,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1
G6PD,0.9191096001470148,0.9943595528663728,111,non-target,unlabeled,,,,0.165,3.17,1,0.0,0.0,7.1243285019186215,0.5374350727637803,1.1125068529734026,1.16300105313052,-4.870465575208607,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DOCK2,0.9188830807353512,0.9943082760742488,112,non-target,unlabeled,,0.4905465844309469,0.4905465844309469,0.418,4.92,1,0.606271,0.0,-0.8140713447628704,-0.5613263447105683,0.916400839139062,-1.3417663874623689,-1.4584492964848683,0.0278863695595517,0.0491594498217014,0.1020942408376963,0.0742078712781446,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1
NTRK2,0.9188503712415697,0.994256999282125,113,approved,P,Approved,,,0.219,5.63,0,0.072971,0.0,27.29178920600731,-1.489128679663878,-0.3620061573456345,-3.1918997595657435,8.513846441684281,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
POLD2,0.9187877967953682,0.994205722490001,114,approved,P,Approved,,,0.857,2.68,1,0.0,0.0,,-0.0340538032758143,1.654795905907606,-1.41809583962886,-2.3693047986120126,,,,,,,,,,,,,,0
C4B,0.9185295526797956,0.9941544456978773,115,non-target,unlabeled,,,,0.257,7.96,1,0.0,0.0,,,,,,,,,,,,,,,,,,,0
PSMD1,0.9183645230531692,0.9941031689057532,116,approved,P,Approved,,,0.224,5.72,0,0.0,0.0,13.94324256259948,-1.0321598517182988,0.3567712092674379,-4.627340601011269,-3.34641529200583,,,,,0.0,0.0,0.0,,,,,,,0
LINGO1,0.9182380825281145,0.9940518921136292,117,in-trial,trial_heldout,Phase 2,,,0.488,4.22,0,0.604868,0.0,,0.6345365733047356,1.6542863907729033,,-1.1014386532291598,,,,,,,,,,,,,,0
RELB,0.9181599451435936,0.9940006153215056,118,non-target,unlabeled,,,,0.395,2.39,1,0.0,0.0,36.19299887806012,1.214046271994354,1.3206585015805148,2.8764984513856025,4.015454031026958,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
TNFRSF11A,0.9177821363289344,0.9939493385293816,119,non-target,unlabeled,,,,0.772,0.851,1,0.790216,0.0,44.02449768534058,-0.6565657774523268,5.008183725745429,-4.169492775036619,-0.1491422620941164,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HCN1,0.9167856048315,0.9938980617372576,120,non-target,unlabeled,,,,0.262,4.32,0,0.382412,0.0,,1.030727772815197,1.1488744019572676,1.204480332003035,0.9150406883090948,,,,,,,,,,,,,,0
COL3A1,0.9164209991843256,0.9938467849451338,121,non-target,unlabeled,,,,0.293,5.36,0,0.0,0.0,,-3.4203828298262113,4.1685663613738395,-1.6742821803977672,7.955908168491535,,,,,,,,,,,,,,0
GNAQ,0.9161771980639036,0.99379550815301,122,non-target,unlabeled,,,,0.329,5.88,0,0.040715,0.0,16.350916044551884,-2.434270156193659,2.299661845720689,-4.791551976656909,-2.4906455363211957,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IL10RA,0.9156660012709787,0.993744231360886,123,non-target,unlabeled,,,,0.903,1.32,1,0.0,0.0,70.78778093411734,-1.3138527630172965,-0.2883615928832226,-5.56560457722818,-3.2416375076701316,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CSE1L,0.9156056609250568,0.9936929545687622,124,non-target,unlabeled,,,,0.28,3.97,0,0.301305,0.0,27.298629724875884,0.0445603155527795,0.4035923981959812,-2.4080959927037577,-1.7904970667528444,,,,,1.0,0.0,0.0,,,,,,,0
NFATC1,0.9155475658421612,0.9936416777766384,125,non-target,unlabeled,,,,0.414,-0.225,1,0.852873,0.0,16.74746079157757,0.5150666424725039,-4.531796464761297,-1.3189940873876402,-3.7307106424449192,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ASAP1,0.9154817254115374,0.9935904009845145,126,non-target,unlabeled,,,,0.382,3.91,0,0.656425,0.0,,1.3117809116196026,-0.2144678505601031,0.5778740672943461,-1.1851520619908098,,,,,,,,,,,,,,0
RBM17,0.9153926125680556,0.9935391241923904,127,non-target,unlabeled,,,,0.247,4.59,0,0.680954,0.0,64.03196412170105,-0.67239021962069,0.2985596382846887,-1.4767226312350552,-1.2393491528852567,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HECTD2,0.9150429623897628,0.9934878474002666,128,non-target,unlabeled,,,,0.45,4.76,0,0.0,0.0,36.53063495057051,1.6337318429532524,-1.041069451443513,5.360062446048978,8.450462265820594,,,,,0.0,0.0,0.0,,,,,,,0
PTPRC,0.9150348308697418,0.9934365706081428,129,non-target,unlabeled,,0.6167643590635383,0.6167643590635383,0.363,1.76,1,0.813455,0.0,19.914421094002652,0.2842530028329604,-1.9864967286767448,0.3278508963011335,-2.4320078854688782,0.4826687516288767,0.7322975038206826,0.7484293193717277,0.265760567742851,0.0,0.0,1.0,0.0,7.0,8.0,0.0,19.0,23.0,1
KIF3A,0.914333378726786,0.9933852938160188,130,non-target,unlabeled,,,,0.402,4.21,0,0.549769,0.0,10.117115208727098,-2.1041235560108484,-5.083474218028933,-18.629139065323837,-7.178831216154697,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAPK8,0.9142440658807754,0.993334017023895,131,in-trial,trial_heldout,Phase 2,,,0.39,4.1,1,0.112595,0.0,14.537903497697078,-2.015716400914122,-0.5303952386139154,-6.845390787027631,-0.8176740226758127,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ITGB1,0.9136986982822418,0.9932827402317712,132,approved,P,Approved,,,0.39,5.42,0,0.376239,0.0,19.117141676896928,0.9317905903996304,-1.1286978734083386,1.87956211827552,-2.200435500519692,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CLCN4,0.9135657792188684,0.9932314634396472,133,non-target,unlabeled,,,,0.114,6.2,0,0.0,0.0,,-1.7165398138826642,3.2325690645562064,-5.853650982355003,-4.099063280818459,,,,,,,,,,,,,,0
PLCG2,0.9133800382565972,0.9931801866475232,134,non-target,unlabeled,,,,0.48,-1.54,1,0.806546,0.0,23.534171504872617,1.001458455804095,1.5877090863344516,-3.798608145274615,-0.5209543828615459,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PDE4B,0.9126435551047324,0.9931289098553996,135,approved,P,Approved,,,0.354,3.57,0,0.551629,0.0,35.59384969304568,1.623586667752742,-3.7115648500501406,2.2411103073875425,5.955448930932521,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FAS,0.912532190078406,0.9930776330632756,136,non-target,unlabeled,,,,0.316,1.02,1,0.656201,0.0,56.45745103030381,1.5699855009966552,-0.6480046036718459,1.9714063655132836,1.3172917688567234,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
STAT1,0.9122967835591764,0.9930263562711515,137,non-target,unlabeled,,0.5808192893078925,0.5808192893078925,0.302,7.92,1,0.471701,0.0,34.51819929970575,-1.8926128872692944,0.527452758563216,0.899986436820696,3.86637481899519,0.3765962991920771,0.0264900662251655,0.393717277486911,0.3672272112617455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PSMD14,0.9121718534827232,0.9929750794790276,138,approved,P,Approved,,,0.319,5.21,0,0.280098,0.0,-17.84153469135582,0.6718923257494303,0.4344755390217165,-1.8716226517239591,-1.9396715287627384,,,,,0.0,0.0,1.0,,,,,,,0
SMAD2,0.9121579407441496,0.992923802686904,139,non-target,unlabeled,,,,0.224,4.9,0,0.263914,0.0,-1.2027549405427227,-1.3930503714147844,3.7703501607343406,-3.331266736524701,-2.1250473187072916,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PSMD11,0.912119799554348,0.99287252589478,140,approved,P,Approved,,,0.169,3.82,0,0.0,0.0,0.3686374784580177,-0.2999771870034234,3.0651901043559064,-3.025762733904298,-2.07420551850416,,,,,0.0,0.0,0.0,,,,,,,0
EIF4A1,0.9116673198613252,0.992821249102656,141,non-target,unlabeled,,0.2663766681228089,0.2663766681228089,0.34,5.88,0,0.0,0.0,69.7462269033765,-0.106397357167072,0.7967306181309057,-2.2265013394539626,-1.7253704810501411,0.7591868647380766,0.6607233825776873,0.6719895287958115,0.0984634821603893,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1
HRH2,0.9116463828086852,0.9927699723105322,142,approved,P,Approved,,,0.455,4.2,0,0.0,0.0,25.717349448721617,-0.4352270672943125,3.513403519383934,-4.436160882953492,-2.682042948182799,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KIF1B,0.9116272245582782,0.9927186955184084,143,non-target,unlabeled,,,,0.38,5.81,0,0.105413,0.0,23.61750919598775,-1.6771334658069346,1.690009101969726,-7.270672946906692,-5.592865836495415,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
JAK3,0.9115669694542884,0.9926674187262844,144,approved,P,Approved,,,0.87,2.72,1,0.0,0.0,,0.2466028968786917,-1.2733902987018464,4.234636584955897,-1.4822864277310472,,,,,,,,,,,,,,0
STN1,0.9102675917805456,0.9926161419341606,145,non-target,unlabeled,,,,0.869,1.33,1,0.53647,0.0,31.448306212693016,0.9021969522276369,-2.6661013722433053,0.5188616393105574,-1.0019563976603718,0.3463643471462079,0.6482424859908303,0.4400523560209424,0.3018781388446224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CAMK1D,0.9102259143804892,0.9925648651420368,146,non-target,unlabeled,,,,0.329,3.81,0,0.537258,0.0,19.744809569659097,2.3569557186266743,-2.208120074136907,1.6919907281384887,7.721005181332882,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ITPR1,0.9101390813916458,0.9925135883499128,147,non-target,unlabeled,,0.4406287345672621,0.4406287345672621,0.357,7.4,0,0.537713,0.0,38.02428703248905,-0.2428805215927474,2.031620683467335,-4.166727231345821,1.1453930033833677,0.7802971071149335,0.9330106979113602,0.6683246073298429,0.2646860905815172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EZH2,0.9100798642635346,0.992462311557789,148,approved,P,Approved,0.1719945798892338,0.1719945798892338,0.271,6.49,0,0.04324,0.446598,25.58546807298878,-0.7657960889126898,0.816094589591366,-5.45999497850116,1.8527014155296933,0.5543393275996873,0.5269994905756495,0.4481675392670157,0.1061717883326716,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1
IL2RA,0.9094203326106072,0.9924110347656652,149,approved,P,Approved,,,0.892,0.676,1,0.856056,0.0,-25.54169187718478,-0.6861705454682618,1.385595129039506,-0.7257963497462994,1.7938297197559547,0.0763617409434454,0.7534386143657666,0.3115183246073298,0.6770768734223213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
CCR2,0.9093404480814934,0.9923597579735411,150,in-trial,trial_heldout,Phase 2,,,,0.651,1,0.600343,0.0,57.761636107032075,-0.1316626351004733,-2.599905228529911,-10.493531108879656,-3.4555458736451663,0.9940057336460776,0.9271523178807948,0.9196335078534033,0.0743722257926743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
PPP3CA,0.9087500271201132,0.9923084811814172,151,approved,P,Approved,,,0.329,5.44,0,0.0,0.0,16.58860228193427,1.104032687941423,-1.7829017340122193,1.2451174798503264,-2.599873816708152,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C4A,0.9087088461389248,0.9922572043892934,152,non-target,unlabeled,,,,0.426,7.52,1,0.0,0.0,,,,,,,,,,,,,,,,,,,0
OLFM1,0.9086504087905692,0.9922059275971696,153,non-target,unlabeled,,,,0.316,4.85,0,0.075918,0.0,,1.593799417113358,0.3642945358330897,1.2670019548612812,6.327104636988106,,,,,,,,,,,,,,0
INPP4A,0.9084474561202466,0.9921546508050456,154,non-target,unlabeled,,,,0.368,3.97,0,0.356009,0.0,47.11591763858618,0.1412714148901701,-1.2969248424793427,-4.37947869610435,-4.440860043055419,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MVK,0.9080195311380892,0.9921033740129216,155,non-target,unlabeled,,,,1.05,2.07,1,0.0,0.0,,0.0374079999177658,2.787340328647332,-1.728700365619844,-3.2560530669805936,,,,,,,,,,,,,,0
PDGFRA,0.907974524497986,0.992052097220798,156,approved,P,Approved,,,0.287,3.92,0,0.0499,0.0,,0.7169687937291841,4.945333464207985,-3.605781223655728,-4.208805713364535,,,,,,,,,,,,,,0
XPO1,0.9078037306666374,0.992000820428674,157,approved,P,Approved,,,0.0789,9.12,0,0.287134,0.477978,-26.826117183635123,0.7473450724707208,-0.3761169380041874,-3.34333496784059,-2.3852409781554087,,,,,0.0,1.0,1.0,,,,,,,0
ANK3,0.906985380131789,0.99194954363655,158,non-target,unlabeled,,,,0.192,5.06,0,0.697555,0.0,6.718480737785072,1.2423699922662086,-3.113201492282066,0.3506979537881819,6.457146992706189,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GNAO1,0.906500016372216,0.9918982668444262,159,non-target,unlabeled,,,,,6.1,0,0.395866,0.0,0.8183858920392737,0.5855620362307834,-3.683169218719436,-3.230107622038316,9.720778099171373,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CAPZB,0.9061921504827646,0.9918469900523024,160,non-target,unlabeled,,,,0.165,4.04,0,0.687197,0.0,,0.3368323713788614,-0.3315124750326982,1.2703354247401366,-1.7312999854919051,,,,,,,,,,,,,,0
KMT2A,0.906023351252079,0.9917957132601783,161,in-trial,trial_heldout,Phase 3,0.0680979462314035,0.0680979462314035,0.0704,9.62,1,0.140187,0.0,44.11141344075847,0.366169417559809,1.5542108525477536,,2.25628826054172,,0.9240957717778908,0.9772251308900524,0.0531293591121615,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,1
TOP1,0.9057724672555924,0.9917444364680544,162,in-trial,trial_heldout,Phase 2,,,0.153,6.34,0,0.427346,0.0,-37.23701286306925,0.0146610372657366,3.021240612583753,-1.5777279686018395,-1.5039166470131835,,,,,0.0,0.0,0.0,,,,,,,0
CPNE4,0.9056050163142536,0.9916931596759306,163,non-target,unlabeled,,,,0.514,3.68,0,0.0,0.0,,1.138128312504623,1.6899855524886402,-1.3487868121705648,-1.593855272304824,,,,,,,,,,,,,,0
NLRP1,0.9053336400442172,0.9916418828838068,164,non-target,unlabeled,,,,0.816,2.29,1,0.0,0.0,39.94326208150037,0.4907608270899224,-1.839589855492293,1.238595657445773,-1.2021791564326805,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RASGRF1,0.9051553694729878,0.9915906060916828,165,non-target,unlabeled,,,,0.376,5.69,0,0.398348,0.0,,0.3239521243392283,1.2621272883896628,-1.4655883530046463,3.7083128200809328,,,,,,,,,,,,,,0
HIRA,0.9043520169774282,0.991539329299559,166,non-target,unlabeled,,,,0.163,5.65,0,0.0,0.0,-14.10689501941522,0.3261096456202854,-0.0440688678645352,-3.8687474050388566,8.081960899518139,,,,,0.0,0.0,0.0,,,,,,,0
SSRP1,0.9042504807722938,0.9914880525074352,167,non-target,unlabeled,,,,0.358,5.43,0,0.0,0.0,40.51501251167537,0.4644660193498635,0.5365421687021745,-1.3054666700646884,-3.489924286907526,,,,,0.0,0.0,1.0,,,,,,,0
CD55,0.9041971981827984,0.9914367757153112,168,non-target,unlabeled,,,,1.16,1.06,1,0.053985,0.0,29.32747397392315,0.2834825175899751,-1.696775088454309,-3.821998545655421,-2.094294754510536,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LRRC7,0.904101211078388,0.9913854989231874,169,non-target,unlabeled,,,,0.186,5.38,0,0.497743,0.0,,2.1913859502434017,-1.520109232762987,1.470574505036667,-1.0072058021545556,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
UBE2T,0.9036803047860688,0.9913342221310636,170,non-target,unlabeled,,0.1396383947516728,0.1396383947516728,0.99,1.05,1,0.035335,0.0,57.15620182913052,0.0920878924695625,-1.024112141706812,-3.024311473392346,-2.543745213541874,0.761011206671879,0.7947019867549668,,0.0336907800830877,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1
TUBG1,0.9031729533122136,0.9912829453389396,171,non-target,unlabeled,,,,0.589,6.66,0,0.07816,0.0,29.26684508114832,0.3024515567572579,1.4955162002111224,-1.2246240049216048,-2.8256472405826867,,,,,0.0,0.0,0.0,,,,,,,0
PRKCE,0.9030699363350868,0.9912316685468155,172,approved,P,Approved,,,0.284,5.49,0,0.607646,0.0,-8.980153002833122,-2.079441243892074,1.5892002791339268,-2.908484855740892,4.827647377161487,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NLRP3,0.9029467166104216,0.991180391754692,173,non-target,unlabeled,,,,0.669,3.52,1,0.244028,0.0,,0.5325514085167543,-1.4882403316027293,3.011827984921946,4.638454000177934,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
PDE4A,0.9026919797062872,0.991129114962568,174,approved,P,Approved,,,0.409,3.11,0,0.361036,0.0,26.622906546215543,-4.1827035076494505,1.7319612050948388,-9.129669612121049,-3.218070592033656,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HNRNPA3,0.9026312415416424,0.991077838170444,175,non-target,unlabeled,,,,0.169,5.79,0,0.335536,0.0,-4.257203763076682,1.1354529330481526,-2.0567259523253414,,-6.611923140896425,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KPNB1,0.9022713285503964,0.99102656137832,176,non-target,unlabeled,,,,0.116,8.6,0,0.365049,0.0,,-0.9164849707676834,1.9370462973963969,-2.1281058503290344,-2.3692776887604308,,,,,,,,,,,,,,0
PLCL2,0.9019236055889516,0.9909752845861964,177,non-target,unlabeled,,,,0.115,4.7,0,0.852561,0.0,12.423171886097473,-0.240863000082961,-0.1277079759322303,0.1999395371443208,-3.728507962699251,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACTL6A,0.9018847826199654,0.9909240077940724,178,non-target,unlabeled,,,,0.178,4.49,0,0.0,0.0,31.760300568257176,0.1583614752920157,0.4324608506377131,-1.2756275478833805,-1.7989073950705072,,,,,0.0,0.0,0.0,,,,,,,0
TYK2,0.9018698519468308,0.9908727310019484,179,approved,P,Approved,0.6912587544469626,0.6912587544469626,0.611,2.47,1,0.949974,0.0,-6.3376176663966435,,,,,0.0289288506645817,0.0127356087620988,0.0039267015706806,0.0250021490939011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
FCGBP,0.9014673060572088,0.9908214542098246,180,non-target,unlabeled,,,,0.456,15.8,0,0.0,0.0,55.02873123117707,-0.3639817451101758,1.6527773706697124,-3.1037570391401625,4.96720441933593,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERN1,0.9013334727529342,0.9907701774177008,181,non-target,unlabeled,,0.6697365548561409,0.6697365548561409,0.45,3.57,1,0.645618,0.0,48.33371103211328,-1.5768791902727868,0.3931339666060755,-9.64153008160404,-5.01630113158699,0.1490747980192859,0.3950585838003057,0.1845549738219895,0.2459837857810198,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
SETBP1,0.9006195670457056,0.9907189006255768,182,non-target,unlabeled,,,,0.155,1.66,0,0.707124,0.0,33.76609238123765,4.048284686833561,3.620710302797225,-4.455398211932431,-2.6573182801001254,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CACNA1D,0.9003160512447357,0.990667623833453,183,in-trial,trial_heldout,Phase 3,,,0.268,7.34,0,0.0,0.0,9.281683698402864,-5.832606513966183,5.45759044672544,-12.034743155757834,-8.35813736218759,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HYOU1,0.9003037105907093,0.9906163470413292,184,non-target,unlabeled,,,,0.432,2.31,1,0.0,0.0,47.76671972199025,-0.5606582019748436,4.30938247346954,-4.076796583652042,-4.009377215116596,0.2243940578577013,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CIITA,0.9001800405919252,0.9905650702492051,185,non-target,unlabeled,,,,0.761,-1.71,1,0.820076,0.0,41.11853978435968,0.270059623948561,2.8463172585293455,5.16529425969906,0.2659107626663107,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
