gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_imm_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,gene_burden_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
WTIP,0.1909301363801593,0.1960311762896113,15680,non-target,unlabeled,,,,0.781,-0.147,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ZBED11,0.1909075339282224,0.1959798994974874,15681,non-target,unlabeled,,,,1.3,0.203,0,0.0,0.0,12.254792046907523,,,2.16182311900321,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SIX2,0.1908890389775867,0.1959286227053635,15682,non-target,unlabeled,,,,1.28,0.853,0,0.0,0.0,,,,-0.4943231875546803,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
COX18,0.1908858967614053,0.1958773459132396,15683,non-target,unlabeled,,0.5506956176104657,0.5506956176104657,1.52,-0.791,0,0.511975,0.0,-17.13043686156914,0.2100233554764766,-0.1184507226108546,-3.0400290488128467,-3.2393344521371783,0.0766223612197029,0.1021395822720326,0.7091623036649215,0.6325399424452186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SSBP1,0.1908753409457566,0.1958260691211157,15684,non-target,unlabeled,,0.6291025693456699,0.6291025693456699,1.08,1.44,0,0.0,0.0,-21.84529120667038,,,,,0.7234818868908001,0.7251655629139073,0.7979057591623037,0.0744238722715036,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,1
RTBDN,0.1908076807553998,0.1957747923289919,15685,non-target,unlabeled,,,,1.54,-0.235,0,0.0,0.0,,-0.7016096013233949,-0.1961476721518531,2.683096435153326,0.325233758462105,,,,,,,,,,,,,,0
HARS2,0.1907652728259563,0.195723515536868,15686,non-target,unlabeled,,-0.0521107480153284,-0.0521107480153284,0.835,0.978,0,0.0,0.0,,,,,,,0.6395822720326032,0.1455497382198952,0.494032533812708,,,,0.0,1.0,0.0,0.0,0.0,0.0,1
EDC3,0.190764091300721,0.1956722387447441,15687,non-target,unlabeled,,-0.1779996057001663,-0.1779996057001663,0.695,3.26,0,0.0,0.0,-40.29381548145613,,,,,0.3857180088610893,0.151808456444218,0.7073298429319371,0.5555213864877191,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1
KIAA1210,0.1907618852762075,0.1956209619526202,15688,non-target,unlabeled,,,,0.774,-0.102,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
EMC10,0.1906723720523027,0.1955696851604963,15689,non-target,unlabeled,,,,1.61,-1.0,0,0.0,0.0,12.515573777843777,0.1036786513124214,1.309343318944349,,1.2627450167665175,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCAMP4,0.1905306349649573,0.1955184083683724,15690,non-target,unlabeled,,,,0.869,0.169,0,0.0,0.0,-10.086959511180504,-0.2600464023193371,-0.3994728006279676,,-2.0061907182407523,0.855616366953349,0.7147223637289862,0.5672774869109948,0.2883388800423542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TGIF2-RAB5IF,0.1905257197642567,0.1954671315762486,15691,non-target,unlabeled,,,,0.921,0.729,0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1
PHOSPHO2,0.1904301619544852,0.1954158547841247,15692,non-target,unlabeled,,0.4961932739777813,0.4961932739777813,1.33,0.926,0,0.0,0.0,-3.3424486948776484,,,,,0.9293719051342194,0.3232297503820682,0.3214659685863874,0.6079059365478321,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1
PCK1,0.1903883141584885,0.1953645779920008,15693,non-target,unlabeled,,,,1.12,0.374,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
KIF26A,0.1903766020941428,0.1953133011998769,15694,non-target,unlabeled,,,,0.712,-1.79,0,0.071181,0.0,-1.4421160192260645,0.4995317406237379,-1.911188322634246,-0.9232080585868984,-3.84371920880404,,,,,0.0,0.0,0.0,,,,,,,0
AGT,0.1903680865912873,0.195262024407753,15695,non-target,unlabeled,,,,1.28,-0.0649,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
KLK10,0.1902624751840319,0.1952107476156291,15696,non-target,unlabeled,,,,1.45,-0.354,0,0.0,0.0,,-0.1354705802896739,-0.989974729418885,,0.3962191488606562,,,,,,,,,,,,,,0
PIGO,0.1901680446970157,0.1951594708235053,15697,non-target,unlabeled,,,,0.932,1.82,0,0.0,0.0,-31.44760030307905,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VPS37D,0.1901127507515025,0.1951081940313814,15698,non-target,unlabeled,,,,0.477,-0.877,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
DBF4B,0.1901126395051296,0.1950569172392575,15699,non-target,unlabeled,,,,1.16,1.27,0,0.0,0.0,-21.833498618118625,-0.2954411025891679,-0.4924370489985185,-1.4271616815801964,0.5542350052194525,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PHYH,0.1900904480386619,0.1950056404471336,15700,non-target,unlabeled,,,,1.12,0.18,0,0.229399,0.0,9.739425456327638,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C1QL4,0.1900337363030704,0.1949543636550097,15701,non-target,unlabeled,,,,0.783,-0.12,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
MS4A5,0.1900323278785962,0.1949030868628858,15702,non-target,unlabeled,,,,1.27,-0.179,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
LRRC57,0.1900299648773305,0.1948518100707619,15703,non-target,unlabeled,,,,0.946,1.22,0,0.071443,0.0,-18.04828425409824,-0.3712123400569842,-1.947071562780136,,0.6499451473716706,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNLT4,0.1900274118569296,0.194800533278638,15704,non-target,unlabeled,,,,5.08,-0.116,0,0.0,0.0,-8.283154931154428,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF3,0.1900246100386186,0.1947492564865142,15705,non-target,unlabeled,,,,0.659,1.48,0,0.0,0.0,-32.02714547522334,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SPAG8,0.1900124822301094,0.1946979796943903,15706,non-target,unlabeled,,,,1.05,0.626,0,0.0,0.0,,,,,,,0.3285787060621498,0.0217277486910994,0.3068509573710504,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
MORN2,0.1900047894737442,0.1946467029022664,15707,non-target,unlabeled,,,,1.72,-1.23,0,0.0,0.0,12.11585943647634,0.5706266438765819,0.4617679023480819,3.0356311719181286,3.2920735675590964,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SUMF2,0.1899110219921126,0.1945954261101425,15708,non-target,unlabeled,,,,1.29,-0.607,0,0.0,0.0,24.312019384784424,,,0.6344288118429267,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZKSCAN2,0.1898937075577601,0.1945441493180186,15709,non-target,unlabeled,,-0.100709719790872,-0.100709719790872,0.55,0.438,0,0.036241,0.0,,,,,,,0.5382068262862965,0.7154450261780104,0.1772381998917139,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
GARIN5B,0.1898449570396725,0.1944928725258947,15710,non-target,unlabeled,,,,1.11,-0.366,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
LRRIQ3,0.189809228341604,0.1944415957337709,15711,non-target,unlabeled,,,,1.53,-1.94,0,0.250791,0.0,,,,,,,,,,,,,,,,,,,0
SACK1H,0.1898001642251501,0.194390318941647,15712,non-target,unlabeled,,,,1.12,-2.67,0,0.0,0.0,0.212402232501765,0.5472955785869927,-1.4342416236581392,,5.933084509121444,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FRAT1,0.189732138293259,0.1943390421495231,15713,non-target,unlabeled,,,,0.928,1.04,0,0.0,0.0,-7.459462646338949,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GPALPP1,0.1896911482844087,0.1942877653573992,15714,non-target,unlabeled,,0.4170599722925627,0.4170599722925627,1.05,0.523,0,0.313886,0.0,-34.660529994835464,,,,,0.3586135001303101,0.3390219052470708,0.3434554973821989,0.0195915948832393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
PXMP4,0.1896625861675296,0.1942364885652753,15715,non-target,unlabeled,,-0.0728710574241573,-0.0728710574241573,1.13,0.964,0,0.0,0.0,-15.230828132664152,0.1074414995822823,-0.8036750925790717,-0.5342845018118425,-2.507133140413026,0.2322126661454261,0.1393275598573611,0.3884816753926701,0.249154115535309,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1
LIPM,0.1896109895864922,0.1941852117731514,15716,non-target,unlabeled,,,,1.28,-0.072,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
GALNS,0.1895886165927154,0.1941339349810276,15717,non-target,unlabeled,,,,1.21,-1.21,0,0.0,0.0,16.49346472273499,-0.1322367557457759,0.8871061454236732,0.7360924907585932,0.0735035699872655,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RBM45,0.189548810059675,0.1940826581889037,15718,non-target,unlabeled,,,,0.871,1.78,0,0.0,0.0,-36.03795962321994,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IFITM5,0.1895305272756201,0.1940313813967798,15719,non-target,unlabeled,,,,1.85,-1.34,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
ESCO2,0.1895178540776937,0.1939801046046559,15720,non-target,unlabeled,,,,1.04,-0.095,0,0.0,0.0,-2.671355843996691,-0.1492559149591227,-0.4394678475796195,-1.745421165535579,-3.600226319858133,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EID2,0.1895131842442313,0.193928827812532,15721,non-target,unlabeled,,0.06438320351577,0.06438320351577,1.85,1.24,0,0.0,0.0,-27.16112049258307,,,,,0.473807662236122,0.1663270504330107,0.3612565445026178,0.3074806118031112,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1
TRMT10B,0.189468085183762,0.1938775510204081,15722,non-target,unlabeled,,,,1.01,0.174,0,0.463916,0.0,-23.61380724186901,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VWA2,0.1894673146307468,0.1938262742282842,15723,non-target,unlabeled,,,,1.26,-0.169,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
TRIML2,0.1894412118585864,0.1937749974361604,15724,non-target,unlabeled,,,,1.23,-0.142,0,0.097056,0.0,,,,,,,,,,,,,,,,,,,0
SACK1D,0.1893834860745779,0.1937237206440365,15725,non-target,unlabeled,,,,1.42,0.28,0,0.096814,0.0,-4.207632562096045,0.0004315934528023,-0.1658275491828177,-0.6117860705989097,-2.651241041326513,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PJA1,0.1893694072424136,0.1936724438519126,15726,non-target,unlabeled,,,,0.743,1.72,0,0.0,0.0,-17.603847006521267,,,,,0.0964295022152723,0.4623025980641874,0.1185863874345549,0.3658730958489151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAPK12,0.189356578264347,0.1936211670597887,15727,non-target,unlabeled,,0.1828166246771581,0.1828166246771581,1.27,-0.981,0,0.108432,0.0,14.989601661689534,0.4366283105822808,-1.5854150522158126,7.790654266268346,-0.8784073905603895,0.6406046390409174,0.2845134997452878,0.6141361256544503,0.3560911392956296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LAMP5,0.1893340460010591,0.1935698902676648,15728,non-target,unlabeled,,,,1.57,-0.501,0,0.0,0.0,,0.1206819534195485,0.9840502149570858,1.5158108090944435,-0.1018040424605495,,,,,,,,,,,,,,0
ALDOA,0.1893271220979666,0.1935186134755409,15729,non-target,unlabeled,,0.6340933663747209,0.6340933663747209,0.822,0.937,0,0.0,0.0,,,,,,0.1522022413343758,0.5114620478858889,0.1693717277486911,0.3592598065515131,,,,0.0,1.0,0.0,0.0,1.0,0.0,1
GYS2,0.1892941196239431,0.1934673366834171,15730,non-target,unlabeled,,,,1.13,-0.381,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ADM2,0.1892771986005875,0.1934160598912932,15731,non-target,unlabeled,,,,1.49,-0.727,0,0.0,0.0,,0.7657196922212155,-3.722336822046619,0.1139975690929662,1.3023171060551646,,,,,,,,,,,,,,0
SGPP1,0.1892412876341548,0.1933647830991693,15732,non-target,unlabeled,,,,0.917,0.814,0,0.030836,0.0,-5.631815502044016,-0.4711755328094103,-0.7256278111798627,-1.3676131749631752,0.2037436694513376,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HMGN1,0.1892181871657444,0.1933135063070454,15733,non-target,unlabeled,,,,0.852,-1.24,0,0.041518,0.0,-18.022480496685063,-0.0810258526678256,3.75677197641019,2.899281006869943,-2.826548720575619,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NEUROG1,0.1891995644962727,0.1932622295149215,15734,non-target,unlabeled,,,,1.85,-1.32,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
QSOX2,0.1891777423886478,0.1932109527227976,15735,non-target,unlabeled,,,,0.953,0.562,0,0.0,0.0,-9.542916372462477,,,-0.7341225046085549,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF302,0.1891615591867237,0.1931596759306737,15736,non-target,unlabeled,,,,1.79,0.198,0,0.070413,0.0,-11.057195720304158,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FANCD2OS,0.1891408627996078,0.1931083991385498,15737,non-target,unlabeled,,,,1.38,-0.0893,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
GLYATL2,0.1891253125682777,0.193057122346426,15738,non-target,unlabeled,,,,1.63,-0.408,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ATXN7L3B,0.1891227056915612,0.1930058455543021,15739,non-target,unlabeled,,,,1.45,-0.0606,0,0.339033,0.0,-15.362097035217069,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UGT2A1,0.189109448267489,0.1929545687621782,15740,non-target,unlabeled,,,,1.66,-1.33,0,0.0,0.0,,,,1.7677444308834502,,,,,,,,,,,,,,,0
PCDHGA1,0.1891004779965293,0.1929032919700543,15741,non-target,unlabeled,,,,0.741,-0.282,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
IL25,0.1890877537845355,0.1928520151779304,15742,non-target,unlabeled,,,,1.29,-0.0724,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
GTPBP10,0.189085025454943,0.1928007383858065,15743,non-target,unlabeled,,0.4553863335658587,0.4553863335658587,1.11,-0.167,0,0.03313,0.0,-19.489358380489097,0.1446346578065432,-3.724614227388147,-2.7608959953554733,-3.4169638142590726,0.3591347406828251,0.347682119205298,0.2353403141361256,0.1237944265466994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TP53TG5,0.1890678162577793,0.1927494615936827,15744,non-target,unlabeled,,,,0.85,0.666,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
SNX30,0.1890664851695448,0.1926981848015588,15745,non-target,unlabeled,,,,0.727,0.411,0,0.0,0.0,-6.128097347042007,-0.1862865247687976,-0.633034657763902,5.003145876900725,0.2198158930648607,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VCF2,0.1890552535425035,0.1926469080094349,15746,non-target,unlabeled,,,,2.42,0.339,0,0.0,0.0,-17.555196167246006,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
LETM2,0.1890246194106927,0.192595631217311,15747,non-target,unlabeled,,0.2886128565996927,0.2886128565996927,1.21,0.0662,0,0.0,0.0,-2.233648806490488,0.2012403779736218,-1.248033324859963,1.132810509835029,3.0113582302260062,0.3296846494657284,0.8721344880285278,0.7798429319371728,0.5424498385627994,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1
RALY,0.1890239403325708,0.1925443544251871,15748,non-target,unlabeled,,,,0.752,1.58,0,0.182676,0.0,-28.227612036520128,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTMR11,0.1889846715789574,0.1924930776330632,15749,non-target,unlabeled,,,,1.06,0.933,0,0.0,0.0,-7.813923622508878,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SNX29,0.1889813592161365,0.1924418008409394,15750,non-target,unlabeled,,,,0.923,-2.86,0,0.492695,0.0,-16.05350343140852,0.1285605386476556,-0.58087756084177,2.1604690732214022,1.5080949494127769,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VAT1L,0.1889501428513816,0.1923905240488155,15751,non-target,unlabeled,,,,1.03,-1.4,0,0.0,0.0,,-0.0725214818124201,0.1828906198056403,1.6823251241804884,3.747948788491914,,,,,,,,,,,,,,0
PILRB,0.1889296639518639,0.1923392472566916,15752,non-target,unlabeled,,,,1.47,0.495,0,0.0,0.0,6.406710458062544,,,0.0538083058489358,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TMEM167B,0.1887703683496136,0.1922879704645677,15753,non-target,unlabeled,,,,0.671,0.893,0,0.0,0.0,-12.617190916960716,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF793,0.1887629306487118,0.1922366936724438,15754,non-target,unlabeled,,,,0.845,0.747,0,0.0,0.0,4.810372373709172,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CD164L2,0.1887007965109287,0.1921854168803199,15755,non-target,unlabeled,,,,1.27,-0.147,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
YY2,0.1886657662313393,0.192134140088196,15756,non-target,unlabeled,,,,,1.25,0,0.0,0.0,-12.470619634473248,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EGFL8,0.188619764615791,0.1920828632960722,15757,non-target,unlabeled,,,,1.09,0.366,0,0.0,0.941967,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
RAD1,0.1886132361762451,0.1920315865039483,15758,non-target,unlabeled,,,,1.01,0.000858,0,0.0,0.0,-19.564283539991667,0.399807010462774,0.2413213926891229,-1.9173487786994847,-2.303608600325493,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HSBP1,0.1885901848512767,0.1919803097118244,15759,non-target,unlabeled,,,,1.09,-1.07,0,0.617672,0.0,-32.10788698744668,0.6862275233292515,-2.908590999722791,,-0.5326207590349329,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
COMT,0.188562771055809,0.1919290329197005,15760,non-target,unlabeled,,,,1.09,0.735,0,0.0,0.0,-4.026132396639103,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PCDHA4,0.1885186796178992,0.1918777561275766,15761,non-target,unlabeled,,,,1.01,-0.221,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ZNF415,0.188502092066468,0.1918264793354527,15762,non-target,unlabeled,,,,1.44,0.609,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
AP3M1,0.1884999936158509,0.1917752025433289,15763,non-target,unlabeled,,,,0.927,1.78,0,0.0,0.0,-36.22312551294809,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACTN3,0.1884781706908027,0.191723925751205,15764,non-target,unlabeled,,,,0.906,-0.0719,0,0.153674,0.0,,-0.3488534859826201,-0.2034649413700942,,2.2947655069404433,,,,,,,,,,,,,,0
HELT,0.1884631264557693,0.1916726489590811,15765,non-target,unlabeled,,0.4264403646960824,0.4264403646960824,0.804,-0.936,0,0.435981,0.0,,,,,,0.1508991399530883,0.4248599083036169,0.3445026178010471,0.2739607683505286,,,,0.0,2.0,5.0,0.0,6.0,7.0,1
RBM11,0.1884396220322209,0.1916213721669572,15766,non-target,unlabeled,,,,1.25,0.888,0,0.0,0.0,-6.445777708270306,-0.2362058847880475,0.4233381196076733,-0.3061409085816164,3.161774663639504,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TACC1,0.1883910928190369,0.1915700953748333,15767,non-target,unlabeled,,,,0.723,0.724,0,0.0,0.0,-4.165955115548916,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VSTM1,0.1883648836401978,0.1915188185827094,15768,non-target,unlabeled,,,,1.12,-0.379,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
CCDC102A,0.1883595267445156,0.1914675417905856,15769,non-target,unlabeled,,,,0.938,-0.159,0,0.212963,0.0,6.738644974424095,-0.2620584609974741,-1.7026733361663242,-2.038243019237204,-0.6647900715308287,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CYP11B2,0.1883551683276891,0.1914162649984617,15770,non-target,unlabeled,,,,1.01,-0.225,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
PKP3,0.1883462451890035,0.1913649882063378,15771,non-target,unlabeled,,,,1.06,-2.49,0,0.0,0.0,,,,0.6850782101607458,,,,,,,,,,,,,,,0
HOXA5,0.1883432870464665,0.1913137114142139,15772,non-target,unlabeled,,,,0.972,0.618,0,0.043399,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
RNF185,0.1883038376386349,0.19126243462209,15773,non-target,unlabeled,,,,0.83,1.65,0,0.046664,0.0,-32.02545404834026,-0.0522484601318854,-0.7756870383895272,,0.0506695963749844,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
STOML3,0.1883005150381078,0.1912111578299661,15774,non-target,unlabeled,,,,1.42,-0.381,0,0.043856,0.0,,,,,,,,,,,,,,,,,,,0
LOXL2,0.1882557289674878,0.1911598810378422,15775,in-trial,trial_heldout,Phase 2,0.2507590439047926,0.2507590439047926,0.919,1.08,0,0.0,0.0,3.0287933449202407,0.2142428017951539,-0.7647829835749348,3.716125020956413,1.5671297715053405,0.1227521501172791,0.4133978604177279,0.1706806282722513,0.2906457103004488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
MMAA,0.1880828313378974,0.1911086042457183,15776,non-target,unlabeled,,,,1.18,0.685,0,0.0,0.0,-23.31227555084349,-0.024685755533257,-1.8582747173268752,-2.737045802711351,-0.1670248033469767,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CBLL2,0.1880573768486928,0.1910573274535945,15777,non-target,unlabeled,,,,,-0.0873,0,0.0,0.0,,0.1089235322677499,-0.124991675945241,0.4285910543937508,0.5963071876887692,,,,,,,,,,,,,,0
TMEM203,0.1880565231743579,0.1910060506614706,15778,non-target,unlabeled,,,,1.16,1.53,0,0.0,0.0,-29.36500830793104,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MEX3B,0.1880499966404764,0.1909547738693467,15779,non-target,unlabeled,,,,1.4,-0.566,0,0.047592,0.0,,0.2710942808861401,-0.5740776259686702,4.301113626116227,5.382006349711283,,,,,,,,,,,,,,0
ZNF547,0.1880127532521681,0.1909034970772228,15780,non-target,unlabeled,,,,1.2,0.713,0,0.0,0.0,-2.0713169859725356,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FAXDC2,0.1879663169003871,0.1908522202850989,15781,non-target,unlabeled,,,,1.3,0.396,0,0.0,0.0,,-0.2766270055279954,-0.4483886746544052,2.1391791620840777,2.706667999174258,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1
ZBED3,0.1879620640867888,0.190800943492975,15782,non-target,unlabeled,,0.510993338921027,0.510993338921027,,-0.563,0,0.086781,0.0,-3.761668943490875,0.1228753493678236,-0.6914244716126715,2.4168575952967477,-1.3052100845015369,0.4714620797498045,0.0835455934793683,0.0824607329842932,0.3890013467655113,0.0,0.0,0.0,0.0,4.0,2.0,0.0,23.0,8.0,1
TSKS,0.1879540091114384,0.1907496667008512,15783,non-target,unlabeled,,,,0.548,-0.459,0,0.0,0.0,-17.036958668709637,,,,,,,,,0.0,0.0,0.0,,,,,,,0
MMUT,0.1879471655046274,0.1906983899087273,15784,non-target,unlabeled,,,,1.19,0.806,0,0.032431,0.0,-19.427554513478253,,,-2.3899975593589406,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LCN6,0.1879354848634058,0.1906471131166034,15785,non-target,unlabeled,,,,1.36,-0.307,0,0.0,0.0,,-0.0881360479647081,-0.8108887488294263,,-0.608086829179644,,,,,,,,,,,,,,0
EFNA2,0.1879084216912991,0.1905958363244795,15786,non-target,unlabeled,,,,1.35,-0.174,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
UGT1A9,0.1879037759199585,0.1905445595323556,15787,non-target,unlabeled,,,,1.03,-0.337,0,0.115887,0.0,,,,,,,,,,,,,,,,,,,0
TMEM43,0.1878190674267861,0.1904932827402317,15788,non-target,unlabeled,,,,1.16,-0.289,0,0.0,0.0,-6.118343658853416,0.0144311698922873,0.8559627011408244,2.3385582924837,4.576665625874451,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TFB1M,0.1878131940960884,0.1904420059481079,15789,non-target,unlabeled,,0.6050140382032625,0.6050140382032625,1.2,0.514,0,0.0,0.0,-21.24387676176681,0.3822198911441046,-0.4907255653505732,-1.7979506278976438,-1.367410010854049,0.2051081574146468,0.5539989811512991,0.4892670157068063,0.3488908237366522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
TMOD3,0.1878065375860819,0.190390729155984,15790,non-target,unlabeled,,,,0.741,0.666,0,0.302066,0.0,-28.134859161163593,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PIH1D1,0.1877995064510172,0.1903394523638601,15791,non-target,unlabeled,,,,0.996,0.596,0,0.0,0.0,-9.850824272066433,,,0.7865859510412166,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CRYBA2,0.1877941258442707,0.1902881755717362,15792,non-target,unlabeled,,,,1.38,-0.157,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
XAGE2,0.1877375688327818,0.1902368987796123,15793,non-target,unlabeled,,,,1.32,-0.188,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
