gene,group,mis_z_score
SNAI3,non-target,-1.86
SNAP23,non-target,0.907
SNAP25,in-trial,4.13
SNAP29,non-target,-0.732
SNAP47,non-target,0.677
SNAP91,non-target,1.75
SNAPC1,non-target,-1.02
SNAPC2,non-target,-2.43
SNAPC3,non-target,-2.9
SNAPC4,non-target,-2.43
SNAPC5,non-target,-0.702
SNAPIN,non-target,-0.186
SNCA,non-target,0.959
SNCAIP,non-target,1.57
SNCB,non-target,1.41
SNCG,non-target,0.477
SND1,non-target,3.92
SNED1,non-target,3.78
SNF8,non-target,1.3
SNIP1,non-target,1.49
SNN,non-target,-0.21
SNORC,non-target,-0.774
SNPH,non-target,1.91
SNRK,non-target,4.76
SNRNP200,non-target,9.47
SNRNP25,non-target,-0.106
SNRNP27,non-target,1.57
SNRNP35,non-target,0.831
SNRNP40,non-target,1.94
SNRNP48,non-target,0.543
SNRNP70,non-target,2.23
SNRPA,non-target,2.4
SNRPA1,non-target,2.74
SNRPB,non-target,2.44
SNRPB2,non-target,2.32
SNRPC,non-target,3.19
SNRPD1,non-target,3.33
SNRPD2,non-target,2.67
SNRPD3,non-target,3.11
SNRPE,non-target,2.36
SNRPF,non-target,2.04
SNRPG,non-target,2.7
SNRPN,non-target,3.0
SNTA1,non-target,1.91
SNTB1,non-target,-1.33
SNTB2,non-target,2.03
SNTG1,non-target,-1.3
SNTG2,non-target,-0.427
SNTN,non-target,-0.63
SNU13,non-target,3.12
SNUPN,non-target,1.07
SNURF,non-target,0.199
SNW1,non-target,4.31
SNX1,non-target,0.582
SNX10,non-target,0.536
SNX11,non-target,0.583
SNX12,non-target,2.84
SNX13,non-target,1.43
SNX14,non-target,1.93
SNX15,non-target,1.03
SNX16,non-target,0.572
SNX17,non-target,1.24
SNX18,non-target,0.679
SNX19,non-target,0.205
SNX2,non-target,1.07
SNX20,non-target,-0.0445
SNX21,non-target,0.16
SNX22,non-target,-0.3
SNX24,non-target,-0.6
SNX25,non-target,1.84
SNX27,non-target,2.7
SNX29,non-target,-2.86
SNX3,non-target,2.22
SNX30,non-target,0.411
SNX31,non-target,0.124
SNX32,non-target,-0.877
SNX33,non-target,2.07
SNX4,non-target,0.307
SNX5,non-target,0.151
SNX6,non-target,1.44
SNX7,non-target,-0.0747
SNX8,non-target,-1.21
SNX9,non-target,2.49
SOAT1,non-target,1.47
SOAT2,non-target,-0.0629
SOBP,non-target,1.43
SOCS1,non-target,-1.02
SOCS2,non-target,0.439
SOCS3,non-target,2.43
SOCS4,non-target,0.988
SOCS5,non-target,0.434
SOCS6,non-target,1.51
SOCS7,non-target,2.51
SOD1,non-target,1.76
SOD2,non-target,0.63
SOD3,non-target,-0.191
MTCL2,non-target,3.16
MTCL3,non-target,1.99
SOHLH1,non-target,-1.71
SOHLH2,non-target,1.76
SON,non-target,3.31
SORBS1,non-target,2.14
SORBS2,non-target,-0.401
SORBS3,non-target,-0.643
SORCS1,non-target,1.5
SORCS2,non-target,-0.927
SORCS3,non-target,2.52
SORD,non-target,3.03
SORL1,non-target,2.81
SORT1,non-target,2.15
SOS1,non-target,3.86
SOS2,non-target,2.67
SOST,non-target,0.477
SOSTDC1,non-target,0.456
SOWAHA,non-target,-0.687
SOWAHB,non-target,-1.22
SOWAHC,non-target,-0.283
SOWAHD,non-target,0.0657
SOX1,non-target,-0.547
SOX10,non-target,3.65
SOX11,non-target,2.52
SOX12,non-target,1.6
SOX13,non-target,2.75
SOX14,non-target,1.4
SOX15,non-target,0.119
SOX17,non-target,-0.403
SOX18,non-target,0.454
SOX2,non-target,3.3
SOX21,non-target,0.408
SOX3,non-target,2.35
SOX30,non-target,0.203
SOX4,non-target,0.531
SOX5,non-target,4.2
SOX6,non-target,3.04
SOX7,non-target,-3.08
SOX8,non-target,-0.558
SOX9,non-target,2.3
SP1,non-target,1.6
SP100,non-target,0.975
SP110,non-target,1.03
SP140,non-target,2.37
SP140L,non-target,1.05
SP2,non-target,3.39
SP3,non-target,1.26
SP4,non-target,-1.14
SP5,non-target,-1.23
SP6,non-target,0.778
SP7,non-target,0.596
SP8,non-target,0.085
SP9,non-target,2.88
SPA17,non-target,0.298
SPAAR,non-target,-1.29
SPACA1,non-target,0.23
SPACA3,non-target,-0.0631
SPACA4,non-target,1.29
SPACA5B,non-target,2.26
SPACA6,non-target,-1.34
SPACA7,non-target,0.533
SPACA9,non-target,-0.00153
SPAG1,non-target,2.26
SPAG11A,non-target,3.8
SPAG11B,non-target,3.82
SPAG16,non-target,-1.61
SPAG17,non-target,0.589
SPAG4,non-target,0.368
SPAG5,non-target,2.54
SPAG6,non-target,0.886
SPAG7,non-target,0.377
SPAG8,non-target,0.626
SPAG9,non-target,3.92
SPAM1,non-target,1.21
SPANXB1,non-target,0.798
SPANXC,non-target,2.22
SPANXD,non-target,0.0748
SPANXN1,non-target,-0.187
SPANXN2,non-target,1.13
SPANXN3,non-target,-0.728
SPANXN4,non-target,-1.98
SPANXN5,non-target,0.559
SPARC,non-target,1.66
SPARCL1,non-target,0.997
SPART,non-target,0.854
SPAST,non-target,0.821
SPATA1,non-target,0.635
SPATA12,non-target,0.209
SPATA13,non-target,1.73
SPATA16,non-target,0.544
SPATA17,non-target,-0.837
SPATA18,non-target,-0.701
SPATA19,non-target,-0.31
SPATA2,non-target,0.786
SPATA20,non-target,0.702
SPATA21,non-target,-0.0464
SPATA22,non-target,0.242
SPATA24,non-target,0.765
SPATA25,non-target,0.106
SPATA2L,non-target,-1.4
SPATA3,non-target,-0.92
SPATA31A1,non-target,9.96
SPATA31A3,non-target,12.4
SPATA31A6,non-target,6.82
SPATA31A7,non-target,9.73
SPATA31C2,non-target,0.18
SPATA31D1,non-target,-5.5
SPATA31D3,non-target,5.11
SPATA31D4,non-target,5.26
SPATA31E1,non-target,-1.62
SPATA32,non-target,1.31
SPATA33,non-target,-2.0
SPATA4,non-target,-0.693
SPATA45,non-target,0.156
SPATA46,non-target,0.368
SPMIP7,non-target,0.24
AFG2A,non-target,0.787
AFG2B,non-target,0.238
SPATA6,non-target,0.0844
SPATA6L,non-target,-4.03
SPATA7,non-target,0.295
SPATA9,non-target,0.384
SPATC1,non-target,0.257
SPATC1L,non-target,-0.395
SPATS1,non-target,0.764
SPATS2,non-target,1.29
SPATS2L,non-target,1.37
SPC24,non-target,-0.845
SPC25,non-target,0.687
SPCS1,non-target,0.224
SPCS2,non-target,2.85
SPCS3,non-target,2.27
SPDEF,non-target,1.37
SPDL1,non-target,-0.0847
SPDYA,non-target,1.86
SPDYC,non-target,0.739
SPDYE1,non-target,2.63
SPDYE10,non-target,4.09
SPDYE12,non-target,4.97
SPDYE16,non-target,6.57
SPDYE17,non-target,2.15
SPDYE18,non-target,6.78
SPDYE2,non-target,4.65
SPDYE21,non-target,3.97
SPDYE3,non-target,6.05
SPDYE4,non-target,0.192
SPDYE5,non-target,3.97
SPDYE6,non-target,7.16
SPECC1,non-target,0.0527
SPECC1L,non-target,3.03
SPECC1L-ADORA2A,non-target,2.21
SPEF1,non-target,0.282
SPEF2,non-target,-0.318
SPEG,non-target,2.43
SPEGNB,non-target,1.32
SPEM1,non-target,0.16
SPEM2,non-target,0.194
SPEN,non-target,5.07
SPESP1,non-target,0.255
SPG11,non-target,-1.92
SPG21,non-target,0.957
SPG7,non-target,-1.99
SPHK1,non-target,-0.514
SPHK2,in-trial,0.831
SPHKAP,non-target,-0.26
SPI1,non-target,2.45
SPIB,non-target,0.745
SPIC,non-target,1.13
SPICE1,non-target,0.548
SPIDR,non-target,-0.547
SPIN1,non-target,4.84
SPIN2A,non-target,3.11
SPIN2B,non-target,4.59
SPIN3,non-target,0.622
SPIN4,non-target,2.2
SPINDOC,non-target,1.5
SPINK1,non-target,0.21
SPINK13,non-target,0.185
SPINK14,non-target,0.913
SPINK2,non-target,1.03
SPINK4,non-target,0.734
SPINK5,non-target,1.16
SPINK6,non-target,-0.19
SPINK7,non-target,-0.585
SPINK8,non-target,0.552
SPINK9,non-target,0.0914
SPINT1,non-target,0.776
SPINT2,non-target,1.36
SPINT3,non-target,0.307
SPINT4,non-target,0.375
SPIRE1,non-target,1.87
SPIRE2,non-target,-2.42
SPN,non-target,0.252
SPNS1,non-target,2.41
SPNS2,non-target,-0.793
SPNS3,non-target,0.137
SPO11,non-target,0.83
SPOCD1,non-target,1.99
SPOCK1,non-target,0.97
SPOCK2,non-target,0.795
SPOCK3,non-target,0.0558
SPON1,non-target,1.46
SPON2,non-target,-1.71
SPOP,non-target,6.2
SPOPL,non-target,0.491
SPOUT1,non-target,1.19
SPP1,in-trial,0.561
SPP2,non-target,-0.134
SPPL2A,non-target,1.19
SPPL2B,non-target,-0.234
SPPL2C,non-target,0.0762
SPPL3,non-target,4.9
SPR,non-target,0.47
SPRED1,non-target,1.2
SPRED2,non-target,0.448
SPRED3,non-target,0.593
SPRING1,non-target,0.349
SPRN,non-target,-1.94
SPRR1A,non-target,-0.732
SPRR1B,non-target,0.166
SPRR2A,non-target,0.992
SPRR2B,non-target,1.62
SPRR2D,non-target,0.281
SPRR2E,non-target,0.873
SPRR2F,non-target,0.265
SPRR2G,non-target,-0.341
SPRR3,non-target,0.521
SPRR4,non-target,-0.643
SPRTN,non-target,1.9
SPRY1,non-target,-1.26
SPRY2,non-target,1.13
SPRY3,non-target,-0.00272
SPRY4,non-target,-0.314
SPRYD3,non-target,3.34
SPRYD4,non-target,0.00466
SPRYD7,non-target,1.31
SPSB1,non-target,2.98
SPSB2,non-target,-1.56
SPSB3,non-target,-0.615
SPSB4,non-target,0.00448
SPTA1,non-target,-2.21
SPTAN1,non-target,8.4
SPTB,non-target,2.52
SPTBN1,non-target,5.94
SPTBN2,non-target,5.34
SPTBN4,non-target,4.19
SPTBN5,non-target,-2.05
SPTLC1,non-target,2.21
SPTLC2,non-target,3.23
SPTLC3,non-target,0.979
SPTSSA,non-target,-0.274
SPTSSB,non-target,0.0893
SPTY2D1,non-target,1.67
SPX,non-target,-0.191
SPZ1,non-target,1.51
SQLE,non-target,1.29
SQOR,non-target,-0.0198
SQSTM1,non-target,-0.171
SRA1,non-target,-0.414
SRARP,non-target,0.0482
SRBD1,non-target,-2.58
SRC,approved,4.4
SRCAP,non-target,3.21
SRCIN1,non-target,2.36
SRD5A1,non-target,1.07
SRD5A2,non-target,-0.582
SRD5A3,non-target,0.828
SREBF1,non-target,2.34
SREBF2,non-target,1.53
SREK1,non-target,2.5
SREK1IP1,non-target,0.807
SRF,non-target,4.85
SRFBP1,non-target,-2.64
SRGAP1,non-target,2.89
SRGAP2,non-target,2.47
SRGAP2B,non-target,3.38
SRGAP2C,non-target,3.16
SRGAP3,non-target,2.86
SRGN,non-target,0.689
SRI,non-target,0.209
SRL,non-target,0.273
SRM,non-target,3.48
SRMS,approved,-0.36
SRP14,non-target,1.44
SRP19,non-target,0.254
SRP54,non-target,4.97
SRP68,non-target,2.83
SRP72,non-target,0.868
SRP9,non-target,2.22
SRPK1,non-target,2.71
SRPK2,non-target,3.6
SRPK3,non-target,-0.404
SRPRA,non-target,1.03
SRPRB,non-target,0.0915
SRPX,non-target,-0.838
SRPX2,non-target,0.955
SRR,non-target,0.672
SRRD,non-target,0.0488
SRRM1,non-target,2.87
SRRM2,non-target,-8.88
SRRM3,non-target,1.0
SRRM4,non-target,0.151
SRRM5,non-target,0.556
SRRT,non-target,2.72
SRSF1,non-target,6.5
SRSF10,non-target,3.06
SRSF11,non-target,3.13
SRSF12,non-target,1.17
SRSF2,non-target,4.34
SRSF3,non-target,4.61
SRSF4,non-target,3.32
SRSF5,non-target,2.92
SRSF6,non-target,1.81
SRSF7,non-target,3.04
SRSF8,non-target,0.0618
SRSF9,non-target,3.49
SRXN1,non-target,-0.504
SRY,non-target,1.54
SS18,non-target,0.318
SS18L1,non-target,2.05
SS18L2,non-target,-0.167
SSB,non-target,2.96
SSBP1,non-target,1.44
SSBP2,non-target,2.96
SSBP3,non-target,4.1
SSBP4,non-target,-0.29
SSC4D,non-target,0.231
SSC5D,non-target,1.48
SSH1,non-target,1.77
SSH2,non-target,3.63
SSH3,non-target,0.704
SSMEM1,non-target,0.828
SSNA1,non-target,-1.15
SSPN,non-target,0.553
SSR1,non-target,1.1
SSR2,non-target,1.45
SSR3,non-target,1.13
SSR4,non-target,0.833
SSRP1,non-target,5.43
SST,non-target,-0.152
SSTR1,in-trial,0.844
SSTR2,in-trial,2.06
SSTR3,in-trial,1.75
SSTR4,in-trial,-1.99
SSTR5,in-trial,0.497
SSU72,non-target,2.67
SSU72L2,non-target,2.43
SSU72L3,non-target,-3.31
SSU72L4,non-target,3.08
SSU72L5,non-target,3.57
SSU72L1,non-target,2.87
SSU72L6,non-target,-3.12
SSUH2,non-target,-0.853
SSX1,non-target,-4.6
SSX2IP,non-target,0.663
SSX3,non-target,-0.374
SSX4,non-target,1.75
SSX4B,non-target,0.743
SSX5,non-target,-1.7
SSX7,non-target,-1.1
ST13,non-target,1.81
ST14,non-target,1.52
ST18,non-target,-0.308
ST20,non-target,0.579
ST20-MTHFS,non-target,0.628
ST3GAL1,non-target,1.9
ST3GAL2,non-target,2.02
ST3GAL3,non-target,2.63
ST3GAL4,non-target,2.46
ST3GAL5,non-target,1.69
ST3GAL6,non-target,0.778
ST6GAL1,non-target,1.23
ST6GAL2,non-target,-0.0372
ST6GALNAC1,non-target,0.184
ST6GALNAC2,non-target,-0.472
ST6GALNAC3,non-target,0.598
ST6GALNAC4,non-target,1.34
ST6GALNAC5,non-target,0.52
ST6GALNAC6,non-target,1.79
ST7,non-target,4.49
ST7L,non-target,1.58
ST8SIA1,non-target,1.41
ST8SIA2,non-target,1.99
ST8SIA3,non-target,2.24
ST8SIA4,non-target,2.21
ST8SIA5,non-target,0.639
ST8SIA6,non-target,0.0562
STAB1,non-target,1.74
STAB2,non-target,0.52
STAC,non-target,0.133
STAC2,non-target,0.308
STAC3,non-target,0.864
STAG1,non-target,5.99
STAG2,non-target,6.96
STAG3,non-target,3.61
STAM,non-target,0.351
STAM2,non-target,0.58
STAMBP,non-target,0.877
STAMBPL1,non-target,0.182
STAP1,non-target,-0.174
STAP2,non-target,-0.0489
STAR,non-target,0.0883
STARD10,non-target,1.32
STARD13,non-target,0.419
STARD3,non-target,0.731
STARD3NL,non-target,1.12
STARD4,non-target,0.306
STARD5,non-target,0.436
STARD6,non-target,-0.0545
STARD7,non-target,-0.0713
STARD8,non-target,0.16
STARD9,non-target,-0.932
STAT1,non-target,7.92
STAT2,non-target,3.68
STAT3,in-trial,8.21
STAT4,non-target,3.66
STAT5A,non-target,5.24
STAT5B,non-target,5.95
STAT6,non-target,3.47
STATH,non-target,-0.236
STAU1,non-target,2.25
STAU2,non-target,2.05
STBD1,non-target,0.175
STC1,non-target,2.1
STC2,non-target,1.48
STEAP1,non-target,1.58
STEAP1B,non-target,1.2
STEAP2,non-target,1.18
STEAP3,non-target,0.258
STEAP4,non-target,0.939
STEEP1,non-target,3.94
STH,non-target,0.709
STIL,non-target,1.87
STIM1,non-target,2.71
STIM2,non-target,1.21
STIMATE,non-target,1.98
STIMATE-MUSTN1,non-target,1.73
STING1,non-target,2.19
STIP1,non-target,2.62
STK10,non-target,2.04
STK11,non-target,2.25
STK11IP,non-target,0.81
STK16,non-target,0.898
STK17A,non-target,0.671
STK17B,non-target,1.96
WHR1,non-target,0.51
STK24,non-target,2.86
STK25,non-target,2.65
STK26,non-target,2.02
STK3,non-target,2.15
STK31,non-target,-0.131
STK32A,non-target,0.538
STK32B,non-target,-1.59
STK32C,non-target,2.18
STK33,non-target,-0.447
STK35,non-target,2.37
STK36,non-target,2.07
STK38,non-target,2.39
STK38L,non-target,4.37
STK39,non-target,2.95
STK4,non-target,2.31
STK40,non-target,2.36
STKLD1,non-target,0.218
STMN1,non-target,2.48
STMN2,non-target,2.91
STMN3,non-target,0.0714
STMN4,non-target,2.15
STMND1,non-target,0.566
STMP1,non-target,0.471
STN1,non-target,1.33
STOM,non-target,1.63
STOML1,non-target,1.41
STOML2,non-target,2.13
STOML3,non-target,-0.381
STON1,non-target,-4.47
STON1-GTF2A1L,non-target,-5.46
STON2,non-target,0.817
STOX1,non-target,1.37
STOX2,non-target,2.03
STPG1,non-target,0.4
STPG2,non-target,-0.933
STPG3,non-target,-2.1
STPG4,non-target,-2.03
STRA6,non-target,1.16
STRA8,non-target,1.13
STRADA,non-target,1.94
STRADB,non-target,2.79
STRAP,non-target,2.64
STRBP,non-target,4.93
STRC,non-target,7.62
STRIP1,non-target,2.83
STRIP2,non-target,1.94
STRN,non-target,-0.317
STRN3,non-target,1.12
STRN4,non-target,3.31
STS,non-target,0.625
STT3A,non-target,4.78
STT3B,non-target,5.1
STUB1,non-target,-0.791
STUM,non-target,1.87
STX10,non-target,-0.594
STX11,non-target,-0.679
STX12,non-target,0.794
STX16,non-target,1.24
STX16-NPEPL1,non-target,0.156
STX17,non-target,0.916
STX18,non-target,0.12
STX19,non-target,-0.821
STX1A,non-target,3.18
STX1B,non-target,4.04
STX2,non-target,0.85
STX3,non-target,0.061
STX4,non-target,1.6
STX5,non-target,0.5
STX6,non-target,0.939
STX7,non-target,0.638
STX8,non-target,-0.714
STXBP1,non-target,6.67
STXBP2,non-target,1.58
STXBP3,non-target,2.25
STXBP4,non-target,0.319
STXBP5,non-target,2.54
STXBP5L,non-target,1.22
STXBP6,non-target,0.688
STYK1,non-target,-0.11
STYX,non-target,1.11
STYXL1,non-target,0.861
STYXL2,non-target,-1.47
SUB1,non-target,2.16
SUCLA2,non-target,1.56
SUCLG1,non-target,-0.00264
SUCLG2,non-target,-0.838
SUCNR1,non-target,0.56
SUCO,non-target,1.53
SUDS3,non-target,2.43
SUFU,non-target,3.2
SUGCT,non-target,-0.369
SUGP1,non-target,1.46
SUGP2,non-target,1.51
SUGT1,non-target,0.768
SULF1,non-target,1.98
SULF2,non-target,2.29
SULT1A1,non-target,1.61
SULT1A2,non-target,0.353
SULT1A3,non-target,2.78
SULT1A4,non-target,2.45
SULT1B1,non-target,-0.496
SULT1C2,non-target,-0.804
SULT1C3,non-target,-0.892
SULT1C4,non-target,-0.203
SULT1E1,non-target,-0.58
SULT2A1,non-target,0.817
SULT2B1,non-target,0.114
SULT4A1,non-target,2.45
SULT6B1,non-target,-2.0
SUMF1,non-target,-1.66
SUMF2,non-target,-0.607
SUMO1,non-target,2.74
SUMO2,non-target,3.99
SUMO3,non-target,2.32
SUMO4,non-target,0.0251
SUN1,non-target,-0.23
SUN2,non-target,1.66
SUN3,non-target,0.289
SUN5,non-target,0.985
SUOX,non-target,0.918
SUPT16H,non-target,7.74
SUPT20H,non-target,1.27
SUPT20HL1,non-target,-2.31
SUPT20HL2,non-target,-6.07
SUPT3H,non-target,0.155
SUPT4H1,non-target,1.19
SUPT5H,non-target,6.43
SUPT6H,non-target,7.19
SUPT7L,non-target,1.65
SUPV3L1,non-target,2.54
SURF1,non-target,-1.55
SURF2,non-target,-1.69
SURF4,non-target,3.05
SURF6,non-target,-1.34
SUSD1,non-target,1.11
SUSD2,non-target,0.974
SUSD3,non-target,0.937
SUSD4,non-target,0.926
SUSD5,non-target,0.372
SUSD6,non-target,0.941
SUV39H1,non-target,4.48
SUV39H2,non-target,4.28
SUZ12,non-target,5.45
SV2A,non-target,3.0
SV2B,non-target,1.37
SV2C,non-target,1.13
SVBP,non-target,0.51
SVEP1,non-target,1.98
SVIL,non-target,2.46
SVIP,non-target,-0.0971
SVOP,non-target,2.84
SVOPL,non-target,-0.304
SWAP70,non-target,1.83
SWI5,non-target,0.139
SWSAP1,non-target,-0.817
SWT1,non-target,1.74
SYAP1,non-target,1.24
SYBU,non-target,1.17
SYCE1,non-target,0.364
SYCE1L,non-target,-2.96
SYCE2,non-target,1.48
SYCE3,non-target,1.1
SYCN,non-target,-1.4
SYCP1,non-target,0.684
SYCP2,non-target,0.214
SYCP2L,non-target,1.32
SYCP3,non-target,0.744
SYDE1,non-target,1.55
SYDE2,non-target,0.0423
SYF2,non-target,0.458
SYK,approved,4.27
SYMPK,non-target,3.37
SYN1,non-target,3.18
SYN2,non-target,-0.188
SYN3,non-target,1.08
SYNC,non-target,0.029
SYNCRIP,non-target,5.48
SYNDIG1,non-target,0.744
SYNDIG1L,non-target,0.272
SYNE1,non-target,1.72
SYNE2,non-target,-0.504
SYNE3,non-target,0.972
SYNE4,non-target,0.428
SYNGAP1,non-target,8.76
SYNGR1,non-target,0.325
SYNGR2,non-target,1.17
SYNGR3,non-target,-0.0516
SYNGR4,non-target,0.179
SYNJ1,non-target,3.14
SYNJ2,non-target,0.599
SYNJ2BP,non-target,0.77
SYNJ2BP-COX16,non-target,0.46
SYNM,non-target,-0.921
SYNPO,non-target,1.42
SYNPO2,non-target,-0.444
SYNPO2L,non-target,0.428
SYNPR,non-target,0.714
SYNRG,non-target,2.68
SYP,non-target,1.32
SYPL1,non-target,0.901
SYPL2,non-target,0.407
SYS1,non-target,1.28
SYS1-DBNDD2,non-target,0.244
SYT1,non-target,4.22
SYT10,non-target,0.525
SYT11,non-target,2.54
SYT12,non-target,0.652
SYT13,non-target,0.977
SYT14,non-target,2.6
SYT15,non-target,7.14
SYT16,non-target,0.0498
SYT17,non-target,1.62
SYT2,non-target,2.62
SYT3,non-target,3.1
SYT4,non-target,0.155
SYT5,non-target,0.0757
SYT6,non-target,0.171
SYT7,non-target,3.59
SYT8,non-target,-1.22
SYT9,non-target,0.77
SYTL1,non-target,0.626
SYTL2,non-target,-2.12
SYTL3,non-target,-1.14
SYTL4,non-target,1.81
SYTL5,non-target,-1.65
SYVN1,non-target,2.74
SZRD1,non-target,0.714
SZT2,non-target,3.85
TAAR1,non-target,-0.833
TAAR2,non-target,-1.35
TAAR5,non-target,-1.89
TAAR6,non-target,-1.78
TAAR8,non-target,-1.13
TAAR9,non-target,-0.918
TAB1,non-target,1.21
TAB2,non-target,3.2
TAB3,non-target,2.47
TAC1,non-target,0.81
TAC3,non-target,0.701
TAC4,non-target,0.29
TACC1,non-target,0.724
TACC2,non-target,1.57
TACC3,non-target,-0.646
TACO1,non-target,0.614
TACR1,in-trial,0.837
TACR2,non-target,0.696
TACR3,in-trial,0.591
TACSTD2,in-trial,-0.783
TADA1,non-target,1.18
TADA2A,non-target,1.7
TADA2B,non-target,2.37
TADA3,non-target,2.27
TAF1,non-target,8.53
TAF10,non-target,0.339
TAF11,non-target,1.73
TAF12,non-target,2.03
TAF13,non-target,1.46
TAF15,non-target,1.68
TAF1A,non-target,1.77
TAF1B,non-target,0.852
TAF1C,non-target,-3.61
TAF1D,non-target,0.547
TAF1L,non-target,1.39
TAF2,non-target,3.81
TAF3,non-target,2.77
TAF4,non-target,0.227
TAF4B,non-target,0.527
TAF5,non-target,2.21
TAF5L,non-target,2.85
TAF6,non-target,1.87
TAF6L,non-target,1.04
TAF7,non-target,2.1
TAF7L,non-target,-0.178
TAF8,non-target,-0.262
TAF9,non-target,0.743
TAF9B,non-target,-0.891
TAFA1,non-target,0.722
TAFA2,non-target,1.23
TAFA3,non-target,-0.0385
TAFA4,non-target,-0.953
TAFA5,non-target,0.985
TAFAZZIN,non-target,3.21
TAGAP,non-target,1.79
TAGLN,non-target,0.4
TAGLN2,non-target,1.35
TAGLN3,non-target,1.01
TAL1,non-target,0.405
TAL2,non-target,0.583
TALDO1,non-target,-1.24
TAMALIN,non-target,0.11
TAMM41,non-target,-0.269
TANC1,non-target,2.98
TANC2,non-target,4.01
TANGO2,non-target,0.766
TANGO6,non-target,0.485
TANK,non-target,1.56
TAOK1,non-target,7.02
TAOK2,non-target,4.01
TAOK3,non-target,3.72
TAP1,non-target,2.78
TAP2,non-target,1.75
TAPBP,non-target,1.31
TAPBPL,non-target,1.17
TAPT1,non-target,1.91
TARBP1,non-target,-0.526
TARBP2,non-target,2.27
TARDBP,non-target,5.97
TARM1,non-target,0.229
TARS1,non-target,1.18
TARS2,non-target,2.82
TARS3,non-target,0.584
TAS1R1,non-target,0.168
TAS1R2,non-target,-0.419
TAS1R3,non-target,-2.93
TAS2R1,non-target,-0.376
TAS2R10,non-target,-0.515
TAS2R13,non-target,-0.836
TAS2R14,non-target,-0.243
TAS2R16,non-target,-0.5
TAS2R19,non-target,0.147
TAS2R20,non-target,-0.269
TAS2R3,non-target,-0.282
TAS2R30,non-target,-0.518
TAS2R31,non-target,-0.104
TAS2R38,non-target,0.681
TAS2R39,non-target,0.781
TAS2R4,non-target,0.845
TAS2R40,non-target,0.779
TAS2R41,non-target,0.909
TAS2R42,non-target,0.0215
TAS2R43,non-target,2.34
TAS2R46,non-target,-0.312
TAS2R5,non-target,0.338
TAS2R50,non-target,-0.573
TAS2R60,non-target,0.452
TAS2R7,non-target,-0.825
TAS2R8,non-target,-0.853
TAS2R9,non-target,-0.949
TASL,non-target,1.4
TASOR,non-target,1.5
TASOR2,non-target,0.319
TASP1,non-target,2.24
TAT,non-target,0.834
TATDN1,non-target,0.511
TATDN2,non-target,-0.678
TATDN3,non-target,0.307
TAX1BP1,non-target,0.692
TAX1BP3,non-target,0.739
TBATA,non-target,-0.00768
TBC1D1,non-target,1.03
TBC1D10A,non-target,1.4
TBC1D10B,non-target,1.4
TBC1D10C,non-target,1.31
TBC1D12,non-target,0.209
TBC1D13,non-target,2.34
TBC1D14,non-target,1.7
TBC1D15,non-target,0.928
TBC1D16,non-target,0.851
TBC1D17,non-target,-1.39
TBC1D19,non-target,1.91
TBC1D2,non-target,1.57
TBC1D20,non-target,1.81
TBC1D21,non-target,0.0615
TBC1D22A,non-target,1.18
TBC1D22B,non-target,2.87
TBC1D23,non-target,1.64
TBC1D24,non-target,1.21
TBC1D25,non-target,3.97
TBC1D26,non-target,2.45
TBC1D28,non-target,1.06
TBC1D2B,non-target,2.03
TBC1D30,non-target,1.98
TBC1D31,non-target,1.48
TBC1D32,non-target,-0.0769
TBC1D3B,non-target,8.18
TBC1D3E,non-target,2.24
TBC1D3F,non-target,6.96
TBC1D3G,non-target,4.17
TBC1D3I,non-target,4.47
TBC1D3K,non-target,2.28
TBC1D3L,non-target,5.89
TBC1D4,non-target,1.4
TBC1D5,non-target,0.45
TBC1D7,non-target,0.0738
TBC1D8,non-target,1.06
TBC1D8B,non-target,0.0431
TBC1D9,non-target,3.54
TBC1D9B,non-target,0.937
TBCA,non-target,1.53
TBCB,non-target,0.0359
TBCC,non-target,-1.21
TBCCD1,non-target,1.84
TBCD,non-target,1.66
TBCEL,non-target,3.55
TBCEL-TECTA,non-target,3.26
TBCK,non-target,0.213
TBK1,non-target,3.3
TBKBP1,non-target,0.402
TBL1X,non-target,3.12
TBL1XR1,non-target,6.58
TBL1Y,non-target,-1.24
TBL2,non-target,1.42
TBL3,non-target,-1.15
TBP,non-target,3.7
TBPL1,non-target,3.07
TBPL2,non-target,-0.0857
TBR1,non-target,4.47
TBRG1,non-target,0.175
TBRG4,non-target,1.2
TBX1,non-target,-0.419
TBX10,non-target,0.0866
TBX15,non-target,0.895
TBX18,non-target,-0.609
TBX19,non-target,1.42
TBX2,non-target,0.168
TBX20,non-target,2.78
TBX21,non-target,2.02
TBX22,non-target,-1.33
TBX3,non-target,1.28
TBX4,non-target,1.54
TBX5,non-target,1.36
TBX6,non-target,0.595
TBXA2R,in-trial,-0.281
TBXAS1,non-target,0.0218
TBXT,non-target,0.813
TC2N,non-target,0.191
TCAF1,non-target,3.49
TCAF2,non-target,8.59
TCAF2C,non-target,3.01
TCAIM,non-target,2.01
TCAP,non-target,0.328
TCEA1,non-target,2.57
TCEA2,non-target,2.08
TCEA3,non-target,0.999
TCEAL1,non-target,1.67
TCEAL2,non-target,-0.0795
TCEAL3,non-target,1.96
TCEAL4,non-target,0.881
TCEAL5,non-target,1.6
TCEAL6,non-target,0.504
TCEAL7,non-target,0.721
TCEAL8,non-target,0.624
