gene,condition,n_sig,group
UBE3D,Stim8hr,0,non-target
UBE4A,Rest,0,non-target
UBE4A,Stim48hr,0,non-target
UBE4A,Stim8hr,0,non-target
UBE4B,Rest,0,non-target
UBE4B,Stim48hr,0,non-target
UBE4B,Stim8hr,0,non-target
UBFD1,Rest,0,non-target
UBFD1,Stim48hr,0,non-target
UBIAD1,Rest,0,non-target
UBIAD1,Stim48hr,0,non-target
UBIAD1,Stim8hr,1,non-target
UBL3,Rest,0,non-target
UBL3,Stim48hr,0,non-target
UBL3,Stim8hr,0,non-target
UBL4A,Rest,0,non-target
UBL4A,Stim48hr,0,non-target
UBL4A,Stim8hr,0,non-target
UBL7,Rest,0,non-target
UBL7,Stim48hr,0,non-target
UBL7,Stim8hr,1,non-target
UBLCP1,Rest,0,non-target
UBLCP1,Stim48hr,0,non-target
UBLCP1,Stim8hr,0,non-target
UBN1,Rest,0,non-target
UBN1,Stim48hr,0,non-target
UBN1,Stim8hr,0,non-target
UBN2,Rest,0,non-target
UBN2,Stim48hr,0,non-target
UBN2,Stim8hr,0,non-target
UBOX5,Rest,0,non-target
UBOX5,Stim48hr,0,non-target
UBOX5,Stim8hr,0,non-target
UBP1,Rest,0,non-target
UBP1,Stim48hr,0,non-target
UBP1,Stim8hr,0,non-target
UBQLN1,Rest,0,non-target
UBQLN1,Stim48hr,1,non-target
UBQLN1,Stim8hr,0,non-target
UBQLN2,Rest,0,non-target
UBQLN2,Stim48hr,0,non-target
UBQLN2,Stim8hr,0,non-target
UBQLN4,Rest,0,non-target
UBQLN4,Stim48hr,0,non-target
UBQLN4,Stim8hr,0,non-target
UBQLNL,Rest,0,non-target
UBQLNL,Stim48hr,0,non-target
UBQLNL,Stim8hr,0,non-target
UBR1,Rest,1,non-target
UBR1,Stim48hr,2,non-target
UBR1,Stim8hr,0,non-target
UBR2,Rest,0,non-target
UBR2,Stim48hr,0,non-target
UBR2,Stim8hr,0,non-target
UBR3,Rest,0,non-target
UBR3,Stim48hr,0,non-target
UBR3,Stim8hr,0,non-target
UBR4,Rest,2,non-target
UBR4,Stim48hr,1,non-target
UBR4,Stim8hr,3,non-target
UBR5,Rest,5,non-target
UBR5,Stim48hr,2,non-target
UBR5,Stim8hr,4,non-target
UBR7,Rest,0,non-target
UBR7,Stim48hr,0,non-target
UBR7,Stim8hr,0,non-target
UBTD1,Rest,0,non-target
UBTD1,Stim48hr,0,non-target
UBTD1,Stim8hr,0,non-target
UBTD2,Rest,0,non-target
UBTD2,Stim48hr,0,non-target
UBTD2,Stim8hr,0,non-target
UBTF,Rest,0,non-target
UBTF,Stim48hr,0,non-target
UBTF,Stim8hr,0,non-target
UBXN1,Rest,14,non-target
UBXN1,Stim48hr,2,non-target
UBXN1,Stim8hr,12,non-target
UBXN11,Rest,0,non-target
UBXN11,Stim48hr,0,non-target
UBXN11,Stim8hr,0,non-target
UBXN2A,Rest,0,non-target
UBXN2A,Stim48hr,0,non-target
UBXN2A,Stim8hr,0,non-target
UBXN2B,Rest,0,non-target
UBXN2B,Stim48hr,0,non-target
UBXN2B,Stim8hr,0,non-target
UBXN4,Rest,0,non-target
UBXN4,Stim48hr,0,non-target
UBXN4,Stim8hr,0,non-target
UBXN6,Rest,0,non-target
UBXN6,Stim48hr,1,non-target
UBXN6,Stim8hr,0,non-target
UBXN7,Rest,0,non-target
UBXN7,Stim48hr,0,non-target
UBXN7,Stim8hr,0,non-target
UBXN8,Rest,0,non-target
UBXN8,Stim48hr,0,non-target
UBXN8,Stim8hr,0,non-target
UCHL3,Stim48hr,0,non-target
UCHL3,Stim8hr,0,non-target
UCHL5,Rest,1,non-target
UCHL5,Stim48hr,2,non-target
UCHL5,Stim8hr,1,non-target
UCK1,Rest,0,non-target
UCK1,Stim48hr,0,non-target
UCK1,Stim8hr,0,non-target
UCK2,Rest,0,non-target
UCK2,Stim48hr,0,non-target
UCK2,Stim8hr,0,non-target
UCKL1,Rest,0,non-target
UCKL1,Stim48hr,0,non-target
UCKL1,Stim8hr,0,non-target
UCN,Rest,0,non-target
UCN,Stim48hr,0,non-target
UCN,Stim8hr,0,non-target
UCP2,Rest,0,non-target
UCP2,Stim48hr,0,non-target
UCP2,Stim8hr,0,non-target
UCP3,Rest,0,non-target
UCP3,Stim48hr,0,non-target
UCP3,Stim8hr,0,non-target
UEVLD,Rest,0,non-target
UEVLD,Stim48hr,0,non-target
UEVLD,Stim8hr,0,non-target
UFC1,Rest,2,non-target
UFC1,Stim48hr,0,non-target
UFC1,Stim8hr,0,non-target
UFL1,Rest,0,non-target
UFL1,Stim48hr,1,non-target
UFL1,Stim8hr,4,non-target
UFM1,Rest,4,non-target
UFM1,Stim48hr,1,non-target
UFM1,Stim8hr,6,non-target
UFSP1,Rest,0,non-target
UFSP1,Stim48hr,0,non-target
UFSP1,Stim8hr,0,non-target
UFSP2,Rest,0,non-target
UFSP2,Stim48hr,0,non-target
UFSP2,Stim8hr,0,non-target
UGCG,Rest,0,approved
UGCG,Stim48hr,0,approved
UGCG,Stim8hr,0,approved
UGDH,Rest,8,non-target
UGDH,Stim48hr,0,non-target
UGDH,Stim8hr,0,non-target
UGGT1,Rest,0,non-target
UGGT1,Stim48hr,0,non-target
UGGT1,Stim8hr,0,non-target
UGP2,Rest,0,non-target
UGP2,Stim48hr,0,non-target
UGP2,Stim8hr,0,non-target
UHMK1,Rest,0,non-target
UHMK1,Stim48hr,0,non-target
UHMK1,Stim8hr,0,non-target
UHRF1,Rest,2,non-target
UHRF1,Stim48hr,0,non-target
UHRF1,Stim8hr,8,non-target
UHRF2,Rest,0,non-target
UHRF2,Stim48hr,0,non-target
UHRF2,Stim8hr,0,non-target
UIMC1,Rest,0,non-target
UIMC1,Stim48hr,0,non-target
UIMC1,Stim8hr,0,non-target
ULBP1,Rest,0,non-target
ULBP1,Stim48hr,0,non-target
ULBP1,Stim8hr,0,non-target
ULBP2,Rest,0,non-target
ULBP2,Stim48hr,0,non-target
ULBP2,Stim8hr,0,non-target
ULK1,Rest,0,non-target
ULK1,Stim48hr,0,non-target
ULK1,Stim8hr,0,non-target
ULK2,Rest,0,non-target
ULK2,Stim48hr,0,non-target
ULK2,Stim8hr,0,non-target
ULK3,Rest,0,non-target
ULK3,Stim48hr,0,non-target
ULK4,Rest,0,non-target
ULK4,Stim48hr,0,non-target
ULK4,Stim8hr,0,non-target
UMPS,Rest,0,approved
UMPS,Stim8hr,1,approved
UNC119,Rest,0,non-target
UNC119,Stim48hr,0,non-target
UNC119,Stim8hr,0,non-target
UNC119B,Rest,0,non-target
UNC119B,Stim48hr,0,non-target
UNC119B,Stim8hr,0,non-target
UNC13A,Rest,0,non-target
UNC13A,Stim48hr,0,non-target
UNC13A,Stim8hr,0,non-target
UNC13D,Rest,0,non-target
UNC13D,Stim48hr,0,non-target
UNC13D,Stim8hr,0,non-target
UNC45A,Rest,1,non-target
UNC45A,Stim48hr,2,non-target
UNC45A,Stim8hr,0,non-target
UNC50,Rest,0,non-target
UNC50,Stim48hr,0,non-target
UNC50,Stim8hr,0,non-target
UNC5CL,Rest,0,non-target
UNC5CL,Stim48hr,0,non-target
UNC5CL,Stim8hr,0,non-target
UNC93B1,Rest,0,non-target
UNC93B1,Stim48hr,0,non-target
UNC93B1,Stim8hr,0,non-target
UNCX,Rest,0,non-target
UNCX,Stim48hr,0,non-target
UNCX,Stim8hr,1,non-target
UNG,Rest,0,non-target
UNG,Stim48hr,0,non-target
UNG,Stim8hr,0,non-target
UNK,Rest,0,non-target
UNK,Stim48hr,0,non-target
UNK,Stim8hr,0,non-target
UNKL,Rest,0,non-target
UNKL,Stim48hr,0,non-target
UNKL,Stim8hr,0,non-target
UPF2,Rest,0,non-target
UPF2,Stim48hr,1,non-target
UPF2,Stim8hr,1,non-target
UPF3A,Rest,0,non-target
UPF3A,Stim48hr,0,non-target
UPF3A,Stim8hr,0,non-target
UPF3B,Stim48hr,0,non-target
UPF3B,Stim8hr,0,non-target
UPK3BL1,Rest,0,non-target
UPK3BL1,Stim48hr,0,non-target
UPK3BL1,Stim8hr,0,non-target
UPP1,Rest,0,non-target
UPP1,Stim48hr,0,non-target
UPP1,Stim8hr,0,non-target
UPRT,Rest,0,non-target
UPRT,Stim48hr,0,non-target
UPRT,Stim8hr,0,non-target
UQCC1,Rest,0,non-target
UQCC1,Stim8hr,1,non-target
UQCC2,Rest,0,non-target
UQCC2,Stim48hr,0,non-target
UQCC2,Stim8hr,0,non-target
UQCC3,Rest,0,non-target
UQCC3,Stim48hr,0,non-target
UQCC3,Stim8hr,0,non-target
UQCC4,Rest,0,non-target
UQCC4,Stim48hr,0,non-target
UQCC4,Stim8hr,0,non-target
UQCC5,Rest,0,non-target
UQCC5,Stim48hr,0,non-target
UQCC5,Stim8hr,0,non-target
UQCC6,Rest,0,non-target
UQCC6,Stim48hr,0,non-target
UQCC6,Stim8hr,0,non-target
UQCR10,Rest,0,non-target
UQCR10,Stim8hr,0,non-target
UQCR11,Rest,0,non-target
UQCR11,Stim48hr,0,non-target
UQCR11,Stim8hr,0,non-target
UQCRB,Rest,0,non-target
UQCRB,Stim48hr,0,non-target
UQCRB,Stim8hr,3,non-target
UQCRC1,Rest,0,non-target
UQCRC1,Stim8hr,2,non-target
UQCRC2,Rest,0,non-target
UQCRC2,Stim48hr,0,non-target
UQCRC2,Stim8hr,0,non-target
UQCRH,Rest,0,non-target
UQCRH,Stim48hr,0,non-target
UQCRH,Stim8hr,0,non-target
UQCRHL,Rest,0,non-target
UQCRHL,Stim48hr,0,non-target
UQCRHL,Stim8hr,0,non-target
UQCRQ,Rest,0,non-target
UQCRQ,Stim48hr,1,non-target
UQCRQ,Stim8hr,0,non-target
URB1,Stim8hr,2,non-target
URB2,Rest,0,non-target
URB2,Stim48hr,0,non-target
URB2,Stim8hr,1,non-target
URGCP,Rest,0,non-target
URGCP,Stim48hr,0,non-target
URGCP,Stim8hr,0,non-target
URI1,Rest,0,non-target
URI1,Stim48hr,0,non-target
URI1,Stim8hr,0,non-target
URM1,Rest,1,non-target
URM1,Stim48hr,0,non-target
URM1,Stim8hr,2,non-target
UROD,Stim48hr,0,non-target
UROD,Stim8hr,0,non-target
UROS,Rest,0,non-target
UROS,Stim48hr,0,non-target
UROS,Stim8hr,0,non-target
USB1,Rest,0,non-target
USB1,Stim48hr,1,non-target
USB1,Stim8hr,0,non-target
USF1,Rest,0,non-target
USF1,Stim48hr,0,non-target
USF1,Stim8hr,0,non-target
USF2,Rest,0,non-target
USF2,Stim48hr,0,non-target
USF2,Stim8hr,0,non-target
USF3,Rest,0,non-target
USF3,Stim48hr,1,non-target
USF3,Stim8hr,1,non-target
USO1,Rest,1,non-target
USO1,Stim48hr,0,non-target
USO1,Stim8hr,3,non-target
USP1,Rest,0,non-target
USP1,Stim48hr,0,non-target
USP1,Stim8hr,0,non-target
USP10,Rest,0,non-target
USP10,Stim48hr,0,non-target
USP10,Stim8hr,0,non-target
USP11,Rest,0,non-target
USP11,Stim48hr,0,non-target
USP11,Stim8hr,0,non-target
USP12,Rest,0,non-target
USP12,Stim48hr,0,non-target
USP12,Stim8hr,0,non-target
USP13,Rest,0,non-target
USP13,Stim48hr,0,non-target
USP13,Stim8hr,0,non-target
USP14,Rest,0,non-target
USP14,Stim48hr,0,non-target
USP14,Stim8hr,0,non-target
USP15,Rest,0,non-target
USP15,Stim48hr,0,non-target
USP15,Stim8hr,0,non-target
USP16,Rest,0,non-target
USP16,Stim48hr,0,non-target
USP16,Stim8hr,0,non-target
USP18,Rest,0,non-target
USP18,Stim48hr,0,non-target
USP18,Stim8hr,0,non-target
USP19,Rest,0,non-target
USP19,Stim48hr,0,non-target
USP19,Stim8hr,0,non-target
USP20,Rest,0,non-target
USP20,Stim48hr,0,non-target
USP20,Stim8hr,0,non-target
USP21,Rest,0,non-target
USP21,Stim48hr,0,non-target
USP21,Stim8hr,0,non-target
USP22,Rest,2,non-target
USP22,Stim48hr,6,non-target
USP22,Stim8hr,9,non-target
USP24,Rest,0,non-target
USP24,Stim48hr,0,non-target
USP24,Stim8hr,0,non-target
USP25,Rest,0,non-target
USP25,Stim48hr,0,non-target
USP25,Stim8hr,0,non-target
USP27X,Rest,1,non-target
USP27X,Stim8hr,1,non-target
USP28,Rest,0,non-target
USP28,Stim48hr,0,non-target
USP28,Stim8hr,0,non-target
USP3,Rest,0,non-target
USP3,Stim48hr,0,non-target
USP3,Stim8hr,0,non-target
USP30,Rest,0,non-target
USP30,Stim48hr,0,non-target
USP30,Stim8hr,0,non-target
USP32,Rest,0,non-target
USP32,Stim48hr,0,non-target
USP32,Stim8hr,0,non-target
USP33,Rest,0,non-target
USP33,Stim48hr,0,non-target
USP33,Stim8hr,0,non-target
USP34,Rest,0,non-target
USP34,Stim48hr,0,non-target
USP34,Stim8hr,0,non-target
USP35,Rest,0,non-target
USP35,Stim48hr,0,non-target
USP35,Stim8hr,0,non-target
USP36,Stim48hr,0,non-target
USP36,Stim8hr,1,non-target
USP38,Rest,0,non-target
USP38,Stim48hr,0,non-target
USP38,Stim8hr,0,non-target
USP39,Rest,0,non-target
USP39,Stim48hr,0,non-target
USP39,Stim8hr,0,non-target
USP4,Rest,0,non-target
USP4,Stim48hr,0,non-target
USP4,Stim8hr,0,non-target
USP40,Rest,0,non-target
USP40,Stim48hr,0,non-target
USP40,Stim8hr,0,non-target
USP41P,Rest,0,non-target
USP41P,Stim48hr,0,non-target
USP41P,Stim8hr,0,non-target
USP42,Rest,0,non-target
USP42,Stim48hr,0,non-target
USP42,Stim8hr,0,non-target
USP44,Rest,0,non-target
USP44,Stim48hr,0,non-target
USP44,Stim8hr,0,non-target
USP45,Rest,0,non-target
USP45,Stim48hr,0,non-target
USP45,Stim8hr,0,non-target
USP46,Rest,0,non-target
USP46,Stim48hr,0,non-target
USP46,Stim8hr,0,non-target
USP47,Rest,0,non-target
USP47,Stim48hr,0,non-target
USP47,Stim8hr,0,non-target
USP48,Rest,0,non-target
USP48,Stim48hr,0,non-target
USP48,Stim8hr,0,non-target
USP51,Rest,0,non-target
USP51,Stim48hr,0,non-target
USP51,Stim8hr,0,non-target
USP53,Rest,0,non-target
USP53,Stim48hr,0,non-target
USP53,Stim8hr,0,non-target
USP6NL,Rest,0,non-target
USP6NL,Stim48hr,0,non-target
USP6NL,Stim8hr,0,non-target
USP7,Rest,4,non-target
USP7,Stim48hr,5,non-target
USP7,Stim8hr,5,non-target
USP9X,Rest,0,non-target
USP9X,Stim48hr,0,non-target
USP9X,Stim8hr,0,non-target
UST,Rest,0,non-target
UST,Stim48hr,0,non-target
UST,Stim8hr,0,non-target
UTP14C,Stim8hr,0,non-target
UTP23,Rest,0,non-target
UTP23,Stim48hr,0,non-target
UTP23,Stim8hr,0,non-target
UTP25,Stim8hr,1,non-target
UTP4,Rest,0,non-target
UTP6,Stim48hr,0,non-target
UTS2,Rest,0,non-target
UTS2,Stim48hr,0,non-target
UTS2,Stim8hr,1,non-target
UTY,Rest,0,non-target
UTY,Stim48hr,0,non-target
UTY,Stim8hr,0,non-target
UVRAG,Rest,4,non-target
UVRAG,Stim48hr,4,non-target
UVRAG,Stim8hr,2,non-target
UVSSA,Rest,0,non-target
UVSSA,Stim48hr,0,non-target
UVSSA,Stim8hr,0,non-target
UXS1,Rest,0,non-target
UXS1,Stim48hr,0,non-target
UXS1,Stim8hr,0,non-target
UXT,Rest,0,non-target
UXT,Stim48hr,0,non-target
UXT,Stim8hr,0,non-target
VAC14,Rest,0,non-target
VAC14,Stim48hr,0,non-target
VAC14,Stim8hr,0,non-target
VAMP1,Rest,0,non-target
VAMP1,Stim48hr,0,non-target
VAMP1,Stim8hr,0,non-target
VAMP2,Rest,0,non-target
VAMP2,Stim48hr,0,non-target
VAMP2,Stim8hr,0,non-target
VAMP3,Rest,0,non-target
VAMP3,Stim48hr,0,non-target
VAMP3,Stim8hr,0,non-target
VAMP4,Rest,0,non-target
VAMP4,Stim48hr,0,non-target
VAMP4,Stim8hr,0,non-target
VAMP5,Rest,0,non-target
VAMP7,Rest,0,non-target
VAMP7,Stim48hr,0,non-target
VAMP7,Stim8hr,0,non-target
VAMP8,Rest,0,non-target
VAMP8,Stim48hr,0,non-target
VAMP8,Stim8hr,0,non-target
VANGL1,Rest,0,non-target
VANGL1,Stim48hr,0,non-target
VANGL1,Stim8hr,0,non-target
VAPA,Rest,0,non-target
VAPA,Stim48hr,0,non-target
VAPA,Stim8hr,0,non-target
VAPB,Rest,0,non-target
VAPB,Stim48hr,0,non-target
VAPB,Stim8hr,0,non-target
VARS2,Rest,0,non-target
VARS2,Stim48hr,5,non-target
VARS2,Stim8hr,1,non-target
VASH1,Rest,0,non-target
VASH1,Stim48hr,0,non-target
VASH1,Stim8hr,0,non-target
VASP,Rest,0,non-target
VASP,Stim48hr,0,non-target
VASP,Stim8hr,0,non-target
VAT1,Rest,0,non-target
VAT1,Stim48hr,0,non-target
VAT1,Stim8hr,0,non-target
VAV1,Rest,2,non-target
VAV1,Stim48hr,26,non-target
VAV1,Stim8hr,21,non-target
VAV3,Rest,0,non-target
VAV3,Stim48hr,0,non-target
VAV3,Stim8hr,0,non-target
VAX1,Rest,0,non-target
VAX1,Stim48hr,0,non-target
VAX1,Stim8hr,0,non-target
VAX2,Rest,0,non-target
VAX2,Stim48hr,0,non-target
VAX2,Stim8hr,0,non-target
VBP1,Rest,0,non-target
VBP1,Stim48hr,0,non-target
VBP1,Stim8hr,0,non-target
VCAN,Rest,0,non-target
VCAN,Stim48hr,0,non-target
VCAN,Stim8hr,0,non-target
VCF1,Rest,0,non-target
VCF1,Stim48hr,0,non-target
VCF1,Stim8hr,0,non-target
VCF2,Rest,0,non-target
VCF2,Stim48hr,0,non-target
VCF2,Stim8hr,0,non-target
VCL,Rest,0,non-target
VCL,Stim48hr,0,non-target
VCL,Stim8hr,0,non-target
VCPIP1,Rest,0,non-target
VCPIP1,Stim48hr,0,non-target
VCPIP1,Stim8hr,0,non-target
VCPKMT,Rest,0,non-target
VCPKMT,Stim48hr,0,non-target
VCPKMT,Stim8hr,0,non-target
VDAC1,Rest,0,non-target
VDAC1,Stim48hr,0,non-target
VDAC1,Stim8hr,0,non-target
VDAC2,Rest,0,non-target
VDAC2,Stim48hr,0,non-target
VDAC2,Stim8hr,0,non-target
VDAC3,Rest,0,non-target
VDAC3,Stim48hr,0,non-target
VDAC3,Stim8hr,0,non-target
VDR,Rest,0,approved
VDR,Stim48hr,0,approved
VDR,Stim8hr,0,approved
VEGFA,Rest,0,in-trial
VEGFA,Stim48hr,0,in-trial
VEGFA,Stim8hr,0,in-trial
VEGFB,Rest,0,non-target
VEGFB,Stim48hr,0,non-target
VEGFB,Stim8hr,0,non-target
VENTX,Rest,0,non-target
VENTX,Stim48hr,0,non-target
VENTX,Stim8hr,0,non-target
VEZF1,Rest,0,non-target
VEZF1,Stim48hr,0,non-target
VEZF1,Stim8hr,0,non-target
VEZT,Rest,0,non-target
VEZT,Stim48hr,2,non-target
VEZT,Stim8hr,1,non-target
VGLL4,Rest,0,non-target
VGLL4,Stim48hr,0,non-target
VGLL4,Stim8hr,0,non-target
VHL,Rest,0,non-target
VHL,Stim48hr,0,non-target
VHL,Stim8hr,0,non-target
VIL1,Rest,0,non-target
VIL1,Stim48hr,0,non-target
VIL1,Stim8hr,0,non-target
VILL,Rest,0,non-target
VILL,Stim48hr,0,non-target
VILL,Stim8hr,0,non-target
VIM,Rest,0,non-target
VIM,Stim48hr,0,non-target
VIM,Stim8hr,0,non-target
VIPAS39,Rest,0,non-target
VIPAS39,Stim48hr,0,non-target
VIPAS39,Stim8hr,0,non-target
VIPR1,Rest,0,non-target
VIPR1,Stim48hr,0,non-target
VIPR1,Stim8hr,0,non-target
VIPR2,Rest,0,non-target
VIPR2,Stim48hr,0,non-target
VIPR2,Stim8hr,0,non-target
VKORC1,Rest,0,in-trial
VKORC1,Stim48hr,0,in-trial
VKORC1,Stim8hr,0,in-trial
VKORC1L1,Rest,0,non-target
VKORC1L1,Stim48hr,0,non-target
VKORC1L1,Stim8hr,0,non-target
VLDLR,Rest,0,non-target
VLDLR,Stim48hr,0,non-target
VLDLR,Stim8hr,0,non-target
VMA12,Rest,0,non-target
VMA12,Stim48hr,0,non-target
VMA12,Stim8hr,0,non-target
VMAC,Rest,0,non-target
VMAC,Stim48hr,0,non-target
VMAC,Stim8hr,0,non-target
VNN2,Rest,0,non-target
VNN2,Stim48hr,0,non-target
VNN2,Stim8hr,0,non-target
VOPP1,Rest,0,non-target
VOPP1,Stim48hr,0,non-target
VOPP1,Stim8hr,0,non-target
VPREB3,Rest,0,non-target
VPREB3,Stim48hr,0,non-target
VPREB3,Stim8hr,0,non-target
VPS11,Rest,0,non-target
VPS11,Stim48hr,0,non-target
VPS11,Stim8hr,0,non-target
VPS13A,Rest,0,non-target
VPS13A,Stim48hr,0,non-target
VPS13A,Stim8hr,0,non-target
VPS13B,Rest,0,non-target
VPS13B,Stim48hr,0,non-target
VPS13B,Stim8hr,0,non-target
VPS13C,Rest,0,non-target
VPS13C,Stim48hr,0,non-target
VPS13C,Stim8hr,0,non-target
VPS18,Stim48hr,0,non-target
VPS18,Stim8hr,0,non-target
VPS26A,Rest,0,non-target
VPS26A,Stim48hr,0,non-target
VPS26A,Stim8hr,0,non-target
VPS26B,Rest,0,non-target
VPS26B,Stim48hr,0,non-target
VPS26B,Stim8hr,0,non-target
VPS26C,Rest,0,non-target
VPS26C,Stim48hr,0,non-target
VPS26C,Stim8hr,0,non-target
VPS29,Rest,1,non-target
VPS29,Stim48hr,2,non-target
VPS29,Stim8hr,2,non-target
VPS33A,Stim48hr,0,non-target
VPS33B,Rest,0,non-target
VPS33B,Stim48hr,0,non-target
VPS33B,Stim8hr,0,non-target
VPS35,Rest,0,non-target
VPS35,Stim48hr,1,non-target
VPS35,Stim8hr,0,non-target
VPS35L,Rest,1,non-target
VPS35L,Stim48hr,0,non-target
VPS35L,Stim8hr,0,non-target
VPS37A,Stim48hr,0,non-target
VPS37B,Rest,0,non-target
VPS37B,Stim48hr,0,non-target
VPS37B,Stim8hr,0,non-target
VPS37C,Rest,0,non-target
VPS37C,Stim48hr,0,non-target
VPS37C,Stim8hr,0,non-target
VPS39,Rest,0,non-target
VPS39,Stim48hr,1,non-target
VPS39,Stim8hr,0,non-target
VPS41,Rest,0,non-target
VPS41,Stim48hr,0,non-target
VPS41,Stim8hr,0,non-target
VPS45,Rest,0,non-target
VPS45,Stim48hr,1,non-target
VPS45,Stim8hr,1,non-target
VPS4A,Rest,0,non-target
VPS4A,Stim48hr,0,non-target
VPS4A,Stim8hr,0,non-target
VPS4B,Rest,0,non-target
VPS4B,Stim48hr,0,non-target
VPS4B,Stim8hr,0,non-target
VPS50,Rest,0,non-target
VPS50,Stim48hr,0,non-target
VPS50,Stim8hr,0,non-target
VPS52,Rest,0,non-target
VPS52,Stim48hr,0,non-target
VPS52,Stim8hr,0,non-target
VPS8,Rest,0,non-target
VPS8,Stim48hr,2,non-target
VPS8,Stim8hr,0,non-target
VPS9D1,Rest,0,non-target
VPS9D1,Stim48hr,0,non-target
VPS9D1,Stim8hr,0,non-target
VRK1,Rest,0,non-target
VRK1,Stim48hr,0,non-target
VRK1,Stim8hr,0,non-target
VRK2,Rest,0,non-target
VRK2,Stim48hr,0,non-target
VRK2,Stim8hr,0,non-target
VRK3,Rest,0,non-target
VRK3,Stim48hr,0,non-target
VRK3,Stim8hr,0,non-target
VSIG1,Rest,0,non-target
VSIG1,Stim48hr,0,non-target
VSIG1,Stim8hr,0,non-target
VSIG10,Rest,0,non-target
VSIG10,Stim48hr,0,non-target
VSIG10,Stim8hr,0,non-target
VSIG10L,Rest,0,non-target
VSIG10L,Stim48hr,0,non-target
VSIG10L,Stim8hr,0,non-target
VSIG2,Rest,0,non-target
VSIG2,Stim48hr,0,non-target
VSIG2,Stim8hr,0,non-target
VSIR,Rest,0,non-target
VSIR,Stim48hr,0,non-target
VSIR,Stim8hr,0,non-target
VSTM2L,Rest,0,non-target
VSTM2L,Stim48hr,0,non-target
VSTM2L,Stim8hr,0,non-target
VSX1,Rest,0,non-target
VSX1,Stim48hr,0,non-target
VSX1,Stim8hr,0,non-target
VSX2,Rest,0,non-target
VSX2,Stim48hr,0,non-target
VSX2,Stim8hr,0,non-target
VTA1,Rest,0,non-target
VTA1,Stim48hr,0,non-target
VTA1,Stim8hr,0,non-target
VTI1A,Rest,0,non-target
VTI1A,Stim48hr,0,non-target
VTI1A,Stim8hr,0,non-target
VTI1B,Rest,0,non-target
VTI1B,Stim48hr,0,non-target
VTI1B,Stim8hr,0,non-target
VWA5A,Rest,0,non-target
VWA5A,Stim48hr,0,non-target
VWA5A,Stim8hr,0,non-target
VWA7,Rest,0,non-target
VWA7,Stim48hr,0,non-target
VWA7,Stim8hr,0,non-target
VWA8,Rest,0,non-target
VWA8,Stim48hr,0,non-target
VWA8,Stim8hr,0,non-target
VWCE,Rest,0,non-target
VWCE,Stim48hr,0,non-target
VWCE,Stim8hr,0,non-target
VWDE,Rest,0,non-target
VWDE,Stim48hr,0,non-target
VWDE,Stim8hr,0,non-target
VWF,Rest,0,approved
VWF,Stim48hr,0,approved
VWF,Stim8hr,0,approved
VXN,Rest,0,non-target
VXN,Stim48hr,0,non-target
VXN,Stim8hr,0,non-target
WAC,Rest,4,non-target
WAC,Stim48hr,3,non-target
WAC,Stim8hr,13,non-target
WAPL,Rest,3,non-target
WAPL,Stim48hr,0,non-target
WAPL,Stim8hr,4,non-target
WARS1,Rest,0,non-target
WARS1,Stim48hr,0,non-target
WARS1,Stim8hr,0,non-target
WARS2,Rest,0,non-target
WARS2,Stim48hr,5,non-target
WARS2,Stim8hr,0,non-target
WAS,Rest,1,non-target
WAS,Stim48hr,0,non-target
WAS,Stim8hr,1,non-target
WASF1,Rest,0,non-target
WASF1,Stim48hr,0,non-target
WASF1,Stim8hr,0,non-target
WASF2,Rest,2,non-target
WASF2,Stim48hr,0,non-target
WASF2,Stim8hr,0,non-target
WASHC1,Rest,0,non-target
WASHC1,Stim8hr,0,non-target
WASHC2A,Rest,0,non-target
WASHC2C,Rest,0,non-target
WASHC2C,Stim48hr,0,non-target
WASHC2C,Stim8hr,0,non-target
WASHC3,Rest,0,non-target
WASHC3,Stim48hr,0,non-target
WASHC3,Stim8hr,0,non-target
WASHC4,Rest,0,non-target
WASHC4,Stim48hr,0,non-target
WASHC4,Stim8hr,0,non-target
WASHC5,Rest,0,non-target
WASHC5,Stim48hr,0,non-target
WASHC5,Stim8hr,0,non-target
WASL,Rest,0,non-target
WASL,Stim48hr,0,non-target
WASL,Stim8hr,0,non-target
WBP1,Rest,0,non-target
WBP1,Stim48hr,0,non-target
WBP1,Stim8hr,0,non-target
WBP11,Rest,0,non-target
WBP11,Stim48hr,0,non-target
WBP11,Stim8hr,0,non-target
WBP1L,Rest,0,non-target
WBP1L,Stim48hr,0,non-target
WBP1L,Stim8hr,0,non-target
WBP2,Rest,0,non-target
WBP2,Stim48hr,0,non-target
WBP2,Stim8hr,0,non-target
WBP4,Rest,0,non-target
WBP4,Stim48hr,0,non-target
WBP4,Stim8hr,0,non-target
WDFY1,Rest,0,non-target
WDFY1,Stim48hr,0,non-target
WDFY1,Stim8hr,0,non-target
WDFY2,Rest,0,non-target
WDFY2,Stim48hr,0,non-target
WDFY2,Stim8hr,0,non-target
WDFY4,Rest,0,non-target
WDFY4,Stim48hr,0,non-target
WDFY4,Stim8hr,0,non-target
WDPCP,Rest,0,non-target
WDPCP,Stim48hr,0,non-target
WDPCP,Stim8hr,0,non-target
WDR11,Rest,0,non-target
WDR11,Stim48hr,0,non-target
WDR11,Stim8hr,0,non-target
WDR13,Rest,0,non-target
WDR13,Stim48hr,0,non-target
