gene,condition,n_sig,group
GNPAT,Stim8hr,3,non-target
GNPDA1,Rest,0,non-target
GNPDA1,Stim48hr,0,non-target
GNPDA1,Stim8hr,0,non-target
GNPDA2,Rest,0,non-target
GNPDA2,Stim48hr,0,non-target
GNPDA2,Stim8hr,0,non-target
GNPNAT1,Rest,0,non-target
GNPNAT1,Stim8hr,1,non-target
GNPTAB,Rest,0,non-target
GNPTAB,Stim48hr,0,non-target
GNPTAB,Stim8hr,0,non-target
GNPTG,Rest,0,non-target
GNPTG,Stim48hr,0,non-target
GNPTG,Stim8hr,0,non-target
GNRH2,Rest,0,non-target
GNRH2,Stim48hr,0,non-target
GNRH2,Stim8hr,0,non-target
GNS,Rest,1,non-target
GNS,Stim48hr,0,non-target
GNS,Stim8hr,0,non-target
GOLGA1,Rest,0,non-target
GOLGA1,Stim48hr,0,non-target
GOLGA1,Stim8hr,0,non-target
GOLGA2,Rest,0,non-target
GOLGA2,Stim48hr,0,non-target
GOLGA2,Stim8hr,0,non-target
GOLGA3,Rest,0,non-target
GOLGA3,Stim48hr,0,non-target
GOLGA3,Stim8hr,0,non-target
GOLGA4,Rest,0,non-target
GOLGA4,Stim48hr,0,non-target
GOLGA4,Stim8hr,0,non-target
GOLGA5,Rest,0,non-target
GOLGA5,Stim48hr,0,non-target
GOLGA5,Stim8hr,0,non-target
GOLGA7,Rest,0,non-target
GOLGA7,Stim48hr,0,non-target
GOLGA7,Stim8hr,0,non-target
GOLGA7B,Stim48hr,0,non-target
GOLGA7B,Stim8hr,0,non-target
GOLGA8A,Rest,3,non-target
GOLGA8A,Stim48hr,0,non-target
GOLGA8A,Stim8hr,0,non-target
GOLGA8B,Rest,0,non-target
GOLGA8B,Stim48hr,0,non-target
GOLGA8B,Stim8hr,0,non-target
GOLGA8N,Rest,0,non-target
GOLGA8N,Stim48hr,0,non-target
GOLGA8N,Stim8hr,0,non-target
GOLGB1,Rest,0,non-target
GOLGB1,Stim48hr,0,non-target
GOLGB1,Stim8hr,0,non-target
GOLIM4,Rest,0,non-target
GOLIM4,Stim48hr,0,non-target
GOLIM4,Stim8hr,0,non-target
GOLM1,Rest,0,non-target
GOLM1,Stim48hr,0,non-target
GOLM1,Stim8hr,0,non-target
GOLM2,Rest,0,non-target
GOLM2,Stim48hr,0,non-target
GOLM2,Stim8hr,0,non-target
GOLPH3,Rest,0,non-target
GOLPH3,Stim48hr,0,non-target
GOLPH3,Stim8hr,0,non-target
GOLPH3L,Rest,0,non-target
GOLPH3L,Stim48hr,0,non-target
GOLPH3L,Stim8hr,0,non-target
GOLT1B,Stim48hr,0,non-target
GOLT1B,Stim8hr,1,non-target
GON4L,Stim48hr,0,non-target
GON7,Rest,0,non-target
GON7,Stim48hr,0,non-target
GON7,Stim8hr,0,non-target
GOPC,Rest,0,non-target
GOPC,Stim48hr,0,non-target
GOPC,Stim8hr,0,non-target
GORAB,Rest,0,non-target
GORAB,Stim48hr,0,non-target
GORAB,Stim8hr,0,non-target
GORASP1,Rest,0,non-target
GORASP1,Stim48hr,0,non-target
GORASP1,Stim8hr,0,non-target
GORASP2,Rest,0,non-target
GORASP2,Stim48hr,0,non-target
GORASP2,Stim8hr,0,non-target
GOSR1,Rest,0,non-target
GOSR1,Stim48hr,0,non-target
GOSR1,Stim8hr,0,non-target
GOT1,Rest,0,non-target
GOT1,Stim48hr,0,non-target
GOT1,Stim8hr,0,non-target
GOT2,Rest,0,non-target
GOT2,Stim48hr,0,non-target
GOT2,Stim8hr,0,non-target
GP1BA,Rest,0,in-trial
GP1BA,Stim48hr,0,in-trial
GP1BA,Stim8hr,0,in-trial
GP1BB,Rest,0,non-target
GP1BB,Stim48hr,0,non-target
GP1BB,Stim8hr,0,non-target
GP5,Rest,0,non-target
GP5,Stim48hr,0,non-target
GP5,Stim8hr,0,non-target
GP6,Rest,0,non-target
GP6,Stim48hr,0,non-target
GP6,Stim8hr,0,non-target
GP9,Rest,1,non-target
GP9,Stim48hr,0,non-target
GP9,Stim8hr,0,non-target
GPA33,Rest,0,non-target
GPA33,Stim48hr,0,non-target
GPA33,Stim8hr,0,non-target
GPAA1,Rest,0,non-target
GPAA1,Stim48hr,0,non-target
GPAA1,Stim8hr,1,non-target
GPALPP1,Rest,0,non-target
GPALPP1,Stim48hr,0,non-target
GPALPP1,Stim8hr,0,non-target
GPAM,Rest,0,non-target
GPAM,Stim48hr,0,non-target
GPAM,Stim8hr,0,non-target
GPANK1,Rest,0,non-target
GPANK1,Stim48hr,0,non-target
GPANK1,Stim8hr,0,non-target
GPAT2,Rest,0,non-target
GPAT2,Stim48hr,0,non-target
GPAT2,Stim8hr,0,non-target
GPAT3,Rest,0,non-target
GPAT3,Stim48hr,0,non-target
GPAT3,Stim8hr,0,non-target
GPAT4,Rest,0,non-target
GPAT4,Stim48hr,0,non-target
GPAT4,Stim8hr,0,non-target
GPATCH11,Rest,0,non-target
GPATCH11,Stim48hr,0,non-target
GPATCH11,Stim8hr,0,non-target
GPATCH2,Rest,0,non-target
GPATCH2,Stim48hr,0,non-target
GPATCH2,Stim8hr,0,non-target
GPATCH2L,Rest,0,non-target
GPATCH2L,Stim48hr,0,non-target
GPATCH2L,Stim8hr,0,non-target
GPATCH3,Rest,0,non-target
GPATCH3,Stim48hr,0,non-target
GPATCH3,Stim8hr,0,non-target
GPATCH4,Rest,0,non-target
GPATCH4,Stim48hr,0,non-target
GPATCH4,Stim8hr,0,non-target
GPATCH8,Rest,0,non-target
GPATCH8,Stim48hr,1,non-target
GPATCH8,Stim8hr,1,non-target
GPBP1,Rest,0,non-target
GPBP1,Stim48hr,0,non-target
GPBP1,Stim8hr,0,non-target
GPBP1L1,Rest,0,non-target
GPBP1L1,Stim48hr,0,non-target
GPBP1L1,Stim8hr,0,non-target
GPC1,Rest,0,non-target
GPC1,Stim48hr,0,non-target
GPC1,Stim8hr,0,non-target
GPC2,Rest,0,non-target
GPC2,Stim48hr,0,non-target
GPC2,Stim8hr,0,non-target
GPCPD1,Rest,0,non-target
GPCPD1,Stim48hr,0,non-target
GPCPD1,Stim8hr,0,non-target
GPD1L,Rest,0,non-target
GPD1L,Stim48hr,0,non-target
GPD1L,Stim8hr,0,non-target
GPD2,Rest,0,in-trial
GPD2,Stim48hr,0,in-trial
GPD2,Stim8hr,0,in-trial
GPHN,Rest,0,non-target
GPHN,Stim48hr,0,non-target
GPHN,Stim8hr,0,non-target
GPHRA,Rest,0,non-target
GPHRA,Stim48hr,0,non-target
GPHRA,Stim8hr,0,non-target
GPHRB,Rest,0,non-target
GPHRB,Stim48hr,0,non-target
GPHRB,Stim8hr,0,non-target
GPI,Rest,0,non-target
GPI,Stim48hr,8,non-target
GPI,Stim8hr,0,non-target
GPM6A,Rest,0,non-target
GPM6A,Stim48hr,0,non-target
GPM6A,Stim8hr,0,non-target
GPM6B,Rest,0,non-target
GPM6B,Stim48hr,0,non-target
GPM6B,Stim8hr,0,non-target
GPN1,Stim48hr,0,non-target
GPN1,Stim8hr,0,non-target
GPNMB,Rest,0,non-target
GPNMB,Stim48hr,0,non-target
GPNMB,Stim8hr,0,non-target
GPR107,Rest,0,non-target
GPR107,Stim48hr,0,non-target
GPR107,Stim8hr,0,non-target
GPR108,Rest,0,non-target
GPR108,Stim48hr,0,non-target
GPR108,Stim8hr,0,non-target
GPR132,Rest,0,non-target
GPR132,Stim48hr,0,non-target
GPR132,Stim8hr,0,non-target
GPR135,Rest,0,non-target
GPR135,Stim48hr,0,non-target
GPR135,Stim8hr,0,non-target
GPR137,Rest,0,non-target
GPR137,Stim48hr,0,non-target
GPR137,Stim8hr,0,non-target
GPR137B,Rest,0,non-target
GPR137B,Stim48hr,0,non-target
GPR137B,Stim8hr,0,non-target
GPR146,Rest,0,non-target
GPR146,Stim48hr,0,non-target
GPR146,Stim8hr,0,non-target
GPR15,Rest,0,non-target
GPR15,Stim48hr,0,non-target
GPR15,Stim8hr,0,non-target
GPR150,Rest,0,non-target
GPR150,Stim48hr,0,non-target
GPR150,Stim8hr,0,non-target
GPR155,Rest,0,non-target
GPR155,Stim48hr,0,non-target
GPR155,Stim8hr,0,non-target
GPR157,Rest,0,non-target
GPR157,Stim48hr,0,non-target
GPR157,Stim8hr,0,non-target
GPR160,Rest,0,non-target
GPR160,Stim48hr,0,non-target
GPR160,Stim8hr,0,non-target
GPR171,Rest,0,non-target
GPR171,Stim48hr,0,non-target
GPR171,Stim8hr,0,non-target
GPR18,Rest,0,non-target
GPR18,Stim48hr,0,non-target
GPR18,Stim8hr,0,non-target
GPR180,Rest,0,non-target
GPR180,Stim48hr,0,non-target
GPR180,Stim8hr,0,non-target
GPR183,Rest,0,non-target
GPR183,Stim48hr,0,non-target
GPR183,Stim8hr,0,non-target
GPR19,Rest,0,non-target
GPR19,Stim48hr,0,non-target
GPR19,Stim8hr,0,non-target
GPR25,Rest,0,non-target
GPR25,Stim48hr,0,non-target
GPR25,Stim8hr,0,non-target
GPR27,Rest,0,non-target
GPR27,Stim48hr,0,non-target
GPR27,Stim8hr,0,non-target
GPR3,Rest,0,non-target
GPR3,Stim48hr,0,non-target
GPR3,Stim8hr,0,non-target
GPR34,Rest,0,non-target
GPR34,Stim48hr,0,non-target
GPR34,Stim8hr,0,non-target
GPR35,Rest,0,non-target
GPR35,Stim48hr,0,non-target
GPR35,Stim8hr,0,non-target
GPR52,Rest,0,non-target
GPR52,Stim48hr,0,non-target
GPR52,Stim8hr,0,non-target
GPR55,Rest,0,non-target
GPR55,Stim48hr,0,non-target
GPR55,Stim8hr,0,non-target
GPR63,Rest,2,non-target
GPR63,Stim48hr,1,non-target
GPR63,Stim8hr,1,non-target
GPR65,Rest,0,non-target
GPR65,Stim48hr,0,non-target
GPR65,Stim8hr,0,non-target
GPR68,Rest,0,non-target
GPR68,Stim48hr,0,non-target
GPR68,Stim8hr,0,non-target
GPR75,Rest,0,non-target
GPR75,Stim48hr,0,non-target
GPR75,Stim8hr,0,non-target
GPR82,Rest,0,non-target
GPR82,Stim48hr,0,non-target
GPR82,Stim8hr,0,non-target
GPRASP1,Rest,0,non-target
GPRASP1,Stim48hr,0,non-target
GPRASP1,Stim8hr,6,non-target
GPRASP2,Rest,0,non-target
GPRASP2,Stim48hr,0,non-target
GPRASP2,Stim8hr,0,non-target
GPRASP3,Rest,0,non-target
GPRASP3,Stim48hr,0,non-target
GPRASP3,Stim8hr,0,non-target
GPRC5A,Rest,0,non-target
GPRC5A,Stim48hr,0,non-target
GPRC5A,Stim8hr,0,non-target
GPRC5B,Rest,0,non-target
GPRC5B,Stim48hr,0,non-target
GPRC5B,Stim8hr,0,non-target
GPRIN3,Rest,1,non-target
GPRIN3,Stim48hr,0,non-target
GPRIN3,Stim8hr,0,non-target
GPS1,Stim8hr,0,non-target
GPS2,Rest,0,non-target
GPS2,Stim48hr,0,non-target
GPS2,Stim8hr,0,non-target
GPSM1,Rest,0,non-target
GPSM1,Stim48hr,0,non-target
GPSM1,Stim8hr,0,non-target
GPSM2,Rest,0,non-target
GPSM2,Stim48hr,0,non-target
GPSM2,Stim8hr,0,non-target
GPSM3,Rest,0,non-target
GPSM3,Stim48hr,0,non-target
GPSM3,Stim8hr,0,non-target
GPT2,Rest,0,non-target
GPT2,Stim48hr,0,non-target
GPT2,Stim8hr,0,non-target
GPX2,Rest,0,non-target
GPX2,Stim48hr,0,non-target
GPX2,Stim8hr,0,non-target
GPX3,Rest,0,non-target
GPX3,Stim48hr,0,non-target
GPX3,Stim8hr,0,non-target
GPX4,Rest,0,non-target
GPX7,Rest,0,non-target
GPX7,Stim48hr,0,non-target
GPX7,Stim8hr,0,non-target
GRAMD1A,Rest,0,non-target
GRAMD1A,Stim48hr,0,non-target
GRAMD1A,Stim8hr,0,non-target
GRAMD1B,Rest,0,non-target
GRAMD1B,Stim48hr,0,non-target
GRAMD1B,Stim8hr,0,non-target
GRAMD2B,Rest,0,non-target
GRAMD2B,Stim48hr,0,non-target
GRAMD2B,Stim8hr,0,non-target
GRAMD4,Rest,0,non-target
GRAMD4,Stim48hr,0,non-target
GRAMD4,Stim8hr,0,non-target
GRAP,Rest,0,non-target
GRAP,Stim48hr,0,non-target
GRAP,Stim8hr,0,non-target
GRAP2,Rest,0,non-target
GRAP2,Stim48hr,0,non-target
GRAP2,Stim8hr,0,non-target
GRAPL,Rest,0,non-target
GRAPL,Stim48hr,0,non-target
GRAPL,Stim8hr,0,non-target
GRB10,Rest,0,non-target
GRB10,Stim48hr,0,non-target
GRB10,Stim8hr,0,non-target
GRB2,Rest,0,in-trial
GRB2,Stim48hr,0,in-trial
GRB2,Stim8hr,0,in-trial
GREM2,Rest,0,non-target
GREM2,Stim48hr,0,non-target
GREM2,Stim8hr,0,non-target
GRHL1,Rest,0,non-target
GRHL1,Stim48hr,0,non-target
GRHL1,Stim8hr,0,non-target
GRHL2,Rest,0,non-target
GRHL2,Stim48hr,0,non-target
GRHL2,Stim8hr,0,non-target
GRHL3,Rest,0,non-target
GRHL3,Stim48hr,0,non-target
GRHL3,Stim8hr,0,non-target
GRHPR,Rest,0,non-target
GRHPR,Stim48hr,0,non-target
GRHPR,Stim8hr,0,non-target
GRIN2B,Rest,0,in-trial
GRIN2B,Stim48hr,0,in-trial
GRIN2B,Stim8hr,0,in-trial
GRIN3A,Rest,0,in-trial
GRIN3A,Stim48hr,0,in-trial
GRIN3A,Stim8hr,0,in-trial
GRINA,Rest,0,non-target
GRINA,Stim48hr,0,non-target
GRINA,Stim8hr,0,non-target
GRIP1,Rest,0,non-target
GRIP1,Stim48hr,0,non-target
GRIP1,Stim8hr,0,non-target
GRIPAP1,Rest,0,non-target
GRIPAP1,Stim48hr,0,non-target
GRIPAP1,Stim8hr,0,non-target
GRK2,Rest,0,non-target
GRK2,Stim48hr,0,non-target
GRK2,Stim8hr,0,non-target
GRK3,Stim48hr,0,non-target
GRK3,Stim8hr,0,non-target
GRK4,Rest,0,non-target
GRK4,Stim48hr,0,non-target
GRK4,Stim8hr,0,non-target
GRK5,Rest,0,non-target
GRK5,Stim48hr,0,non-target
GRK5,Stim8hr,0,non-target
GRK6,Rest,0,non-target
GRK6,Stim48hr,0,non-target
GRK6,Stim8hr,0,non-target
GRM2,Rest,0,non-target
GRM2,Stim48hr,0,non-target
GRM2,Stim8hr,0,non-target
GRN,Rest,0,non-target
GRN,Stim48hr,0,non-target
GRN,Stim8hr,0,non-target
GRPEL2,Rest,0,non-target
GRPEL2,Stim48hr,0,non-target
GRPEL2,Stim8hr,0,non-target
GRSF1,Rest,0,non-target
GRSF1,Stim48hr,2,non-target
GRSF1,Stim8hr,0,non-target
GRWD1,Rest,1,non-target
GRWD1,Stim8hr,3,non-target
GSAP,Rest,0,non-target
GSAP,Stim48hr,0,non-target
GSAP,Stim8hr,0,non-target
GSC,Rest,0,non-target
GSC,Stim48hr,0,non-target
GSC,Stim8hr,0,non-target
GSC2,Rest,0,non-target
GSC2,Stim48hr,0,non-target
GSC2,Stim8hr,0,non-target
GSDMA,Rest,0,non-target
GSDMA,Stim48hr,0,non-target
GSDMA,Stim8hr,0,non-target
GSDMB,Rest,1,non-target
GSDMB,Stim48hr,0,non-target
GSDMB,Stim8hr,0,non-target
GSDMD,Rest,0,non-target
GSDMD,Stim48hr,0,non-target
GSDMD,Stim8hr,0,non-target
GSDME,Rest,0,non-target
GSDME,Stim48hr,0,non-target
GSDME,Stim8hr,0,non-target
GSK3A,Rest,0,in-trial
GSK3A,Stim48hr,0,in-trial
GSK3A,Stim8hr,0,in-trial
GSK3B,Rest,0,in-trial
