gene,group,mis_z_score
SLC6A18,other,0.644
SLC6A19,other,0.563
SLC6A2,approved,3.35
SLC6A20,other,0.733
SLC6A3,in_trials,3.32
SLC6A4,in_trials,3.23
SLC6A5,other,0.0346
SLC6A6,other,4.95
SLC6A7,other,0.716
SLC6A8,other,5.29
SLC6A9,other,3.14
SLC7A1,other,4.48
SLC7A10,other,1.9
SLC7A11,other,0.603
SLC7A13,other,-1.57
SLC7A14,other,1.32
SLC7A2,other,-3.13
SLC7A3,other,2.48
SLC7A4,other,0.0613
SLC7A5,other,1.73
SLC7A6,other,2.02
SLC7A6OS,other,-0.555
SLC7A7,other,0.746
SLC7A8,other,1.03
SLC7A9,other,1.68
SLC8A1,other,2.15
SLC8A2,other,6.35
SLC8A3,other,0.749
SLC8B1,other,1.33
SLC9A1,other,5.27
SLC9A2,other,2.52
SLC9A3,other,2.0
NHERF1,other,-0.619
NHERF2,other,0.0419
SLC9A4,other,-1.38
SLC9A5,other,3.61
SLC9A6,other,4.29
SLC9A7,other,2.49
SLC9A8,other,2.31
SLC9A9,other,-0.000924
SLC9B1,other,3.57
SLC9B2,other,0.194
SLC9C1,other,0.565
SLC9C2,other,3.01
SLCO1A2,other,0.102
SLCO1B1,other,-1.44
SLCO1B3,other,-1.36
SLCO1B3-SLCO1B7,other,-1.51
SLCO1C1,other,-1.31
SLCO2A1,other,1.02
SLCO2B1,other,1.17
SLCO3A1,other,2.4
SLCO4A1,other,0.838
SLCO4C1,other,-0.584
SLCO5A1,other,0.527
SLCO6A1,other,-0.0196
SLF1,other,-0.195
SLF2,other,1.47
SLFN11,other,1.16
SLFN12,other,0.103
SLFN12L,other,-0.111
SLFN13,other,2.48
SLFN14,other,1.45
SLFN5,other,0.851
SLFNL1,other,-0.119
SLIRP,other,-0.81
SLIT1,other,3.77
SLIT2,other,3.3
SLIT3,other,3.02
SLITRK1,other,1.04
SLITRK2,other,2.76
SLITRK3,other,0.799
SLITRK4,other,2.3
SLITRK5,other,-0.76
SLITRK6,other,0.128
SLK,other,3.41
SLMAP,other,2.69
SLN,other,0.236
SLPI,other,-0.323
SLTM,other,2.78
SLU7,other,2.92
SLURP1,other,1.04
SLURP2,other,0.32
SLX4,other,-1.49
SLX4IP,other,0.682
SLX9,other,0.55
SMAD1,other,3.6
SMAD2,other,4.9
SMAD3,other,4.87
SMAD4,other,6.18
SMAD5,other,4.02
SMAD6,other,-5.65
SMAD7,in_trials,1.79
SMAD9,other,0.484
SMAGP,other,0.139
SMAP1,other,0.0596
SMAP2,other,2.88
SMARCA1,other,2.82
SMARCA2,other,6.35
SMARCA4,other,10.2
SMARCA5,other,8.01
SMARCAD1,other,4.9
SMARCAL1,other,1.58
SMARCB1,other,5.35
SMARCC1,other,3.01
SMARCC2,other,6.06
SMARCD1,other,4.11
SMARCD2,other,2.77
SMARCD3,other,3.87
SMARCE1,other,4.26
SMC1A,other,9.29
SMC1B,other,2.95
SMC2,other,1.25
SMC3,other,9.93
SMC4,other,0.98
SMC5,other,1.86
SMC6,other,2.52
SMCHD1,other,4.94
SMCO1,other,0.915
SMCO2,other,-0.0814
SMCO3,other,-0.366
SMCO4,other,0.51
SMCP,other,0.0052
SMCR8,other,-0.514
SMDT1,other,-0.473
SMG1,other,7.49
SMG5,other,1.58
SMG6,other,0.389
SMG7,other,3.35
SMG8,other,2.47
SMG9,other,2.08
SMIM1,other,0.33
SMIM10,other,0.554
SMIM10L1,other,0.927
SMIM10L2A,other,0.391
SMIM10L2B,other,1.04
SMIM12,other,0.713
SMIM13,other,1.01
SMIM14,other,1.29
SMIM15,other,0.175
SMIM17,other,-0.698
SMIM18,other,0.842
SMIM19,other,-0.262
SMIM2,other,1.36
SMIM20,other,-0.00709
SMIM21,other,-0.346
SMIM22,other,-2.12
SMIM23,other,0.429
SMIM24,other,0.083
SMIM26,other,-1.94
TZMP1,other,-1.83
SMIM29,other,0.584
SMIM3,other,-0.0637
SMIM30,other,-1.25
SMIM32,other,-2.11
SMIM39,other,0.378
UQCC5,other,0.917
SMIM5,other,-0.335
ERLN,other,-0.128
SMIM7,other,-0.841
SMIM8,other,-0.242
SMIM9,other,-0.344
SMKR1,other,1.22
SMLR1,other,-0.0473
SMN1,other,0.215
SMN2,other,0.51
SMNDC1,other,3.29
SMO,approved,1.9
SMOC1,other,1.01
SMOC2,other,0.646
SMOX,other,3.24
SMPD1,other,0.166
SMPD2,other,0.0884
SMPD3,other,0.819
SMPD4,other,2.95
SMPDL3A,other,0.631
SMPDL3B,other,1.27
SMPX,other,0.356
SMR3A,other,-0.836
SMR3B,other,-0.6
SMS,other,4.31
SMTN,other,0.686
SMTNL1,other,0.598
SMTNL2,other,0.399
SMU1,other,6.76
SMUG1,other,0.614
SMURF1,other,3.5
SMURF2,other,4.72
SMYD1,other,-0.225
SMYD2,other,0.926
SMYD3,other,0.438
SMYD4,other,0.266
SMYD5,other,1.06
SNAI1,other,1.25
SNAI2,other,1.95
SNAI3,other,-1.86
SNAP23,other,0.907
SNAP25,in_trials,4.13
SNAP29,other,-0.732
SNAP47,other,0.677
SNAP91,other,1.75
SNAPC1,other,-1.02
SNAPC2,other,-2.43
SNAPC3,other,-2.9
SNAPC4,other,-2.43
SNAPC5,other,-0.702
SNAPIN,other,-0.186
SNCA,other,0.959
SNCAIP,other,1.57
SNCB,other,1.41
SNCG,other,0.477
SND1,other,3.92
SNED1,other,3.78
SNF8,other,1.3
SNIP1,other,1.49
SNN,other,-0.21
SNORC,other,-0.774
SNPH,other,1.91
SNRK,other,4.76
SNRNP200,other,9.47
SNRNP25,other,-0.106
SNRNP27,other,1.57
SNRNP35,other,0.831
SNRNP40,other,1.94
SNRNP48,other,0.543
SNRNP70,other,2.23
SNRPA,other,2.4
SNRPA1,other,2.74
SNRPB,other,2.44
SNRPB2,other,2.32
SNRPC,other,3.19
SNRPD1,other,3.33
SNRPD2,other,2.67
SNRPD3,other,3.11
SNRPE,other,2.36
SNRPF,other,2.04
SNRPG,other,2.7
SNRPN,other,3.0
SNTA1,other,1.91
SNTB1,other,-1.33
SNTB2,other,2.03
SNTG1,other,-1.3
SNTG2,other,-0.427
SNTN,other,-0.63
SNU13,other,3.12
SNUPN,other,1.07
SNURF,other,0.199
SNW1,other,4.31
SNX1,other,0.582
SNX10,other,0.536
SNX11,other,0.583
SNX12,other,2.84
SNX13,other,1.43
SNX14,other,1.93
SNX15,other,1.03
SNX16,other,0.572
SNX17,other,1.24
SNX18,other,0.679
SNX19,other,0.205
SNX2,other,1.07
SNX20,other,-0.0445
SNX21,other,0.16
SNX22,other,-0.3
SNX24,other,-0.6
SNX25,other,1.84
SNX27,other,2.7
SNX29,other,-2.86
SNX3,other,2.22
SNX30,other,0.411
SNX31,other,0.124
SNX32,other,-0.877
SNX33,other,2.07
SNX4,other,0.307
SNX5,other,0.151
SNX6,other,1.44
SNX7,other,-0.0747
SNX8,other,-1.21
SNX9,other,2.49
SOAT1,other,1.47
SOAT2,other,-0.0629
SOBP,other,1.43
SOCS1,other,-1.02
SOCS2,other,0.439
SOCS3,other,2.43
SOCS4,other,0.988
SOCS5,other,0.434
SOCS6,other,1.51
SOCS7,other,2.51
SOD1,other,1.76
SOD2,other,0.63
SOD3,other,-0.191
MTCL2,other,3.16
MTCL3,other,1.99
SOHLH1,other,-1.71
SOHLH2,other,1.76
SON,other,3.31
SORBS1,other,2.14
SORBS2,other,-0.401
SORBS3,other,-0.643
SORCS1,other,1.5
SORCS2,other,-0.927
SORCS3,other,2.52
SORD,other,3.03
SORL1,other,2.81
SORT1,other,2.15
SOS1,other,3.86
SOS2,other,2.67
SOST,other,0.477
SOSTDC1,other,0.456
SOWAHA,other,-0.687
SOWAHB,other,-1.22
SOWAHC,other,-0.283
SOWAHD,other,0.0657
SOX1,other,-0.547
SOX10,other,3.65
SOX11,other,2.52
SOX12,other,1.6
SOX13,other,2.75
SOX14,other,1.4
SOX15,other,0.119
SOX17,other,-0.403
SOX18,other,0.454
SOX2,other,3.3
SOX21,other,0.408
SOX3,other,2.35
SOX30,other,0.203
SOX4,other,0.531
SOX5,other,4.2
SOX6,other,3.04
SOX7,other,-3.08
SOX8,other,-0.558
SOX9,other,2.3
SP1,other,1.6
SP100,other,0.975
SP110,other,1.03
SP140,other,2.37
SP140L,other,1.05
SP2,other,3.39
SP3,other,1.26
SP4,other,-1.14
SP5,other,-1.23
SP6,other,0.778
SP7,other,0.596
SP8,other,0.085
SP9,other,2.88
SPA17,other,0.298
SPAAR,other,-1.29
SPACA1,other,0.23
SPACA3,other,-0.0631
SPACA4,other,1.29
SPACA5B,other,2.26
SPACA6,other,-1.34
SPACA7,other,0.533
SPACA9,other,-0.00153
SPAG1,other,2.26
SPAG11A,other,3.8
SPAG11B,other,3.82
SPAG16,other,-1.61
SPAG17,other,0.589
SPAG4,other,0.368
SPAG5,other,2.54
SPAG6,other,0.886
SPAG7,other,0.377
SPAG8,other,0.626
SPAG9,other,3.92
SPAM1,other,1.21
SPANXB1,other,0.798
SPANXC,other,2.22
SPANXD,other,0.0748
SPANXN1,other,-0.187
SPANXN2,other,1.13
SPANXN3,other,-0.728
SPANXN4,other,-1.98
SPANXN5,other,0.559
SPARC,other,1.66
SPARCL1,other,0.997
SPART,other,0.854
SPAST,other,0.821
SPATA1,other,0.635
SPATA12,other,0.209
SPATA13,other,1.73
SPATA16,other,0.544
SPATA17,other,-0.837
SPATA18,other,-0.701
SPATA19,other,-0.31
SPATA2,other,0.786
SPATA20,other,0.702
SPATA21,other,-0.0464
SPATA22,other,0.242
SPATA24,other,0.765
SPATA25,other,0.106
SPATA2L,other,-1.4
SPATA3,other,-0.92
SPATA31A1,other,9.96
SPATA31A3,other,12.4
SPATA31A6,other,6.82
SPATA31A7,other,9.73
SPATA31C2,other,0.18
SPATA31D1,other,-5.5
SPATA31D3,other,5.11
SPATA31D4,other,5.26
SPATA31E1,other,-1.62
SPATA32,other,1.31
SPATA33,other,-2.0
SPATA4,other,-0.693
SPATA45,other,0.156
SPATA46,other,0.368
SPMIP7,other,0.24
AFG2A,other,0.787
AFG2B,other,0.238
SPATA6,other,0.0844
SPATA6L,other,-4.03
SPATA7,other,0.295
SPATA9,other,0.384
SPATC1,other,0.257
SPATC1L,other,-0.395
SPATS1,other,0.764
SPATS2,other,1.29
SPATS2L,other,1.37
SPC24,other,-0.845
SPC25,other,0.687
SPCS1,other,0.224
SPCS2,other,2.85
SPCS3,other,2.27
SPDEF,other,1.37
SPDL1,other,-0.0847
SPDYA,other,1.86
SPDYC,other,0.739
SPDYE1,other,2.63
SPDYE10,other,4.09
SPDYE12,other,4.97
SPDYE16,other,6.57
SPDYE17,other,2.15
SPDYE18,other,6.78
SPDYE2,other,4.65
SPDYE21,other,3.97
SPDYE3,other,6.05
SPDYE4,other,0.192
SPDYE5,other,3.97
SPDYE6,other,7.16
SPECC1,other,0.0527
SPECC1L,other,3.03
SPECC1L-ADORA2A,other,2.21
SPEF1,other,0.282
SPEF2,other,-0.318
SPEG,other,2.43
SPEGNB,other,1.32
SPEM1,other,0.16
SPEM2,other,0.194
SPEN,other,5.07
SPESP1,other,0.255
SPG11,other,-1.92
SPG21,other,0.957
SPG7,other,-1.99
SPHK1,other,-0.514
SPHK2,in_trials,0.831
SPHKAP,other,-0.26
SPI1,other,2.45
SPIB,other,0.745
SPIC,other,1.13
SPICE1,other,0.548
SPIDR,other,-0.547
SPIN1,other,4.84
SPIN2A,other,3.11
SPIN2B,other,4.59
SPIN3,other,0.622
SPIN4,other,2.2
SPINDOC,other,1.5
SPINK1,other,0.21
SPINK13,other,0.185
SPINK14,other,0.913
SPINK2,other,1.03
SPINK4,other,0.734
SPINK5,other,1.16
SPINK6,other,-0.19
SPINK7,other,-0.585
SPINK8,other,0.552
SPINK9,other,0.0914
SPINT1,other,0.776
SPINT2,other,1.36
SPINT3,other,0.307
SPINT4,other,0.375
SPIRE1,other,1.87
SPIRE2,other,-2.42
SPN,other,0.252
SPNS1,other,2.41
SPNS2,other,-0.793
SPNS3,other,0.137
SPO11,other,0.83
SPOCD1,other,1.99
SPOCK1,other,0.97
SPOCK2,other,0.795
SPOCK3,other,0.0558
SPON1,other,1.46
SPON2,other,-1.71
SPOP,other,6.2
SPOPL,other,0.491
SPOUT1,other,1.19
SPP1,in_trials,0.561
SPP2,other,-0.134
SPPL2A,other,1.19
SPPL2B,other,-0.234
SPPL2C,other,0.0762
SPPL3,other,4.9
SPR,other,0.47
SPRED1,other,1.2
SPRED2,other,0.448
SPRED3,other,0.593
SPRING1,other,0.349
SPRN,other,-1.94
SPRR1A,other,-0.732
SPRR1B,other,0.166
SPRR2A,other,0.992
SPRR2B,other,1.62
SPRR2D,other,0.281
SPRR2E,other,0.873
SPRR2F,other,0.265
SPRR2G,other,-0.341
SPRR3,other,0.521
SPRR4,other,-0.643
SPRTN,other,1.9
SPRY1,other,-1.26
SPRY2,other,1.13
SPRY3,other,-0.00272
SPRY4,other,-0.314
SPRYD3,other,3.34
SPRYD4,other,0.00466
SPRYD7,other,1.31
SPSB1,other,2.98
SPSB2,other,-1.56
SPSB3,other,-0.615
SPSB4,other,0.00448
SPTA1,other,-2.21
SPTAN1,other,8.4
SPTB,other,2.52
SPTBN1,other,5.94
SPTBN2,other,5.34
SPTBN4,other,4.19
SPTBN5,other,-2.05
SPTLC1,other,2.21
SPTLC2,other,3.23
SPTLC3,other,0.979
SPTSSA,other,-0.274
SPTSSB,other,0.0893
SPTY2D1,other,1.67
SPX,other,-0.191
SPZ1,other,1.51
SQLE,other,1.29
SQOR,other,-0.0198
SQSTM1,other,-0.171
SRA1,other,-0.414
SRARP,other,0.0482
SRBD1,other,-2.58
SRC,approved,4.4
SRCAP,other,3.21
SRCIN1,other,2.36
SRD5A1,other,1.07
SRD5A2,other,-0.582
SRD5A3,other,0.828
SREBF1,other,2.34
SREBF2,other,1.53
SREK1,other,2.5
SREK1IP1,other,0.807
SRF,other,4.85
SRFBP1,other,-2.64
SRGAP1,other,2.89
SRGAP2,other,2.47
SRGAP2B,other,3.38
SRGAP2C,other,3.16
SRGAP3,other,2.86
SRGN,other,0.689
SRI,other,0.209
SRL,other,0.273
SRM,other,3.48
SRMS,approved,-0.36
SRP14,other,1.44
SRP19,other,0.254
SRP54,other,4.97
SRP68,other,2.83
SRP72,other,0.868
SRP9,other,2.22
SRPK1,other,2.71
SRPK2,other,3.6
SRPK3,other,-0.404
SRPRA,other,1.03
SRPRB,other,0.0915
SRPX,other,-0.838
SRPX2,other,0.955
SRR,other,0.672
SRRD,other,0.0488
SRRM1,other,2.87
SRRM2,other,-8.88
SRRM3,other,1.0
SRRM4,other,0.151
SRRM5,other,0.556
SRRT,other,2.72
SRSF1,other,6.5
SRSF10,other,3.06
SRSF11,other,3.13
SRSF12,other,1.17
SRSF2,other,4.34
SRSF3,other,4.61
SRSF4,other,3.32
SRSF5,other,2.92
SRSF6,other,1.81
SRSF7,other,3.04
SRSF8,other,0.0618
SRSF9,other,3.49
SRXN1,other,-0.504
SRY,other,1.54
SS18,other,0.318
SS18L1,other,2.05
SS18L2,other,-0.167
SSB,other,2.96
SSBP1,other,1.44
SSBP2,other,2.96
SSBP3,other,4.1
SSBP4,other,-0.29
SSC4D,other,0.231
SSC5D,other,1.48
SSH1,other,1.77
SSH2,other,3.63
SSH3,other,0.704
SSMEM1,other,0.828
SSNA1,other,-1.15
SSPN,other,0.553
SSR1,other,1.1
SSR2,other,1.45
SSR3,other,1.13
SSR4,other,0.833
SSRP1,other,5.43
SST,other,-0.152
SSTR1,in_trials,0.844
SSTR2,in_trials,2.06
SSTR3,in_trials,1.75
SSTR4,in_trials,-1.99
SSTR5,in_trials,0.497
SSU72,other,2.67
SSU72L2,other,2.43
SSU72L3,other,-3.31
SSU72L4,other,3.08
SSU72L5,other,3.57
SSU72L1,other,2.87
SSU72L6,other,-3.12
SSUH2,other,-0.853
SSX1,other,-4.6
SSX2IP,other,0.663
SSX3,other,-0.374
SSX4,other,1.75
SSX4B,other,0.743
SSX5,other,-1.7
SSX7,other,-1.1
ST13,other,1.81
ST14,other,1.52
ST18,other,-0.308
ST20,other,0.579
ST20-MTHFS,other,0.628
ST3GAL1,other,1.9
ST3GAL2,other,2.02
ST3GAL3,other,2.63
ST3GAL4,other,2.46
ST3GAL5,other,1.69
ST3GAL6,other,0.778
ST6GAL1,other,1.23
ST6GAL2,other,-0.0372
ST6GALNAC1,other,0.184
ST6GALNAC2,other,-0.472
ST6GALNAC3,other,0.598
ST6GALNAC4,other,1.34
ST6GALNAC5,other,0.52
ST6GALNAC6,other,1.79
ST7,other,4.49
ST7L,other,1.58
ST8SIA1,other,1.41
ST8SIA2,other,1.99
ST8SIA3,other,2.24
ST8SIA4,other,2.21
ST8SIA5,other,0.639
ST8SIA6,other,0.0562
STAB1,other,1.74
STAB2,other,0.52
STAC,other,0.133
STAC2,other,0.308
STAC3,other,0.864
STAG1,other,5.99
STAG2,other,6.96
STAG3,other,3.61
STAM,other,0.351
STAM2,other,0.58
STAMBP,other,0.877
STAMBPL1,other,0.182
STAP1,other,-0.174
STAP2,other,-0.0489
STAR,other,0.0883
STARD10,other,1.32
STARD13,other,0.419
STARD3,other,0.731
STARD3NL,other,1.12
STARD4,other,0.306
STARD5,other,0.436
STARD6,other,-0.0545
STARD7,other,-0.0713
STARD8,other,0.16
STARD9,other,-0.932
STAT1,other,7.92
STAT2,other,3.68
STAT3,in_trials,8.21
STAT4,other,3.66
STAT5A,other,5.24
STAT5B,other,5.95
STAT6,other,3.47
STATH,other,-0.236
STAU1,other,2.25
STAU2,other,2.05
STBD1,other,0.175
STC1,other,2.1
STC2,other,1.48
STEAP1,other,1.58
STEAP1B,other,1.2
STEAP2,other,1.18
STEAP3,other,0.258
STEAP4,other,0.939
STEEP1,other,3.94
STH,other,0.709
STIL,other,1.87
STIM1,other,2.71
STIM2,other,1.21
STIMATE,other,1.98
STIMATE-MUSTN1,other,1.73
STING1,other,2.19
STIP1,other,2.62
STK10,other,2.04
STK11,other,2.25
STK11IP,other,0.81
STK16,other,0.898
STK17A,other,0.671
STK17B,other,1.96
WHR1,other,0.51
STK24,other,2.86
STK25,other,2.65
STK26,other,2.02
STK3,other,2.15
STK31,other,-0.131
STK32A,other,0.538
STK32B,other,-1.59
STK32C,other,2.18
STK33,other,-0.447
STK35,other,2.37
STK36,other,2.07
STK38,other,2.39
STK38L,other,4.37
STK39,other,2.95
STK4,other,2.31
STK40,other,2.36
STKLD1,other,0.218
STMN1,other,2.48
STMN2,other,2.91
STMN3,other,0.0714
STMN4,other,2.15
STMND1,other,0.566
STMP1,other,0.471
STN1,other,1.33
STOM,other,1.63
STOML1,other,1.41
STOML2,other,2.13
STOML3,other,-0.381
STON1,other,-4.47
STON1-GTF2A1L,other,-5.46
STON2,other,0.817
STOX1,other,1.37
STOX2,other,2.03
STPG1,other,0.4
STPG2,other,-0.933
STPG3,other,-2.1
STPG4,other,-2.03
STRA6,other,1.16
STRA8,other,1.13
STRADA,other,1.94
STRADB,other,2.79
STRAP,other,2.64
STRBP,other,4.93
STRC,other,7.62
STRIP1,other,2.83
STRIP2,other,1.94
STRN,other,-0.317
STRN3,other,1.12
STRN4,other,3.31
STS,other,0.625
STT3A,other,4.78
STT3B,other,5.1
STUB1,other,-0.791
STUM,other,1.87
STX10,other,-0.594
STX11,other,-0.679
STX12,other,0.794
STX16,other,1.24
STX16-NPEPL1,other,0.156
STX17,other,0.916
STX18,other,0.12
STX19,other,-0.821
STX1A,other,3.18
STX1B,other,4.04
STX2,other,0.85
STX3,other,0.061
STX4,other,1.6
STX5,other,0.5
STX6,other,0.939
STX7,other,0.638
STX8,other,-0.714
STXBP1,other,6.67
STXBP2,other,1.58
STXBP3,other,2.25
STXBP4,other,0.319
STXBP5,other,2.54
STXBP5L,other,1.22
STXBP6,other,0.688
STYK1,other,-0.11
STYX,other,1.11
STYXL1,other,0.861
STYXL2,other,-1.47
SUB1,other,2.16
SUCLA2,other,1.56
SUCLG1,other,-0.00264
SUCLG2,other,-0.838
SUCNR1,other,0.56
SUCO,other,1.53
SUDS3,other,2.43
SUFU,other,3.2
SUGCT,other,-0.369
SUGP1,other,1.46
SUGP2,other,1.51
SUGT1,other,0.768
SULF1,other,1.98
SULF2,other,2.29
SULT1A1,other,1.61
SULT1A2,other,0.353
SULT1A3,other,2.78
SULT1A4,other,2.45
SULT1B1,other,-0.496
SULT1C2,other,-0.804
SULT1C3,other,-0.892
SULT1C4,other,-0.203
SULT1E1,other,-0.58
SULT2A1,other,0.817
SULT2B1,other,0.114
SULT4A1,other,2.45
SULT6B1,other,-2.0
SUMF1,other,-1.66
SUMF2,other,-0.607
SUMO1,other,2.74
SUMO2,other,3.99
SUMO3,other,2.32
SUMO4,other,0.0251
SUN1,other,-0.23
SUN2,other,1.66
SUN3,other,0.289
SUN5,other,0.985
SUOX,other,0.918
SUPT16H,other,7.74
SUPT20H,other,1.27
SUPT20HL1,other,-2.31
SUPT20HL2,other,-6.07
SUPT3H,other,0.155
SUPT4H1,other,1.19
SUPT5H,other,6.43
SUPT6H,other,7.19
SUPT7L,other,1.65
SUPV3L1,other,2.54
SURF1,other,-1.55
SURF2,other,-1.69
SURF4,other,3.05
SURF6,other,-1.34
SUSD1,other,1.11
SUSD2,other,0.974
SUSD3,other,0.937
SUSD4,other,0.926
SUSD5,other,0.372
SUSD6,other,0.941
SUV39H1,other,4.48
SUV39H2,other,4.28
SUZ12,other,5.45
SV2A,other,3.0
SV2B,other,1.37
SV2C,other,1.13
SVBP,other,0.51
SVEP1,other,1.98
SVIL,other,2.46
SVIP,other,-0.0971
SVOP,other,2.84
SVOPL,other,-0.304
SWAP70,other,1.83
SWI5,other,0.139
SWSAP1,other,-0.817
SWT1,other,1.74
SYAP1,other,1.24
SYBU,other,1.17
SYCE1,other,0.364
SYCE1L,other,-2.96
SYCE2,other,1.48
SYCE3,other,1.1
SYCN,other,-1.4
SYCP1,other,0.684
SYCP2,other,0.214
SYCP2L,other,1.32
SYCP3,other,0.744
SYDE1,other,1.55
SYDE2,other,0.0423
SYF2,other,0.458
SYK,approved,4.27
SYMPK,other,3.37
SYN1,other,3.18
SYN2,other,-0.188
SYN3,other,1.08
SYNC,other,0.029
SYNCRIP,other,5.48
SYNDIG1,other,0.744
SYNDIG1L,other,0.272
SYNE1,other,1.72
SYNE2,other,-0.504
SYNE3,other,0.972
SYNE4,other,0.428
SYNGAP1,other,8.76
SYNGR1,other,0.325
SYNGR2,other,1.17
SYNGR3,other,-0.0516
SYNGR4,other,0.179
SYNJ1,other,3.14
SYNJ2,other,0.599
SYNJ2BP,other,0.77
SYNJ2BP-COX16,other,0.46
SYNM,other,-0.921
SYNPO,other,1.42
SYNPO2,other,-0.444
SYNPO2L,other,0.428
SYNPR,other,0.714
SYNRG,other,2.68
SYP,other,1.32
SYPL1,other,0.901
SYPL2,other,0.407
SYS1,other,1.28
SYS1-DBNDD2,other,0.244
SYT1,other,4.22
SYT10,other,0.525
SYT11,other,2.54
SYT12,other,0.652
SYT13,other,0.977
SYT14,other,2.6
SYT15,other,7.14
SYT16,other,0.0498
SYT17,other,1.62
SYT2,other,2.62
SYT3,other,3.1
SYT4,other,0.155
SYT5,other,0.0757
SYT6,other,0.171
SYT7,other,3.59
SYT8,other,-1.22
SYT9,other,0.77
SYTL1,other,0.626
SYTL2,other,-2.12
SYTL3,other,-1.14
SYTL4,other,1.81
SYTL5,other,-1.65
SYVN1,other,2.74
SZRD1,other,0.714
SZT2,other,3.85
TAAR1,other,-0.833
TAAR2,other,-1.35
TAAR5,other,-1.89
TAAR6,other,-1.78
TAAR8,other,-1.13
TAAR9,other,-0.918
TAB1,other,1.21
TAB2,other,3.2
TAB3,other,2.47
TAC1,other,0.81
TAC3,other,0.701
TAC4,other,0.29
TACC1,other,0.724
TACC2,other,1.57
TACC3,other,-0.646
TACO1,other,0.614
TACR1,in_trials,0.837
TACR2,other,0.696
TACR3,in_trials,0.591
TACSTD2,in_trials,-0.783
TADA1,other,1.18
TADA2A,other,1.7
TADA2B,other,2.37
TADA3,other,2.27
TAF1,other,8.53
TAF10,other,0.339
TAF11,other,1.73
TAF12,other,2.03
TAF13,other,1.46
TAF15,other,1.68
TAF1A,other,1.77
TAF1B,other,0.852
TAF1C,other,-3.61
TAF1D,other,0.547
TAF1L,other,1.39
TAF2,other,3.81
TAF3,other,2.77
TAF4,other,0.227
TAF4B,other,0.527
TAF5,other,2.21
TAF5L,other,2.85
TAF6,other,1.87
TAF6L,other,1.04
TAF7,other,2.1
TAF7L,other,-0.178
TAF8,other,-0.262
TAF9,other,0.743
TAF9B,other,-0.891
TAFA1,other,0.722
TAFA2,other,1.23
TAFA3,other,-0.0385
TAFA4,other,-0.953
TAFA5,other,0.985
TAFAZZIN,other,3.21
TAGAP,other,1.79
TAGLN,other,0.4
TAGLN2,other,1.35
TAGLN3,other,1.01
TAL1,other,0.405
TAL2,other,0.583
TALDO1,other,-1.24
TAMALIN,other,0.11
TAMM41,other,-0.269
TANC1,other,2.98
TANC2,other,4.01
TANGO2,other,0.766
TANGO6,other,0.485
TANK,other,1.56
TAOK1,other,7.02
TAOK2,other,4.01
TAOK3,other,3.72
TAP1,other,2.78
TAP2,other,1.75
TAPBP,other,1.31
TAPBPL,other,1.17
TAPT1,other,1.91
TARBP1,other,-0.526
TARBP2,other,2.27
TARDBP,other,5.97
TARM1,other,0.229
TARS1,other,1.18
TARS2,other,2.82
TARS3,other,0.584
TAS1R1,other,0.168
TAS1R2,other,-0.419
TAS1R3,other,-2.93
TAS2R1,other,-0.376
TAS2R10,other,-0.515
TAS2R13,other,-0.836
TAS2R14,other,-0.243
TAS2R16,other,-0.5
TAS2R19,other,0.147
TAS2R20,other,-0.269
TAS2R3,other,-0.282
TAS2R30,other,-0.518
TAS2R31,other,-0.104
TAS2R38,other,0.681
TAS2R39,other,0.781
TAS2R4,other,0.845
TAS2R40,other,0.779
TAS2R41,other,0.909
TAS2R42,other,0.0215
TAS2R43,other,2.34
TAS2R46,other,-0.312
TAS2R5,other,0.338
TAS2R50,other,-0.573
TAS2R60,other,0.452
TAS2R7,other,-0.825
TAS2R8,other,-0.853
TAS2R9,other,-0.949
TASL,other,1.4
TASOR,other,1.5
TASOR2,other,0.319
TASP1,other,2.24
TAT,other,0.834
TATDN1,other,0.511
TATDN2,other,-0.678
TATDN3,other,0.307
TAX1BP1,other,0.692
TAX1BP3,other,0.739
TBATA,other,-0.00768
TBC1D1,other,1.03
TBC1D10A,other,1.4
TBC1D10B,other,1.4
TBC1D10C,other,1.31
TBC1D12,other,0.209
TBC1D13,other,2.34
TBC1D14,other,1.7
TBC1D15,other,0.928
TBC1D16,other,0.851
TBC1D17,other,-1.39
TBC1D19,other,1.91
TBC1D2,other,1.57
TBC1D20,other,1.81
TBC1D21,other,0.0615
TBC1D22A,other,1.18
TBC1D22B,other,2.87
TBC1D23,other,1.64
TBC1D24,other,1.21
TBC1D25,other,3.97
TBC1D26,other,2.45
TBC1D28,other,1.06
TBC1D2B,other,2.03
TBC1D30,other,1.98
TBC1D31,other,1.48
TBC1D32,other,-0.0769
TBC1D3B,other,8.18
TBC1D3E,other,2.24
TBC1D3F,other,6.96
TBC1D3G,other,4.17
TBC1D3I,other,4.47
TBC1D3K,other,2.28
TBC1D3L,other,5.89
TBC1D4,other,1.4
TBC1D5,other,0.45
TBC1D7,other,0.0738
TBC1D8,other,1.06
TBC1D8B,other,0.0431
TBC1D9,other,3.54
TBC1D9B,other,0.937
TBCA,other,1.53
TBCB,other,0.0359
TBCC,other,-1.21
TBCCD1,other,1.84
TBCD,other,1.66
TBCEL,other,3.55
TBCEL-TECTA,other,3.26
TBCK,other,0.213
TBK1,other,3.3
