gene,group,mis_z_score
RPS6KA1,other,3.32
RPS6KA2,other,2.46
RPS6KA3,other,6.4
RPS6KA4,other,2.9
RPS6KA5,other,2.31
RPS6KA6,other,1.26
RPS6KB1,other,6.32
RPS6KB2,other,-0.254
RPS6KC1,other,1.24
RPS6KL1,other,0.485
RPS7,in_trials,2.97
RPS8,in_trials,3.34
RPS9,in_trials,3.51
RPSA,in_trials,5.14
RPSA2,other,1.1
RPTN,other,0.798
RPTOR,in_trials,7.16
RPUSD1,other,-3.12
RPUSD2,other,-0.384
RPUSD3,other,-0.895
RPUSD4,other,-0.428
RRAD,other,0.285
RRAGA,other,3.98
RRAGB,other,2.29
RRAGC,other,2.98
RRAGD,other,3.2
RRAS,other,0.624
RRAS2,other,2.08
RRBP1,other,0.884
RREB1,other,-1.74
RRH,other,0.565
RRM1,approved,6.36
RRM2,approved,2.82
RRM2B,approved,1.98
RRN3,other,1.02
RRP1,other,-0.456
RRP12,other,1.65
RRP15,other,-0.491
RRP1B,other,1.85
RRP36,other,0.152
RRP7A,other,1.07
RRP8,other,-1.5
RRP9,other,1.7
RRS1,other,-0.0138
RS1,other,1.2
RSAD1,other,-0.748
RSAD2,other,0.193
RSBN1,other,2.84
RSBN1L,other,0.527
RSF1,other,2.07
RSKR,other,-0.0597
RSL1D1,other,-3.56
RSL24D1,other,0.797
RSPH1,other,0.164
RSPH10B,other,8.3
RSPH10B2,other,8.69
RSPH14,other,0.164
RSPH3,other,0.544
RSPH4A,other,0.907
RSPH6A,other,-0.398
RSPH9,other,0.236
RSPO1,other,0.984
RSPO2,other,0.931
RSPO3,other,0.677
RSPO4,other,-0.395
RSPRY1,other,4.05
RSRC1,other,0.306
RSRC2,other,2.58
RSRP1,other,-0.363
RSU1,other,0.443
RTBDN,other,-0.235
RTCA,other,0.41
RTCB,other,1.96
RTEL1,other,-1.95
RTEL1-TNFRSF6B,other,1.51
RTF1,other,6.02
RTF2,other,1.5
RTKN,other,0.875
RTKN2,other,-0.0677
RTL1,other,0.878
RTL10,other,-0.124
RTL3,other,-2.91
RTL4,other,-0.931
RTL5,other,0.309
RTL6,other,0.931
RTL8A,other,0.657
RTL8B,other,0.738
RTL8C,other,2.58
RTL9,other,-0.316
RTN1,other,0.565
RTN2,other,0.516
RTN3,other,-0.295
RTN4,in_trials,-3.11
RTN4IP1,other,1.2
RTN4R,other,1.93
RTN4RL1,other,1.99
RTN4RL2,other,2.81
RTP1,other,0.309
RTP2,other,-0.777
RTP3,other,0.732
RTP4,other,0.57
RTP5,other,-0.347
RTRAF,other,-0.065
RTTN,other,0.531
RUBCN,other,1.72
RUBCNL,other,0.455
RUFY1,other,0.0135
RUFY2,other,2.46
RUFY3,other,3.61
RUFY4,other,-1.03
RUNDC1,other,1.38
RUNDC3A,other,1.85
RUNDC3B,other,0.64
RUNX1,other,2.37
RUNX1T1,other,3.82
RUNX2,other,2.1
RUNX3,other,2.73
RUSC1,other,1.0
RUSC2,other,1.98
RUSF1,other,-0.708
RUVBL1,other,4.9
RUVBL2,other,3.52
RWDD1,other,1.82
RWDD2A,other,0.732
RWDD2B,other,0.296
RWDD3,other,0.317
RWDD4,other,1.54
RXFP1,in_trials,1.46
RXFP2,in_trials,1.47
RXFP3,other,-0.705
RXFP4,other,1.28
RXRA,approved,3.93
RXRB,approved,3.92
RXRG,approved,2.46
RXYLT1,other,0.332
RYBP,other,2.44
RYK,other,2.32
RYR1,approved,4.54
RYR2,other,8.21
RYR3,approved,2.59
S100A1,other,-0.436
S100A10,other,0.671
S100A11,other,1.11
S100A12,other,-0.617
S100A13,other,-0.0162
S100A14,other,0.29
S100A16,other,-0.206
S100A2,other,0.467
S100A3,other,0.119
S100A4,other,0.495
S100A5,other,-0.736
S100A6,other,-0.362
S100A7,other,-0.141
S100A7A,other,-1.29
S100A7L2,other,-0.642
S100A8,other,0.638
S100A9,other,0.513
S100B,other,0.517
S100G,other,0.108
S100P,other,-0.0553
S100PBP,other,-0.322
S100Z,other,-0.32
S1PR1,approved,3.05
S1PR2,approved,2.46
S1PR3,approved,0.987
S1PR4,approved,-0.671
S1PR5,approved,-0.201
SAA1,other,1.42
SAA2,other,2.06
SAA2-SAA4,other,1.45
SAA4,other,-0.225
SAAL1,other,0.345
SAC3D1,other,0.91
SACM1L,other,2.65
SACS,other,2.11
SAE1,other,1.12
SAFB,other,2.23
SAFB2,other,-0.27
SAG,other,1.08
SAGE1,other,-0.09
SALL1,other,1.84
SALL2,other,0.813
SALL3,other,-2.7
SALL4,other,2.48
SAMD1,other,-1.1
SAMD10,other,1.38
SAMD11,other,-6.37
SAMD12,other,0.116
SAMD13,other,1.39
SAMD14,other,0.41
SAMD15,other,-0.08
SAMD3,other,0.0765
SAMD4A,other,1.34
SAMD4B,other,4.41
SAMD5,other,-0.439
SAMD7,other,-0.427
SAMD8,other,3.46
SAMD9,other,2.24
SAMD9L,other,2.2
SAMHD1,other,1.82
SAMM50,other,1.05
SAMSN1,other,-0.501
SANBR,other,-0.321
SAP130,other,4.28
SAP18,other,1.6
SAP25,other,0.871
SAP30,other,0.876
SAP30BP,other,1.7
SAP30L,other,0.881
SAPCD1,other,1.09
SAPCD2,other,0.225
SAR1A,other,2.73
SAR1B,other,1.03
SARAF,other,0.72
SARDH,other,0.247
SARM1,other,1.37
SARNP,other,1.75
SARS1,other,3.89
SARS2,other,0.534
SART1,other,2.72
SART3,other,1.56
SASH1,other,2.0
SASH3,other,2.09
SASS6,other,0.569
SAT1,other,1.96
SAT2,other,0.608
SATB1,other,5.39
SATB2,other,6.75
SATL1,other,0.12
SAV1,other,0.188
SAXO1,other,-4.32
SAXO2,other,1.38
SAYSD1,other,-0.556
SBDS,other,1.5
SBF1,other,0.279
SBF2,other,1.91
SBK1,other,2.63
SBK2,other,-1.32
SBK3,other,0.385
SBNO1,other,4.52
SBNO2,other,-0.841
SBSN,other,1.72
SBSPON,other,-0.142
SC5D,other,1.25
SCAF1,other,-0.206
SCAF11,other,0.62
SCAF4,other,2.36
SCAF8,other,1.72
SCAI,other,4.5
SCAMP1,other,1.5
SCAMP2,other,1.18
SCAMP3,other,0.935
SCAMP4,other,0.169
SCAMP5,other,2.91
SCAND1,other,-1.17
SCAP,other,3.24
SCAPER,other,2.68
SCARA3,other,1.04
SCARA5,other,0.146
SCARB1,other,2.11
SCARB2,other,1.6
SCARF1,other,0.579
SCARF2,other,1.84
SCART1,other,-9.18
SCCPDH,other,1.17
SCD,other,3.55
SCD5,other,1.26
SCEL,other,0.387
SCFD1,other,1.89
SCFD2,other,0.466
SCG2,other,-0.0285
SCG3,other,0.306
SCG5,other,1.42
SCGB1A1,other,-0.334
SCGB1C1,other,3.52
SCGB1C2,other,2.14
SCGB1D1,other,0.462
SCGB1D2,other,-0.384
SCGB1D4,other,0.087
SCGB2A1,other,-0.831
SCGB2A2,other,-0.127
SCGB2B2,other,0.452
SCGB3A1,other,0.376
SCGB3A2,other,-0.225
SCGN,other,-0.083
SCHIP1,other,2.52
SCIMP,other,0.529
SCIN,other,-3.24
SCLT1,other,0.359
SCLY,other,0.342
SCMH1,other,3.27
SCML1,other,3.22
SCML2,other,2.81
SCML4,other,0.224
SCN10A,in_trials,-0.778
SCN11A,in_trials,1.52
SCN1A,in_trials,8.78
SCN1B,other,1.69
SCN2A,in_trials,10.1
SCN2B,other,0.627
SCN3A,in_trials,7.16
SCN3B,other,1.54
SCN4A,in_trials,2.29
SCN4B,other,0.416
SCN5A,in_trials,5.13
SCN7A,in_trials,-0.683
SCN8A,in_trials,12.3
SCN9A,in_trials,1.26
SCNM1,other,0.21
SCNN1A,in_trials,-0.205
SCNN1B,in_trials,1.18
SCNN1D,other,-2.97
SCNN1G,in_trials,1.19
SCO1,other,-0.488
SCO2,other,-1.83
SCOC,other,1.07
SCP2,other,1.59
SCP2D1,other,-0.379
SCPEP1,other,1.01
SCRG1,other,0.282
SCRIB,other,-1.2
SCRN1,other,1.44
SCRN2,other,0.698
SCRN3,other,0.268
SCRT1,other,2.72
SCRT2,other,0.247
SCT,other,-2.12
SCTR,other,-0.211
SCUBE1,other,2.55
SCUBE2,other,0.553
SCUBE3,other,3.72
SCX,other,-0.11
SCYL1,other,1.49
SCYL2,other,2.36
SCYL3,other,1.31
SDAD1,other,0.314
SDC1,in_trials,-0.121
SDC2,other,0.321
SDC3,other,0.239
SDC4,other,0.304
SDCBP,other,1.46
SDCBP2,other,-0.438
SDCCAG8,other,0.529
SDE2,other,0.403
SDF2,other,0.659
SDF2L1,other,1.35
SDF4,other,1.01
SDHA,other,3.04
SDHAF1,other,-0.607
SDHAF2,other,0.16
SDHAF3,other,-1.57
SDHAF4,other,-0.441
SDHB,other,0.18
SDHC,other,1.52
SDHD,other,1.0
SDK1,other,-4.52
SDK2,other,3.07
SDR16C5,other,-0.171
SDR39U1,other,-0.538
SDR42E1,other,-2.29
SDR42E2,other,-2.42
SDR9C7,other,0.424
SDS,other,1.32
SDSL,other,-0.156
SEBOX,other,-0.0142
SEC11A,other,2.0
SEC11C,other,2.71
SEC13,other,0.722
SEC14L1,other,3.36
SEC14L2,other,1.65
SEC14L3,other,0.503
SEC14L4,other,1.27
SEC14L5,other,-3.91
SEC14L6,other,0.521
SEC16A,other,-0.515
SEC16B,other,0.251
SEC22A,other,0.189
SEC22B,other,3.5
SEC22C,other,0.71
SEC23A,other,2.12
SEC23B,other,0.892
SEC23IP,other,0.552
SEC24A,other,0.512
SEC24B,other,1.29
SEC24C,other,2.53
SEC24D,other,1.6
SEC31A,other,1.57
SEC31B,other,1.42
SEC61A1,other,5.53
SEC61A2,other,4.33
SEC61B,other,0.863
SEC61G,other,1.46
SEC62,other,2.71
SEC63,other,3.3
SECISBP2,other,-0.308
SECISBP2L,other,1.95
SECTM1,other,0.608
SEH1L,other,2.31
SEL1L,other,2.93
SEL1L2,other,0.359
SEL1L3,other,1.37
SELE,in_trials,-0.336
SELENBP1,other,0.762
SELENOF,other,-0.635
SELENOH,other,-1.72
SELENOI,other,2.17
SELENOK,other,-0.444
SELENOM,other,-0.758
SELENON,other,0.752
SELENOO,other,-2.45
SELENOP,other,0.285
SELENOS,other,-1.6
SELENOT,other,2.21
SELENOV,other,-0.259
SELENOW,other,-0.528
SELL,in_trials,-0.236
SELP,in_trials,-0.0623
SELPLG,in_trials,0.869
SEM1,approved,1.06
SEMA3A,other,2.6
SEMA3B,other,1.17
SEMA3C,other,1.26
SEMA3D,other,0.824
SEMA3E,other,0.807
SEMA3F,other,3.23
SEMA3G,other,0.917
SEMA4A,other,0.464
SEMA4B,other,0.639
SEMA4C,other,3.79
SEMA4D,in_trials,2.31
SEMA4F,other,1.02
SEMA4G,other,1.93
SEMA5A,other,1.47
SEMA5B,other,0.704
SEMA6A,other,-0.468
SEMA6B,other,0.681
SEMA6C,other,0.895
SEMA6D,other,1.87
SEMA7A,other,1.9
SEMG1,other,-0.857
SEMG2,other,-0.902
SENP1,other,2.6
SENP2,other,2.43
SENP3,other,3.06
SENP3-EIF4A1,other,3.17
SENP5,other,2.46
SENP6,other,0.759
SENP7,other,2.29
SENP8,other,1.28
SEPHS1,other,4.92
SEPHS2,other,0.903
SEPSECS,other,0.356
SEPTIN1,other,0.687
SEPTIN10,other,-1.36
SEPTIN11,other,2.61
SEPTIN12,other,-2.61
SEPTIN14,other,0.705
SEPTIN2,other,2.04
SEPTIN3,other,3.35
SEPTIN4,other,2.36
SEPTIN5,other,2.37
SEPTIN6,other,2.1
SEPTIN7,other,3.94
SEPTIN8,other,1.73
SEPTIN9,other,2.57
SERAC1,other,2.53
SERBP1,other,3.33
SERF1B,other,2.18
SERF2,other,1.54
SERGEF,other,0.651
SERHL2,other,0.331
SERINC1,other,1.16
SERINC2,other,-0.115
SERINC3,other,0.363
SERINC4,other,-1.53
SERINC5,other,0.89
SERP1,other,1.57
SERP2,other,1.13
SERPINA1,other,-0.7
SERPINA10,other,0.308
SERPINA11,other,-0.431
SERPINA12,other,-1.02
SERPINA2,other,-4.91
SERPINA3,other,-2.14
SERPINA4,other,-0.316
SERPINA5,other,-1.69
SERPINA6,other,0.589
SERPINA7,other,-0.951
SERPINA9,other,-1.85
SERPINB1,other,1.28
SERPINB10,other,-1.7
SERPINB11,other,-1.39
SERPINB12,other,-0.65
SERPINB13,other,-0.799
SERPINB2,other,-0.981
SERPINB3,other,-1.12
SERPINB4,other,-2.17
SERPINB5,other,0.987
SERPINB6,other,1.13
SERPINB7,other,-1.31
SERPINB8,other,-0.756
SERPINB9,other,-0.317
SERPINC1,in_trials,2.76
SERPIND1,other,0.079
SERPINE1,other,1.36
SERPINE2,other,1.56
SERPINE3,other,0.994
SERPINF1,other,-0.384
SERPINF2,other,2.02
SERPING1,other,1.81
SERPINH1,other,0.594
SERPINI1,other,0.374
SERPINI2,other,0.178
SERTAD1,other,0.648
SERTAD2,other,1.62
SERTAD3,other,-0.551
SERTAD4,other,0.888
SERTM1,other,1.21
SESN1,other,1.76
SESN2,other,2.38
SESN3,other,3.41
SESTD1,other,2.51
SET,other,4.53
SETBP1,other,1.66
SETD1A,other,2.15
SETD1B,other,4.69
SETD2,other,4.37
SETD3,other,2.24
SETD4,other,0.621
SETD5,other,2.27
SETD6,other,-1.81
SETD7,other,2.26
SETD9,other,0.685
SETDB1,other,5.48
SETDB2,other,2.08
SETMAR,other,-0.923
SETSIP,other,0.635
SETX,other,0.979
SEZ6,other,2.23
SEZ6L,other,1.88
SEZ6L2,other,1.79
SF1,other,4.39
SF3A1,other,5.58
SF3A2,other,1.13
SF3A3,other,5.03
SF3B1,other,11.6
SF3B2,other,4.83
SF3B3,other,7.59
SF3B4,other,5.09
SF3B5,other,1.63
SF3B6,other,2.86
SFI1,other,-0.492
SFMBT1,other,3.19
SFMBT2,other,1.08
SFN,other,1.01
SFPQ,other,1.98
SFR1,other,-0.151
SFRP1,other,1.51
SFRP2,other,1.06
SFRP4,other,-0.544
SFRP5,other,0.625
SFSWAP,other,3.09
SFT2D1,other,0.306
SFT2D2,other,0.22
SFT2D3,other,-1.64
SFTA2,other,0.0694
SFTA3,other,0.836
SFTPA1,other,1.38
SFTPA2,other,0.308
SFTPB,other,1.16
SFTPC,other,0.893
SFTPD,other,0.706
SFXN1,other,0.108
SFXN2,other,0.811
SFXN3,other,0.891
SFXN4,other,0.552
SFXN5,other,-0.178
SGCA,other,0.91
SGCB,other,-0.722
SGCD,other,-0.922
SGCE,other,1.47
SGCG,other,0.0675
SGCZ,other,-4.04
SGF29,other,4.52
SGIP1,other,1.21
SGK1,other,2.13
SGK2,other,1.25
SGK3,other,1.72
SGMS1,other,3.66
SGMS2,other,1.2
SGO1,other,-0.554
SGO2,other,0.975
SGPL1,other,2.47
SGPP1,other,0.814
SGPP2,other,1.37
SGSH,other,0.888
SGSM1,other,2.64
SGSM2,other,0.143
SGSM3,other,0.199
SGTA,other,1.94
SGTB,other,1.24
SH2B1,other,1.21
SH2B2,other,-0.512
SH2B3,other,-1.74
SH2D1A,other,2.01
SH2D1B,other,1.04
SH2D2A,other,0.23
SH2D3A,other,0.0491
SH2D3C,other,2.9
SH2D4A,other,-3.04
SH2D4B,other,0.04
SH2D5,other,0.813
SH2D6,other,0.7
SH2D7,other,0.137
SH3BGR,other,1.3
SH3BGRL,other,0.529
SH3BGRL2,other,-0.605
SH3BGRL3,other,0.0424
SH3BP1,other,0.879
SH3BP2,other,0.225
SH3BP4,other,1.53
SH3BP5,other,1.02
SH3BP5L,other,1.35
SH3D19,other,2.08
MNMIP1,other,-0.246
SH3GL1,other,0.932
SH3GL2,other,0.232
SH3GL3,other,1.14
SH3GLB1,other,1.47
SH3GLB2,other,1.71
SH3KBP1,other,2.92
SH3PXD2A,other,1.88
SH3PXD2B,other,1.78
SH3RF1,other,2.24
SH3RF2,other,0.141
SH3RF3,other,-0.0381
SH3TC1,other,-3.0
SH3TC2,other,0.328
SH3YL1,other,0.435
SHANK1,other,2.75
SHANK2,other,2.18
SHANK3,other,1.83
SHARPIN,other,-0.655
SHB,other,-1.61
SHBG,other,0.647
SHC1,other,1.56
SHC2,other,-0.756
SHC3,other,1.66
SHC4,other,0.104
SHCBP1,other,1.5
SHCBP1L,other,-0.198
SHD,other,-1.33
SHE,other,0.524
SHF,other,0.609
SHFL,other,2.8
SHH,other,2.75
SHISA2,other,-0.809
SHISA3,other,-0.27
SHISA4,other,0.555
SHISA5,other,0.518
SHISA6,other,1.3
SHISA7,other,1.96
SHISA8,other,1.12
SHISA9,other,0.671
SHISAL1,other,0.637
SHISAL2A,other,-0.273
SHISAL2B,other,0.325
SHKBP1,other,2.16
SHLD1,other,0.939
SHLD2,other,4.08
SHLD3,other,0.331
SHMT1,other,1.23
SHMT2,other,2.1
SHOC1,other,1.68
SHOC2,other,4.64
SHOX,other,-1.25
SHOX2,other,-0.607
SHPK,other,-0.45
SHPRH,other,2.94
SHQ1,other,-0.895
SHROOM1,other,-0.197
SHROOM2,other,0.303
SHROOM3,other,0.883
SHROOM4,other,1.86
SHTN1,other,1.82
SI,other,-2.09
SIAE,other,1.16
SIAH1,other,5.35
SIAH2,other,3.69
SIAH3,other,-0.549
SIDT1,other,-0.233
SIDT2,other,2.31
SIGIRR,other,-1.09
SIGLEC1,other,0.165
SIGLEC10,other,1.35
SIGLEC11,other,3.76
SIGLEC12,other,-1.05
SIGLEC14,other,3.56
SIGLEC15,other,-0.243
SIGLEC16,other,3.74
SIGLEC6,other,0.0644
SIGLEC7,other,1.12
SIGLEC8,in_trials,-0.0137
SIGLEC9,other,0.523
SIGLECL1,other,0.81
SIGMAR1,approved,1.29
SIK1,other,0.637
SIK1B,other,3.03
SIK2,other,3.64
SIK3,other,4.62
SIKE1,other,0.816
SIL1,other,1.29
SIM1,other,0.493
SIM2,other,0.353
SIMC1,other,2.46
SIN3A,other,5.89
SIN3B,other,5.38
SINHCAF,other,3.72
SIPA1,other,1.33
SIPA1L1,other,3.31
SIPA1L2,other,2.0
SIPA1L3,other,2.38
SIRPA,other,3.11
SIRPB1,other,0.152
SIRPB2,other,-0.0554
SIRPD,other,-1.56
SIRPG,other,-0.699
SIRT1,in_trials,0.895
SIRT2,other,1.35
SIRT3,other,-1.02
SIRT4,other,0.941
SIRT5,other,0.0306
SIRT6,other,0.124
SIRT7,other,0.342
SIT1,other,1.12
SIVA1,other,0.114
SIX1,other,0.734
SIX2,other,0.853
SIX3,other,2.6
SIX4,other,1.59
SIX5,other,-1.49
SIX6,other,0.441
SKA1,other,1.12
SKA2,other,1.18
SKA3,other,-0.488
SKAP1,other,0.924
SKAP2,other,1.41
SKI,other,0.29
SKIDA1,other,0.951
SKIL,other,0.581
SKIC2,other,2.35
SKOR1,other,0.271
SKOR2,other,0.758
SKP1,other,3.76
SKP2,other,2.43
SLA,other,0.808
SLA2,other,0.433
SLAIN1,other,1.57
SLAIN2,other,-0.354
SLAMF1,other,0.441
SLAMF6,other,0.962
SLAMF7,approved,0.0736
SLAMF8,other,-0.634
SLAMF9,other,0.0493
SLBP,other,-0.907
SLC10A1,other,-2.16
SLC10A2,other,-1.73
SLC10A3,other,1.74
SLC10A4,other,0.635
SLC10A5,other,0.489
SLC10A6,other,0.359
SLC10A7,other,2.3
SLC11A1,other,0.674
SLC11A2,other,2.82
SLC12A1,in_trials,0.308
SLC12A2,other,2.32
SLC12A3,in_trials,0.327
SLC12A4,other,1.98
SLC12A5,other,6.78
SLC12A6,other,4.41
SLC12A7,other,1.9
SLC12A8,other,0.28
SLC12A9,other,2.19
SLC13A1,other,-0.131
SLC13A2,other,1.21
SLC13A3,other,1.28
SLC13A4,other,2.05
SLC13A5,other,1.39
SLC14A1,other,0.189
SLC14A2,other,-0.414
SLC15A1,other,0.333
SLC15A2,other,-0.269
SLC15A3,other,0.557
SLC15A4,other,0.0731
SLC15A5,other,-0.146
SLC16A1,other,3.1
SLC16A10,other,2.15
SLC16A11,other,-0.704
SLC16A12,other,1.35
SLC16A13,other,0.921
SLC16A14,other,2.03
SLC16A2,other,3.26
SLC16A3,other,-1.06
SLC16A4,other,0.887
SLC16A5,other,1.18
SLC16A6,other,3.49
SLC16A7,other,0.0898
SLC16A8,other,-1.2
SLC16A9,other,0.642
SLC17A1,other,0.54
SLC17A2,other,1.34
SLC17A3,other,-0.509
SLC17A4,other,0.211
SLC17A5,other,1.28
SLC17A6,other,2.15
SLC17A7,other,4.1
SLC17A8,other,1.15
SLC17A9,other,0.775
SLC18A1,other,-4.35
SLC18A2,in_trials,1.64
SLC18A3,other,0.104
SLC18B1,other,-0.925
SLC19A1,other,-0.0615
SLC19A2,other,0.822
SLC19A3,other,0.082
SLC1A1,other,-1.37
SLC1A2,other,3.61
SLC1A3,other,2.32
SLC1A4,other,2.28
SLC1A5,other,1.61
SLC1A6,other,3.54
SLC1A7,other,0.362
SLC20A1,other,2.44
SLC20A2,other,3.48
SLC22A1,other,0.649
SLC22A10,other,-1.69
SLC22A11,other,0.735
SLC22A12,other,0.917
SLC22A13,other,0.301
SLC22A14,other,1.0
SLC22A15,other,0.721
SLC22A16,other,-0.354
SLC22A17,other,1.32
SLC67A1,other,-0.4
SLC67A1-AS,other,-0.377
SLC22A2,other,0.0894
SLC22A23,other,1.94
SLC22A24,other,-1.81
SLC22A25,other,-2.21
SLC22A3,other,0.242
SLC22A31,other,-2.2
SLC22A4,other,1.66
SLC22A5,other,0.761
SLC22A6,other,1.72
SLC22A7,other,1.97
SLC22A8,other,1.5
SLC22A9,other,-1.33
SLC23A1,other,2.18
SLC23A2,other,4.92
SLC23A3,other,1.36
SLC24A1,other,2.2
SLC24A2,other,-0.42
SLC24A3,other,2.71
SLC24A4,other,1.35
SLC24A5,other,0.401
SLC25A1,other,1.0
SLC25A10,other,0.182
SLC25A11,other,2.71
SLC25A12,other,3.31
SLC25A13,other,0.816
SLC25A14,other,3.38
SLC25A15,other,1.27
SLC25A16,other,0.121
SLC25A17,other,0.878
SLC25A18,other,0.99
SLC25A19,other,0.987
SLC25A2,other,0.467
SLC25A20,other,1.03
SLC25A21,other,-0.0402
SLC25A22,other,1.23
SLC25A23,other,1.28
SLC25A24,other,0.394
SLC25A25,other,2.34
SLC25A26,other,-1.38
SLC25A27,other,1.24
SLC25A28,other,4.51
SLC25A29,other,-0.553
SLC25A3,other,1.46
SLC25A30,other,1.34
SLC25A31,other,1.01
SLC25A32,other,0.606
SLC25A33,other,3.02
SLC25A34,other,0.543
SLC25A35,other,0.411
SLC25A36,other,1.9
SLC25A37,other,1.22
SLC25A38,other,0.969
SLC25A39,other,-0.275
SLC25A4,other,2.48
SLC25A40,other,0.164
SLC25A41,other,-0.0428
SLC25A42,other,1.57
SLC25A43,other,1.18
SLC25A44,other,2.06
SLC25A45,other,0.62
SLC25A46,other,-0.454
SLC25A47,other,0.241
SLC25A48,other,0.492
SLC25A5,other,4.33
SLC25A51,other,3.67
SLC25A52,other,1.49
SLC25A53,other,0.703
SLC25A6,other,0.742
SLC26A1,other,-0.387
SLC26A11,other,0.065
SLC26A2,other,1.07
SLC26A3,other,0.0741
SLC26A4,other,-2.51
SLC26A5,other,1.91
SLC26A6,other,0.97
SLC26A7,other,-0.408
SLC26A8,other,2.28
SLC26A9,other,1.22
SLC27A1,other,0.406
SLC27A2,other,0.59
SLC27A3,other,-2.09
SLC27A4,other,0.854
SLC27A5,other,-0.267
SLC27A6,other,-0.963
SLC28A1,other,-0.0768
SLC28A2,other,0.699
SLC28A3,other,1.9
SLC29A1,in_trials,1.5
SLC29A2,other,0.809
SLC29A3,other,0.398
SLC29A4,other,-1.77
SLC2A1,other,5.2
SLC2A10,other,0.221
SLC2A11,other,1.2
SLC2A12,other,1.43
SLC2A13,other,1.28
SLC2A14,other,3.29
SLC2A2,other,1.39
SLC2A3,other,2.12
SLC2A4,other,1.96
SLC2A4RG,other,-0.261
SLC2A5,other,1.41
SLC2A6,other,0.924
SLC2A7,other,-0.0641
SLC2A8,other,-0.269
SLC2A9,other,-0.138
SLC30A1,other,3.38
SLC30A10,other,2.05
SLC30A2,other,1.8
SLC30A3,other,2.4
SLC30A4,other,1.64
SLC30A5,other,1.96
SLC30A6,other,-0.688
SLC30A7,other,-0.259
SLC30A8,other,0.26
SLC30A9,other,2.0
SLC31A1,other,2.21
SLC31A2,other,1.1
SLC32A1,other,3.64
SLC33A1,other,3.01
SLC34A1,other,0.584
SLC34A2,other,-0.0328
SLC34A3,other,-2.16
SLC35A1,other,1.86
SLC35A2,other,3.43
SLC35A3,other,1.61
SLC35A4,other,0.242
SLC35A5,other,-0.415
SLC35B1,other,1.35
SLC35B2,other,-1.56
SLC35B3,other,1.22
SLC35B4,other,1.68
SLC35C1,other,1.1
SLC35H1,other,1.12
SLC35D1,other,0.604
SLC35D2,other,0.598
SLC35D3,other,0.17
SLC35E1,other,2.55
SLC35E2B,other,4.06
SLC35E3,other,0.228
SLC35E4,other,1.3
SLC35F1,other,1.83
SLC35F2,other,0.879
SLC35F3,other,1.94
SLC35F4,other,0.425
SLC35F5,other,1.02
SLC35F6,other,1.15
SLC35G1,other,0.698
SLC35G2,other,1.48
SLC35G3,other,1.02
SLC35G4,other,0.666
SLC35G5,other,-2.28
SLC35G6,other,1.26
SLC36A1,other,1.54
SLC36A2,other,0.409
SLC36A3,other,0.686
SLC36A4,other,-0.0458
SLC37A1,other,2.09
SLC37A2,other,1.3
SLC37A3,other,1.65
SLC37A4,other,0.122
SLC38A1,other,2.45
SLC38A10,other,0.803
SLC38A11,other,-0.321
SLC38A2,other,1.36
SLC38A3,other,3.33
SLC38A4,other,2.28
SLC38A5,other,3.04
SLC38A6,other,-0.553
SLC38A7,other,2.2
SLC38A8,other,-7.7
SLC38A9,other,2.27
SLC39A1,other,1.21
SLC39A10,other,2.5
SLC39A11,other,-0.0349
SLC39A12,other,-1.19
SLC39A13,other,1.84
SLC39A14,other,2.91
SLC39A2,other,-0.0979
SLC39A3,other,0.499
SLC39A4,other,-1.87
SLC39A5,other,0.16
SLC39A6,other,1.72
SLC39A7,other,1.6
SLC39A8,other,1.57
SLC39A9,other,2.14
SLC3A1,other,-4.56
SLC3A2,other,1.53
SLC40A1,other,2.43
SLC41A1,other,2.79
SLC41A2,other,2.72
SLC41A3,other,0.88
SLC43A1,other,1.91
SLC43A2,other,1.74
SLC43A3,other,1.38
SLC44A1,other,1.66
SLC44A2,other,1.77
SLC44A3,other,1.2
SLC44A4,other,1.48
SLC44A5,other,1.7
SLC45A1,other,3.01
SLC45A2,other,-0.79
SLC45A3,other,2.12
SLC45A4,other,1.64
SLC46A1,other,1.25
SLC46A2,other,-0.00498
SLC46A3,other,0.628
SLC47A1,other,0.211
SLC47A2,other,0.579
SLC48A1,other,1.19
SLC49A3,other,-2.02
SLC49A4,other,1.78
SLC4A1,other,2.78
SLC4A10,other,4.98
SLC4A11,other,1.38
SLC4A1AP,other,0.467
SLC4A2,other,4.68
SLC4A3,other,3.72
SLC4A4,other,4.78
SLC4A5,other,2.24
SLC4A7,other,3.04
SLC4A8,other,5.7
SLC4A9,other,1.27
SLC50A1,other,1.04
SLC51A,other,0.917
SLC51B,other,-0.0105
SLC52A1,other,0.524
SLC52A2,other,-0.641
SLC52A3,other,1.12
SLC5A1,approved,3.23
SLC5A10,other,1.3
SLC5A11,other,1.19
SLC5A12,other,0.904
SLC5A2,approved,-1.12
SLC5A3,other,4.07
SLC5A4,other,1.53
SLC5A5,other,0.768
SLC5A6,other,2.09
SLC5A7,other,3.2
SLC5A8,other,0.692
SLC5A9,other,0.706
SLC66A1,other,1.06
SLC66A2,other,-0.505
SLC66A3,other,0.424
SLC6A1,other,5.92
SLC6A11,other,3.88
SLC6A12,other,1.92
SLC6A13,other,0.394
SLC6A14,other,2.0
SLC6A15,other,1.84
SLC6A16,other,1.38
SLC6A17,other,3.86
