gene,culture_condition,n_sig
SLC61A1,Rest,0
SLC61A1,Stim48hr,0
SLC61A1,Stim8hr,0
SLC66A1,Rest,0
SLC66A1,Stim48hr,0
SLC66A1,Stim8hr,0
SLC66A2,Rest,0
SLC66A2,Stim48hr,0
SLC66A2,Stim8hr,0
SLC66A3,Rest,0
SLC66A3,Stim48hr,0
SLC66A3,Stim8hr,0
SLC67A1,Rest,0
SLC67A1,Stim48hr,0
SLC67A1,Stim8hr,0
SLC67A2,Rest,0
SLC67A2,Stim48hr,0
SLC67A2,Stim8hr,0
SLC68A1,Rest,0
SLC68A1,Stim48hr,0
SLC68A1,Stim8hr,0
SLC6A1,Rest,0
SLC6A1,Stim48hr,0
SLC6A1,Stim8hr,0
SLC6A6,Rest,0
SLC6A6,Stim48hr,0
SLC6A6,Stim8hr,0
SLC6A8,Rest,0
SLC6A8,Stim48hr,0
SLC6A8,Stim8hr,0
SLC6A9,Rest,0
SLC6A9,Stim48hr,0
SLC6A9,Stim8hr,0
SLC71A1,Rest,0
SLC71A1,Stim48hr,0
SLC71A1,Stim8hr,0
SLC71A2,Rest,0
SLC71A2,Stim8hr,0
SLC75A1,Rest,0
SLC75A1,Stim48hr,0
SLC75A1,Stim8hr,0
SLC7A11,Rest,1
SLC7A11,Stim48hr,1
SLC7A11,Stim8hr,2
SLC7A5,Rest,0
SLC7A5,Stim48hr,0
SLC7A5,Stim8hr,0
SLC7A6,Rest,0
SLC7A6,Stim48hr,0
SLC7A6,Stim8hr,0
SLC7A7,Rest,1
SLC7A7,Stim48hr,0
SLC7A7,Stim8hr,0
SLC7A8,Rest,0
SLC7A8,Stim48hr,0
SLC7A8,Stim8hr,0
SLC8B1,Rest,0
SLC8B1,Stim48hr,0
SLC8B1,Stim8hr,0
SLC9A1,Rest,0
SLC9A1,Stim48hr,0
SLC9A1,Stim8hr,0
SLC9A5,Rest,0
SLC9A5,Stim48hr,0
SLC9A5,Stim8hr,0
SLC9A6,Rest,0
SLC9A6,Stim48hr,0
SLC9A6,Stim8hr,0
SLC9A7,Rest,0
SLC9A7,Stim48hr,0
SLC9A7,Stim8hr,0
SLC9A8,Rest,0
SLC9A8,Stim48hr,0
SLC9A8,Stim8hr,0
SLC9A9,Rest,0
SLC9A9,Stim48hr,0
SLC9A9,Stim8hr,0
SLC9B1,Rest,0
SLC9B1,Stim48hr,0
SLC9B1,Stim8hr,0
SLC9B2,Rest,0
SLC9B2,Stim48hr,0
SLC9B2,Stim8hr,0
SLC9D1,Rest,0
SLC9D1,Stim48hr,0
SLC9D1,Stim8hr,0
SLCO3A1,Rest,0
SLCO3A1,Stim48hr,0
SLCO3A1,Stim8hr,0
SLCO4A1,Stim48hr,0
SLCO4A1,Stim8hr,0
SLCO4C1,Rest,0
SLCO4C1,Stim48hr,0
SLCO4C1,Stim8hr,0
SLF1,Rest,0
SLF1,Stim48hr,0
SLF1,Stim8hr,0
SLFN11,Rest,0
SLFN11,Stim48hr,0
SLFN11,Stim8hr,0
SLFN12,Rest,0
SLFN12,Stim48hr,0
SLFN12,Stim8hr,0
SLFN12L,Rest,0
SLFN12L,Stim48hr,0
SLFN12L,Stim8hr,0
SLFN14,Rest,0
SLFN14,Stim48hr,0
SLFN14,Stim8hr,0
SLFN5,Rest,0
SLFN5,Stim48hr,0
SLFN5,Stim8hr,0
SLFNL1,Rest,0
SLFNL1,Stim48hr,0
SLFNL1,Stim8hr,0
SLIRP,Rest,0
SLIRP,Stim48hr,0
SLIRP,Stim8hr,0
SLIT3,Rest,1
SLIT3,Stim48hr,0
SLIT3,Stim8hr,0
SLK,Rest,0
SLK,Stim48hr,0
SLK,Stim8hr,5
SLMAP,Rest,0
SLMAP,Stim48hr,0
SLMAP,Stim8hr,0
SLPI,Rest,0
SLPI,Stim48hr,0
SLPI,Stim8hr,0
SLTM,Rest,0
SLTM,Stim48hr,0
SLTM,Stim8hr,0
SLX1A,Rest,0
SLX1A,Stim48hr,0
SLX1A,Stim8hr,0
SLX1B,Rest,0
SLX1B,Stim48hr,0
SLX1B,Stim8hr,2
SLX4,Rest,0
SLX4,Stim48hr,0
SLX4,Stim8hr,0
SLX4IP,Rest,0
SLX4IP,Stim48hr,0
SLX4IP,Stim8hr,0
SLX9,Rest,0
SLX9,Stim48hr,0
SLX9,Stim8hr,0
SMAD1,Rest,0
SMAD1,Stim48hr,0
SMAD1,Stim8hr,0
SMAD2,Rest,0
SMAD2,Stim48hr,0
SMAD2,Stim8hr,0
SMAD3,Rest,2
SMAD3,Stim48hr,0
SMAD3,Stim8hr,1
SMAD4,Rest,1
SMAD4,Stim48hr,0
SMAD4,Stim8hr,1
SMAD5,Rest,0
SMAD5,Stim48hr,0
SMAD5,Stim8hr,0
SMAD7,Rest,0
SMAD7,Stim48hr,0
SMAD7,Stim8hr,0
SMAD9,Rest,0
SMAD9,Stim48hr,0
SMAD9,Stim8hr,0
SMAGP,Rest,0
SMAGP,Stim48hr,0
SMAGP,Stim8hr,1
SMAP1,Rest,0
SMAP1,Stim48hr,0
SMAP1,Stim8hr,0
SMAP2,Rest,0
SMAP2,Stim48hr,0
SMAP2,Stim8hr,0
SMARCA1,Rest,0
SMARCA1,Stim48hr,0
SMARCA1,Stim8hr,0
SMARCA2,Rest,0
SMARCA2,Stim48hr,0
SMARCA2,Stim8hr,0
SMARCA4,Rest,0
SMARCA4,Stim48hr,3
SMARCA4,Stim8hr,2
SMARCA5,Rest,7
SMARCA5,Stim48hr,0
SMARCA5,Stim8hr,2
SMARCAD1,Rest,0
SMARCAD1,Stim48hr,0
SMARCAD1,Stim8hr,0
SMARCAL1,Rest,0
SMARCAL1,Stim48hr,0
SMARCAL1,Stim8hr,0
SMARCB1,Rest,4
SMARCB1,Stim48hr,10
SMARCB1,Stim8hr,9
SMARCC1,Rest,0
SMARCC1,Stim48hr,2
SMARCC1,Stim8hr,2
SMARCC2,Rest,0
SMARCC2,Stim48hr,0
SMARCC2,Stim8hr,0
SMARCD1,Rest,0
SMARCD1,Stim48hr,0
SMARCD1,Stim8hr,0
SMARCD2,Rest,0
SMARCD2,Stim48hr,0
SMARCD2,Stim8hr,0
SMARCD3,Stim48hr,2
SMARCE1,Rest,5
SMARCE1,Stim48hr,8
SMARCE1,Stim8hr,14
SMCHD1,Rest,0
SMCHD1,Stim48hr,0
SMCHD1,Stim8hr,0
SMCO4,Rest,0
SMCO4,Stim48hr,0
SMCO4,Stim8hr,0
SMCR8,Rest,0
SMCR8,Stim48hr,1
SMCR8,Stim8hr,0
SMDT1,Rest,0
SMDT1,Stim48hr,0
SMDT1,Stim8hr,0
SMG1,Rest,1
SMG1,Stim48hr,3
SMG1,Stim8hr,3
SMG5,Rest,0
SMG5,Stim48hr,0
SMG6,Rest,0
SMG6,Stim48hr,0
SMG6,Stim8hr,0
SMG7,Rest,2
SMG7,Stim48hr,2
SMG7,Stim8hr,5
SMG8,Rest,0
SMG8,Stim48hr,1
SMG8,Stim8hr,2
SMG9,Rest,0
SMG9,Stim48hr,3
SMG9,Stim8hr,1
SMIM1,Rest,0
SMIM1,Stim48hr,0
SMIM1,Stim8hr,0
SMIM10L1,Rest,0
SMIM10L1,Stim48hr,0
SMIM10L1,Stim8hr,0
SMIM11,Rest,0
SMIM11,Stim48hr,0
SMIM11,Stim8hr,0
SMIM12,Rest,0
SMIM12,Stim48hr,0
SMIM12,Stim8hr,0
SMIM13,Rest,0
SMIM13,Stim48hr,0
SMIM13,Stim8hr,0
SMIM14,Rest,0
SMIM14,Stim48hr,0
SMIM14,Stim8hr,0
SMIM15,Rest,0
SMIM15,Stim48hr,0
SMIM15,Stim8hr,0
SMIM19,Rest,0
SMIM19,Stim48hr,0
SMIM19,Stim8hr,0
SMIM20,Rest,0
SMIM20,Stim48hr,0
SMIM20,Stim8hr,0
SMIM22,Rest,0
SMIM22,Stim48hr,0
SMIM22,Stim8hr,0
SMIM24,Rest,0
SMIM24,Stim48hr,0
SMIM24,Stim8hr,0
SMIM29,Rest,0
SMIM29,Stim48hr,0
SMIM29,Stim8hr,0
SMIM3,Rest,0
SMIM3,Stim48hr,0
SMIM3,Stim8hr,0
SMIM5,Rest,0
SMIM5,Stim48hr,0
SMIM5,Stim8hr,0
SMIM7,Stim48hr,0
SMIM7,Stim8hr,0
SMIM8,Stim48hr,0
SMKR1,Rest,0
SMKR1,Stim48hr,0
SMKR1,Stim8hr,0
SMNDC1,Rest,0
SMNDC1,Stim48hr,0
SMNDC1,Stim8hr,0
SMOX,Rest,0
SMOX,Stim48hr,0
SMOX,Stim8hr,0
SMPD1,Rest,0
SMPD1,Stim48hr,0
SMPD1,Stim8hr,0
SMPD2,Rest,0
SMPD2,Stim48hr,0
SMPD2,Stim8hr,0
SMPD3,Rest,0
SMPD3,Stim48hr,0
SMPD3,Stim8hr,0
SMPD4,Rest,1
SMPD4,Stim48hr,0
SMPD4,Stim8hr,0
SMR3B,Rest,0
SMR3B,Stim48hr,0
SMR3B,Stim8hr,0
SMS,Rest,7
SMS,Stim48hr,0
SMS,Stim8hr,0
SMTN,Rest,0
SMTN,Stim48hr,0
SMTN,Stim8hr,0
SMTNL1,Rest,0
SMTNL1,Stim48hr,0
SMTNL1,Stim8hr,0
SMUG1,Rest,0
SMUG1,Stim48hr,0
SMUG1,Stim8hr,0
SMURF1,Rest,0
SMURF1,Stim48hr,0
SMURF1,Stim8hr,0
SMURF2,Rest,0
SMURF2,Stim48hr,0
SMURF2,Stim8hr,0
SMYD2,Rest,0
SMYD2,Stim48hr,0
SMYD2,Stim8hr,0
SMYD3,Rest,0
SMYD3,Stim48hr,0
SMYD3,Stim8hr,0
SMYD5,Rest,0
SMYD5,Stim48hr,0
SMYD5,Stim8hr,0
SNAI1,Rest,0
SNAI1,Stim48hr,0
SNAI1,Stim8hr,0
SNAI2,Rest,0
SNAI2,Stim48hr,0
SNAI2,Stim8hr,0
SNAI3,Rest,0
SNAI3,Stim48hr,0
SNAI3,Stim8hr,0
SNAP23,Rest,0
SNAP23,Stim48hr,0
SNAP23,Stim8hr,0
SNAP25,Rest,0
SNAP25,Stim48hr,0
SNAP25,Stim8hr,0
SNAP29,Rest,0
SNAP29,Stim48hr,0
SNAP29,Stim8hr,0
SNAP47,Rest,0
SNAP47,Stim48hr,0
SNAP47,Stim8hr,0
SNAPC1,Stim48hr,0
SNAPC1,Stim8hr,0
SNAPC3,Rest,0
SNAPC3,Stim48hr,0
SNAPC3,Stim8hr,0
SNAPIN,Rest,0
SNAPIN,Stim48hr,0
SNAPIN,Stim8hr,0
SNCA,Rest,0
SNCA,Stim48hr,0
SNCA,Stim8hr,0
SND1,Rest,0
SND1,Stim48hr,0
SND1,Stim8hr,4
SNED1,Rest,0
SNED1,Stim48hr,0
SNED1,Stim8hr,0
SNF8,Rest,0
SNF8,Stim8hr,0
SNHG32,Rest,0
SNHG32,Stim48hr,0
SNHG32,Stim8hr,0
SNN,Rest,0
SNN,Stim48hr,0
SNN,Stim8hr,0
SNPH,Rest,0
SNPH,Stim48hr,0
SNPH,Stim8hr,0
SNRK,Rest,0
SNRK,Stim48hr,0
SNRK,Stim8hr,0
SNRNP40,Rest,0
SNRNP40,Stim8hr,1
SNRPA,Rest,0
SNRPA,Stim48hr,0
SNRPA,Stim8hr,0
SNRPB,Rest,0
SNRPB,Stim48hr,0
SNRPB,Stim8hr,0
SNRPB2,Rest,0
SNRPB2,Stim48hr,0
SNRPB2,Stim8hr,0
SNTA1,Rest,1
SNTA1,Stim48hr,0
SNTA1,Stim8hr,0
SNTB1,Rest,0
SNTB1,Stim8hr,0
SNTB2,Rest,0
SNTB2,Stim48hr,0
SNTB2,Stim8hr,0
SNU13,Rest,0
SNU13,Stim48hr,0
SNU13,Stim8hr,0
SNUPN,Rest,0
SNUPN,Stim48hr,0
SNUPN,Stim8hr,0
SNURF,Rest,0
SNURF,Stim48hr,0
SNURF,Stim8hr,0
SNX1,Rest,0
SNX1,Stim48hr,0
SNX1,Stim8hr,0
SNX10,Rest,1
SNX10,Stim48hr,0
SNX10,Stim8hr,0
SNX11,Rest,0
SNX11,Stim48hr,0
SNX11,Stim8hr,0
SNX12,Rest,0
SNX12,Stim48hr,0
SNX12,Stim8hr,0
SNX13,Rest,0
SNX13,Stim48hr,0
SNX13,Stim8hr,0
SNX14,Rest,0
SNX14,Stim48hr,0
SNX14,Stim8hr,0
SNX16,Rest,0
SNX16,Stim48hr,0
SNX16,Stim8hr,0
SNX17,Rest,0
SNX17,Stim48hr,0
SNX17,Stim8hr,0
SNX18,Rest,0
SNX18,Stim48hr,0
SNX18,Stim8hr,0
SNX19,Rest,0
SNX19,Stim48hr,0
SNX19,Stim8hr,0
SNX2,Rest,1
SNX2,Stim48hr,0
SNX2,Stim8hr,0
SNX20,Rest,0
SNX20,Stim48hr,0
SNX20,Stim8hr,0
SNX24,Rest,0
SNX24,Stim48hr,0
SNX24,Stim8hr,0
SNX25,Stim48hr,0
SNX25,Stim8hr,0
SNX27,Rest,0
SNX27,Stim48hr,0
SNX27,Stim8hr,0
SNX29,Rest,0
SNX29,Stim48hr,0
SNX29,Stim8hr,0
SNX3,Rest,0
SNX3,Stim48hr,0
SNX3,Stim8hr,0
SNX30,Rest,0
SNX30,Stim48hr,0
SNX30,Stim8hr,0
SNX33,Rest,0
SNX33,Stim48hr,0
SNX33,Stim8hr,0
SNX4,Rest,0
SNX4,Stim48hr,0
SNX4,Stim8hr,0
SNX5,Rest,0
SNX5,Stim48hr,0
SNX5,Stim8hr,0
SNX6,Rest,0
SNX6,Stim48hr,0
SNX6,Stim8hr,0
SNX8,Rest,1
SNX8,Stim48hr,0
SNX8,Stim8hr,0
SNX9,Rest,0
SNX9,Stim48hr,0
SNX9,Stim8hr,0
SOAT1,Rest,0
SOAT1,Stim48hr,0
SOAT1,Stim8hr,0
SOAT2,Rest,0
SOAT2,Stim48hr,0
SOAT2,Stim8hr,0
SOCS1,Rest,0
SOCS1,Stim48hr,0
SOCS1,Stim8hr,0
SOCS2,Rest,0
SOCS2,Stim48hr,0
SOCS2,Stim8hr,0
SOCS3,Rest,0
SOCS3,Stim48hr,0
SOCS3,Stim8hr,0
SOCS4,Rest,2
SOCS4,Stim48hr,0
SOCS4,Stim8hr,0
SOCS5,Rest,2
SOCS5,Stim48hr,0
SOCS5,Stim8hr,0
SOCS7,Rest,0
SOCS7,Stim48hr,0
SOCS7,Stim8hr,0
SOD2,Rest,0
SOD2,Stim48hr,0
SOD2,Stim8hr,1
SOHLH1,Rest,0
SOHLH1,Stim48hr,0
SOHLH1,Stim8hr,0
SOHLH2,Rest,0
SOHLH2,Stim48hr,0
SOHLH2,Stim8hr,0
SORBS2,Rest,0
SORBS2,Stim48hr,0
SORBS2,Stim8hr,0
SORBS3,Rest,0
SORBS3,Stim48hr,0
SORBS3,Stim8hr,0
SORCS3,Rest,0
SORCS3,Stim48hr,0
SORCS3,Stim8hr,0
SORD,Rest,0
SORD,Stim48hr,0
SORD,Stim8hr,0
SORL1,Rest,0
SORL1,Stim48hr,0
SORL1,Stim8hr,0
SOS1,Rest,0
SOS1,Stim48hr,0
SOS1,Stim8hr,0
SOS2,Rest,0
SOS2,Stim48hr,0
SOS2,Stim8hr,0
SOWAHC,Rest,0
SOWAHC,Stim48hr,0
SOWAHC,Stim8hr,0
SOX1,Rest,0
SOX1,Stim48hr,0
SOX1,Stim8hr,0
SOX10,Rest,0
SOX10,Stim48hr,0
SOX10,Stim8hr,0
SOX11,Rest,0
SOX11,Stim48hr,0
SOX11,Stim8hr,0
SOX12,Rest,0
SOX12,Stim48hr,0
SOX12,Stim8hr,0
SOX13,Rest,0
SOX13,Stim48hr,0
SOX13,Stim8hr,0
SOX14,Rest,0
SOX14,Stim48hr,0
SOX14,Stim8hr,0
SOX15,Rest,0
SOX15,Stim48hr,0
SOX15,Stim8hr,0
SOX17,Rest,0
SOX17,Stim48hr,0
SOX17,Stim8hr,0
SOX18,Rest,0
SOX18,Stim48hr,0
SOX18,Stim8hr,0
SOX2,Rest,0
SOX2,Stim48hr,0
SOX2,Stim8hr,0
SOX21,Rest,0
SOX21,Stim48hr,0
SOX21,Stim8hr,0
SOX3,Rest,0
SOX3,Stim48hr,0
SOX3,Stim8hr,0
SOX30,Rest,0
SOX30,Stim48hr,0
SOX30,Stim8hr,0
SOX4,Rest,0
SOX4,Stim48hr,0
SOX4,Stim8hr,0
SOX5,Rest,0
SOX5,Stim48hr,0
SOX5,Stim8hr,0
SOX6,Rest,0
SOX6,Stim48hr,0
SOX6,Stim8hr,0
SOX7,Rest,0
SOX7,Stim48hr,0
SOX7,Stim8hr,0
SOX8,Rest,0
SOX8,Stim48hr,1
SOX8,Stim8hr,0
SOX9,Rest,0
SOX9,Stim48hr,0
SOX9,Stim8hr,0
SP1,Rest,0
SP1,Stim48hr,0
SP1,Stim8hr,1
SP100,Rest,0
SP100,Stim48hr,0
SP100,Stim8hr,1
SP110,Rest,0
SP110,Stim48hr,0
SP110,Stim8hr,0
SP140,Rest,1
SP140,Stim48hr,0
SP140,Stim8hr,0
SP140L,Rest,0
SP140L,Stim48hr,0
SP140L,Stim8hr,0
SP2,Rest,0
SP2,Stim48hr,1
SP2,Stim8hr,1
SP3,Rest,0
SP3,Stim48hr,0
SP3,Stim8hr,0
SP4,Rest,0
SP4,Stim48hr,0
SP4,Stim8hr,0
SP5,Rest,0
SP5,Stim48hr,0
SP5,Stim8hr,0
SP6,Rest,0
SP6,Stim48hr,0
SP6,Stim8hr,0
SP7,Rest,0
SP7,Stim48hr,0
SP7,Stim8hr,0
SP8,Rest,0
SP8,Stim48hr,0
SP8,Stim8hr,0
SP9,Rest,0
SP9,Stim48hr,0
SP9,Stim8hr,0
SPACA6,Rest,0
SPACA6,Stim48hr,0
SPACA6,Stim8hr,0
SPACA9,Rest,0
SPACA9,Stim48hr,0
SPACA9,Stim8hr,0
SPACDR,Rest,0
SPACDR,Stim48hr,0
SPACDR,Stim8hr,0
SPAG1,Rest,0
SPAG1,Stim48hr,0
SPAG1,Stim8hr,0
SPAG16,Rest,0
SPAG16,Stim48hr,0
SPAG16,Stim8hr,0
SPAG4,Rest,0
SPAG4,Stim48hr,0
SPAG4,Stim8hr,0
SPAG5,Rest,0
SPAG5,Stim48hr,0
SPAG5,Stim8hr,0
SPAG7,Rest,2
SPAG7,Stim48hr,0
SPAG7,Stim8hr,0
SPAG8,Stim48hr,0
SPAG8,Stim8hr,0
SPAG9,Rest,0
SPAG9,Stim48hr,0
SPAG9,Stim8hr,0
SPARC,Rest,0
SPARC,Stim48hr,0
SPARC,Stim8hr,0
SPARCL1,Rest,0
SPARCL1,Stim48hr,0
SPARCL1,Stim8hr,0
SPART,Rest,0
SPART,Stim48hr,0
SPART,Stim8hr,0
SPAST,Rest,0
SPAST,Stim48hr,0
SPAST,Stim8hr,0
SPATA13,Rest,0
SPATA13,Stim48hr,0
SPATA13,Stim8hr,0
SPATA2,Rest,0
SPATA2,Stim48hr,0
SPATA2,Stim8hr,0
SPATA20,Rest,0
SPATA20,Stim48hr,0
SPATA20,Stim8hr,0
SPATA24,Rest,0
SPATA24,Stim48hr,0
SPATA24,Stim8hr,0
SPATA25,Rest,0
SPATA25,Stim48hr,0
SPATA25,Stim8hr,0
SPATA2L,Rest,0
SPATA2L,Stim48hr,0
SPATA2L,Stim8hr,0
SPATA32,Rest,0
SPATA32,Stim48hr,0
SPATA32,Stim8hr,0
SPATA33,Rest,0
SPATA33,Stim48hr,0
SPATA33,Stim8hr,0
SPATA6,Rest,0
SPATA6,Stim48hr,0
SPATA6,Stim8hr,0
SPATA6L,Rest,0
SPATA6L,Stim48hr,0
SPATA6L,Stim8hr,0
SPATA7,Rest,0
SPATA7,Stim48hr,0
SPATA7,Stim8hr,0
SPATC1L,Rest,0
SPATC1L,Stim48hr,0
SPATC1L,Stim8hr,0
SPATS2,Rest,0
SPATS2,Stim48hr,0
SPATS2,Stim8hr,0
SPATS2L,Rest,0
SPATS2L,Stim48hr,0
SPATS2L,Stim8hr,0
SPCS1,Rest,0
SPCS1,Stim48hr,0
SPCS1,Stim8hr,0
SPCS2,Rest,0
SPCS2,Stim48hr,0
SPCS2,Stim8hr,0
SPDEF,Rest,0
SPDEF,Stim48hr,0
SPDEF,Stim8hr,0
SPDYA,Rest,0
SPDYA,Stim48hr,0
SPDYA,Stim8hr,0
SPDYE2,Rest,0
SPDYE2,Stim48hr,0
SPDYE2,Stim8hr,0
SPDYE3,Rest,4
SPDYE3,Stim48hr,0
SPDYE3,Stim8hr,0
SPECC1,Rest,0
SPECC1,Stim48hr,0
SPECC1,Stim8hr,0
SPECC1L,Rest,0
SPECC1L,Stim48hr,0
SPECC1L,Stim8hr,0
SPEF2,Rest,0
SPEF2,Stim48hr,0
SPEF2,Stim8hr,0
SPEG,Rest,0
SPEG,Stim48hr,0
SPEG,Stim8hr,0
SPEN,Rest,0
SPEN,Stim48hr,0
SPEN,Stim8hr,0
SPG11,Rest,0
SPG11,Stim48hr,1
SPG11,Stim8hr,0
SPG21,Rest,0
SPG21,Stim48hr,0
SPG21,Stim8hr,0
SPG7,Rest,0
SPG7,Stim48hr,0
SPG7,Stim8hr,0
SPHK1,Rest,0
SPHK1,Stim48hr,0
SPHK1,Stim8hr,0
SPHK2,Rest,0
SPHK2,Stim48hr,0
SPHK2,Stim8hr,0
SPI1,Rest,0
SPI1,Stim48hr,0
SPI1,Stim8hr,0
SPIB,Rest,0
SPIB,Stim48hr,0
SPIB,Stim8hr,0
SPIC,Rest,0
SPIC,Stim48hr,0
SPIC,Stim8hr,0
SPICE1,Rest,0
SPICE1,Stim48hr,0
SPICE1,Stim8hr,0
SPIDR,Rest,0
SPIDR,Stim48hr,0
SPIDR,Stim8hr,0
SPIN1,Rest,0
SPIN1,Stim48hr,0
SPIN1,Stim8hr,0
SPIN2B,Rest,0
SPIN2B,Stim48hr,0
SPIN2B,Stim8hr,0
SPIN3,Rest,0
SPIN3,Stim48hr,0
SPIN3,Stim8hr,0
SPIN4,Rest,0
SPIN4,Stim48hr,0
SPIN4,Stim8hr,0
SPINDOC,Rest,0
SPINDOC,Stim48hr,0
SPINDOC,Stim8hr,0
SPINK1,Rest,0
SPINK1,Stim48hr,0
SPINK1,Stim8hr,0
SPINK2,Rest,0
SPINK2,Stim48hr,0
SPINK2,Stim8hr,0
SPINK4,Rest,0
SPINK4,Stim48hr,0
SPINK4,Stim8hr,0
SPINT1,Rest,0
SPINT1,Stim48hr,0
SPINT1,Stim8hr,0
SPINT2,Rest,0
SPINT2,Stim48hr,0
SPINT2,Stim8hr,0
SPIRE1,Rest,0
SPIRE1,Stim48hr,0
SPIRE1,Stim8hr,0
SPMIP4,Rest,0
SPMIP4,Stim48hr,0
SPMIP4,Stim8hr,0
SPN,Rest,0
SPN,Stim48hr,0
SPN,Stim8hr,0
SPNS1,Rest,0
SPNS1,Stim48hr,0
SPNS1,Stim8hr,0
SPNS3,Rest,0
SPNS3,Stim48hr,0
SPNS3,Stim8hr,0
SPOCK2,Rest,0
SPOCK2,Stim48hr,0
SPOCK2,Stim8hr,0
SPON1,Rest,0
SPON1,Stim48hr,0
SPON1,Stim8hr,1
SPON2,Rest,0
SPON2,Stim48hr,0
SPON2,Stim8hr,0
SPOP,Rest,0
SPOP,Stim48hr,1
SPOP,Stim8hr,0
SPOPL,Stim48hr,0
SPP1,Rest,0
SPP1,Stim48hr,0
SPP1,Stim8hr,0
SPPL2A,Rest,0
SPPL2A,Stim48hr,0
SPPL2A,Stim8hr,0
SPPL2B,Rest,0
SPPL2B,Stim48hr,0
SPPL2B,Stim8hr,0
SPPL3,Rest,2
SPPL3,Stim48hr,0
SPPL3,Stim8hr,0
SPR,Rest,0
SPR,Stim48hr,0
SPR,Stim8hr,0
SPRED2,Rest,0
SPRED2,Stim48hr,0
SPRED2,Stim8hr,0
SPRING1,Rest,0
SPRING1,Stim48hr,0
SPRING1,Stim8hr,0
SPRN,Rest,0
SPRN,Stim48hr,0
SPRN,Stim8hr,0
SPRTN,Rest,0
SPRTN,Stim48hr,0
SPRTN,Stim8hr,0
SPRY1,Rest,0
SPRY1,Stim48hr,0
SPRY1,Stim8hr,0
SPRY2,Rest,0
SPRY2,Stim48hr,0
SPRY2,Stim8hr,0
SPRYD3,Rest,1
SPRYD3,Stim48hr,0
SPRYD3,Stim8hr,0
SPRYD4,Rest,0
SPRYD4,Stim48hr,0
SPRYD4,Stim8hr,0
SPRYD7,Rest,0
SPRYD7,Stim48hr,0
SPRYD7,Stim8hr,0
SPSB1,Rest,0
SPSB1,Stim48hr,0
SPSB1,Stim8hr,0
SPSB2,Rest,0
SPSB2,Stim48hr,0
SPSB2,Stim8hr,0
SPSB3,Rest,0
SPSB3,Stim48hr,0
SPSB3,Stim8hr,0
SPTAN1,Rest,0
SPTAN1,Stim48hr,0
SPTAN1,Stim8hr,0
SPTB,Rest,0
SPTB,Stim48hr,0
SPTB,Stim8hr,0
SPTBN1,Rest,0
SPTBN1,Stim48hr,0
SPTBN1,Stim8hr,0
SPTBN5,Rest,0
SPTBN5,Stim48hr,0
SPTBN5,Stim8hr,0
SPTLC1,Rest,0
SPTLC1,Stim48hr,0
SPTLC1,Stim8hr,0
SPTLC2,Rest,0
SPTLC2,Stim48hr,1
SPTLC2,Stim8hr,3
SPTSSA,Rest,0
SPTSSA,Stim48hr,1
SPTSSA,Stim8hr,0
SPTSSB,Rest,0
SPTSSB,Stim48hr,0
SPTSSB,Stim8hr,0
SPTY2D1,Rest,0
SPTY2D1,Stim48hr,0
SPTY2D1,Stim8hr,0
SPZ1,Rest,0
SPZ1,Stim48hr,0
SPZ1,Stim8hr,0
SQLE,Rest,0
SQLE,Stim48hr,0
SQLE,Stim8hr,0
SQOR,Rest,0
SQOR,Stim48hr,0
SQOR,Stim8hr,0
SQSTM1,Rest,0
SQSTM1,Stim48hr,0
SQSTM1,Stim8hr,0
SRA1,Stim48hr,0
SRA1,Stim8hr,0
SRC,Rest,0
SRC,Stim48hr,1
SRC,Stim8hr,0
SRCAP,Rest,0
SRCAP,Stim48hr,0
SRCAP,Stim8hr,0
SRD5A1,Rest,0
SRD5A1,Stim48hr,0
SRD5A1,Stim8hr,0
SRD5A3,Rest,0
SRD5A3,Stim48hr,0
SRD5A3,Stim8hr,0
SREBF1,Stim48hr,1
SREBF1,Stim8hr,0
SREBF2,Rest,0
SREBF2,Stim48hr,0
SREBF2,Stim8hr,0
SREK1,Rest,0
SREK1,Stim48hr,0
SREK1,Stim8hr,0
SREK1IP1,Rest,0
SREK1IP1,Stim48hr,0
SREK1IP1,Stim8hr,0
SRF,Rest,0
SRF,Stim48hr,0
SRF,Stim8hr,0
SRGAP1,Rest,0
SRGAP1,Stim48hr,0
SRGAP1,Stim8hr,0
SRGAP2,Rest,0
SRGAP2,Stim48hr,0
SRGAP2,Stim8hr,0
SRGAP2B,Rest,0
SRGAP2B,Stim48hr,0
SRGAP2B,Stim8hr,0
SRGAP2C,Rest,0
SRGAP2C,Stim48hr,0
SRGAP2C,Stim8hr,0
SRGAP3,Rest,0
SRGAP3,Stim48hr,0
SRGAP3,Stim8hr,0
SRGN,Rest,0
SRGN,Stim48hr,0
SRGN,Stim8hr,0
SRI,Rest,0
SRI,Stim48hr,0
SRI,Stim8hr,0
SRM,Rest,0
SRM,Stim48hr,0
SRM,Stim8hr,0
SRP14,Rest,0
SRP14,Stim8hr,3
SRP54,Rest,0
SRP54,Stim48hr,0
SRP54,Stim8hr,0
SRP68,Rest,0
SRP68,Stim48hr,0
SRP68,Stim8hr,0
SRP72,Stim48hr,1
SRP9,Rest,0
SRP9,Stim48hr,0
SRP9,Stim8hr,2
SRPK1,Rest,0
SRPK1,Stim48hr,0
SRPK1,Stim8hr,0
SRPK2,Rest,1
