gene,culture_condition,n_sig
SGO1,Rest,0
SGO1,Stim48hr,0
SGO1,Stim8hr,0
SGO2,Rest,0
SGO2,Stim48hr,0
SGO2,Stim8hr,0
SGPL1,Rest,0
SGPL1,Stim48hr,0
SGPL1,Stim8hr,0
SGPP1,Rest,0
SGPP1,Stim48hr,0
SGPP1,Stim8hr,0
SGPP2,Rest,0
SGPP2,Stim48hr,0
SGPP2,Stim8hr,0
SGSH,Rest,0
SGSH,Stim48hr,0
SGSH,Stim8hr,0
SGSM1,Rest,0
SGSM1,Stim48hr,0
SGSM1,Stim8hr,0
SGSM2,Rest,0
SGSM2,Stim48hr,0
SGSM2,Stim8hr,0
SGSM3,Rest,0
SGSM3,Stim48hr,0
SGSM3,Stim8hr,0
SGTA,Rest,0
SGTA,Stim48hr,0
SGTA,Stim8hr,0
SGTB,Rest,0
SGTB,Stim48hr,0
SGTB,Stim8hr,0
SH2B1,Rest,0
SH2B1,Stim48hr,0
SH2B1,Stim8hr,0
SH2B3,Rest,0
SH2B3,Stim48hr,0
SH2B3,Stim8hr,0
SH2D1A,Rest,0
SH2D1A,Stim48hr,0
SH2D1A,Stim8hr,0
SH2D2A,Rest,0
SH2D2A,Stim48hr,0
SH2D2A,Stim8hr,0
SH2D3A,Rest,0
SH2D3A,Stim48hr,0
SH2D3A,Stim8hr,0
SH2D4A,Rest,0
SH2D4A,Stim48hr,0
SH2D4A,Stim8hr,0
SH3BGR,Rest,0
SH3BGR,Stim48hr,0
SH3BGR,Stim8hr,0
SH3BGRL,Rest,0
SH3BGRL,Stim48hr,0
SH3BGRL,Stim8hr,0
SH3BGRL2,Rest,0
SH3BGRL2,Stim48hr,0
SH3BGRL2,Stim8hr,0
SH3BGRL3,Rest,0
SH3BGRL3,Stim48hr,0
SH3BGRL3,Stim8hr,0
SH3BP1,Rest,0
SH3BP1,Stim48hr,0
SH3BP1,Stim8hr,0
SH3BP2,Rest,0
SH3BP2,Stim48hr,0
SH3BP2,Stim8hr,0
SH3BP5,Rest,0
SH3BP5,Stim48hr,0
SH3BP5,Stim8hr,0
SH3BP5L,Rest,0
SH3BP5L,Stim48hr,0
SH3BP5L,Stim8hr,0
SH3D19,Rest,0
SH3D19,Stim48hr,0
SH3D19,Stim8hr,0
SH3GL1,Rest,0
SH3GL1,Stim48hr,0
SH3GL1,Stim8hr,0
SH3GLB1,Rest,0
SH3GLB1,Stim48hr,0
SH3GLB1,Stim8hr,0
SH3GLB2,Rest,0
SH3GLB2,Stim48hr,0
SH3GLB2,Stim8hr,0
SH3KBP1,Rest,1
SH3KBP1,Stim48hr,0
SH3KBP1,Stim8hr,0
SH3PXD2A,Rest,0
SH3PXD2A,Stim48hr,0
SH3PXD2A,Stim8hr,0
SH3RF3,Rest,0
SH3RF3,Stim48hr,0
SH3RF3,Stim8hr,0
SH3TC1,Rest,0
SH3TC1,Stim48hr,0
SH3TC1,Stim8hr,0
SH3YL1,Rest,0
SH3YL1,Stim48hr,0
SH3YL1,Stim8hr,0
SHANK2,Rest,2
SHANK2,Stim48hr,0
SHANK2,Stim8hr,0
SHARPIN,Rest,0
SHARPIN,Stim8hr,0
SHC1,Rest,0
SHC1,Stim48hr,1
SHC1,Stim8hr,0
SHC4,Rest,0
SHC4,Stim48hr,0
SHC4,Stim8hr,0
SHCBP1,Rest,0
SHCBP1,Stim48hr,0
SHCBP1,Stim8hr,0
SHF,Rest,0
SHF,Stim48hr,0
SHF,Stim8hr,0
SHFL,Rest,0
SHFL,Stim48hr,0
SHFL,Stim8hr,0
SHISA2,Rest,0
SHISA2,Stim48hr,0
SHISA2,Stim8hr,0
SHISA5,Rest,0
SHISA5,Stim48hr,0
SHISA5,Stim8hr,0
SHISAL2A,Rest,0
SHISAL2A,Stim48hr,0
SHISAL2A,Stim8hr,0
SHKBP1,Rest,0
SHKBP1,Stim48hr,0
SHKBP1,Stim8hr,0
SHLD1,Rest,0
SHLD1,Stim48hr,0
SHLD1,Stim8hr,0
SHLD2,Rest,0
SHLD2,Stim48hr,0
SHLD2,Stim8hr,0
SHMT1,Rest,0
SHMT1,Stim48hr,0
SHMT1,Stim8hr,0
SHMT2,Rest,0
SHMT2,Stim48hr,0
SHMT2,Stim8hr,1
SHOC2,Rest,0
SHOC2,Stim48hr,1
SHOC2,Stim8hr,2
SHOX,Rest,0
SHOX,Stim48hr,0
SHOX,Stim8hr,0
SHOX2,Rest,0
SHOX2,Stim48hr,0
SHOX2,Stim8hr,0
SHPK,Rest,0
SHPK,Stim48hr,0
SHPK,Stim8hr,0
SHPRH,Rest,0
SHPRH,Stim48hr,0
SHPRH,Stim8hr,0
SHQ1,Rest,0
SHQ1,Stim48hr,0
SHQ1,Stim8hr,0
SHROOM1,Rest,0
SHROOM1,Stim48hr,0
SHROOM1,Stim8hr,0
SIAE,Rest,0
SIAE,Stim48hr,0
SIAE,Stim8hr,0
SIAH1,Rest,0
SIAH1,Stim48hr,0
SIAH1,Stim8hr,0
SIAH2,Rest,0
SIAH2,Stim48hr,0
SIAH2,Stim8hr,0
SIAH3,Rest,0
SIAH3,Stim48hr,0
SIAH3,Stim8hr,0
SIDT1,Rest,0
SIDT1,Stim48hr,0
SIDT1,Stim8hr,0
SIDT2,Rest,0
SIDT2,Stim48hr,0
SIDT2,Stim8hr,0
SIGIRR,Rest,1
SIGIRR,Stim48hr,0
SIGIRR,Stim8hr,0
SIGLEC10,Rest,0
SIGLEC10,Stim48hr,0
SIGLEC10,Stim8hr,0
SIGLEC14,Rest,0
SIGLEC14,Stim48hr,0
SIGLEC14,Stim8hr,0
SIGLEC9,Rest,0
SIGLEC9,Stim48hr,0
SIGLEC9,Stim8hr,0
SIGMAR1,Rest,0
SIGMAR1,Stim48hr,0
SIGMAR1,Stim8hr,0
SIK1,Rest,0
SIK1,Stim48hr,0
SIK1,Stim8hr,0
SIK2,Rest,1
SIK2,Stim48hr,0
SIK2,Stim8hr,0
SIK3,Rest,1
SIK3,Stim48hr,10
SIK3,Stim8hr,5
SIKE1,Rest,0
SIKE1,Stim48hr,0
SIKE1,Stim8hr,0
SIL1,Rest,0
SIL1,Stim48hr,0
SIL1,Stim8hr,0
SIM1,Rest,0
SIM1,Stim48hr,0
SIM1,Stim8hr,0
SIM2,Rest,0
SIM2,Stim48hr,0
SIM2,Stim8hr,0
SIMC1,Rest,0
SIMC1,Stim48hr,0
SIMC1,Stim8hr,0
SIN3A,Rest,0
SIN3A,Stim48hr,0
SIN3A,Stim8hr,0
SIN3B,Rest,1
SIN3B,Stim48hr,1
SIN3B,Stim8hr,0
SINHCAF,Rest,0
SINHCAF,Stim48hr,0
SINHCAF,Stim8hr,0
SIPA1,Rest,0
SIPA1,Stim48hr,0
SIPA1,Stim8hr,0
SIPA1L3,Rest,0
SIPA1L3,Stim48hr,0
SIPA1L3,Stim8hr,0
SIRAL1,Rest,0
SIRAL1,Stim48hr,0
SIRAL1,Stim8hr,0
SIRAL2,Rest,0
SIRAL2,Stim48hr,0
SIRAL2,Stim8hr,0
SIRPA,Rest,0
SIRPA,Stim48hr,0
SIRPA,Stim8hr,0
SIRPB1,Rest,0
SIRPB1,Stim48hr,0
SIRPB1,Stim8hr,0
SIRPG,Rest,0
SIRPG,Stim48hr,0
SIRPG,Stim8hr,0
SIRT1,Stim48hr,0
SIRT1,Stim8hr,0
SIRT2,Rest,0
SIRT2,Stim48hr,0
SIRT2,Stim8hr,0
SIRT3,Rest,2
SIRT3,Stim48hr,0
SIRT3,Stim8hr,0
SIRT4,Rest,0
SIRT4,Stim48hr,0
SIRT4,Stim8hr,0
SIRT5,Rest,0
SIRT5,Stim48hr,0
SIRT5,Stim8hr,0
SIRT6,Rest,0
SIRT6,Stim48hr,0
SIRT6,Stim8hr,0
SIRT7,Rest,2
SIRT7,Stim48hr,0
SIRT7,Stim8hr,1
SIT1,Rest,0
SIT1,Stim48hr,0
SIT1,Stim8hr,0
SIVA1,Rest,0
SIVA1,Stim48hr,0
SIVA1,Stim8hr,0
SIX1,Rest,0
SIX1,Stim48hr,0
SIX1,Stim8hr,0
SIX2,Rest,0
SIX2,Stim48hr,0
SIX2,Stim8hr,0
SIX3,Rest,2
SIX3,Stim48hr,0
SIX3,Stim8hr,0
SIX4,Rest,0
SIX4,Stim48hr,0
SIX4,Stim8hr,0
SIX5,Rest,0
SIX5,Stim48hr,0
SIX5,Stim8hr,0
SIX6,Rest,0
SIX6,Stim48hr,0
SIX6,Stim8hr,0
SKA1,Rest,0
SKA1,Stim48hr,0
SKA1,Stim8hr,0
SKA2,Rest,0
SKA2,Stim48hr,0
SKA2,Stim8hr,0
SKA3,Rest,0
SKA3,Stim48hr,0
SKA3,Stim8hr,0
SKAP1,Rest,0
SKAP1,Stim48hr,0
SKAP1,Stim8hr,0
SKAP2,Rest,0
SKAP2,Stim48hr,0
SKAP2,Stim8hr,0
SKI,Rest,0
SKI,Stim48hr,0
SKI,Stim8hr,0
SKIC2,Rest,0
SKIC2,Stim8hr,6
SKIC3,Rest,0
SKIC3,Stim48hr,0
SKIC3,Stim8hr,2
SKIC8,Rest,2
SKIC8,Stim48hr,5
SKIC8,Stim8hr,2
SKIL,Rest,0
SKIL,Stim48hr,0
SKIL,Stim8hr,0
SKOR1,Rest,0
SKOR1,Stim48hr,0
SKOR1,Stim8hr,0
SKOR2,Rest,0
SKOR2,Stim48hr,0
SKOR2,Stim8hr,0
SKP2,Rest,0
SKP2,Stim48hr,0
SKP2,Stim8hr,0
SLA,Rest,0
SLA,Stim48hr,0
SLA,Stim8hr,0
SLA2,Rest,0
SLA2,Stim48hr,0
SLA2,Stim8hr,0
SLAIN1,Rest,0
SLAIN1,Stim48hr,0
SLAIN1,Stim8hr,0
SLAIN2,Rest,0
SLAIN2,Stim48hr,0
SLAIN2,Stim8hr,0
SLAMF1,Rest,0
SLAMF1,Stim48hr,0
SLAMF1,Stim8hr,0
SLAMF6,Rest,0
SLAMF6,Stim48hr,0
SLAMF6,Stim8hr,0
SLAMF7,Rest,0
SLAMF7,Stim48hr,0
SLAMF7,Stim8hr,0
SLAMF8,Rest,0
SLAMF8,Stim48hr,0
SLAMF8,Stim8hr,1
SLC10A1,Rest,0
SLC10A1,Stim48hr,0
SLC10A1,Stim8hr,0
SLC10A3,Rest,0
SLC10A3,Stim48hr,0
SLC10A3,Stim8hr,0
SLC10A7,Rest,0
SLC10A7,Stim48hr,0
SLC10A7,Stim8hr,0
SLC11A1,Rest,0
SLC11A1,Stim48hr,0
SLC11A1,Stim8hr,0
SLC11A2,Rest,0
SLC11A2,Stim48hr,0
SLC11A2,Stim8hr,0
SLC12A2,Rest,0
SLC12A2,Stim48hr,0
SLC12A2,Stim8hr,0
SLC12A4,Rest,0
SLC12A4,Stim48hr,0
SLC12A4,Stim8hr,0
SLC12A6,Rest,0
SLC12A6,Stim48hr,0
SLC12A6,Stim8hr,0
SLC12A7,Rest,0
SLC12A7,Stim48hr,0
SLC12A7,Stim8hr,0
SLC12A9,Rest,0
SLC12A9,Stim48hr,0
SLC12A9,Stim8hr,0
SLC15A2,Rest,0
SLC15A2,Stim48hr,0
SLC15A2,Stim8hr,0
SLC15A3,Rest,0
SLC15A3,Stim48hr,0
SLC15A3,Stim8hr,0
SLC15A4,Rest,0
SLC15A4,Stim48hr,0
SLC15A4,Stim8hr,0
SLC16A1,Rest,0
SLC16A1,Stim48hr,2
SLC16A1,Stim8hr,0
SLC16A10,Rest,0
SLC16A10,Stim48hr,0
SLC16A10,Stim8hr,0
SLC16A13,Rest,2
SLC16A13,Stim48hr,0
SLC16A13,Stim8hr,0
SLC16A3,Rest,0
SLC16A3,Stim48hr,0
SLC16A3,Stim8hr,0
SLC16A5,Rest,0
SLC16A5,Stim48hr,0
SLC16A5,Stim8hr,0
SLC16A6,Rest,0
SLC16A6,Stim48hr,0
SLC16A6,Stim8hr,0
SLC16A7,Rest,0
SLC16A7,Stim48hr,0
SLC16A7,Stim8hr,0
SLC17A1,Rest,0
SLC17A1,Stim48hr,0
SLC17A1,Stim8hr,0
SLC17A3,Rest,0
SLC17A3,Stim48hr,0
SLC17A3,Stim8hr,0
SLC17A5,Rest,2
SLC17A5,Stim48hr,0
SLC17A5,Stim8hr,0
SLC17A9,Rest,0
SLC17A9,Stim48hr,0
SLC17A9,Stim8hr,0
SLC18A2,Rest,0
SLC18A2,Stim48hr,0
SLC18A2,Stim8hr,0
SLC18B1,Rest,0
SLC18B1,Stim48hr,0
SLC18B1,Stim8hr,0
SLC19A1,Rest,0
SLC19A1,Stim48hr,0
SLC19A1,Stim8hr,0
SLC19A2,Rest,0
SLC19A2,Stim48hr,0
SLC19A2,Stim8hr,0
SLC1A2,Rest,0
SLC1A2,Stim48hr,0
SLC1A2,Stim8hr,0
SLC1A4,Rest,0
SLC1A4,Stim48hr,0
SLC1A4,Stim8hr,0
SLC1A5,Rest,0
SLC1A5,Stim48hr,0
SLC1A5,Stim8hr,0
SLC1A6,Rest,0
SLC1A6,Stim48hr,0
SLC1A6,Stim8hr,0
SLC20A1,Rest,0
SLC20A1,Stim48hr,0
SLC20A1,Stim8hr,0
SLC22A15,Rest,0
SLC22A15,Stim48hr,0
SLC22A15,Stim8hr,0
SLC22A17,Rest,0
SLC22A17,Stim48hr,0
SLC22A17,Stim8hr,0
SLC22A23,Rest,0
SLC22A23,Stim48hr,0
SLC22A23,Stim8hr,0
SLC22A3,Rest,0
SLC22A3,Stim48hr,0
SLC22A3,Stim8hr,0
SLC22A5,Rest,0
SLC22A5,Stim48hr,0
SLC22A5,Stim8hr,0
SLC23A1,Rest,0
SLC23A1,Stim48hr,0
SLC23A1,Stim8hr,0
SLC23A2,Rest,0
SLC23A2,Stim48hr,0
SLC23A2,Stim8hr,0
SLC23A3,Rest,0
SLC23A3,Stim48hr,0
SLC23A3,Stim8hr,0
SLC24A1,Rest,2
SLC24A1,Stim48hr,1
SLC24A1,Stim8hr,1
SLC25A1,Rest,0
SLC25A1,Stim48hr,0
SLC25A1,Stim8hr,0
SLC25A10,Rest,0
SLC25A10,Stim48hr,2
SLC25A10,Stim8hr,0
SLC25A11,Rest,0
SLC25A11,Stim48hr,0
SLC25A11,Stim8hr,0
SLC25A12,Rest,0
SLC25A12,Stim48hr,0
SLC25A12,Stim8hr,0
SLC25A13,Rest,0
SLC25A13,Stim48hr,0
SLC25A13,Stim8hr,0
SLC25A14,Rest,0
SLC25A14,Stim48hr,0
SLC25A14,Stim8hr,0
SLC25A15,Rest,0
SLC25A15,Stim48hr,0
SLC25A15,Stim8hr,0
SLC25A16,Rest,0
SLC25A16,Stim48hr,0
SLC25A16,Stim8hr,0
SLC25A17,Rest,0
SLC25A17,Stim48hr,0
SLC25A17,Stim8hr,0
SLC25A19,Rest,0
SLC25A19,Stim48hr,0
SLC25A19,Stim8hr,0
SLC25A20,Rest,0
SLC25A20,Stim48hr,0
SLC25A20,Stim8hr,0
SLC25A22,Rest,0
SLC25A22,Stim48hr,0
SLC25A22,Stim8hr,0
SLC25A23,Rest,0
SLC25A23,Stim48hr,0
SLC25A23,Stim8hr,0
SLC25A24,Rest,0
SLC25A24,Stim48hr,0
SLC25A24,Stim8hr,0
SLC25A25,Rest,0
SLC25A25,Stim48hr,0
SLC25A25,Stim8hr,0
SLC25A26,Rest,1
SLC25A26,Stim48hr,0
SLC25A26,Stim8hr,2
SLC25A27,Rest,0
SLC25A27,Stim48hr,0
SLC25A27,Stim8hr,0
SLC25A28,Rest,0
SLC25A28,Stim48hr,0
SLC25A28,Stim8hr,0
SLC25A29,Rest,0
SLC25A29,Stim48hr,0
SLC25A29,Stim8hr,0
SLC25A3,Rest,0
SLC25A3,Stim48hr,0
SLC25A3,Stim8hr,1
SLC25A30,Rest,0
SLC25A30,Stim48hr,0
SLC25A30,Stim8hr,0
SLC25A32,Rest,0
SLC25A32,Stim48hr,0
SLC25A32,Stim8hr,0
SLC25A33,Rest,0
SLC25A33,Stim48hr,0
SLC25A33,Stim8hr,0
SLC25A34,Rest,0
SLC25A34,Stim48hr,0
SLC25A34,Stim8hr,0
SLC25A35,Rest,0
SLC25A35,Stim48hr,0
SLC25A35,Stim8hr,0
SLC25A36,Rest,0
SLC25A36,Stim48hr,0
SLC25A36,Stim8hr,0
SLC25A37,Rest,0
SLC25A37,Stim48hr,0
SLC25A37,Stim8hr,0
SLC25A38,Rest,0
SLC25A38,Stim48hr,0
SLC25A38,Stim8hr,0
SLC25A39,Rest,0
SLC25A39,Stim48hr,0
SLC25A39,Stim8hr,0
SLC25A4,Rest,0
SLC25A4,Stim48hr,0
SLC25A4,Stim8hr,0
SLC25A40,Rest,0
SLC25A40,Stim48hr,0
SLC25A40,Stim8hr,0
SLC25A42,Rest,0
SLC25A42,Stim48hr,0
SLC25A42,Stim8hr,0
SLC25A43,Rest,0
SLC25A43,Stim48hr,0
SLC25A43,Stim8hr,0
SLC25A44,Rest,0
SLC25A44,Stim48hr,0
SLC25A44,Stim8hr,0
SLC25A45,Rest,2
SLC25A45,Stim48hr,0
SLC25A45,Stim8hr,0
SLC25A46,Rest,0
SLC25A46,Stim48hr,0
SLC25A46,Stim8hr,0
SLC25A5,Rest,0
SLC25A5,Stim48hr,0
SLC25A5,Stim8hr,0
SLC25A51,Rest,1
SLC25A51,Stim48hr,0
SLC25A51,Stim8hr,1
SLC25A53,Rest,0
SLC25A53,Stim48hr,0
SLC25A53,Stim8hr,0
SLC25A6,Rest,0
SLC25A6,Stim48hr,0
SLC25A6,Stim8hr,0
SLC26A1,Rest,0
SLC26A1,Stim48hr,0
SLC26A1,Stim8hr,0
SLC26A11,Rest,0
SLC26A11,Stim48hr,0
SLC26A11,Stim8hr,0
SLC26A2,Rest,0
SLC26A2,Stim48hr,0
SLC26A2,Stim8hr,0
SLC26A3,Rest,0
SLC26A3,Stim48hr,0
SLC26A3,Stim8hr,0
SLC26A4,Rest,0
SLC26A4,Stim48hr,0
SLC26A4,Stim8hr,0
SLC26A5,Rest,0
SLC26A5,Stim48hr,0
SLC26A5,Stim8hr,0
SLC26A6,Rest,0
SLC26A6,Stim48hr,0
SLC26A6,Stim8hr,0
SLC27A1,Rest,0
SLC27A1,Stim48hr,0
SLC27A1,Stim8hr,0
SLC27A2,Rest,0
SLC27A2,Stim48hr,0
SLC27A2,Stim8hr,0
SLC27A3,Rest,0
SLC27A3,Stim48hr,0
SLC27A3,Stim8hr,0
SLC27A4,Rest,0
SLC27A4,Stim48hr,0
SLC27A4,Stim8hr,0
SLC27A5,Rest,0
SLC27A5,Stim48hr,0
SLC27A5,Stim8hr,0
SLC29A1,Rest,0
SLC29A1,Stim48hr,0
SLC29A1,Stim8hr,0
SLC29A2,Rest,0
SLC29A2,Stim48hr,0
SLC29A2,Stim8hr,0
SLC29A3,Rest,0
SLC29A3,Stim48hr,0
SLC29A3,Stim8hr,0
SLC2A1,Rest,0
SLC2A1,Stim48hr,0
SLC2A1,Stim8hr,0
SLC2A11,Rest,0
SLC2A11,Stim48hr,0
SLC2A11,Stim8hr,0
SLC2A13,Rest,0
SLC2A13,Stim48hr,0
SLC2A13,Stim8hr,0
SLC2A14,Rest,0
SLC2A14,Stim48hr,0
SLC2A14,Stim8hr,0
SLC2A3,Rest,0
SLC2A3,Stim48hr,0
SLC2A3,Stim8hr,0
SLC2A4RG,Rest,0
SLC2A4RG,Stim48hr,0
SLC2A4RG,Stim8hr,0
SLC2A6,Rest,0
SLC2A6,Stim48hr,0
SLC2A6,Stim8hr,0
SLC2A8,Rest,0
SLC2A8,Stim48hr,0
SLC2A8,Stim8hr,0
SLC30A1,Rest,0
SLC30A1,Stim48hr,0
SLC30A1,Stim8hr,0
SLC30A4,Rest,0
SLC30A4,Stim48hr,0
SLC30A4,Stim8hr,0
SLC30A5,Rest,0
SLC30A5,Stim48hr,0
SLC30A5,Stim8hr,0
SLC30A6,Rest,0
SLC30A6,Stim48hr,0
SLC30A6,Stim8hr,0
SLC30A7,Rest,0
SLC30A7,Stim48hr,0
SLC30A7,Stim8hr,0
SLC30A9,Rest,0
SLC30A9,Stim48hr,0
SLC30A9,Stim8hr,0
SLC31A1,Rest,1
SLC31A1,Stim48hr,5
SLC31A1,Stim8hr,1
SLC31A2,Rest,0
SLC31A2,Stim48hr,0
SLC31A2,Stim8hr,0
SLC33A1,Rest,1
SLC33A1,Stim48hr,0
SLC33A1,Stim8hr,0
SLC33A2,Rest,0
SLC33A2,Stim48hr,0
SLC33A2,Stim8hr,0
SLC35A1,Rest,0
SLC35A1,Stim48hr,0
SLC35A1,Stim8hr,0
SLC35A2,Rest,0
SLC35A2,Stim48hr,0
SLC35A2,Stim8hr,0
SLC35A3,Rest,0
SLC35A3,Stim48hr,0
SLC35A3,Stim8hr,0
SLC35A4,Rest,0
SLC35A4,Stim48hr,0
SLC35A4,Stim8hr,0
SLC35A5,Rest,0
SLC35A5,Stim48hr,0
SLC35A5,Stim8hr,0
SLC35B1,Rest,2
SLC35B1,Stim48hr,5
SLC35B1,Stim8hr,9
SLC35B2,Rest,0
SLC35B2,Stim48hr,0
SLC35B2,Stim8hr,0
SLC35B3,Rest,0
SLC35B3,Stim48hr,0
SLC35B3,Stim8hr,0
SLC35B4,Rest,0
SLC35B4,Stim48hr,0
SLC35B4,Stim8hr,0
SLC35C1,Rest,0
SLC35C1,Stim48hr,0
SLC35C1,Stim8hr,0
SLC35D1,Rest,0
SLC35D1,Stim48hr,0
SLC35D1,Stim8hr,0
SLC35D2,Rest,0
SLC35D2,Stim48hr,0
SLC35D2,Stim8hr,0
SLC35D4,Rest,0
SLC35D4,Stim48hr,0
SLC35D4,Stim8hr,0
SLC35E1,Rest,0
SLC35E1,Stim48hr,0
SLC35E1,Stim8hr,0
SLC35E2A,Rest,0
SLC35E2A,Stim48hr,0
SLC35E2A,Stim8hr,0
SLC35E2B,Rest,0
SLC35E2B,Stim48hr,0
SLC35E2B,Stim8hr,0
SLC35E3,Rest,0
SLC35E3,Stim48hr,0
SLC35E3,Stim8hr,0
SLC35E4,Rest,0
SLC35E4,Stim48hr,0
SLC35E4,Stim8hr,0
SLC35F2,Rest,0
SLC35F2,Stim48hr,0
SLC35F2,Stim8hr,0
SLC35F5,Rest,0
SLC35F5,Stim48hr,0
SLC35F5,Stim8hr,0
SLC35F6,Rest,0
SLC35F6,Stim48hr,0
SLC35F6,Stim8hr,0
SLC35G1,Rest,0
SLC35G1,Stim48hr,0
SLC35G1,Stim8hr,0
SLC35H1,Rest,0
SLC35H1,Stim48hr,0
SLC35H1,Stim8hr,0
SLC36A1,Rest,0
SLC36A1,Stim48hr,0
SLC36A1,Stim8hr,0
SLC36A4,Rest,0
SLC36A4,Stim48hr,0
SLC36A4,Stim8hr,0
SLC37A1,Rest,0
SLC37A1,Stim48hr,0
SLC37A1,Stim8hr,0
SLC37A3,Rest,0
SLC37A3,Stim48hr,0
SLC37A3,Stim8hr,0
SLC37A4,Rest,0
SLC37A4,Stim48hr,0
SLC37A4,Stim8hr,0
SLC38A1,Rest,0
SLC38A1,Stim48hr,0
SLC38A1,Stim8hr,0
SLC38A10,Rest,0
SLC38A10,Stim48hr,0
SLC38A10,Stim8hr,0
SLC38A12,Rest,0
SLC38A12,Stim48hr,0
SLC38A12,Stim8hr,0
SLC38A2,Rest,1
SLC38A2,Stim48hr,0
SLC38A2,Stim8hr,0
SLC38A5,Rest,0
SLC38A5,Stim48hr,0
SLC38A5,Stim8hr,0
SLC38A6,Rest,1
SLC38A6,Stim48hr,0
SLC38A6,Stim8hr,1
SLC38A7,Rest,0
SLC38A7,Stim48hr,0
SLC38A7,Stim8hr,0
SLC38A9,Rest,0
SLC38A9,Stim48hr,0
SLC38A9,Stim8hr,0
SLC39A1,Rest,0
SLC39A1,Stim48hr,0
SLC39A1,Stim8hr,0
SLC39A10,Rest,0
SLC39A10,Stim48hr,0
SLC39A10,Stim8hr,0
SLC39A11,Rest,0
SLC39A11,Stim48hr,0
SLC39A11,Stim8hr,0
SLC39A13,Rest,0
SLC39A13,Stim48hr,0
SLC39A13,Stim8hr,1
SLC39A14,Rest,0
SLC39A14,Stim48hr,0
SLC39A14,Stim8hr,0
SLC39A3,Rest,0
SLC39A3,Stim48hr,0
SLC39A3,Stim8hr,0
SLC39A4,Rest,0
SLC39A4,Stim48hr,0
SLC39A4,Stim8hr,0
SLC39A6,Rest,1
SLC39A6,Stim48hr,0
SLC39A6,Stim8hr,1
SLC39A7,Rest,0
SLC39A7,Stim48hr,0
SLC39A7,Stim8hr,0
SLC39A8,Rest,0
SLC39A8,Stim48hr,0
SLC39A8,Stim8hr,0
SLC39A9,Rest,0
SLC39A9,Stim48hr,0
SLC39A9,Stim8hr,0
SLC3A1,Rest,0
SLC3A1,Stim48hr,0
SLC3A1,Stim8hr,0
SLC3A2,Rest,0
SLC3A2,Stim48hr,1
SLC3A2,Stim8hr,3
SLC40A1,Rest,0
SLC40A1,Stim48hr,0
SLC40A1,Stim8hr,0
SLC41A1,Rest,0
SLC41A1,Stim48hr,0
SLC41A1,Stim8hr,0
SLC41A2,Rest,0
SLC41A2,Stim48hr,0
SLC41A2,Stim8hr,0
SLC41A3,Rest,0
SLC41A3,Stim48hr,0
SLC41A3,Stim8hr,0
SLC43A1,Rest,0
SLC43A1,Stim48hr,0
SLC43A1,Stim8hr,0
SLC43A2,Rest,0
SLC43A2,Stim48hr,0
SLC43A2,Stim8hr,0
SLC43A3,Rest,0
SLC43A3,Stim48hr,0
SLC43A3,Stim8hr,0
SLC44A1,Rest,0
SLC44A1,Stim48hr,0
SLC44A1,Stim8hr,0
SLC44A2,Rest,5
SLC44A2,Stim48hr,0
SLC44A2,Stim8hr,1
SLC44A3,Rest,0
SLC44A3,Stim48hr,0
SLC44A3,Stim8hr,0
SLC44A4,Rest,0
SLC44A4,Stim48hr,0
SLC44A4,Stim8hr,0
SLC44A5,Rest,0
SLC44A5,Stim48hr,0
SLC44A5,Stim8hr,0
SLC45A4,Rest,0
SLC45A4,Stim48hr,0
SLC45A4,Stim8hr,0
SLC46A3,Rest,0
SLC46A3,Stim48hr,0
SLC46A3,Stim8hr,0
SLC48A1,Rest,0
SLC48A1,Stim48hr,0
SLC48A1,Stim8hr,0
SLC49A4,Rest,0
SLC49A4,Stim48hr,0
SLC49A4,Stim8hr,0
SLC4A10,Rest,0
SLC4A10,Stim48hr,0
SLC4A10,Stim8hr,0
SLC4A1AP,Rest,0
SLC4A1AP,Stim48hr,0
SLC4A1AP,Stim8hr,0
SLC4A2,Rest,0
SLC4A2,Stim48hr,0
SLC4A2,Stim8hr,0
SLC4A4,Rest,0
SLC4A4,Stim48hr,0
SLC4A4,Stim8hr,0
SLC4A5,Rest,0
SLC4A5,Stim48hr,0
SLC4A5,Stim8hr,0
SLC4A7,Rest,0
SLC4A7,Stim48hr,0
SLC4A7,Stim8hr,0
SLC4A8,Rest,0
SLC4A8,Stim48hr,0
SLC4A8,Stim8hr,0
SLC50A1,Rest,0
SLC50A1,Stim48hr,0
SLC50A1,Stim8hr,0
SLC51A,Rest,0
SLC51A,Stim48hr,0
SLC51A,Stim8hr,0
SLC52A2,Rest,0
SLC52A2,Stim48hr,0
SLC52A2,Stim8hr,0
SLC5A10,Rest,0
SLC5A10,Stim48hr,0
SLC5A10,Stim8hr,0
SLC5A2,Rest,0
SLC5A2,Stim48hr,0
SLC5A2,Stim8hr,0
SLC5A3,Rest,0
SLC5A3,Stim48hr,0
SLC5A3,Stim8hr,0
SLC5A5,Rest,0
SLC5A5,Stim48hr,0
SLC5A5,Stim8hr,0
SLC5A6,Rest,5
SLC5A6,Stim48hr,0
SLC5A6,Stim8hr,0
SLC60A1,Rest,0
SLC60A1,Stim48hr,0
SLC60A1,Stim8hr,0
SLC60A2,Rest,0
SLC60A2,Stim48hr,0
SLC60A2,Stim8hr,0
