symbol	status	alias_symbol	prev_symbol
AFAP1	Approved	AFAP-110|AFAP	
AFAP1-AS1	Approved	ATMLP|MGC10981	AFAP1AS|AFAP1-AS
AFAP1-AS2	Approved		
AFAP1L1	Approved	FLJ36748	
AFAP1L2	Approved	FLJ14564|Em:AC005383.4|XB130	KIAA1914
AFDN	Approved	AF-6|AF6	MLLT4
AFDN-DT	Approved	HGC6.4|dJ431P23.3|XBP1SBM	AFDN-AS1|C6orf124|LINC01558|MLLT4-AS1
AFF1	Approved	AF-4|AF4|FEL	PBM1|MLLT2
AFF1-AS1	Approved		
AFF2	Approved	FRAXE	FMR2
AFF2-IT1	Approved		
AFF3	Approved	MLLT2-like	LAF4
AFF4	Approved	AF5Q31|MCEF	
AFF4-DT	Approved		
AFF4P1	Approved		
AFG1L	Approved	AFG1	LACE1
AFG2A	Approved	SPAF|AFG2	SPATA5
AFG2B	Approved	MGC5347|FLJ12286	SPATA5L1
AFG3L1P	Approved		AFG3|AFG3L1
AFG3L2	Approved	SPAX5	SCA28
AFG3L2P1	Approved		AFG3L2P
AFM	Approved	ALB2|ALBA	
AFMID	Approved	DKFZp686F03259|KF	
AFP	Approved	FETA	HPAFP
AFTPH	Approved	MGC33965|FLJ20080|FLJ23793|Nbla10388	
AFTPH-DT	Approved		
AGA	Approved	ASRG	
AGA-DT	Approved		
AGAP1	Approved	KIAA1099|GGAP1	CENTG2
AGAP1-IT1	Approved		
AGAP2	Approved		CENTG1
AGAP2-AS1	Approved	LOC100130776|PUNISHER	
AGAP3	Approved		CENTG3
AGAP4	Approved	Em:AC012044.1|MRIP2	CTGLF1|AGAP8|CTGLF5
AGAP5	Approved	Em:AC073389.1	CTGLF2
AGAP6	Approved	bA324H6.1	CTGLF3
AGAP7P	Approved	bA109G10.1	CTGLF4|AGAP7
AGAP9	Approved	bA301J7.2|FLJ00312	CTGLF6
AGAP10P	Approved	bA358L16.1|bA144G6.2	AGAP10|CTGLF7|CTGLF10P
AGAP11	Approved	KIAA1975	
AGAP12P	Approved	bA164N7.2	CTGLF12P
AGAP13P	Approved	bA548K23.1	CTGLF9P
AGAP14P	Approved	bA145E20.1	CTGLF11P|AGAP14
AGBL1	Approved	FLJ32310|CCP4	
AGBL1-AS1	Approved		
AGBL2	Approved	FLJ23598|CCP2	
AGBL3	Approved	MGC32955|CCP3	
AGBL4	Approved	FLJ14442|CCP6	
AGBL4-AS1	Approved		
AGBL4-IT1	Approved		
AGBL5	Approved	FLJ21839|CCP5	
AGBL5-AS1	Approved		
AGBL5-IT1	Approved		
AGER	Approved	RAGE|SCARJ1|sRAGE	
AGFG1	Approved	RIP|RAB	HRB
AGFG2	Approved	RABR	HRBL
AGGF1	Approved	VG5Q|HSU84971|FLJ10283|GPATC7|GPATCH7	
AGGF1P1	Approved		
AGGF1P2	Approved		
AGGF1P3	Approved		
AGGF1P4	Approved		
AGGF1P5	Approved		
AGGF1P6	Approved		
AGGF1P7	Approved		
AGGF1P8	Approved		
AGGF1P9	Approved		
AGGF1P10	Approved		
AGK	Approved	FLJ10842	MULK
AGK-DT	Approved		
AGKP1	Approved	AGKY1	
AGKP2	Approved		
AGL	Approved	GDE	
AGMAT	Approved	FLJ23384	
AGMO	Approved	FLJ16237	TMEM195
AGO1	Approved	hAGO1	EIF2C1
AGO2	Approved	hAGO2|Q10|LINC00980	EIF2C2|CASC7
AGO3	Approved	hAGO3|FLJ12765	EIF2C3
AGO4	Approved	hAGO4|KIAA1567|FLJ20033	EIF2C4
AGPAT1	Approved	LPAAT-alpha|LPLAT1	
AGPAT2	Approved	LPAAT-beta|LPLAT2	BSCL
AGPAT3	Approved	LPAAT-gamma|LPAAT3|LPLAT3	
AGPAT4	Approved	LPAAT-delta|dJ473J16.2|LPAAT4|LPLAT4	
AGPAT4-IT1	Approved	FLJ23112	C6orf59|NCRNA00241
AGPAT5	Approved	FLJ11210|LPAAT-e|LPAAT-epsilon|LPLAT5	
AGPAT5P1	Approved		
AGPS	Approved	ADHAPS|ADAS|ALDHPSY|ADPS|ADAP-S	
AGPS-DT	Approved	AC019080.1	
AGR2	Approved	XAG-2|HAG-2|AG2|PDIA17	
AGR3	Approved	HAG3|hAG-3|BCMP11|PDIA18	
AGRN	Approved		AGRIN
AGRP	Approved	Agrt|ART|ASIP2	
AGT	Approved		SERPINA8
AGTPBP1	Approved	KIAA1035|Nna1|CCP1	
AGTR1	Approved	AT1|AT2R1|AGTR1A|AT2R1A|HAT1R|AG2S|AT2R1B|AT1B|ATR1	AGTR1B
AGTR2	Approved	AT2|MRX88	
AGTRAP	Approved	ATRAP	
AGXT	Approved	AGXT1|PH1|AGT|SPT|AGT1|TLH6|Ser-PyrAT	SPAT
AGXT2	Approved	AGT2	
AGXT2-AS1	Approved		
AHCTF1	Approved	ELYS	
AHCTF1P1	Approved	ELYS-like	AHCTF1P
AHCY	Approved	SAHH|AdoHcyase	
AHCYL1	Approved	XPVKONA|IRBIT|PPP1R78	
AHCYL2	Approved	KIAA0828|long-IRBIT|IRBIT2|ADOHCYASE3	
AHCYP1	Approved		
AHCYP2	Approved		
AHCYP3	Approved		
AHCYP4	Approved		
AHCYP5	Approved		
AHCYP6	Approved		
AHCYP7	Approved		
AHCYP8	Approved		
AHDC1	Approved	DJ159A19.3|RP1-159A19.1	
AHI1	Approved	FLJ20069|ORF1|JBTS3	
AHI1-DT	Approved		C6orf217|NCRNA00271|LINC00271
AHNAK	Approved	MGC5395|AHNAK1	
AHNAK2	Approved		C14orf78
AHR	Approved	bHLHe76	
AHRR	Approved	KIAA1234|bHLHe77	AHH|AHHR
AHSA1	Approved	p38|Aha1|hAha1	C14orf3
AHSA2P	Approved	DKFZp564C236|Hch1|AHA1	AHSA2
AHSG	Approved	FETUA|A2HS|HSGA	
AHSP	Approved	EDRF	ERAF
AICDA	Approved	HIGM2|CDA2|ARP2|AID	
AIDA	Approved	FLJ12806	C1orf80
AIDAP1	Approved		
AIDAP2	Approved		
AIDAP3	Approved		
AIF1	Approved	IRT-1|AIF-1|Em:AF129756.17|IBA1	
AIF1L	Approved	IBA2|FLJ12783	C9orf58
AIFM1	Approved	AIF|CMTX4|DFNX5	PDCD8|NAMSD|AUNX1
AIFM1P1	Approved		
AIFM2	Approved	FLJ14497|PRG3|FSP1	AMID
AIFM3	Approved	AIFL|FLJ30473	
AIG1	Approved	dJ95L4.1|AIG-1|FLJ10485	
AIG1P1	Approved		
AIM2	Approved	PYHIN4	
AIMP1	Approved	EMAPII|EMAP-2|p43	SCYE1
AIMP1P1	Approved	bA400P21.1	SCYE1P
AIMP1P2	Approved		
AIMP2	Approved	p38|PRO0992|JTV-1|JTV1	
AIP	Approved	XAP2|ARA9|FKBP16|FKBP37	
AIPL1	Approved		LCA4
AIRE	Approved	PGA1|APS1	APECED
AIRIM	Approved	FLJ20508	C1orf109
AIRN	Approved	AIR|NCRNA00088|IGF2RAS|IGF2R-AS1	
AJAP1	Approved	SHREW1|SHREW-1|MOT8	
AJM1	Approved	ajm-1	C9orf172
AJUBA	Approved	MGC15563	JUB
AJUBA-DT	Approved		
AK1	Approved	ADK|Adk1	
AK2	Approved		
AK2-AS1	Approved		
AK2P1	Approved	AK2B	
AK2P2	Approved		
AK3	Approved	AKL3L1	AK6|AK3L1
AK3P2	Approved	HsT26053	
AK3P3	Approved		
AK3P4	Approved		
AK3P5	Approved		
AK3P6	Approved		
AK3P7	Approved		
AK4	Approved		AK3|AK3L1
AK4P1	Approved		AK3P1
AK4P2	Approved		
AK4P3	Approved	AK3L2P	AK3L2
AK4P4	Approved		
AK4P5	Approved		
AK4P6	Approved		
AK5	Approved		
AK5-AS1	Approved		
AK6	Approved	CINAP	
AK6P1	Approved		
AK6P2	Approved		
AK7	Approved	FLJ32864|FAP75|CFAP75	
AK8	Approved	FLJ32704	C9orf98
AK9	Approved	FLJ42177|FLJ25791|dJ70A9.1|MGC26954	C6orf224|AKD2|C6orf199|AKD1
AKAIN1	Approved		C18orf42
AKAIN1-AS1	Approved		
AKAP1	Approved	AKAP121|AKAP149|SAKAP84|S-AKAP84|AKAP84|D-AKAP1|PPP1R43|TDRD17	PRKA1
AKAP1-DT	Approved		
AKAP2	Approved	AKAP-KL|KIAA0920|DKFZp564L0716|MISP2	PRKA2
AKAP3	Approved	FSP95|SOB1|AKAP110|CT82	
AKAP4	Approved	p82|hAKAP82|AKAP82|Fsc1|HI|CT99	
AKAP5	Approved	AKAP75|AKAP79	
AKAP6	Approved	KIAA0311|mAKAP|AKAP100|PRKA6|ADAP6	
AKAP7	Approved	AKAP18|AKAP15	
AKAP8	Approved	AKAP95|DKFZp586B1222	
AKAP8L	Approved	NAKAP95|HAP95	
AKAP8P1	Approved		
AKAP9	Approved	KIAA0803|AKAP350|AKAP450|CG-NAP|YOTIAO|HYPERION|PRKA9|MU-RMS-40.16A|PPP1R45|LQT11	
AKAP10	Approved	D-AKAP2|PRKA10|MGC9414	
AKAP11	Approved	KIAA0629|AKAP220|PRKA11|FLJ11304|DKFZp781I12161|PPP1R44	
AKAP12	Approved	AKAP250|SSeCKS	
AKAP13	Approved	Ht31|BRX|AKAP-Lbc|c-lbc|PROTO-LB|HA-3|ARHGEF13	LBC
AKAP13-AS1	Approved		
AKAP14	Approved	AKAP28	
AKAP17A	Approved	XE7|XE7Y|DXYS155E|MGC39904|721P|CCDC133	CXYorf3|SFRS17A
AKAP17BP	Approved		AKAP16B|AKAP16BP
AKAP19	Approved	MGC13057|smAKAP	C2orf88
AKIP1	Approved	BCA3	C11orf17
AKIRIN1	Approved	FLJ12666	C1orf108
AKIRIN1P1	Approved		
AKIRIN1P2	Approved		
AKIRIN2	Approved	FLJ10342|dJ486L4.2	C6orf166
AKIRIN2P1	Approved		
AKNA	Approved	KIAA1968	
AKNAD1	Approved	MGC26989	C1orf62
AKR1A1	Approved	ALR|DD3	
AKR1B1	Approved	AR	ALDR1
AKR1B1P1	Approved		ALDRL1
AKR1B1P2	Approved		ALDRP
AKR1B1P3	Approved	Coromarker	ALDRL3
AKR1B1P4	Approved		ALDRL4
AKR1B1P5	Approved		AKR1B1P
AKR1B1P6	Approved		
AKR1B1P7	Approved		
AKR1B1P8	Approved		
AKR1B10	Approved	AKR1B12|ARL-1|HIS|ARL1|HSI|ALDRLn	AKR1B11
AKR1B10P1	Approved		
AKR1B10P2	Approved		
AKR1B15	Approved		
AKR1C1	Approved	DDH|MBAB|DD1|HAKRC	DDH1
AKR1C2	Approved	DD|BABP|DD2|HAKRD|MCDR2	DDH2|TDD
AKR1C3	Approved	KIAA0119|DDX|HAKRB|PGFS	HSD17B5
AKR1C4	Approved	DD4|HAKRA|C11|3-alpha-HSD|CDR|MGC22581	CHDR
AKR1C5P	Approved		
AKR1C6P	Approved	TAKR	
AKR1C7P	Approved		
AKR1C8	Approved		AKR1CL1|AKR1C8P
AKR1D1	Approved		SRD5B1
AKR1D1P1	Approved		SRD5BP1|AKR1D1P
AKR1E2	Approved	MGC10612|HTSP1|htAKR	AKRDC1|AKR1CL2
AKR7A2	Approved	AFAR	
AKR7A2P1	Approved	AFARP1	
AKR7A2P2	Approved		
AKR7A3	Approved		
AKR7L	Approved	AFAR3	
AKT1	Approved	RAC|PKB|PRKBA|AKT|RAC-alpha	
AKT1S1	Approved	PRAS40|MGC2865|Lobe	
AKT2	Approved	PKBβ	
AKT3	Approved	PKBG|RAC-gamma|PRKBG	
AKT3-IT1	Approved		
AKTIP	Approved	FLJ13258	FTS
AKTIPP1	Approved		
AKTIPP2	Approved		
AKTIPP3	Approved		
ALAD	Approved	ALADH|PBGS	
ALAS1	Approved	ALAS-H	ALAS3|ALAS
ALAS2	Approved	ALAS-E	ASB
ALB	Approved		
ALCAM	Approved	CD166|MEMD	
ALDH1A1	Approved	RALDH1	PUMB1|ALDH1
ALDH1A2	Approved	RALDH2	
ALDH1A2-AS1	Approved		
ALDH1A3	Approved	RALDH3	ALDH6
ALDH1A3-AS1	Approved		
ALDH1B1	Approved	ALDHX	ALDH5
ALDH1L1	Approved	10-fTHF|FDH	FTHFD
ALDH1L1-AS1	Approved		
ALDH1L1-AS2	Approved		
ALDH1L2	Approved	FLJ38508|mtFDH	
ALDH2	Approved		
ALDH3A1	Approved		ALDH3
ALDH3A2	Approved	FALDH	SLS|ALDH10
ALDH3B1	Approved		ALDH7
ALDH3B2	Approved		ALDH8
ALDH4A1	Approved	P5CDh	ALDH4
ALDH5A1	Approved	SSADH|SSDH	
ALDH6A1	Approved		MMSDH
ALDH7A1	Approved	EPD|PDE	ATQ1
ALDH7A1P1	Approved		ATQL1
ALDH7A1P2	Approved		ATQL2
ALDH7A1P3	Approved		ATQL3
ALDH7A1P4	Approved		ATQL4
ALDH8A1	Approved	ALDH12	
ALDH9A1	Approved	E3	ALDH7|ALDH4|ALDH9
ALDH16A1	Approved	MGC10204	
ALDH18A1	Approved	P5CS	GSAS|PYCS|SPG9
ALDOA	Approved		
ALDOAP1	Approved		
ALDOAP2	Approved		
ALDOB	Approved		
ALDOC	Approved		
ALDOC-AS1	Approved		
ALG1	Approved	HMT-1|HMAT1|CDG1K|Mat-1	
ALG1L1P	Approved	ALG1L1	ALG1L
ALG1L2	Approved		
ALG1L3P	Approved		
ALG1L5P	Approved		
ALG1L6P	Approved		
ALG1L7P	Approved		
ALG1L8P	Approved		
ALG1L9P	Approved		
ALG1L10P	Approved		
ALG1L11P	Approved		
ALG1L12P	Approved		
ALG1L13P	Approved		
ALG1L14P	Approved		
ALG1L15P	Approved		
ALG2	Approved	CDGIi|FLJ14511|hALPG2|NET38|CDG1I	
ALG3	Approved	NOT56L|Not56|CDGS4|D16Ertd36e	
ALG3P1	Approved		
ALG5	Approved	bA421P11.2	
ALG6	Approved		
ALG8	Approved	MGC2840	
ALG9	Approved		DIBD1
ALG9-IT1	Approved		
ALG10	Approved	FLJ14751|DIE2|ALG10A	
ALG10B	Approved	KCR1	
ALG11	Approved	KIAA0266|CDG1P	
ALG12	Approved	ECM39|CDG1G	
ALG13	Approved	MDS031|YGL047W|FLJ23018|TDRD13|CDG1S	GLT28D1|CXorf45
ALG13-AS1	Approved		
ALG14	Approved	MGC19780	
ALK	Approved	CD246|ALK1	
ALKAL1	Approved	UNQ9433|AUGB	FAM150A
ALKAL2	Approved	AUGA	FAM150B
ALKBH1	Approved	hABH|alkB|ABH	ALKBH
ALKBH2	Approved	MGC90512|ABH2	
ALKBH3	Approved	DEPC-1	
ALKBH3-AS1	Approved		
ALKBH4	Approved	FLJ20013	
ALKBH5	Approved	FLJ20308	OFOXD1
ALKBH6	Approved	MGC15677	
ALKBH7	Approved	MGC10974	SPATA11
ALKBH8	Approved	MGC10235|TRM9|TRMT9A	
ALLC	Approved	ALC	
ALMS1	Approved	KIAA0328	
ALMS1-IT1	Approved		
ALMS1P1	Approved		ALMS1L|ALMS1P
ALOX5	Approved	5-LOX	
ALOX5AP	Approved	FLAP	
ALOX12	Approved	12S-LOX	
ALOX12B	Approved	12R-LOX	
ALOX12P1	Approved		ALOX12P
ALOX12P2	Approved		
ALOX15	Approved	15-LOX-1	
ALOX15B	Approved	15-LOX-2	
ERVK13-1	Approved		
ERVMER34-1	Approved	envMER34|HEMO	
ERVMER61-1	Approved	TP53LC07	C1orf99
ERVPABLB-1	Approved	envR(b)	
ERVS71-1	Approved	envT	
ERVS71-2	Approved	HERV-HC2	
ERVV-1	Approved	FLJ32214|HERV-V1|ENVV1	
ERVV-2	Approved	ENVV2	
ERVW-1	Approved	HERV-W|HERV-W-ENV|HERVW|HERV-7q|envW	ERVWE1
ERVW-2	Approved	NTrenv	ERVWE2
ERVW-3	Approved	CL4	
ERVW-4	Approved	C187-23	
ERVW-5	Approved	CL2	
ERVW-6	Approved		
ERVW-7	Approved		
ERVW-8	Approved		
ERVW-9	Approved		
ERVW-10	Approved		
ERVW-11	Approved		
ERVW-12	Approved		
ERVW-13	Approved		
ERVW-14	Approved		
ERVW-15	Approved		
ERVW-16	Approved		
ERVW-17	Approved		
ERVW-18	Approved		
ERVW-19	Approved		
ERVW-20	Approved		
ERVW-21	Approved		
ERVW-22	Approved		
ERVW-23	Approved		
ERVW-24	Approved		
ERVW-25	Approved		
ERVW-26	Approved		
ERVW-27	Approved		
ERVW-28	Approved		
ERVW-29	Approved		
ESA4	Approved		
ESAM	Approved	W117m	
ESAM-AS1	Approved		
ESAT	Approved		
ESB3	Approved		
ESCO1	Approved	ESO1|EFO1|KIAA1911	
ESCO2	Approved	EFO2	RBS
ESD	Approved		
ESDP1	Approved		
ESF1	Approved	bA526K24.1	C20orf6
ESM1	Approved		
ESPL1	Approved	KIAA0165|ESP1|SEPA	
ESPN	Approved		DFNB36
ESPNL	Approved	FLJ42568	
ESPNP	Approved		
ESR1	Approved	ER|NR3A1|Era|ER-alpha	ESR
ESR2	Approved	NR3A2|Erb|ER-beta	
ESRG	Approved	HESRG	
ESRP1	Approved	FLJ20171	RBM35A
ESRP2	Approved	FLJ21918	RBM35B
ESRRA	Approved	ERR1|ERRalpha|NR3B1|ERRa	ESRL1
ESRRAP1	Approved		ESRRAP
ESRRAP2	Approved	ESTRRA	
ESRRB	Approved	ERR2|ERRbeta|NR3B2|ERRb	ESRL2|DFNB35
ESRRG	Approved	NR3B3|ERRg|ERR-gamma	
ESS2	Approved	DGSI|Es2el|ES2|DGS-H|ESS-2|bis1	DGCR13|DGCR14
ESX1	Approved	ESXR1	ESX1L
ESYT1	Approved	MBC2|KIAA0747	FAM62A
ESYT2	Approved	KIAA1228|CHR2SYT	FAM62B
ESYT3	Approved	CHR3SYT	FAM62C
ETAA1	Approved	ETAA16	
ETDA	Approved		
ETDB	Approved		LINC00633
ETDC	Approved		
ETF1	Approved	eRF1|TB3-1|RF1	SUP45L1|ERF1|ERF
ETF1P1	Approved	HCGVII	SUP45L2
ETF1P2	Approved		SUP45L3
ETF1P3	Approved		SUP45L4
ETFA	Approved	GA2|EMA|MADD	
ETFB	Approved		
ETFBKMT	Approved	DKFZp451L235|MGC50559	C12orf72|METTL20
ETFDH	Approved	ETFQO	
ETFRF1	Approved		LYRM5
ETFRF1P1	Approved		
ETHE1	Approved	YF13H12|HSCO	
ETNK1	Approved	EKI1|EKI	
ETNK1-DT	Approved		
ETNK2	Approved	FLJ10761|EKI2	
ETNPPL	Approved		AGXT2L1
ETS1	Approved	FLJ10768|ETS-1	EWSR2
ETS1-AS1	Approved	pancEts-1	
ETS2	Approved		
ETS2-AS1	Approved		
ETS2P1	Approved		
ETV1	Approved	ER81	
ETV2	Approved	ER71	
ETV3	Approved	PE-1	
ETV3L	Approved	FLJ16478	
ETV4	Approved	E1A-F|E1AF|PEA3	
ETV5	Approved	ERM	
ETV5-AS1	Approved		
ETV6	Approved	TEL	
ETV7	Approved	TEL2|TEL-2	
ETV7-AS1	Approved		
EUDAL	Approved		
EVA1A	Approved	FLJ13391	TMEM166|FAM176A
EVA1A-AS	Approved	EVA1A-AS1	
EVA1B	Approved	FLJ10647	C1orf78|FAM176B
EVA1C	Approved	B18|PRED34|B19	C21orf64|C21orf63|FAM176C
EVA1CP1	Approved		
EVA1CP2	Approved		
EVA1CP3	Approved		
EVA1CP4	Approved		
EVA1CP5	Approved		
EVA1CP6	Approved		
EVC	Approved	DWF-1|EVC1	
EVC2	Approved	LBN	
EVI2A	Approved	EVDA	EVI2
EVI2B	Approved	D17S376|EVDB|CD361	
EVI5	Approved	NB4S	
EVI5L	Approved		
EVL	Approved	RNB6	
EVL-AS1	Approved		
EVPL	Approved	EVPK	
EVPLL	Approved		
EVX1	Approved		
EVX1-AS	Approved	EVX1-AS1|EVX1AS	
EVX2	Approved		
EWSAT1	Approved	FLJ33768	TMEM84|NCRNA00277|LINC00277
EWSR1	Approved	EWS	
EWSR1P1	Approved		
EWSR1P2	Approved		
EXD1	Approved	MGC33637	EXDL1
EXD2	Approved	FLJ10738	C14orf114|EXDL2
EXD3	Approved	LOC54932|FLJ20433|mut-7|Nbr	
EXO1	Approved	HEX1|hExoI	
EXO5	Approved	FLJ21144	C1orf176|DEM1
EXO5-DT	Approved		
EXOC1	Approved	SEC3|FLJ10893|BM-102|Sec3p	SEC3L1
EXOC1-AS1	Approved	AC110611.2	
EXOC1L	Approved		
EXOC1L-AS1	Approved		
EXOC2	Approved	FLJ11026|Sec5	SEC5L1
EXOC3	Approved	Sec6	SEC6L1
EXOC3-AS1	Approved		C5orf55
EXOC3L1	Approved	FLJ35539|FLJ35587	EXOC3L
EXOC3L2	Approved	FLJ36147|XTP7	
EXOC3L4	Approved		C14orf73
EXOC4	Approved	KIAA1699|MGC27170|SEC8|Sec8p	SEC8L1
EXOC5	Approved	SEC10|SEC10P	SEC10L1
EXOC5P1	Approved		
EXOC6	Approved	SEC15L|FLJ1125|DKFZp761I2124|MGC33397|Sec15|EXOC6A	SEC15L1
EXOC6B	Approved	KIAA0919	SEC15L2|SEC15B
EXOC7	Approved	EXO70|KIAA1067|YJL085W|Exo70p|BLOM4	
EXOC7P1	Approved		
EXOC8	Approved	SEC84|EXO84|Exo84p	
EXOG	Approved	ENGL-a|ENGL|ENGL-b	ENDOGL1|ENDOGL2
EXOGP1	Approved		
EXOSC1	Approved	hCsl4p|Csl4p|CSL4|Ski4p|SKI4|CGI-108|p13	
EXOSC2	Approved	hRrp4p|Rrp4p|RRP4|p7	
EXOSC3	Approved	hRrp40p|Rrp40p|RRP40|CGI-102|p10|hRrp-40	
EXOSC3P1	Approved		
EXOSC3P2	Approved		
EXOSC4	Approved	hRrp41p|FLJ20591|Rrp41p|RRP41|RRP41A|Ski6p|SKI6|p12A	
EXOSC5	Approved	hRrp46p|Rrp46p|RRP46|RRP41B|MGC12901|p12B	
EXOSC6	Approved	MTR3|hMtr3p|Mtr3p|EAP4|p11	
EXOSC7	Approved	hRrp42p|Rrp42p|RRP42|EAP1|KIAA0116|p8	
EXOSC8	Approved	OIP2|RRP43|bA421P11.3|Rrp43p|EAP2|p9|CIP3	
EXOSC8P1	Approved		
EXOSC9	Approved	PM/Scl-75|Rrp45p|RRP45|p5|p6	PMSCL1
EXOSC10	Approved	PM-Scl|PM/Scl-100|Rrp6p|RRP6|p2|p3|p4	PMSCL2
EXOSC10-AS1	Approved		
EXPH5	Approved	SLAC2-B	
EXT1	Approved	ttv	LGCR|LGS
EXT2	Approved	SOTV	
EXTL1	Approved	EXTL|MGC70794	
EXTL2	Approved		
EXTL2P1	Approved		EXTL2P
EXTL3	Approved	botv|REGR	
EXTL3-AS1	Approved		C8orf50
EYA1	Approved		BOR
EYA2	Approved	EAB1	
EYA2-AS1	Approved		
EYA3	Approved	DKFZp686C132	
EYA4	Approved		DFNA10|CMD1J
EYA4-AS2	Approved		
EYS	Approved	dJ1018A4.2|bA166P24.2|SPAM|bA307F22.3|dJ303F19.1|bA74E24.1	C6orf180|EGFL11|RP25|EGFL10|C6orf178|C6orf179
EZH1	Approved	KIAA0388|KMT6B	
EZH2	Approved	EZH1|ENX-1|KMT6|KMT6A	
EZH2P1	Approved		
EZHIP	Approved	CATACOMB	CXorf67
EZR	Approved		VIL2
EZR-AS1	Approved		
EZRP1	Approved		
F2	Approved		
F2R	Approved	TR|CF2R|PAR1|PAR-1	
F2R-AS1	Approved		
F2RL1	Approved	PAR2	GPR11
F2RL2	Approved	PAR3	
F2RL3	Approved	PAR4	
F3	Approved	CD142|TF	
F5	Approved	fV	
F7	Approved		
F8	Approved	FVIII|DXS1253E|HEMA	F8C
F8A1	Approved	DXS522E	F8A
F8A2	Approved		
F8A3	Approved		
F9	Approved	FIX	
F10	Approved	fX	
F10-AS1	Approved		
F10-AS2	Approved	SCAR-6	
F11	Approved	FXI	
F11-AS1	Approved		
F11R	Approved	PAM-1|JCAM|JAM-1|JAM-A|JAMA|CD321	JAM1
F12	Approved		
F13A1	Approved		F13A
F13B	Approved	FXIIIB	
FA2H	Approved	FAAH|FLJ25287	FAXDC1|SPG35
FAAH	Approved	FAAH-1|FAAH1	
FAAH2	Approved	RP11-479E16.1|FLJ31204|FAAH-2	AMDD
FAAHP1	Approved	FAAH-OUT	LINC00505
FAAP20	Approved	FLJ31031	C1orf86
FAAP24	Approved	FLJ46828|MGC32020	C19orf40
FAAP100	Approved	FLJ22175	C17orf70
FABP1	Approved	L-FABP	
FABP2	Approved	I-FABP	
FABP3	Approved	H-FABP|O-FABP	MDGI|FABP11
FABP3P2	Approved	FABP3-ps|FABP3P	
FABP4	Approved	A-FABP|aP2	
FABP5	Approved	E-FABP|PA-FABP|KFABP	
FABP5P1	Approved	FABP5	FABP5L1
FABP5P2	Approved		FABP5L2
FABP5P3	Approved	TCAG_1781704	FABP5L3
FABP5P4	Approved		FABP5L4
FABP5P5	Approved		FABP5L5
FABP5P6	Approved		FABP5L6
FABP5P7	Approved		FABP5L7
FABP5P8	Approved		FABP5L8
FABP5P9	Approved		FABP5L9
FABP5P10	Approved		FABP5L10
FABP5P11	Approved		FABP5P1|FABP5L11
FABP5P12	Approved		FABP5L12
FABP5P13	Approved		FABP5L13
FABP5P14	Approved		FABP5L14
FABP5P15	Approved		FABP5L15
FABP6	Approved	I-15P|ILLBP|I-BAP|ILBP3|I-BABP|ILBP|I-BALB	
FABP6-AS1	Approved		
FABP7	Approved	B-FABP|BLBP	
FABP7P1	Approved		
FABP7P2	Approved		
FABP9	Approved	PERF|T-FABP|PERF15	
FABP12	Approved		
FABP12P1	Approved		
FADD	Approved	MORT1|GIG3	
FADS1	Approved	D5D|FADSD5|TU12|FADS6	LLCDL1
FADS2	Approved	FADSD6|D6D|TU13|DES6|SLL0262	LLCDL2
FADS2B	Approved	FADS2BP	FADS2P1
FADS3	Approved	CYB5RP	LLCDL3
FADS6	Approved		
FAF1	Approved	CGI-03|hFAF1|HFAF1s|UBXD12|UBXN3A	
FAF1-AS1	Approved		
FAF2	Approved	ETEA|KIAA0887|UBXN3B	UBXD8
FAF2P1	Approved		
FAH	Approved		
FAHD1	Approved	DKFZP566J2046	C16orf36
FAHD2A	Approved	CGI-105	
FAHD2B	Approved	DKFZp434N062	
FAHD2CP	Approved		
FAHD2P1	Approved		FAHD2P
FAIM	Approved	FLJ10582|FAIM1	
FAIM2	Approved	KIAA0950|LFG|NMP35|LIFEGUARD|TMBIM2|LFG2	
FALEC	Approved	ncRNA-a1|FAL1	LINC00568
FAM3A	Approved	DXS560S|2-19|XAP-7	
FAM3B	Approved	D21M16SJHU19e|PRED44|2-21|ORF9|C21orf76|PANDER	C21orf11
FAM3C	Approved	GS3876|ILEI	
FAM3C2P	Approved		FAM3C2
FAM3D	Approved	EF7|OIT1	
FAM3D-AS1	Approved	lnc-KCTD6-3	
FAM8A1	Approved	AHCP	
FAM8A2P	Approved		
FAM8A3P	Approved		
FAM8A4P	Approved		FAM8A8P
FAM8A5P	Approved		
FAM8A6P	Approved		
FAM8A7P	Approved		
FAM8A9P	Approved		
FAM8A10P	Approved		
FAM9A	Approved	TEX39A	
FAM9B	Approved	TEX39B	
FAM9C	Approved	TEX39C	
FAM9CP1	Approved		
FAM13A	Approved	KIAA0914|ARHGAP48	FAM13A1
FAM13A-AS1	Approved	NCRNA00039	FAM13A1OS|FAM13AOS
FAM13B	Approved	N61|KHCHP|ARHGAP49	C5orf5|FAM13B1
FAM13B-AS1	Approved		
FAM13C	Approved		FAM13C1
FAM20A	Approved	DKFZp434F2322	
FAM20B	Approved	KIAA0475|GXK1	
FAM20BP1	Approved		
FAM20C	Approved	IMAGE:4942737|DKFZp547D065|DMP4|G-CK	
FAM24A	Approved	AC073585.4	
FAM24B	Approved	MGC45962|AC073585.2	
FAM25A	Approved	bA96C23.5	
FAM25BP	Approved	bA144G6.8	FAM25B
FAM25C	Approved	bA164N7.4	
FAM25EP	Approved	AC012044.5|bA592B15.5	FAM25D|FAM25E
