symbol	status	alias_symbol	prev_symbol
CD44	Approved	IN|MC56|Pgp1|PGP-1|CD44R|HCELL|CSPG8|Hermes-1|CDw44|HUTCH-1|HUTCH-I|ECM-III|H-CAM	MIC4|MDU2|MDU3
CD44-AS1	Approved	RP1-68D18.4|hLinfRNA5	
CD44-DT	Approved		
CD46	Approved	TRA2.10|MGC26544|TLX	MIC10|MCP
CD46P1	Approved		MCPL|CD46P
CD47	Approved	IAP|OA3	MER6
CD48	Approved	BLAST|mCD48|hCD48|SLAMF2	BCM1
CD52	Approved	HE5|EDDM5	CDW52
CD53	Approved	TSPAN25	MOX44
CD55	Approved	CR|TC|CROM	DAF
CD58	Approved		LFA3
CD59	Approved	16.3A5|EJ16|EJ30|EL32|G344|p18-20	MIC11|MIN1|MSK21|MIN2|MIN3|MIRL|MACIF|HRF20
CD63	Approved	ME491|TSPAN30|HOP-26|Pltgp40|AD1	MLA1
CD63-AS1	Approved	CEAM	
CD68	Approved	SCARD1|GP110|DKFZp686M18236|LAMP4	
CD69	Approved	CLEC2C	
CD70	Approved	CD27L|CD27-L	CD27LG|TNFSF7
CD72	Approved	LYB2|CD72b	
CD74	Approved	CLIP	DHLAG
CD79A	Approved	MB-1|Ig-alpha|MB1|IGAlpha	IGA
CD79B	Approved	B29|Ig-beta|Igbeta	IGB
CD80	Approved	B7.1|B7-1	CD28LG|CD28LG1
CD81	Approved	TAPA-1|TSPAN28|S5.7	TAPA1
CD81-AS1	Approved		
CD82	Approved	R2|IA4|TSPAN27	ST6|KAI1
CD82-AS1	Approved		
CD83	Approved	HB15|BL11	
CD83P1	Approved	HB15p|b34I8.3	CD83P
CD84	Approved	SLAMF5|hCD84|mCD84	
CD84-AS1	Approved		
CD84P1	Approved		
CD86	Approved	B7.2|B7-2	CD28LG2
CD93	Approved	C1qRP|C1qR(P)|dJ737E23.1|CDw93|ECSM3	MXRA4|C1QR1
CD96	Approved	TACTILE	
CD99	Approved		MIC2|MIC2X|MIC2Y
CD99L2	Approved	CD99B	MIC2L1
CD99P1	Approved		MIC2R|NCRNA00103|CXYorf12|CD99L1
CD101	Approved	V7	IGSF2
CD101-AS1	Approved		
CD109	Approved	HPA-15|FLJ38569|DKFZp762L1111|CPAMD7	
CD109-AS1	Approved		
CD151	Approved	SFA-1|PETA-3|TSPAN24|RAPH	
CD160	Approved	BY55|NK1|NK28	
CD163	Approved	M130|MM130|SCARI1	
CD163L1	Approved	M160|CD163B|SCARI2|WC1	
CD164	Approved	MUC-24|MGC-24|DFNA66|MGC-24v	
CD164L2	Approved		
CD177	Approved	HNA-2|PRV1|HNA2A|NB1	
CD177P1	Approved		CD177P
CD180	Approved	RP105|Ly78	LY64
CD200	Approved	MRC|OX-2	MOX1|MOX2
CD200LP	Approved		
CD200R1	Approved	OX2R|HCRTR2|CD200R	MOX2R
CD200R1L	Approved	CD200RLa|CD200R2	
CD200R1L-AS1	Approved		
CD200R1P1	Approved		
CD207	Approved	Langerin|CLEC4K	
CD209	Approved	DC-SIGN|hDC-SIGN|CDSIGN|DC-SIGN1|CLEC4L	
CD226	Approved	DNAM-1|DNAM1|PTA1|TLiSA1	
CD244	Approved	2B4|NAIL|NKR2B4|Nmrk|SLAMF4	
CD247	Approved	CD3H|CD3Q|TCRZ|CD3-ZETA|CD3ZETA	CD3Z
CD248	Approved	TEM1	CD164L1
CD274	Approved	B7-H|B7H1|PD-L1|PDL1|B7-H1	PDCD1LG1
CD276	Approved	B7-H3|B7H3|B7RP-2	
CD300A	Approved	Irp60|CMRF35H|CMRF-35-H9|IRC1|IRC2|IGSF12	
CD300C	Approved	CMRF35|LIR|CMRF-35A|CMRF35A|IGSF16	
CD300E	Approved	IREM2|CLM2	CD300LE
CD300H	Approved		
CD300LB	Approved	TREM5|CLM7	
CD300LD	Approved	CMRF35A4|CD300D	
CD300LD-AS1	Approved	FLJ31882	C17orf77
CD300LF	Approved	IREM1|NKIR|IGSF13|CD300f|CLM1	
CD300LG	Approved	Trem4|CLM9	
CD302	Approved	DCL-1|KIAA0022|BIMLEC|CLEC13A	
CD320	Approved	8D6|8D6A|TCblR|TCN2R|sCD320|TCII-R	
CDA	Approved	CDD	
CDADC1	Approved	NYD-SP15	
CDAN1	Approved	CDA-I|CDAI	
CDC5L	Approved	PCDC5RP|hCDC5|CEF1|CDC5	
CDC6	Approved		CDC18L
CDC7	Approved	Hsk1|huCdc7|HsCdc7	CDC7L1
CDC14A	Approved	Cdc14A1|Cdc14A2|cdc14|DFNB105	DFNB32
CDC14B	Approved	Cdc14B1|Cdc14B2|CDC14B3|hCDC14B	
CDC14C	Approved	MGC26484|CDC14B2|CDC14Bretro|CDC14CP	
CDC16	Approved	APC6|ANAPC6|CUT9	
CDC20	Approved	p55CDC|CDC20A	
CDC20-DT	Approved		
CDC20B	Approved	FLJ37927	
CDC20P1	Approved	OTTHUMG00000020142	CDC20P
CDC23	Approved	APC8|ANAPC8|CUT23	
CDC25A	Approved		
CDC25B	Approved	MPIP2	
CDC25C	Approved	PPP1R60	CDC25
CDC26	Approved	APC12|ANAPC12	C9orf17
CDC26P1	Approved	TCAG_1970866	CDC26P
CDC27	Approved	APC3|ANAPC3|NUC2	D0S1430E|D17S978E
CDC27P1	Approved		
CDC27P2	Approved		
CDC27P3	Approved		
CDC27P4	Approved		
CDC27P5	Approved		
CDC27P6	Approved		
CDC27P7	Approved		
CDC27P8	Approved		
CDC27P9	Approved		
CDC27P10	Approved		
CDC27P11	Approved		
CDC34	Approved	E2-CDC34|UBE2R1|UBC3	
CDC37	Approved	P50CDC37	
CDC37L1	Approved	HARC|FLJ20639|CDC37B	
CDC37L1-DT	Approved		CDC37L1-AS1
CDC37P1	Approved	A-761H5.2	
CDC37P2	Approved		
CDC40	Approved	PRP17|EHB3|PRPF17|FLJ10564	
CDC42	Approved	G25K|CDC42Hs	
CDC42-AS1	Approved		
CDC42-IT1	Approved		
CDC42BPA	Approved	MRCKA|PK428|FLJ23347|KIAA0451|MRCKalpha	
CDC42BPB	Approved	MRCKB|KIAA1124	
CDC42BPB-AS1	Approved		
CDC42BPG	Approved	HSMDPKIN|MRCKgamma|DMPK2|kappa-200	
CDC42EP1	Approved	MSE55|CEP1|Borg5	
CDC42EP2	Approved	CEP2|BORG1	
CDC42EP3	Approved	CEP3|UB1|BORG2	
CDC42EP3-AS1	Approved	AC006369.1	LINC03063
CDC42EP3P1	Approved		
CDC42EP4	Approved	CEP4|KAIA1777|BORG4|MGC3740|MGC17125	
CDC42EP5	Approved	CEP5|Borg3	
CDC42P1	Approved	bK3216D2.3	
CDC42P2	Approved		
CDC42P3	Approved		
CDC42P4	Approved		
CDC42P5	Approved		
CDC42P6	Approved		
CDC42P7	Approved		
CDC42P8	Approved		
CDC42P9	Approved		
CDC42SE1	Approved	SCIP1|SPEC1	
CDC42SE2	Approved	FLJ21967|SPEC2	
CDC45	Approved		CDC45L2|CDC45L
CDC50A	Approved	FLJ10856	C6orf67|TMEM30A
CDC50B	Approved		TMEM30B
CDC50CP	Approved	CDC50C	TMEM30C|TMEM30CP
CDC73	Approved	parafibromin|FIHP	C1orf28|HRPT2|HRPT1
CDC123	Approved	D123	C10orf7
CDCA2	Approved	Repo-Man|PPP1R81	
CDCA3	Approved	TOME-1|GRCC8	
CDCA3P1	Approved	lncCDCA3L	
CDCA4	Approved	SEI-3|TRIP-Br3|FLJ20764|Hepp	
CDCA4P1	Approved		
CDCA4P2	Approved		
CDCA4P3	Approved		
CDCA4P4	Approved		
CDCA5	Approved		
CDCA7	Approved	FLJ14736|JPO1	
CDCA7L	Approved	RAM2|R1|JPO2	
CDCA7P1	Approved		
CDCA7P2	Approved		
CDCA8	Approved	FLJ12042|MESRGP|BOR|DasraB	
CDCP1	Approved	CD318|SIMA135	
CDCP2	Approved		
CDH1	Approved	uvomorulin|CD324	UVO
CDH2	Approved	CDHN|CD325	NCAD
CDH2-AS1	Approved		
CDH3	Approved	CDHP|PCAD	
CDH3-AS1	Approved		
CDH4	Approved	R-CAD	
CDH4-AS1	Approved		
CDH4-AS2	Approved		
CDH5	Approved	7B4|CD144	
CDH6	Approved		
CDH7	Approved		
CDH8	Approved		
CDH8-AS1	Approved		
CDH9	Approved		
CDH10	Approved		
CDH10-AS2	Approved		
CDH11	Approved	OB|CAD11	
CDH12	Approved	Br-cadherin|CDHB	
CDH12-AS1	Approved		
CDH12-AS2	Approved		
CDH12-AS3	Approved		
CDH12-AS4	Approved		
CDH12-AS5	Approved		
CDH12P1	Approved		
CDH12P2	Approved	C41-CAD	CDH12P
CDH12P3	Approved		
CDH12P4	Approved		
CDH13	Approved	CDHH	
CDH13-AS1	Approved	RP11-543N12.1	
CDH13-AS2	Approved		
CDH15	Approved		CDH3|CDH14
CDH16	Approved		
CDH17	Approved	HPT-1|cadherin	
CDH18	Approved	CDH14|EY-CADHERIN	
CDH18-AS1	Approved		
CDH18-AS2	Approved		
CDH18-AS3	Approved		
CDH19	Approved	CDH7	
CDH20	Approved	CDH7L3|Cdh7	
CDH22	Approved	dJ998H6.1	C20orf25
CDH23	Approved	CDHR23	DFNB12|USH1D
CDH23-AS1	Approved	bA327E2.3	C10orf106|NCRNA00223
CDH24	Approved	CDH11L	
CDH26	Approved	VR20	
CDHR1	Approved	KIAA1775|CORD15|RP65	PCDH21
CDHR2	Approved	PC-LKC|FLJ20124|FLJ20383|PCLKC	PCDH24
CDHR3	Approved	FLJ44366|FLJ23834|CDH28	
CDHR4	Approved	VLLR9392	CDH29
CDHR5	Approved	FLJ20219|MU-PCDH	MUCDHL|MUPCDH
CDHR17P	Approved		
CDHR18P	Approved		
CDIN1	Approved	HH114|MGC11326|FLJ22851	C15orf41
CDIP1	Approved	CDIP|LITAFL	C16orf5
CDIPT	Approved	PIS1|PIS	
CDIPTOSP	Approved	lnc-CTHCC	CDIPT-AS1
CDK1	Approved	CDC28A	CDC2
CDK2	Approved		
CDK2AP1	Approved	DORC1|doc-1|DOC1|ST19|p12DOC-1	
CDK2AP1P1	Approved		
CDK2AP2	Approved	DOC-1R|p14	
CDK2AP2P1	Approved		
CDK2AP2P2	Approved		
CDK2AP2P3	Approved		
CDK3	Approved		
CDK4	Approved	PSK-J3	
CDK4P1	Approved		CDK4PS
CDK5	Approved	PSSALRE	
CDK5P1	Approved		CDK5PS
CDK5R1	Approved	p35nck5a|Nck5a|p35	
CDK5R2	Approved	p39nck5ai|P39|NCK5AI	
CDK5R2-AS1	Approved		LINC01494
CDK5RAP1	Approved	CGI-05|HSPC167|C42	C20orf34
CDK5RAP2	Approved	C48|FLJ10867|CEP215	MCPH3
CDK5RAP3	Approved	MST016|FLJ13660|C53|IC53|HSF-27|OK/SW-cl.114|LZAP	
CDK5RAP3P1	Approved		
CDK6	Approved	PLSTIRE	
CDK6-AS1	Approved	BALR-2|AC002454.1	
CDK7	Approved	CAK1|CDKN7|MO15|STK1|CAK	
CDK7P1	Approved		CDK7PS
CDK8	Approved	K35	
CDK8P1	Approved		CDK8PS
CDK8P2	Approved		
CDK9	Approved	PITALRE|C-2k|TAK	CDC2L4
CDK10	Approved	PISSLRE	
CDK11A	Approved	PITSLRE|CDK11-p110|CDK11-p58|CDK11-p46|p58GTA	CDC2L3|CDC2L2
CDK11B	Approved	CDK11-p110|CDK11-p58|CDK11-p46	CDC2L1
CDK12	Approved	CRK7|CRKR|KIAA0904	CRKRS
CDK13	Approved	CHED|CDC2L|KIAA1791	CDC2L5
CDK13-DT	Approved	AC072061.1	
CDK14	Approved	PFTAIRE1	PFTK1
CDK15	Approved	PFTAIRE2	ALS2CR7|PFTK2
CDK16	Approved	PCTAIRE|PCTAIRE1|PCTGAIRE|FLJ16665	PCTK1
CDK17	Approved	PCTAIRE2	PCTK2
CDK18	Approved	PCTAIRE3	PCTK3
CDK19	Approved	KIAA1028|bA346C16.3	CDK11|CDC2L6
CDK20	Approved	p42|PNQALRE	CCRK
CDK20-AS1	Approved		
CDKAL1	Approved	FLJ20342	
CDKL1	Approved	KKIALRE	
CDKL2	Approved	P56|KKIAMRE	
CDKL3	Approved	NKIAMRE	
CDKL4	Approved		
CDKL5	Approved	EIEE2|CFAP247	STK9
CDKN1A	Approved	P21|CIP1|WAF1|SDI1|CAP20|p21CIP1|p21Cip1/Waf1|p21	CDKN1
CDKN1A-AS1	Approved	p21NAT	
CDKN1B	Approved	KIP1|P27KIP1	
CDKN1C	Approved	P57|KIP2	BWCR|BWS
CDKN2A	Approved	CDK4I|p16|INK4a|MTS1|CMM2|ARF|p19|p14|INK4|p16INK4a|p19Arf|p14ARF|P16-INK4A|CAI2	CDKN2|MLM
CDKN2A-AS1	Approved	bA149I2.3	C9orf53|CDKN2A-DT
CDKN2AIP	Approved	XTBD2|FLJ20036|CARF	
CDKN2B	Approved	P15|MTS2|INK4B|TP15|CDK4I|p15INK4b	
CDKN2B-AS1	Approved	ANRIL|RP11-145E5.4|NCRNA00089|p15AS|CDKN2B-AS|PCAT12|66CTG	CDKN2BAS
CDKN2C	Approved	INK4C|p18	
CDKN2D	Approved	INK4D|p19	
CDKN3	Approved	KAP|CDI1	
CDNF	Approved		ARMETL1
CDO1	Approved		
CDON	Approved	ORCAM|CDO|CDON1|Ihog	
CDONP1	Approved		
CDONP2	Approved		
CDONP3	Approved		
CDONP4	Approved		
CDPF1	Approved	CDKN1A	C22orf40
CDPF1P1	Approved		
CDR1	Approved	CDR62A|CDR34	CDR
CDR2	Approved	CDR62|Yo	
CDR2-DT	Approved		
CDR2L	Approved	HUMPPA	
CDRT2	Approved		
CDRT3	Approved		
CDRT4	Approved	FLJ36674	
CDRT5	Approved		
CDRT7	Approved	NCRNA00025|LINC00025	
CDRT8	Approved		
CDRT10	Approved		
CDRT11	Approved		
CDRT12	Approved		
CDRT13	Approved		
CDRT15	Approved		
CDRT15L2	Approved		
CDRT15P1	Approved		CDRT15P
CDRT15P2	Approved		CDRT15L1
CDRT15P3	Approved	MGC50273	C2orf27B
CDRT15P4	Approved		
CDRT15P5	Approved		C2orf27AP2
CDRT15P6	Approved		
CDRT15P7	Approved		
CDRT15P8	Approved		
CDRT15P9	Approved		
CDRT15P10	Approved		C2orf27AP1
CDRT15P11	Approved		
CDRT15P12	Approved		
CDRT15P13	Approved		
CDRT15P14	Approved		C2orf27AP3
CDS1	Approved		
CDS1-AS1	Approved		
CDS2	Approved		
CDSN	Approved	D6S586E	
CDT1	Approved	DUP|RIS2	
CDV3	Approved	H41	
CDV3P1	Approved		
CDX1	Approved		
CDX2	Approved		CDX3
CDX4	Approved		
CDY1	Approved	CDY1A	
CDY1B	Approved		
CDY2A	Approved		CDY2
CDY2B	Approved	CDY	
CDY3P	Approved		
CDY4P	Approved		
CDY5P	Approved		
CDY6P	Approved		
CDY7P	Approved		
CDY8P	Approved		
CDY9P	Approved		
CDY10P	Approved		
CDY11P	Approved		
CDY12P	Approved		
CDY13P	Approved		
CDY14P	Approved		
CDY15P	Approved		
CDY16P	Approved		
CDY17P	Approved		
CDY18P	Approved		
CDY19P	Approved		
CDY20P	Approved		
CDY21P	Approved		
CDY22P	Approved		
CDY23P	Approved		
CDYL	Approved	DKFZP586C1622|CDYL1	
CDYL-AS1	Approved		
CDYL2	Approved	FLJ38866	
CDYLP1	Approved		
CEACAM1	Approved	BGP1|CD66a	BGP
CEACAM3	Approved	CD66d|CGM1a	CGM1
CEACAM4	Approved		CGM7
CEACAM5	Approved	CD66e	CEA
CEACAM6	Approved	CD66c|NCA-50/90	NCA
CEACAM7	Approved	CEA	CGM2
CEACAM8	Approved	CD66b	CGM6
CEACAM16	Approved	DFNA4B	
CEACAM16-AS1	Approved		
CEACAM18	Approved		
CEACAM19	Approved	CEAL1	
CEACAM20	Approved	UNQ9366	
CEACAM21	Approved	R29124_1|FLJ13540	
CEACAM22P	Approved		
CEACAMP1	Approved		CGM8
CEACAMP2	Approved		CGM9
CEACAMP3	Approved		CGM10|CEACAM24P
CEACAMP4	Approved		CGM11
CEACAMP5	Approved		CGM12
CEACAMP6	Approved		CGM13
CEACAMP7	Approved		CGM14
CEACAMP8	Approved		CGM15
CEACAMP9	Approved		CGM16
CEACAMP10	Approved		CGM17
CEACAMP11	Approved		CGM18
CEBPA	Approved	C/EBP-alpha	CEBP
CEBPA-DT	Approved	ADINR	CEBPA-AS1
CEBPB	Approved	LAP|CRP2|NFIL6|IL6DBP|C/EBP-beta	TCF5
CEBPB-AS1	Approved		
CEBPD	Approved	CRP3|CELF|C/EBP-delta|NF-IL6-beta	
CEBPE	Approved	CRP1	
CEBPG	Approved	GPE1BP|IG/EBP-1	
CEBPZ	Approved	CBF2|CTF2|HSP-CBF	
CEBPZOS	Approved		CEBPZ-AS1
CECR	Approved		
CECR2	Approved	KIAA1740	
CECR3	Approved		
CECR7	Approved	SAHL1	
CECR9	Approved		
CEDORA	Approved	RP11-298D21.1|FEDORA	
CEL	Approved	BSSL|MODY8	
CELA1	Approved		ELA1
CELA2A	Approved	ELA2A	
CELA2B	Approved	RP11-265F14.2|ELA2B	
CELA3A	Approved	ELA3	ELA3A
CELA3B	Approved	CBPP	ELA3B
CELF1	Approved	CUG-BP|hNab50|BRUNOL2|NAB50|CUGBP|NAPOR|EDEN-BP	CUGBP1
CELF2	Approved	Etr-3|NAPOR-2|BRUNOL3	CUGBP2
CELF2-AS1	Approved	FLJ40494|Em:AC026887.2	C10orf31
CELF2-AS2	Approved		
CELF2-AS3	Approved		
CELF2-AS4	Approved		
CELF2-DT	Approved		
CELF3	Approved	CAGH4|BRUNOL1|ERDA4|MGC57297	TNRC4
CELF4	Approved		BRUNOL4
CELF5	Approved		BRUNOL5
CELF6	Approved		BRUNOL6
CELF6-AS1	Approved		
CELP	Approved		CELL
CELSR1	Approved	ME2|HFMI2|FMI2|CDHF9|ADGRC1	
CELSR1P1	Approved		
CELSR2	Approved	KIAA0279|MEGF3|Flamingo1|CDHF10|ADGRC2	EGFL2
CELSR3	Approved	MEGF2|HFMI1|FMI1|CDHF11|ADGRC3	EGFL1
CEMIP	Approved	IR2155535|TMEM2L|HYBID|CEMIP1	KIAA1199
CEMIP2	Approved		TMEM2
CEMP1	Approved	CP-23	
CENATAC	Approved	DLNB14	CCDC84
CENATAC-AS1	Approved	AP003392.1	
CENATAC-DT	Approved		CCDC84-DT
CENATACP1	Approved		
CEND1	Approved	FLJ90066|BM88	
CEND1P1	Approved		
CEND1P2	Approved		
CENPA	Approved	CENP-A|CenH3	
CENPB	Approved		
CENPBD1P	Approved	MGC16385	CENPBD1
CENPBD2P	Approved		CENPBD1P1
CENPC	Approved	CENP-C|hcp-4|MIF2	CENPC1
CENPCP1	Approved		CENPC|CENPC2|CENPC1P1
CENPE	Approved	KIF10|PPP1R61	
CENPF	Approved	hcp-1	
CENPH	Approved		
CENPH-DT	Approved		
CENPI	Approved	LRPR1|CENP-I|Mis6	FSHPRH1
CENPIP1	Approved		
CENPK	Approved	FKSG14|SOLT|CENP-K	
CENPL	Approved	dJ383J4.3|FLJ31044	C1orf155
CENPM	Approved	Pane1|CENP-M|MGC861	C22orf18
CENPN	Approved	FLJ13607|FLJ22660|BM039	C16orf60
CENPN-AS1	Approved		
CENPNP1	Approved		
CENPNP2	Approved		
CENPO	Approved	MGC11266|CENP-O	
CENPP	Approved	RP11-19J3.3|CENP-P	
CENPPP1	Approved		
CENPQ	Approved	FLJ10545|CENP-Q	C6orf139
CENPS	Approved	CENP-S|FAAP16	APITD1|MHF1
CENPS-CORT	Approved		APITD1-CORT
CENPT	Approved	FLJ13111|CENP-T	C16orf56
CENPU	Approved	CENP-U|KLIP1|CENP-50|PBIP1	MLF1IP
CENPUP1	Approved		
CENPUP2	Approved		
CENPV	Approved	p30|CENP-V	PRR6
CENPVL1	Approved	PRR6L1	CENPVP1
CENPVL2	Approved		CENPVP2
CENPVL3	Approved		CENPVP3
CENPW	Approved	CUG2	C6orf173
CENPX	Approved	MGC14480|FAAP10|CENP-X	STRA13|MHF2
CEP15	Approved	HT021	C3orf14
CEP19	Approved	MGC14126	C3orf34
CEP19P1	Approved		
CEP20	Approved	DKFZp686N1651|FLJ31153|PHSECRG2|FOR20	C16orf63|FOPNL
CEP41	Approved	DKFZp762H1311|FLJ22445|JBTS15	TSGA14
CEP43	Approved	FOP	FGFR1OP
CEP44	Approved		KIAA1712
CEP55	Approved	FLJ10540|CT111	C10orf3
CEP57	Approved	Translokin|TSP57|KIAA0092	
CEP57L1	Approved	bA487F23.2|MGC21731	C6orf182
CEP57L1P1	Approved		C10orf37|C6orf182P
CEP63	Approved	FLJ13386	
CEP63-AS1	Approved		
CEP68	Approved		KIAA0582
CEP70	Approved	BITE|FLJ13036	
CEP72	Approved	KIAA1519|FLJ10565	
CEP72-DT	Approved		
CEP76	Approved	HsT1705|FLJ12542	C18orf9
CEP78	Approved	FLJ12643	C9orf81
CEP83	Approved	NY-REN-58|NPHP18	CCDC41
CEP83-DT	Approved		CCDC41-AS1|CEP83-AS1
CEP85	Approved	DKFZP434L0117	CCDC21
CEP85L	Approved	NY-BR-15|bA57K17.2	C6orf204
CEP89	Approved	FLJ14640	CCDC123
CEP95	Approved	DKFZp667E1824	CCDC45
CEP97	Approved	FLJ23047	LRRIQ2
CEP104	Approved	GlyBP|RP1-286D6.4|CFAP256|ROC22|JBTS25	KIAA0562
CEP112	Approved	MGC33887	CCDC46
CEP120	Approved	FLJ36090	CCDC100
CEP126	Approved		KIAA1377
CEP128	Approved		C14orf61|C14orf145
CEP131	Approved	AZ1|KIAA1118	AZI1
CEP135	Approved	FLJ13621	KIAA0635|CEP4
CEP135-AS1	Approved		
CEP152	Approved	KIAA0912|SCKL5|MCPH9	
CEP152-AS1	Approved		
CEP162	Approved	QN1	C6orf84|KIAA1009
CEP164	Approved	KIAA1052|NPHP15	
CEP164P1	Approved		
CEP170	Approved	KAB|FAM68A	KIAA0470
CEP170B	Approved	FAM68C|Cep170R	KIAA0284
CEP170P1	Approved	MGC26143|FAM68B	KIAA0470L|CEP170L
CEP192	Approved	KIAA1569|FLJ10352|PPP1R62	
CEP192-DT	Approved	RP11-773H22.4	
CEP192P1	Approved		
CEP250	Approved	C-NAP1	CEP2
CEP250-AS1	Approved		
CEP290	Approved	KIAA0373|FLJ13615|3H11Ag|rd16|NPHP6|JBTS5|SLSN6|LCA10|MKS4|BBS14|CT87|POC3	
CEP295	Approved		KIAA1731
CEP295NL	Approved	DDC8	KIAA1731NL
CEP350	Approved	KIAA0480|CAP350	
CEPT1	Approved		
CER1	Approved	DAND4	
CERCAM	Approved	GLT25D3	CEECAM1
CERK	Approved	hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2	
CERKL	Approved		RP26
CERNA1	Approved	LOC100129973	
CERNA2	Approved	HOST2	
CERNA3	Approved	CTA	
CEROX1	Approved		
CERS1	Approved	LAG1|UOG1	LASS1
CERS2	Approved	SP260|FLJ10243	LASS2
CERS2-AS1	Approved		
CERS3	Approved	MGC27091	LASS3
CERS3-AS1	Approved		
CERS4	Approved	FLJ12089|Trh1	LASS4
CERS5	Approved	Trh4|MGC45411|FLJ25304	LASS5
CERS6	Approved		LASS6
CERS6-AS1	Approved		
CERT1	Approved	GPBP|STARD11|CERT	COL4A3BP
CES1	Approved	HMSE|CES2|HMSE1|SES1|CEH|CES1A1|CES1A2	
CES1P1	Approved	PCE-3|CESR|CES1A3	CES4
CES1P2	Approved		
CES2	Approved	CE-2|iCE|CES2A1	
CES3	Approved	FLJ21736|ES31	
CES4A	Approved	FLJ37464	CES8
CES5A	Approved	FLJ31547|CES4C1|CES5|CAUXIN	CES7
CES5AP1	Approved		
CETN1	Approved	CEN1	CETN
CETN2	Approved	CEN2	CALT
CETN3	Approved	CEN3	
CETN3-AS1	Approved		
CETN4P	Approved		
CETP	Approved	BPIFF	
CFAP20	Approved	GTL3|fSAP23	C16orf80
CFAP20-AS1	Approved		
CFAP20DC	Approved	FLJ42117|FLJ42930	C3orf67
CFAP20DC-AS1	Approved		C3orf67-AS1
CFAP20DC-DT	Approved		
CFAP36	Approved	MGC15407|BARTL1	CCDC104
CFAP43	Approved	FLJ36006|bA373N18.2|FLJ22944	C10orf79|WDR96
CFAP44	Approved	FLJ11142	WDR52
CFAP44-AS1	Approved		WDR52-AS1
CFAP45	Approved	NESG1	CCDC19
CFAP46	Approved	DKFZp434A1721|bA288G11.4|bA288G11.5|bB137A17.2|FLJ25954|bB137A17.3	C10orf123|C10orf124|C10orf93|C10orf92|TTC40
CFAP47	Approved	FLJ36601|RP13-11B7.1|MGC34831	CXorf59|CXorf22|CXorf30|CHDC2
CFAP52	Approved	WDRPUH|FLJ37528	WDR16
CFAP53	Approved	FLJ32743	CCDC11
CFAP53P1	Approved		CCDC11P1
CFAP54	Approved	FLJ31514|FLJ44112	C12orf63|C12orf55
CFAP57	Approved	FLJ32000	WDR65
CFAP58	Approved	FLJ35908|bA554P13.1	C10orf80|CCDC147
CFAP58-DT	Approved	lncITPRIP-1	CCDC147-AS1|CFAP58-AS1
CFAP61	Approved	DKFZP434K156|dJ1002M8.3|CaM-IP3	C20orf26
CFAP61-AS1	Approved		
CFAP65	Approved	DKFZp434O0527|MGC35338	CCDC108
CFAP65-AS1	Approved		
CFAP68	Approved	FLJ23499	C11orf1
CFAP69	Approved	FLJ21062|FAP69	C7orf63
CFAP69P1	Approved		
CFAP70	Approved	FLJ25765	TTC18
CFAP73	Approved	MIA2	CCDC42B
CFAP74	Approved	FLJ45476	C1orf222|KIAA1751
CFAP77	Approved	FLJ46082	C9orf171
CFAP90	Approved	LOC134121	C5orf49
CFAP91	Approved	AAT1|AAT1alpha|SPATA26|CaM-IP2|AAT-1	C3orf15|MAATS1
CFAP92	Approved	FLJ43738|FAP92	KIAA1257
CFAP95	Approved		C9orf135
CFAP95-DT	Approved		C9orf135-AS1|C9orf135-DT
CFAP96	Approved	LOC441054	C4orf47
CFAP97	Approved	DKFZp434F1728|hmw	KIAA1430
CFAP97D1	Approved		C17orf105
CFAP97D1-AS1	Approved		
CFAP97D2	Approved		
CFAP97P1	Approved		
CFAP99	Approved		
CFAP100	Approved	FLJ40083|MIA1	CCDC37
CFAP100-DT	Approved		CCDC37-AS1|CCDC37-DT
CFAP107	Approved	MGC35194	C1orf158
CFAP119	Approved	MGC104706	C16orf93|CCDC189
CFAP126	Approved	Flattop|Fltp	C1orf192
CFAP141	Approved		C1orf189
CFAP144	Approved	LOC440585|hCG23177	FAM183A
CFAP144P1	Approved	LOC340286|THEG6	FAM183B|FAM183BP
CFAP144P2	Approved		FAM183DP
CFAP144P3	Approved		FAM183EP
CFAP157	Approved		C9orf117
CFAP161	Approved	FLJ38615	C15orf26
CFAP184	Approved	FLJ90575	CCDC96
CFAP184-OT1	Approved		
CFAP206	Approved	FLJ25974|dJ382I10.1	C6orf165
CFAP210	Approved	LOC129881	C2orf77|CCDC173
CFAP221	Approved	FAP221|PCDP1	
CFAP251	Approved	MGC33630|CaM-IP4	WDR66
CFAP263	Approved	HSPC065|DKFZp434N1418	CCDC113
CFAP276	Approved		C1orf194
CFAP298	Approved	FLJ20467|FBB18|CILD26|Kur|DNAAF16	C21orf48|C21orf59
CFAP298-TCP10L	Approved	FLJ10932	LINC00846|C21orf77
CFAP299	Approved		C4orf22
CFAP299-AS1	Approved		
CFAP300	Approved	MGC13040|FBB5|DNAAF17	C11orf70
CFAP410	Approved	YF5|A2|LRRC76	C21orf2
CFAP418	Approved	MOT25|FLJ30600|CORD16|RP64|BBS21|FAP418|SMALLTALK	C8orf37
CFAP418-AS1	Approved	tospeak	C8orf37-AS1
CFB	Approved	H2-Bf	BFD|BF
CFC1	Approved	CRYPTIC	HTX2
CFC1B	Approved		
CFD	Approved	ADN	DF|PFD
